,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-10-05,21.0,22.0,26.0,40.0,15.0,0.0,13.0,13.0,12.0,13.0,10.0,35.80246913580247,10.0,0.0,15.0,14.0,27.0,22.0,29.0,31.0,27.731568296169772
2020-10-06,11.0,11.0,26.0,14.0,0.0,24.0,41.0,52.0,12.0,27.0,31.0,37.03703703703704,32.0,20.0,91.0,14.0,42.0,34.0,30.0,64.0,46.09643341193071
2020-10-07,32.0,33.0,26.0,27.0,15.0,0.0,27.0,38.0,86.0,54.0,30.0,71.60493827160494,32.0,30.0,60.0,55.0,42.0,56.0,30.0,48.0,59.59878205009191
2020-10-08,21.0,33.0,40.0,54.0,30.0,48.0,27.0,26.0,49.0,68.0,60.0,91.35802469135803,10.0,50.0,45.0,82.0,28.0,45.0,60.0,64.0,70.03211971556414
2020-10-09,11.0,12.0,14.0,29.0,16.0,39.0,73.0,14.0,40.0,15.0,44.0,97.53086419753086,0.0,54.0,33.0,60.0,45.0,0.0,49.0,69.0,53.72811496258888
2020-10-10,53.0,28.0,83.0,68.0,94.0,45.0,35.0,49.0,62.0,52.0,26.0,23.45679012345679,27.0,0.0,38.0,17.0,35.0,43.0,38.0,20.0,62.89615863054901
2020-10-11,0.0,14.0,32.0,17.0,55.0,14.0,16.0,47.0,45.0,33.0,49.0,87.65432098765432,39.0,12.0,37.0,100.0,17.0,69.0,55.0,58.0,59.903269527116095
2020-10-12,22.0,46.0,55.0,14.0,63.0,38.0,57.0,40.0,13.0,58.0,31.0,96.29629629629629,33.0,10.0,47.0,44.0,44.0,36.0,31.0,17.0,59.801154824455544
2020-10-13,22.0,0.0,14.0,14.0,15.0,24.0,28.0,40.0,38.0,56.0,31.0,0.0,22.0,21.0,31.0,28.0,29.0,47.0,15.0,33.0,38.19832531887637
2020-10-14,11.0,46.0,0.0,56.0,46.0,0.0,0.0,13.0,13.0,14.0,10.0,37.03703703703704,0.0,21.0,0.0,57.0,43.0,35.0,0.0,33.0,32.71198083956852
2020-10-15,23.0,48.0,42.0,44.0,33.0,13.0,29.0,55.0,66.0,15.0,22.0,59.25925925925926,0.0,0.0,49.0,45.0,15.0,12.0,16.0,34.0,46.639497966989104
2020-10-16,24.0,0.0,0.0,61.0,51.0,13.0,46.0,43.0,28.0,46.0,46.0,61.72839506172839,24.0,22.0,0.0,46.0,31.0,64.0,17.0,54.0,50.96080652048793
2020-10-17,54.0,100.0,100.0,52.0,58.0,30.0,86.0,64.0,16.0,69.0,26.0,69.1358024691358,27.0,51.0,76.0,35.0,71.0,43.0,57.0,20.0,83.02389484042259
2020-10-18,42.0,89.0,53.0,72.0,100.0,47.0,54.0,34.0,32.0,18.0,41.0,24.691358024691358,42.0,40.0,80.0,37.0,19.0,45.0,80.0,63.0,76.14786208945249
2020-10-19,35.0,37.0,29.0,60.0,49.0,26.0,30.0,14.0,41.0,30.0,11.0,39.50617283950617,23.0,33.0,50.0,46.0,0.0,50.0,100.0,87.0,59.44096841870743
2020-10-20,100.0,24.0,97.0,100.0,96.0,50.0,44.0,69.0,39.0,58.0,33.0,96.29629629629629,80.0,42.0,81.0,88.0,74.0,71.0,16.0,34.0,97.17235105178145
2020-10-21,46.0,12.0,0.0,74.0,48.0,13.0,44.0,42.0,53.0,74.0,55.0,97.53086419753086,11.0,32.0,49.0,60.0,45.0,24.0,65.0,69.0,68.69163216427471
2020-10-22,23.0,24.0,29.0,59.0,99.0,53.0,44.0,28.0,81.0,90.0,100.0,98.76543209876543,57.0,66.0,83.0,30.0,76.0,62.0,98.0,52.0,94.19988488888065
2020-10-23,24.0,39.0,30.0,16.0,34.0,27.0,31.0,29.0,56.0,15.0,23.0,61.72839506172839,36.0,34.0,69.0,31.0,32.0,26.0,35.0,18.0,50.133677428937446
2020-10-24,27.0,72.0,33.0,69.0,96.0,15.0,86.0,49.0,0.0,17.0,38.0,69.1358024691358,27.0,25.0,58.0,88.0,89.0,29.0,38.0,61.0,74.15105549469934
2020-10-25,53.0,56.0,50.0,68.0,57.0,44.0,68.0,64.0,77.0,69.0,25.0,67.90123456790124,53.0,100.0,56.0,86.0,69.0,72.0,95.0,100.0,100.0
2020-10-26,47.0,25.0,58.0,45.0,34.0,66.0,30.0,28.0,54.0,30.0,22.0,100.0,47.0,33.0,67.0,30.0,62.0,25.0,33.0,18.0,64.21529492582759
