,/m/05sfr2_0,/m/05sfr2_1,/m/05sfr2_2,/m/05sfr2_3,/m/05sfr2_4,/m/05sfr2_5,/m/05sfr2_6,/m/05sfr2_7,/m/05sfr2_8,/m/05sfr2_9,/m/05sfr2_10,/m/05sfr2_11,/m/05sfr2_12,/m/05sfr2_13,/m/05sfr2_14,/m/05sfr2_15,/m/05sfr2_16,/m/05sfr2_17,/m/05sfr2_18,/m/05sfr2_19,/m/05sfr2
2020-11-14,90.0,0.0,0.0,47.0,45.0,50.0,91.0,0.0,0.0,0.0,50.0,0.0,46.0,50.0,0.0,82.25806451612904,45.0,0.0,46.0,0.0,51.49922505781356
2020-11-15,91.0,0.0,51.0,0.0,45.0,0.0,0.0,0.0,0.0,53.6231884057971,51.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,26.992005701710532
2020-11-16,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,6.976062781563193
2020-11-17,0.0,47.0,50.0,0.0,0.0,49.0,0.0,86.0,0.0,50.72463768115942,50.0,44.0,45.0,0.0,0.0,0.0,45.0,87.0,0.0,81.53846153846153,50.9383363559366
2020-11-18,89.0,46.0,49.0,46.0,45.0,0.0,0.0,88.0,0.0,52.17391304347826,50.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.82792165661497
2020-11-19,88.0,0.0,49.0,46.0,44.0,49.0,0.0,87.0,88.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,44.0,0.0,45.0,0.0,46.908008358786994
2020-11-20,89.0,94.0,100.0,0.0,89.0,100.0,89.0,0.0,91.0,52.17391304347826,51.0,0.0,92.0,100.0,46.0,83.87096774193549,0.0,87.0,0.0,83.07692307692308,100.0
2020-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-22,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,11.145663524566482
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,45.0,0.0,0.0,0.0,47.0,0.0,84.0,0.0,100.0,0.0,0.0,44.0,96.0,44.0,79.03225806451613,0.0,0.0,0.0,78.46153846153847,49.513511399903045
2020-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,0.0,0.0,51.0,0.0,0.0,50.0,91.0,0.0,0.0,53.6231884057971,51.0,0.0,46.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,34.60954552065885
2020-11-30,87.0,46.0,0.0,0.0,43.0,48.0,87.0,0.0,87.0,0.0,49.0,44.0,0.0,0.0,45.0,0.0,0.0,85.0,44.0,80.0,59.73754910648942
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-02,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,50.72463768115942,48.0,44.0,44.0,0.0,0.0,80.64516129032258,0.0,0.0,0.0,0.0,25.04725665160152
2020-12-03,90.0,47.0,0.0,0.0,44.0,48.0,88.0,86.0,0.0,0.0,0.0,45.0,0.0,49.0,45.0,0.0,44.0,0.0,0.0,0.0,46.988192988460135
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5281237056181673
2020-12-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-08,0.0,46.0,49.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,49.0,0.0,44.0,0.0,45.0,0.0,44.0,0.0,44.0,80.0,36.00289872323993
2020-12-09,0.0,0.0,49.0,0.0,43.0,0.0,0.0,0.0,0.0,50.72463768115942,50.0,0.0,0.0,48.0,0.0,0.0,44.0,0.0,44.0,80.0,32.77343371075215
2020-12-10,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,6.976062781563193
2020-12-11,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5281237056181673
2020-12-12,92.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,91.0,52.17391304347826,100.0,0.0,46.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,41.62976795334637
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,17.881172417110253
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,3.6884929649644467
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,52.0,0.0,0.0,49.0,55.0,0.0,0.0,99.0,0.0,0.0,100.0,0.0,0.0,52.0,0.0,0.0,98.0,100.0,0.0,48.5117009522498
2020-12-19,98.0,0.0,56.0,0.0,0.0,0.0,0.0,96.0,100.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.07385186925606
2020-12-20,0.0,0.0,0.0,0.0,51.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.54838709677419,53.0,100.0,0.0,0.0,31.877270196509013
2020-12-21,0.0,0.0,52.0,49.0,46.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,19.805603529265618
2020-12-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-23,98.0,0.0,0.0,0.0,48.0,0.0,0.0,95.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,90.3225806451613,0.0,0.0,0.0,0.0,30.49602528536524
2020-12-24,0.0,59.0,0.0,0.0,56.0,62.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,23.253542605210644
2020-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-26,0.0,57.0,0.0,57.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,100.0,54.0,0.0,55.0,100.0,42.578038356437425
2020-12-27,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.929046853983868
2020-12-28,0.0,0.0,52.0,97.0,46.0,50.0,93.0,90.0,0.0,53.6231884057971,52.0,0.0,47.0,0.0,0.0,85.48387096774194,0.0,0.0,46.0,0.0,57.10004084349606
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,99.0,52.0,56.0,53.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,50.0,100.0,0.0,100.0,90.3225806451613,0.0,0.0,50.0,0.0,59.92378437540767
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-03,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,16.03692593462803
2021-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.0,0.0,52.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,52.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,86.15384615384616,26.874187037374746
2021-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,3.8488622243107273
2021-01-08,94.0,100.0,0.0,100.0,0.0,52.0,0.0,0.0,0.0,0.0,52.0,95.0,48.0,0.0,96.0,87.09677419354838,0.0,0.0,48.0,0.0,61.9102939105358
2021-01-09,100.0,0.0,0.0,52.0,50.0,55.0,0.0,0.0,100.0,0.0,56.0,51.0,0.0,55.0,51.0,91.93548387096774,50.0,0.0,0.0,92.3076923076923,64.48794124903587
2021-01-10,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.089416113330148
2021-01-11,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,52.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,86.15384615384616,26.31289462966276
2021-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,3.7686775946375874
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,3.7686775946375874
2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-16,0.0,0.0,0.0,52.0,0.0,55.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,49.0,0.0,25.01760445801973
2021-01-17,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,7.777909078294594
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,0.0,0.0,0.0,49.0,46.0,51.0,0.0,0.0,0.0,53.6231884057971,52.0,0.0,47.0,0.0,48.0,87.09677419354838,46.0,0.0,0.0,0.0,38.466167547841174
2021-01-20,0.0,0.0,0.0,0.0,43.0,0.0,88.0,0.0,0.0,50.72463768115942,0.0,0.0,0.0,49.0,44.0,0.0,0.0,0.0,45.0,0.0,25.637001669842682
2021-01-21,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,84.61538461538461,18.25125532329398
