date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1,batch_id
2020-01-01,0.0,19.0,0.0,44.0,22.0,15.0,0.0,37.0,0.0,0.0,18.291054739652868,0.0
2020-01-02,0.0,16.0,17.0,0.0,19.0,0.0,0.0,0.0,0.0,19.0,9.479305740987984,0.0
2020-01-03,0.0,0.0,18.0,19.0,38.0,13.0,16.0,0.0,17.0,19.0,18.69158878504673,0.0
2020-01-04,60.0,88.0,56.0,20.0,20.0,71.0,52.0,17.0,35.0,40.0,61.28170894526034,0.0
2020-01-05,0.0,18.0,0.0,21.0,21.0,29.0,17.0,0.0,0.0,0.0,14.152202937249664,0.0
2020-01-06,20.0,18.0,0.0,41.0,59.0,14.0,68.0,17.0,35.0,20.0,38.98531375166889,0.0
2020-01-07,0.0,15.0,16.0,0.0,17.0,12.0,15.0,15.0,0.0,17.0,14.285714285714285,0.0
2020-01-08,17.0,60.0,47.0,34.0,34.0,24.0,15.0,29.0,15.0,34.0,41.25500667556742,0.0
2020-01-09,52.0,61.0,16.0,35.0,35.0,25.0,30.0,59.0,31.0,35.0,50.60080106809078,0.0
2020-01-10,37.0,64.0,52.0,75.0,55.0,26.0,63.0,47.0,16.0,91.0,70.22696929238985,0.0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,20.0,0.0,19.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,7.076101468624832,0.0
2020-01-13,32.0,28.0,15.0,0.0,32.0,0.0,0.0,40.0,14.0,0.0,21.495327102803742,0.0
2020-01-14,16.0,0.0,14.0,0.0,16.0,22.0,13.0,13.0,14.0,15.0,16.421895861148194,0.0
2020-01-15,35.0,15.0,0.0,0.0,0.0,37.0,30.0,15.0,0.0,34.0,22.16288384512684,0.0
2020-01-16,53.0,0.0,0.0,36.0,0.0,25.0,0.0,45.0,15.0,35.0,27.903871829105476,0.0
2020-01-17,37.0,16.0,17.0,56.0,18.0,26.0,31.0,0.0,16.0,18.0,31.375166889185575,0.0
2020-01-18,0.0,0.0,19.0,0.0,20.0,14.0,0.0,0.0,17.0,0.0,9.345794392523365,0.0
2020-01-19,39.0,0.0,55.0,0.0,39.0,14.0,34.0,17.0,34.0,0.0,30.974632843791717,0.0
2020-01-20,17.0,0.0,47.0,34.0,33.0,0.0,43.0,14.0,15.0,0.0,27.102803738317753,0.0
2020-01-21,52.0,30.0,0.0,36.0,70.0,25.0,15.0,30.0,31.0,35.0,43.257676902536716,0.0
2020-01-22,17.0,15.0,16.0,0.0,0.0,12.0,15.0,15.0,15.0,35.0,18.69158878504673,0.0
2020-01-23,18.0,46.0,16.0,54.0,0.0,25.0,45.0,30.0,15.0,18.0,35.647530040053404,0.0
2020-01-24,0.0,16.0,34.0,19.0,0.0,13.0,16.0,31.0,16.0,36.0,24.16555407209613,0.0
2020-01-25,40.0,36.0,37.0,61.0,41.0,0.0,0.0,17.0,36.0,61.0,43.92523364485981,0.0
2020-01-26,19.0,33.0,18.0,19.0,57.0,40.0,32.0,16.0,33.0,37.0,40.58744993324432,0.0
2020-01-27,65.0,29.0,0.0,50.0,33.0,58.0,14.0,42.0,44.0,32.0,48.99866488651536,0.0
2020-01-28,33.0,29.0,31.0,51.0,34.0,47.0,29.0,58.0,0.0,17.0,43.92523364485981,0.0
2020-01-29,84.0,45.0,79.0,34.0,51.0,35.0,29.0,58.0,59.0,67.0,72.22963951935914,0.0
2020-01-30,18.0,62.0,0.0,0.0,35.0,12.0,30.0,30.0,0.0,17.0,27.23631508678237,0.0
2020-01-31,36.0,31.0,83.0,18.0,18.0,38.0,46.0,46.0,63.0,36.0,55.4072096128171,0.0
2020-02-01,21.0,19.0,0.0,22.0,0.0,15.0,0.0,18.0,0.0,0.0,12.683578104138851,0.0
2020-02-02,19.0,17.0,0.0,19.0,19.0,14.0,0.0,33.0,17.0,0.0,18.424566088117487,0.0
2020-02-03,15.0,40.0,43.0,16.0,15.0,21.0,13.0,13.0,27.0,31.0,31.24165554072096,0.0
2020-02-04,33.0,29.0,31.0,0.0,66.0,35.0,57.0,29.0,29.0,33.0,45.66088117489986,0.0
2020-02-05,34.0,30.0,16.0,35.0,52.0,37.0,15.0,30.0,15.0,34.0,39.786381842456606,0.0
2020-02-06,36.0,48.0,34.0,56.0,18.0,39.0,47.0,31.0,32.0,90.0,57.543391188251,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.53671562082777,0.0
2020-02-08,65.0,38.0,60.0,22.0,22.0,30.0,0.0,55.0,19.0,21.0,44.32576769025368,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,16.0,14.0,15.0,16.0,32.0,0.0,14.0,14.0,0.0,0.0,16.15487316421896,0.0
2020-02-11,17.0,15.0,15.0,0.0,0.0,0.0,43.0,14.0,15.0,16.0,18.02403204272363,0.0
2020-02-12,35.0,15.0,0.0,0.0,35.0,25.0,15.0,0.0,30.0,0.0,20.69425901201602,0.0
2020-02-13,35.0,0.0,33.0,18.0,18.0,13.0,0.0,30.0,32.0,35.0,28.57142857142857,0.0
2020-02-14,36.0,16.0,51.0,0.0,36.0,13.0,15.0,15.0,16.0,36.0,31.24165554072096,0.0
2020-02-15,65.0,19.0,39.0,0.0,21.0,15.0,37.0,37.0,19.0,0.0,33.64485981308411,0.0
2020-02-16,60.0,35.0,0.0,0.0,0.0,14.0,17.0,0.0,35.0,20.0,24.16555407209613,0.0
2020-02-17,34.0,30.0,16.0,17.0,0.0,12.0,0.0,15.0,0.0,34.0,21.094793057409877,0.0
2020-02-18,0.0,30.0,16.0,17.0,17.0,12.0,0.0,14.0,15.0,17.0,18.424566088117487,0.0
2020-02-19,17.0,44.0,31.0,34.0,34.0,24.0,14.0,43.0,15.0,33.0,38.58477970627503,0.0
2020-02-20,17.0,30.0,16.0,35.0,34.0,12.0,30.0,15.0,15.0,17.0,29.506008010680905,0.0
2020-02-21,0.0,32.0,17.0,37.0,0.0,0.0,31.0,0.0,16.0,36.0,22.563417890520693,0.0
2020-02-22,21.0,0.0,0.0,22.0,0.0,0.0,36.0,18.0,0.0,21.0,15.754339118825099,0.0
2020-02-23,19.0,16.0,17.0,76.0,19.0,0.0,48.0,32.0,33.0,37.0,39.652870493991976,0.0
2020-02-24,32.0,28.0,76.0,49.0,65.0,34.0,28.0,0.0,14.0,16.0,45.66088117489986,0.0
2020-02-25,34.0,73.0,31.0,0.0,17.0,12.0,14.0,44.0,15.0,17.0,34.312416555407204,0.0
2020-02-26,0.0,14.0,0.0,0.0,0.0,0.0,14.0,14.0,0.0,0.0,5.607476635514018,0.0
2020-02-27,32.0,14.0,30.0,33.0,81.0,35.0,56.0,28.0,43.0,32.0,51.26835781041388,0.0
2020-02-28,17.0,15.0,16.0,17.0,17.0,0.0,44.0,29.0,30.0,0.0,24.69959946595461,0.0
2020-02-29,40.0,18.0,56.0,21.0,40.0,43.0,69.0,35.0,35.0,60.0,55.67423230974632,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,17.0,0.0,0.0,0.0,17.0,0.0,14.0,0.0,15.0,16.0,10.547396528704938,0.0
2020-03-03,32.0,28.0,30.0,66.0,65.0,46.0,0.0,0.0,14.0,48.0,43.92523364485981,0.0
2020-03-04,0.0,15.0,31.0,52.0,0.0,12.0,29.0,29.0,15.0,33.0,28.83845126835781,0.0
2020-03-05,34.0,30.0,47.0,51.0,17.0,36.0,44.0,29.0,75.0,100.0,61.815754339118826,0.0
2020-03-06,0.0,0.0,48.0,0.0,35.0,24.0,15.0,30.0,0.0,17.0,22.563417890520693,0.0
2020-03-07,40.0,17.0,37.0,40.0,20.0,0.0,0.0,34.0,70.0,79.0,44.99332443257677,0.0
2020-03-08,20.0,0.0,37.0,0.0,20.0,0.0,0.0,17.0,35.0,39.0,22.429906542056074,0.0
2020-03-09,16.0,28.0,0.0,16.0,32.0,11.0,0.0,27.0,0.0,16.0,19.492656875834445,0.0
2020-03-10,0.0,0.0,14.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.005340453938585,0.0
2020-03-11,47.0,69.0,15.0,48.0,47.0,11.0,27.0,14.0,42.0,62.0,51.00133511348465,0.0
2020-03-12,32.0,14.0,0.0,50.0,32.0,12.0,28.0,42.0,43.0,32.0,38.05073431241655,0.0
2020-03-13,50.0,58.0,77.0,51.0,100.0,59.0,100.0,100.0,72.0,82.0,100.0,0.0
2020-03-14,75.0,33.0,35.0,77.0,38.0,27.0,16.0,66.0,33.0,56.0,60.881174899866494,0.0
2020-03-15,55.0,48.0,17.0,37.0,18.0,26.0,31.0,48.0,32.0,18.0,44.05874499332443,0.0
2020-03-16,48.0,14.0,15.0,0.0,49.0,23.0,28.0,41.0,28.0,32.0,37.11615487316421,0.0
2020-03-17,32.0,100.0,90.0,49.0,65.0,79.0,14.0,69.0,100.0,64.0,88.3845126835781,0.0
2020-03-18,17.0,15.0,16.0,17.0,0.0,24.0,44.0,29.0,30.0,17.0,27.903871829105476,0.0
2020-03-19,53.0,77.0,49.0,18.0,35.0,49.0,60.0,45.0,15.0,52.0,60.48064085447264,0.0
2020-03-20,0.0,0.0,0.0,17.0,0.0,0.0,29.0,15.0,0.0,17.0,10.41388518024032,0.0
2020-03-21,18.0,15.0,17.0,36.0,0.0,13.0,46.0,31.0,16.0,17.0,27.903871829105476,0.0
