,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-03-06,26.0,19.0,20.0,22.0,28.0,15.0,18.0,27.0,22.0,31.0,21.0,12.0,23.0,11.0,11.0,22.0,23.0,28.0,15.0,23.0,21.878279118572927
2020-03-07,25.0,27.0,28.0,33.0,22.0,16.0,21.0,22.0,30.0,21.0,42.0,23.0,25.0,25.0,17.0,28.0,19.0,26.0,16.0,16.0,25.288562434417628
2020-03-08,7.0,32.0,21.0,13.0,14.0,27.0,17.0,19.0,28.0,16.0,24.0,12.0,20.0,25.0,11.0,15.0,13.0,22.0,14.0,23.0,19.569779643231897
2020-03-09,32.0,20.0,39.0,15.0,16.0,15.0,15.0,17.0,17.0,20.0,19.0,18.0,15.0,22.0,12.0,17.0,13.0,13.0,22.0,9.0,19.20251836306401
2020-03-10,10.0,17.0,13.0,22.0,25.0,16.0,21.0,27.0,28.0,32.0,32.0,24.0,19.0,17.0,13.0,22.0,22.0,19.0,11.0,12.0,21.091290661070307
2020-03-11,26.0,34.0,15.0,14.0,15.0,27.0,10.0,23.0,15.0,17.0,20.0,16.0,11.0,20.0,8.0,21.0,19.0,17.0,20.0,13.0,18.9401888772298
2020-03-12,62.0,54.0,55.0,69.0,63.0,60.0,65.0,81.0,82.0,82.0,68.0,82.0,81.0,45.0,47.0,66.0,60.0,84.0,48.0,61.0,68.99265477439664
2020-03-13,69.0,83.0,94.0,82.0,71.0,69.0,76.0,88.0,100.0,91.0,84.0,94.0,88.0,72.0,56.0,100.0,74.0,77.0,66.0,73.0,84.31269674711437
2020-03-14,82.0,100.0,100.0,100.0,100.0,100.0,92.0,100.0,77.0,99.0,100.0,100.0,100.0,95.0,100.0,84.0,100.0,98.0,79.0,100.0,100.0
2020-03-15,100.0,88.0,97.0,85.0,99.0,95.0,100.0,84.0,78.0,100.0,93.0,93.0,81.0,100.0,51.0,91.0,83.0,88.0,100.0,88.0,94.12381951731375
2020-03-16,69.0,82.0,93.0,70.0,76.0,71.0,69.0,77.0,75.0,82.0,80.0,84.0,71.0,71.0,54.0,89.0,66.0,79.0,58.0,60.0,77.43966421825813
2020-03-17,56.0,43.0,54.0,52.0,54.0,41.0,45.0,49.0,67.0,64.0,61.0,46.0,41.0,50.0,30.0,40.0,48.0,49.0,40.0,45.0,51.15424973767052
2020-03-18,45.0,40.0,65.0,59.0,51.0,52.0,61.0,55.0,43.0,67.0,61.0,59.0,66.0,42.0,32.0,56.0,54.0,61.0,37.0,55.0,55.66631689401889
2020-03-19,48.0,34.0,57.0,50.0,47.0,50.0,43.0,48.0,65.0,69.0,53.0,55.0,54.0,38.0,41.0,50.0,58.0,55.0,50.0,63.0,53.93494228751312
2020-03-20,47.0,51.0,46.0,34.0,31.0,28.0,45.0,44.0,46.0,45.0,47.0,49.0,52.0,41.0,32.0,41.0,44.0,38.0,44.0,27.0,43.65162644281217
2020-03-21,64.0,77.0,51.0,45.0,91.0,61.0,67.0,87.0,67.0,74.0,91.0,73.0,71.0,70.0,60.0,76.0,80.0,100.0,46.0,87.0,75.44596012591816
2020-03-22,81.0,79.0,66.0,54.0,63.0,62.0,92.0,70.0,53.0,85.0,67.0,74.0,76.0,95.0,53.0,92.0,62.0,91.0,66.0,58.0,75.498426023085
2020-03-23,41.0,44.0,41.0,59.0,47.0,31.0,47.0,40.0,46.0,47.0,40.0,38.0,42.0,36.0,35.0,43.0,39.0,56.0,31.0,39.0,44.17628541448059
2020-03-24,46.0,44.0,51.0,41.0,43.0,26.0,39.0,57.0,33.0,53.0,45.0,37.0,46.0,57.0,28.0,48.0,56.0,47.0,48.0,37.0,46.27492130115425
2020-03-25,32.0,24.0,34.0,24.0,17.0,43.0,33.0,35.0,44.0,37.0,39.0,33.0,37.0,38.0,20.0,46.0,22.0,38.0,33.0,35.0,34.837355718782796
2020-03-26,50.0,36.0,55.0,44.0,38.0,39.0,41.0,43.0,50.0,44.0,52.0,49.0,30.0,48.0,33.0,38.0,42.0,31.0,41.0,47.0,44.648478488982164
2020-03-27,41.0,38.0,44.0,38.0,42.0,28.0,31.0,36.0,57.0,34.0,55.0,41.0,36.0,42.0,27.0,32.0,35.0,35.0,31.0,36.0,39.82161594963274
2020-03-28,59.0,41.0,42.0,43.0,32.0,34.0,54.0,38.0,32.0,56.0,39.0,40.0,39.0,32.0,35.0,30.0,50.0,41.0,35.0,44.0,42.8121720881427
2020-03-29,40.0,42.0,37.0,36.0,54.0,47.0,46.0,45.0,58.0,46.0,49.0,45.0,50.0,57.0,36.0,50.0,49.0,57.0,33.0,49.0,48.58342077649528
2020-03-30,29.0,20.0,30.0,36.0,18.0,27.0,24.0,23.0,41.0,38.0,35.0,32.0,38.0,32.0,19.0,30.0,32.0,26.0,17.0,38.0,30.69254984260231
2020-03-31,31.0,30.0,37.0,30.0,40.0,25.0,32.0,43.0,44.0,34.0,45.0,52.0,29.0,20.0,33.0,45.0,30.0,56.0,28.0,40.0,37.98530954879329
2020-04-01,33.0,19.0,20.0,17.0,23.0,26.0,30.0,27.0,29.0,27.0,41.0,34.0,31.0,26.0,22.0,27.0,31.0,20.0,25.0,21.0,27.75445960125918
2020-04-02,24.0,28.0,27.0,24.0,37.0,19.0,26.0,32.0,36.0,48.0,40.0,29.0,33.0,34.0,21.0,21.0,27.0,33.0,20.0,23.0,30.535152151101784
2020-04-03,37.0,24.0,36.0,43.0,24.0,29.0,41.0,22.0,26.0,35.0,26.0,27.0,37.0,23.0,26.0,38.0,37.0,32.0,28.0,40.0,33.10598111227702
2020-04-04,32.0,32.0,48.0,28.0,38.0,30.0,33.0,37.0,43.0,48.0,48.0,43.0,33.0,34.0,25.0,32.0,47.0,35.0,19.0,29.0,37.46065057712487
2020-04-05,32.0,26.0,35.0,49.0,31.0,21.0,21.0,15.0,31.0,40.0,31.0,41.0,32.0,25.0,24.0,31.0,31.0,40.0,23.0,34.0,32.16159496327387
2020-04-06,20.0,24.0,23.0,19.0,22.0,15.0,23.0,17.0,19.0,26.0,18.0,25.0,32.0,28.0,14.0,24.0,21.0,28.0,14.0,20.0,22.66526757607555
2020-04-07,14.0,16.0,21.0,37.0,28.0,12.0,32.0,21.0,30.0,25.0,21.0,24.0,25.0,17.0,20.0,21.0,23.0,23.0,10.0,30.0,23.6096537250787
2020-04-08,15.0,16.0,14.0,16.0,19.0,12.0,23.0,17.0,17.0,24.0,16.0,11.0,13.0,20.0,15.0,10.0,23.0,18.0,18.0,16.0,17.471143756558234
2020-04-09,26.0,18.0,25.0,23.0,23.0,14.0,20.0,28.0,25.0,32.0,25.0,22.0,31.0,21.0,20.0,14.0,15.0,22.0,15.0,22.0,23.137460650577125
2020-04-10,13.0,19.0,24.0,26.0,28.0,20.0,26.0,30.0,34.0,42.0,27.0,41.0,20.0,16.0,22.0,36.0,19.0,34.0,10.0,22.0,26.70514165792235
2020-04-11,6.0,15.0,31.0,13.0,13.0,31.0,24.0,25.0,27.0,35.0,19.0,26.0,30.0,21.0,13.0,19.0,25.0,21.0,16.0,26.0,22.875131164742918
2020-04-12,28.0,23.0,35.0,25.0,14.0,28.0,18.0,31.0,19.0,29.0,15.0,28.0,16.0,20.0,18.0,29.0,22.0,13.0,23.0,26.0,24.134312696747116
2020-04-13,23.0,24.0,17.0,27.0,33.0,29.0,30.0,29.0,23.0,46.0,34.0,23.0,32.0,22.0,20.0,31.0,22.0,34.0,23.0,18.0,28.33158447009444
2020-04-14,14.0,10.0,14.0,7.0,17.0,9.0,18.0,22.0,7.0,15.0,15.0,19.0,12.0,14.0,16.0,13.0,10.0,17.0,10.0,15.0,14.375655823714586
2020-04-15,18.0,9.0,15.0,15.0,23.0,21.0,18.0,24.0,17.0,18.0,30.0,18.0,16.0,21.0,13.0,9.0,19.0,15.0,18.0,20.0,18.730325288562437
2020-04-16,18.0,12.0,11.0,12.0,22.0,8.0,11.0,19.0,15.0,18.0,13.0,14.0,20.0,12.0,4.0,13.0,12.0,15.0,10.0,12.0,14.21825813221406
2020-04-17,14.0,8.0,11.0,12.0,10.0,11.0,9.0,11.0,7.0,6.0,6.0,13.0,14.0,12.0,9.0,13.0,7.0,11.0,1.0,10.0,10.230849947534104
2020-04-18,8.0,9.0,18.0,21.0,21.0,12.0,25.0,24.0,18.0,26.0,29.0,21.0,22.0,11.0,13.0,18.0,23.0,21.0,13.0,17.0,19.412381951731376
2020-04-19,18.0,15.0,12.0,17.0,15.0,12.0,20.0,31.0,14.0,15.0,10.0,21.0,14.0,17.0,13.0,4.0,21.0,19.0,10.0,15.0,16.421825813221407
