date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,43.0,50.0,33.0,7.0,17.0,55.0,9.0,14.0,54.0,30.0,31.0,25.0,8.0,25.0,32.0,51.0,40.0,33.0,25.0,32.0,36.8547418967587
2020-10-06,43.0,17.0,52.0,52.0,53.0,16.0,26.0,21.0,46.0,31.0,43.0,19.0,42.0,78.0,37.0,53.0,40.0,34.0,34.0,32.0,46.158463385354146
2020-10-07,49.0,35.0,68.0,45.0,35.0,32.0,45.0,56.0,73.0,38.0,55.0,31.0,42.0,43.0,33.0,54.0,60.0,60.0,60.0,65.0,58.76350540216087
2020-10-08,38.0,42.0,17.0,15.0,18.0,47.0,45.0,7.0,18.0,31.0,22.0,19.0,50.0,34.0,37.0,18.0,31.0,17.0,0.0,32.0,32.29291716686675
2020-10-09,78.0,48.0,9.0,50.0,39.0,44.0,49.0,23.0,31.0,52.0,36.0,49.0,37.0,57.0,62.0,49.0,57.0,38.0,48.0,45.0,54.08163265306123
2020-10-10,60.0,62.0,52.0,36.0,32.0,39.0,53.0,69.0,67.0,47.0,66.0,38.0,71.0,73.0,57.0,64.0,74.0,21.0,73.0,29.0,65.00600240096038
2020-10-11,69.0,30.0,59.0,52.0,41.0,28.0,41.0,16.0,32.0,63.0,88.0,58.0,57.0,10.0,48.0,10.0,35.0,20.0,100.0,56.0,54.801920768307326
2020-10-12,75.0,45.0,63.0,47.0,56.0,51.0,37.0,44.0,10.0,57.0,91.0,33.0,44.0,54.0,79.0,19.0,32.0,45.0,45.0,60.0,59.2436974789916
2020-10-13,46.0,36.0,18.0,24.0,9.0,67.0,28.0,30.0,10.0,25.0,46.0,46.0,44.0,54.0,44.0,65.0,43.0,27.0,18.0,25.0,42.316926770708285
2020-10-14,68.0,54.0,53.0,78.0,73.0,92.0,82.0,44.0,86.0,64.0,68.0,66.0,61.0,71.0,34.0,83.0,86.0,71.0,62.0,59.0,81.33253301320528
2020-10-15,59.0,37.0,64.0,33.0,67.0,26.0,29.0,31.0,50.0,58.0,70.0,21.0,36.0,66.0,40.0,29.0,66.0,74.0,56.0,80.0,59.54381752701081
2020-10-16,65.0,28.0,46.0,41.0,29.0,26.0,29.0,23.0,30.0,34.0,12.0,28.0,27.0,9.0,60.0,29.0,33.0,37.0,38.0,53.0,40.63625450180072
2020-10-17,59.0,41.0,51.0,27.0,42.0,58.0,43.0,34.0,67.0,38.0,79.0,46.0,30.0,62.0,39.0,54.0,37.0,31.0,52.0,20.0,54.6218487394958
2020-10-18,64.0,0.0,20.0,9.0,42.0,10.0,21.0,34.0,22.0,0.0,39.0,7.0,10.0,21.0,56.0,21.0,0.0,31.0,20.0,39.0,27.971188475390157
2020-10-19,70.0,46.0,37.0,40.0,38.0,34.0,48.0,30.0,79.0,67.0,81.0,27.0,54.0,46.0,55.0,47.0,65.0,73.0,19.0,96.0,63.1452581032413
