date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5,batch_id
2020-01-01,5.0,8.0,3.0,6.0,5.0,0.0,0.0,10.0,3.0,3.0,4.3,0
2020-01-02,0.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,6.0,3.2,0
2020-01-03,0.0,0.0,0.0,3.0,2.0,0.0,2.0,6.0,0.0,0.0,1.3,0
2020-01-04,5.0,7.0,9.0,17.0,7.0,8.0,8.0,9.0,8.0,9.0,8.7,0
2020-01-05,0.0,5.0,5.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,2.5,0
2020-01-06,2.0,0.0,4.0,3.0,5.0,7.0,3.0,6.0,0.0,2.0,3.2,0
2020-01-07,4.0,6.0,4.0,5.0,6.0,2.0,7.0,5.0,2.0,8.0,4.9,0
2020-01-08,12.0,8.0,8.0,7.0,8.0,7.0,9.0,5.0,11.0,6.0,8.1,0
2020-01-09,6.0,10.0,6.0,5.0,2.0,7.0,5.0,3.0,7.0,4.0,5.5,0
2020-01-10,4.0,4.0,4.0,3.0,8.0,9.0,7.0,3.0,5.0,8.0,5.5,0
2020-01-11,7.0,2.0,12.0,11.0,2.0,3.0,5.0,3.0,5.0,2.0,5.2,0
2020-01-12,9.0,11.0,9.0,3.0,7.0,7.0,15.0,14.0,8.0,11.0,9.4,0
2020-01-13,2.0,6.0,5.0,7.0,0.0,6.0,4.0,2.0,2.0,0.0,3.4,0
2020-01-14,13.0,13.0,10.0,6.0,7.0,14.0,10.0,9.0,10.0,10.0,10.2,0
2020-01-15,4.0,6.0,10.0,12.0,4.0,7.0,9.0,16.0,9.0,8.0,8.5,0
2020-01-16,8.0,8.0,10.0,7.0,4.0,2.0,7.0,8.0,7.0,4.0,6.5,0
2020-01-17,11.0,4.0,0.0,3.0,6.0,7.0,0.0,14.0,5.0,6.0,5.6,0
2020-01-18,4.0,9.0,2.0,5.0,2.0,5.0,3.0,3.0,10.0,2.0,4.5,0
2020-01-19,8.0,4.0,0.0,0.0,6.0,2.0,5.0,3.0,7.0,4.0,3.9,0
2020-01-20,2.0,6.0,4.0,7.0,6.0,6.0,4.0,10.0,9.0,4.0,5.8,0
2020-01-21,8.0,6.0,6.0,2.0,4.0,14.0,9.0,15.0,11.0,9.0,8.4,0
2020-01-22,4.0,4.0,4.0,9.0,9.0,2.0,11.0,17.0,6.0,4.0,7.0,0
2020-01-23,4.0,6.0,6.0,7.0,0.0,11.0,9.0,10.0,2.0,8.0,6.3,0
2020-01-24,2.0,6.0,4.0,5.0,0.0,5.0,2.0,3.0,5.0,6.0,3.8,0
2020-01-25,0.0,5.0,4.0,3.0,2.0,5.0,3.0,8.0,3.0,2.0,3.5,0
2020-01-26,2.0,2.0,4.0,5.0,2.0,0.0,0.0,8.0,2.0,4.0,2.9,0
2020-01-27,2.0,12.0,0.0,7.0,6.0,2.0,4.0,10.0,11.0,4.0,5.8,0
2020-01-28,8.0,2.0,4.0,12.0,6.0,9.0,11.0,8.0,9.0,12.0,8.1,0
2020-01-29,12.0,14.0,4.0,19.0,6.0,19.0,9.0,13.0,7.0,17.0,12.0,0
2020-01-30,8.0,6.0,4.0,7.0,2.0,4.0,7.0,8.0,9.0,8.0,6.3,0
2020-01-31,11.0,11.0,6.0,15.0,2.0,7.0,10.0,13.0,5.0,4.0,8.4,0
2020-02-01,9.0,0.0,9.0,11.0,9.0,10.0,11.0,15.0,3.0,0.0,7.7,0
2020-02-02,9.0,5.0,4.0,0.0,11.0,10.0,10.0,12.0,8.0,11.0,8.0,0
2020-02-03,7.0,4.0,7.0,2.0,5.0,10.0,6.0,5.0,4.0,5.0,5.5,0
2020-02-04,4.0,8.0,6.0,7.0,4.0,2.0,5.0,16.0,0.0,4.0,5.6,0
2020-02-05,6.0,4.0,4.0,0.0,4.0,9.0,5.0,3.0,0.0,6.0,4.1,0
2020-02-06,6.0,6.0,6.0,10.0,4.0,4.0,5.0,3.0,9.0,6.0,5.9,0
2020-02-07,4.0,9.0,8.0,15.0,9.0,14.0,15.0,16.0,5.0,8.0,10.3,0
2020-02-08,2.0,2.0,2.0,3.0,5.0,5.0,0.0,3.0,0.0,0.0,2.2,0
2020-02-09,4.0,7.0,6.0,0.0,4.0,5.0,7.0,8.0,5.0,4.0,5.0,0
2020-02-10,4.0,2.0,2.0,5.0,4.0,2.0,0.0,5.0,4.0,4.0,3.2,0
2020-02-11,6.0,2.0,4.0,7.0,4.0,11.0,7.0,5.0,2.0,4.0,5.2,0
2020-02-12,8.0,2.0,6.0,7.0,6.0,9.0,7.0,3.0,2.0,2.0,5.2,0
2020-02-13,0.0,4.0,2.0,5.0,2.0,2.0,2.0,8.0,0.0,2.0,2.7,0
2020-02-14,9.0,7.0,2.0,5.0,2.0,5.0,7.0,6.0,7.0,6.0,5.6,0
2020-02-15,5.0,10.0,2.0,9.0,7.0,8.0,8.0,18.0,11.0,12.0,9.0,0
2020-02-16,0.0,9.0,11.0,3.0,2.0,7.0,13.0,6.0,8.0,6.0,6.5,0
2020-02-17,0.0,4.0,2.0,2.0,4.0,6.0,4.0,0.0,4.0,4.0,3.0,0
2020-02-18,10.0,10.0,4.0,7.0,8.0,8.0,2.0,12.0,11.0,8.0,8.0,0
2020-02-19,6.0,6.0,6.0,14.0,8.0,8.0,9.0,10.0,4.0,4.0,7.5,0
2020-02-20,4.0,2.0,6.0,7.0,8.0,9.0,9.0,10.0,0.0,4.0,5.9,0
2020-02-21,4.0,2.0,0.0,5.0,0.0,2.0,2.0,3.0,2.0,4.0,2.4,0
2020-02-22,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.8,0
2020-02-23,9.0,9.0,4.0,14.0,11.0,15.0,8.0,12.0,13.0,7.0,10.2,0
2020-02-24,4.0,6.0,6.0,14.0,4.0,6.0,4.0,15.0,14.0,6.0,7.9,0
2020-02-25,10.0,6.0,7.0,9.0,9.0,8.0,11.0,15.0,15.0,6.0,9.6,0
2020-02-26,15.0,25.0,13.0,18.0,21.0,18.0,13.0,22.0,11.0,15.0,17.1,0
2020-02-27,12.0,14.0,10.0,7.0,12.0,13.0,4.0,8.0,9.0,8.0,9.7,0
2020-02-28,17.0,13.0,23.0,33.0,25.0,20.0,26.0,27.0,17.0,21.0,22.2,0
2020-02-29,55.0,67.0,42.0,62.0,45.0,56.0,51.0,55.0,44.0,49.0,52.6,0
2020-03-01,17.0,12.0,14.0,10.0,12.0,13.0,16.0,11.0,19.0,10.0,13.4,0
2020-03-02,13.0,25.0,15.0,18.0,13.0,14.0,10.0,17.0,15.0,13.0,15.3,0
2020-03-03,4.0,13.0,6.0,23.0,11.0,10.0,6.0,17.0,13.0,11.0,11.4,0
2020-03-04,18.0,2.0,13.0,21.0,8.0,15.0,9.0,12.0,11.0,11.0,12.0,0
2020-03-05,16.0,12.0,19.0,16.0,17.0,15.0,22.0,27.0,11.0,15.0,17.0,0
2020-03-06,23.0,12.0,20.0,10.0,8.0,4.0,16.0,10.0,26.0,10.0,13.9,0
2020-03-07,41.0,32.0,45.0,33.0,47.0,42.0,31.0,61.0,41.0,29.0,40.2,0
2020-03-08,7.0,7.0,11.0,21.0,13.0,7.0,12.0,25.0,10.0,26.0,13.9,0
2020-03-09,13.0,17.0,15.0,13.0,28.0,20.0,21.0,14.0,27.0,22.0,19.0,0
2020-03-10,15.0,21.0,19.0,22.0,21.0,29.0,19.0,19.0,15.0,17.0,19.7,0
2020-03-11,19.0,33.0,26.0,11.0,22.0,27.0,28.0,17.0,6.0,20.0,20.9,0
2020-03-12,40.0,61.0,40.0,38.0,39.0,49.0,55.0,77.0,59.0,46.0,50.4,0
2020-03-13,86.0,81.0,77.0,70.0,65.0,69.0,66.0,77.0,100.0,69.0,76.0,0
2020-03-14,55.0,52.0,36.0,56.0,41.0,32.0,49.0,60.0,47.0,48.0,47.6,0
2020-03-15,30.0,23.0,33.0,42.0,25.0,23.0,29.0,24.0,36.0,37.0,30.2,0
2020-03-16,26.0,37.0,34.0,28.0,31.0,39.0,43.0,44.0,26.0,35.0,34.3,0
2020-03-17,26.0,24.0,27.0,24.0,31.0,24.0,31.0,28.0,33.0,23.0,27.1,0
2020-03-18,19.0,29.0,22.0,27.0,26.0,27.0,32.0,31.0,32.0,28.0,27.3,0
2020-03-19,33.0,41.0,23.0,32.0,38.0,31.0,22.0,47.0,44.0,41.0,35.2,0
2020-03-20,35.0,43.0,53.0,49.0,36.0,54.0,59.0,39.0,63.0,39.0,47.0,0
2020-03-21,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0
2020-03-22,39.0,43.0,45.0,65.0,38.0,44.0,45.0,69.0,50.0,38.0,47.6,0
2020-03-23,30.0,41.0,35.0,31.0,30.0,49.0,43.0,53.0,35.0,38.0,38.5,0
2020-03-24,34.0,27.0,35.0,40.0,36.0,35.0,22.0,30.0,31.0,33.0,32.3,0
2020-03-25,43.0,39.0,41.0,30.0,30.0,42.0,36.0,32.0,43.0,40.0,37.6,0
2020-03-26,52.0,43.0,43.0,44.0,47.0,38.0,46.0,45.0,33.0,45.0,43.6,0
2020-03-27,40.0,49.0,33.0,46.0,38.0,38.0,29.0,54.0,45.0,46.0,41.8,0
2020-03-28,54.0,49.0,30.0,54.0,34.0,62.0,44.0,65.0,49.0,52.0,49.3,0
2020-03-29,20.0,28.0,17.0,31.0,24.0,39.0,27.0,35.0,29.0,27.0,27.7,0
2020-03-30,19.0,17.0,18.0,34.0,25.0,20.0,27.0,26.0,17.0,20.0,22.3,0
2020-03-31,21.0,19.0,10.0,22.0,20.0,26.0,10.0,11.0,21.0,15.0,17.5,0
2020-04-01,23.0,19.0,21.0,22.0,22.0,20.0,23.0,32.0,19.0,15.0,21.6,0
2020-04-02,16.0,12.0,20.0,23.0,21.0,17.0,22.0,24.0,28.0,20.0,20.3,0
2020-04-03,34.0,44.0,46.0,51.0,37.0,54.0,46.0,64.0,46.0,37.0,45.9,0
2020-04-04,11.0,23.0,16.0,22.0,19.0,13.0,21.0,21.0,14.0,8.0,16.8,0
2020-04-05,13.0,23.0,12.0,34.0,25.0,29.0,12.0,21.0,28.0,20.0,21.7,0
2020-04-06,32.0,14.0,21.0,28.0,25.0,19.0,20.0,23.0,20.0,10.0,21.2,0
2020-04-07,17.0,30.0,20.0,24.0,20.0,30.0,31.0,40.0,32.0,16.0,26.0,0
2020-04-08,13.0,19.0,17.0,9.0,8.0,20.0,15.0,15.0,15.0,13.0,14.4,0
2020-04-09,16.0,21.0,19.0,11.0,19.0,10.0,17.0,12.0,11.0,21.0,15.7,0
2020-04-10,12.0,12.0,17.0,35.0,23.0,25.0,35.0,23.0,20.0,19.0,22.1,0
2020-04-11,10.0,10.0,6.0,10.0,16.0,11.0,16.0,21.0,5.0,12.0,11.7,0
2020-04-12,20.0,10.0,6.0,14.0,18.0,15.0,14.0,10.0,14.0,12.0,13.3,0
2020-04-13,13.0,22.0,25.0,22.0,24.0,20.0,21.0,26.0,19.0,29.0,22.1,0
2020-04-14,9.0,18.0,21.0,15.0,18.0,11.0,14.0,18.0,14.0,15.0,15.3,0
2020-04-15,11.0,19.0,14.0,16.0,9.0,24.0,10.0,15.0,16.0,19.0,15.3,0
2020-04-16,20.0,21.0,17.0,27.0,23.0,26.0,16.0,27.0,20.0,14.0,21.1,0
2020-04-17,18.0,11.0,12.0,6.0,16.0,13.0,18.0,16.0,18.0,10.0,13.8,0
2020-04-18,28.0,26.0,21.0,12.0,8.0,17.0,29.0,20.0,14.0,13.0,18.8,0
2020-04-19,15.0,8.0,13.0,11.0,19.0,19.0,22.0,10.0,13.0,17.0,14.7,0
2020-04-20,14.0,15.0,15.0,14.0,20.0,16.0,19.0,11.0,21.0,15.0,16.0,0
2020-04-21,14.0,14.0,11.0,18.0,10.0,11.0,9.0,19.0,11.0,13.0,13.0,0
2020-04-22,17.0,12.0,15.0,14.0,21.0,15.0,23.0,13.0,18.0,7.0,15.5,0
2020-04-23,15.0,17.0,8.0,10.0,18.0,7.0,6.0,13.0,15.0,12.0,12.1,0
2020-04-24,11.0,13.0,16.0,21.0,19.0,13.0,14.0,14.0,10.0,9.0,14.0,0
2020-04-25,4.0,6.0,13.0,5.0,10.0,13.0,16.0,13.0,11.0,12.0,10.3,0
2020-04-26,20.0,12.0,18.0,14.0,12.0,20.0,20.0,10.0,20.0,16.0,16.2,0
2020-04-27,16.0,21.0,25.0,31.0,20.0,13.0,19.0,42.0,27.0,12.0,22.6,0
2020-04-28,9.0,9.0,7.0,8.0,5.0,11.0,6.0,4.0,16.0,10.0,8.5,0
2020-04-29,14.0,16.0,9.0,13.0,12.0,4.0,8.0,18.0,12.0,10.0,11.6,0
2020-04-30,8.0,17.0,11.0,18.0,3.0,9.0,13.0,13.0,9.0,15.0,11.6,0
2020-05-01,8.0,12.0,7.0,18.0,6.0,13.0,6.0,10.0,9.0,9.0,9.8,0
2020-05-02,4.0,6.0,6.0,12.0,8.0,7.0,2.0,5.0,7.0,10.0,6.7,0
2020-05-03,17.0,11.0,16.0,10.0,10.0,11.0,16.0,13.0,7.0,10.0,12.1,0
2020-05-04,17.0,15.0,8.0,16.0,5.0,4.0,6.0,17.0,16.0,8.0,11.2,0
2020-05-05,6.0,5.0,5.0,7.0,5.0,3.0,9.0,10.0,9.0,6.0,6.5,0
2020-05-06,7.0,9.0,8.0,10.0,10.0,5.0,4.0,11.0,10.0,5.0,7.9,0
2020-05-07,20.0,14.0,21.0,11.0,16.0,8.0,12.0,18.0,10.0,14.0,14.4,0
2020-05-08,16.0,16.0,15.0,27.0,19.0,21.0,16.0,18.0,24.0,15.0,18.7,0
2020-05-09,8.0,14.0,8.0,9.0,12.0,11.0,13.0,13.0,18.0,12.0,11.8,0
2020-05-10,6.0,8.0,9.0,2.0,7.0,8.0,11.0,5.0,11.0,6.0,7.3,0
2020-05-11,9.0,5.0,7.0,8.0,8.0,4.0,9.0,11.0,6.0,3.0,7.0,0
2020-05-12,5.0,9.0,3.0,10.0,10.0,11.0,15.0,2.0,12.0,3.0,8.0,0
2020-05-13,9.0,14.0,13.0,16.0,12.0,15.0,19.0,17.0,12.0,20.0,14.7,0
2020-05-14,5.0,3.0,7.0,10.0,3.0,4.0,8.0,13.0,12.0,7.0,7.2,0
2020-05-15,9.0,7.0,5.0,8.0,11.0,10.0,14.0,11.0,12.0,5.0,9.2,0
2020-05-16,10.0,8.0,12.0,7.0,16.0,9.0,14.0,5.0,7.0,8.0,9.6,0
2020-05-17,13.0,6.0,10.0,8.0,15.0,11.0,16.0,13.0,17.0,6.0,11.5,0
2020-05-18,11.0,11.0,10.0,17.0,11.0,8.0,12.0,20.0,10.0,14.0,12.4,0
2020-05-19,15.0,11.0,9.0,6.0,9.0,8.0,12.0,7.0,8.0,5.0,9.0,0
2020-05-20,4.0,7.0,11.0,11.0,5.0,6.0,12.0,14.0,2.0,7.0,7.9,0
2020-05-21,7.0,11.0,4.0,4.0,5.0,4.0,8.0,9.0,4.0,5.0,6.1,0
2020-05-22,9.0,6.0,14.0,18.0,4.0,8.0,10.0,12.0,8.0,11.0,10.0,0
2020-05-23,9.0,7.0,6.0,5.0,7.0,7.0,10.0,6.0,5.0,4.0,6.6,0
2020-05-24,4.0,2.0,4.0,5.0,4.0,2.0,7.0,16.0,0.0,6.0,5.0,0
2020-05-25,5.0,9.0,10.0,11.0,5.0,10.0,14.0,11.0,8.0,9.0,9.2,0
2020-05-26,9.0,13.0,9.0,13.0,15.0,16.0,12.0,14.0,12.0,7.0,12.0,0
2020-05-27,7.0,5.0,4.0,4.0,0.0,6.0,10.0,2.0,2.0,2.0,4.2,0
2020-05-28,15.0,16.0,7.0,4.0,11.0,10.0,8.0,23.0,16.0,11.0,12.1,0
2020-05-29,4.0,4.0,4.0,7.0,2.0,0.0,2.0,7.0,2.0,6.0,3.8,0
2020-05-30,5.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,5.0,7.0,3.2,0
2020-05-31,13.0,6.0,10.0,5.0,4.0,9.0,7.0,5.0,19.0,8.0,8.6,0
2020-06-01,4.0,2.0,5.0,8.0,5.0,6.0,10.0,2.0,4.0,7.0,5.3,0
2020-06-02,7.0,11.0,5.0,13.0,4.0,10.0,6.0,9.0,10.0,9.0,8.4,0
2020-06-03,17.0,15.0,10.0,12.0,8.0,16.0,7.0,11.0,11.0,13.0,12.0,0
2020-06-04,15.0,7.0,13.0,13.0,6.0,16.0,9.0,6.0,9.0,10.0,10.4,0
