date,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty,batch_id
2020-01-01,19.0,18.0,18.0,20.0,6.0,24.0,15.0,10.0,19.0,15.0,17.299578059071727,0
2020-01-02,23.0,18.0,10.0,18.0,21.0,35.0,26.0,18.0,24.0,17.0,22.151898734177216,0
2020-01-03,6.0,24.0,14.0,14.0,20.0,25.0,6.0,16.0,26.0,4.0,16.350210970464136,0
2020-01-04,23.0,26.0,27.0,26.0,21.0,39.0,27.0,34.0,24.0,34.0,29.641350210970465,0
2020-01-05,13.0,21.0,24.0,24.0,14.0,30.0,22.0,24.0,21.0,29.0,23.417721518987342,0
2020-01-06,14.0,13.0,24.0,11.0,16.0,18.0,16.0,23.0,23.0,17.0,18.459915611814345,0
2020-01-07,20.0,19.0,12.0,21.0,23.0,18.0,24.0,12.0,25.0,19.0,20.358649789029535,0
2020-01-08,12.0,29.0,15.0,22.0,12.0,19.0,18.0,20.0,20.0,27.0,20.464135021097043,0
2020-01-09,14.0,11.0,20.0,11.0,16.0,18.0,13.0,16.0,21.0,15.0,16.350210970464136,0
2020-01-10,16.0,19.0,20.0,23.0,24.0,18.0,26.0,20.0,23.0,24.0,22.468354430379748,0
2020-01-11,14.0,17.0,16.0,26.0,15.0,28.0,23.0,30.0,17.0,36.0,23.417721518987342,0
2020-01-12,21.0,16.0,11.0,8.0,14.0,17.0,6.0,11.0,20.0,9.0,14.029535864978904,0
2020-01-13,16.0,14.0,18.0,21.0,13.0,20.0,13.0,19.0,17.0,13.0,17.299578059071727,0
2020-01-14,21.0,18.0,26.0,17.0,14.0,18.0,14.0,19.0,17.0,19.0,19.303797468354432,0
2020-01-15,20.0,13.0,10.0,15.0,19.0,22.0,16.0,15.0,14.0,19.0,17.19409282700422,0
2020-01-16,18.0,19.0,14.0,25.0,7.0,23.0,24.0,13.0,23.0,26.0,20.253164556962027,0
2020-01-17,10.0,17.0,14.0,19.0,16.0,20.0,11.0,12.0,13.0,17.0,15.717299578059071,0
2020-01-18,32.0,21.0,20.0,19.0,22.0,10.0,16.0,22.0,21.0,22.0,21.624472573839665,0
2020-01-19,13.0,19.0,24.0,17.0,14.0,17.0,20.0,11.0,18.0,21.0,18.354430379746834,0
2020-01-20,26.0,26.0,25.0,9.0,14.0,24.0,11.0,19.0,18.0,23.0,20.569620253164558,0
2020-01-21,18.0,11.0,26.0,17.0,25.0,29.0,13.0,28.0,15.0,27.0,22.046413502109704,0
2020-01-22,14.0,11.0,14.0,8.0,13.0,15.0,5.0,7.0,16.0,19.0,12.869198312236287,0
2020-01-23,18.0,19.0,12.0,12.0,0.0,13.0,14.0,11.0,10.0,11.0,12.658227848101266,0
2020-01-24,25.0,21.0,14.0,15.0,24.0,16.0,13.0,11.0,15.0,19.0,18.248945147679326,0
2020-01-25,21.0,13.0,25.0,9.0,18.0,10.0,12.0,6.0,16.0,7.0,14.451476793248945,0
2020-01-26,21.0,12.0,30.0,21.0,12.0,12.0,26.0,9.0,25.0,28.0,20.67510548523207,0
2020-01-27,27.0,35.0,25.0,31.0,23.0,28.0,14.0,20.0,32.0,16.0,26.47679324894515,0
2020-01-28,18.0,11.0,21.0,17.0,14.0,33.0,16.0,19.0,29.0,10.0,19.831223628691983,0
2020-01-29,30.0,19.0,22.0,21.0,18.0,23.0,20.0,21.0,19.0,25.0,22.9957805907173,0
2020-01-30,8.0,10.0,14.0,12.0,9.0,5.0,11.0,4.0,11.0,17.0,10.654008438818567,0
2020-01-31,28.0,27.0,35.0,26.0,22.0,23.0,9.0,14.0,23.0,28.0,24.78902953586498,0
