date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-01-29,26.0,22.0,19.0,18.0,19.0,22.0,20.0,21.0,21.0,20.0,24.0,21.0,21.0,21.0,21.0,21.0,16.0,18.0,20.0,21.0,20.956256358087487
2020-01-30,21.0,21.0,19.0,19.0,23.0,20.0,23.0,21.0,23.0,18.0,21.0,20.0,24.0,18.0,22.0,22.0,20.0,22.0,19.0,19.0,21.1088504577823
2020-01-31,19.0,22.0,17.0,20.0,25.0,20.0,17.0,19.0,21.0,21.0,20.0,22.0,19.0,20.0,20.0,18.0,20.0,21.0,24.0,20.0,20.600203458799594
2020-02-01,17.0,17.0,15.0,17.0,15.0,16.0,16.0,17.0,16.0,19.0,15.0,13.0,18.0,15.0,16.0,16.0,16.0,17.0,17.0,20.0,16.683621566632755
2020-02-02,22.0,22.0,19.0,19.0,26.0,16.0,22.0,19.0,22.0,27.0,21.0,21.0,21.0,23.0,19.0,23.0,19.0,18.0,20.0,20.0,21.312309257375382
2020-02-03,20.0,23.0,21.0,18.0,22.0,19.0,23.0,17.0,23.0,19.0,20.0,21.0,20.0,18.0,18.0,20.0,19.0,16.0,18.0,21.0,20.14242115971516
2020-02-04,22.0,21.0,24.0,20.0,23.0,18.0,24.0,22.0,20.0,23.0,23.0,22.0,26.0,16.0,21.0,23.0,20.0,23.0,26.0,20.0,22.227873855544253
2020-02-05,17.0,17.0,15.0,11.0,16.0,14.0,16.0,17.0,16.0,18.0,17.0,18.0,16.0,14.0,15.0,14.0,14.0,16.0,16.0,18.0,16.02238046795524
2020-02-06,17.0,18.0,19.0,18.0,18.0,22.0,20.0,19.0,18.0,19.0,19.0,17.0,20.0,18.0,20.0,16.0,19.0,21.0,22.0,21.0,19.379450661241098
2020-02-07,20.0,20.0,19.0,15.0,15.0,14.0,19.0,16.0,16.0,21.0,15.0,19.0,20.0,16.0,16.0,16.0,19.0,16.0,18.0,17.0,17.6500508646999
2020-02-08,16.0,17.0,16.0,17.0,18.0,14.0,17.0,16.0,18.0,16.0,16.0,16.0,18.0,19.0,16.0,16.0,16.0,16.0,18.0,13.0,16.73448626653103
2020-02-09,19.0,19.0,20.0,17.0,24.0,15.0,15.0,16.0,16.0,21.0,20.0,16.0,15.0,17.0,15.0,16.0,20.0,15.0,17.0,17.0,17.80264496439471
2020-02-10,18.0,16.0,12.0,13.0,18.0,14.0,14.0,19.0,16.0,18.0,18.0,16.0,17.0,17.0,19.0,18.0,15.0,16.0,15.0,16.0,16.531027466937946
2020-02-11,19.0,20.0,20.0,15.0,17.0,14.0,18.0,17.0,16.0,16.0,17.0,14.0,17.0,15.0,16.0,16.0,14.0,14.0,15.0,14.0,16.480162767039676
