date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.8802715044896905
2020-10-06,0.0,0.0,0.0,0.0,57.0,0.0,49.23076923076923,72.0,31.0,38.0,0.0,31.0,0.0,45.945945945945944,0.0,47.0,0.0,35.0,71.875,32.0,39.582782724325995
2020-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-08,0.0,33.0,0.0,0.0,30.0,47.0,0.0,0.0,32.0,40.0,0.0,0.0,0.0,0.0,28.0,49.0,0.0,0.0,37.5,34.0,25.64859464467685
2020-10-09,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,6.441250697452888
2020-10-10,73.0,34.0,56.0,26.0,63.0,0.0,0.0,0.0,0.0,41.0,0.0,34.0,40.229885057471265,100.0,29.0,0.0,0.0,0.0,78.125,35.0,47.28924793220194
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,67.0,32.0,0.0,48.0,29.0,44.0,0.0,36.0,32.0,38.0,0.0,32.0,78.16091954022988,91.89189189189189,27.0,94.0,25.0,36.0,71.875,65.0,65.7261970611976
2020-10-13,0.0,0.0,53.0,24.0,29.0,46.0,52.30769230769231,0.0,33.0,40.0,0.0,0.0,40.229885057471265,48.648648648648646,0.0,0.0,0.0,0.0,0.0,33.0,30.979018755723533
2020-10-14,35.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.199563816016186
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,37.0,35.0,55.0,53.0,30.0,100.0,0.0,39.0,0.0,83.0,35.0,35.0,42.52873563218391,52.7027027027027,44.0,51.0,0.0,39.0,78.125,35.0,65.52664454606534
2020-10-17,38.0,0.0,0.0,0.0,31.0,100.0,0.0,40.0,71.0,42.0,35.0,0.0,0.0,51.351351351351354,29.0,52.0,53.0,0.0,0.0,0.0,42.0894098814025
2020-10-18,0.0,0.0,0.0,26.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,35.0,0.0,54.054054054054056,29.0,53.0,0.0,39.0,40.625,0.0,24.653619620383722
2020-10-19,0.0,0.0,0.0,25.0,0.0,46.0,53.84615384615385,38.0,100.0,80.0,66.0,66.0,40.229885057471265,100.0,28.0,100.0,50.0,0.0,0.0,0.0,61.547007093025876
2020-10-20,35.0,33.0,0.0,50.0,31.0,47.0,52.30769230769231,38.0,98.0,40.0,34.0,100.0,39.08045977011494,95.94594594594595,56.0,49.0,100.0,37.0,0.0,68.0,77.86417420088871
2020-10-21,35.0,34.0,0.0,0.0,29.0,46.0,52.30769230769231,0.0,67.0,0.0,68.0,69.0,39.08045977011494,97.29729729729729,0.0,0.0,25.0,75.0,38.541666666666664,34.0,55.03987537176576
2020-10-22,35.0,0.0,0.0,24.0,29.0,0.0,52.30769230769231,37.0,0.0,39.0,0.0,32.0,39.08045977011494,0.0,0.0,49.0,25.0,0.0,36.458333333333336,33.0,33.436026803007636
2020-10-23,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9578769345794838
2020-10-24,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2682986549386595
2020-10-25,72.0,100.0,56.0,100.0,61.0,94.0,0.0,75.0,33.0,82.0,100.0,33.0,41.37931034482759,98.64864864864865,28.0,100.0,0.0,76.0,38.541666666666664,100.0,100.0
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,2.017741182334639
2020-10-27,0.0,67.0,0.0,48.0,88.0,45.0,100.0,75.0,64.0,78.0,0.0,32.0,77.01149425287356,0.0,0.0,0.0,0.0,36.0,0.0,65.0,60.14510033602802
2020-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-29,0.0,30.0,0.0,0.0,0.0,0.0,0.0,34.0,30.0,36.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,33.0,0.0,0.0,14.589820856881236
2020-10-30,57.0,0.0,0.0,20.0,0.0,38.0,86.15384615384616,0.0,26.0,0.0,0.0,27.0,32.18390804597701,0.0,46.0,40.0,0.0,31.0,61.458333333333336,28.0,38.24365231957829
2020-10-31,30.0,29.0,0.0,0.0,0.0,82.0,90.76923076923077,66.0,0.0,36.0,29.0,57.0,34.48275862068966,41.891891891891895,25.0,43.0,0.0,67.0,96.875,30.0,58.8263812980594
2020-11-01,0.0,29.0,47.0,0.0,0.0,0.0,46.15384615384615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,22.0,0.0,0.0,29.0,17.162739346781326
2020-11-02,63.0,30.0,0.0,44.0,0.0,42.0,93.84615384615384,0.0,29.0,0.0,29.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,33.333333333333336,31.0,34.082712989179186
2020-11-03,30.0,0.0,94.0,21.0,0.0,39.0,44.61538461538461,0.0,28.0,34.0,0.0,0.0,0.0,0.0,24.0,42.0,21.0,0.0,32.291666666666664,29.0,34.06157048418678
2020-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-05,29.0,0.0,90.0,21.0,0.0,0.0,44.61538461538461,31.0,27.0,33.0,0.0,28.0,0.0,0.0,0.0,0.0,21.0,31.0,0.0,29.0,29.848242342228392
2020-11-06,31.0,29.0,0.0,0.0,0.0,41.0,0.0,67.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,43.0,0.0,32.0,0.0,0.0,23.281629026938145
2020-11-07,29.0,27.0,44.0,21.0,49.0,39.0,0.0,0.0,54.0,65.0,55.0,27.0,33.333333333333336,40.54054054054054,23.0,85.0,0.0,31.0,61.458333333333336,28.0,55.28084730712744
2020-11-08,30.0,28.0,0.0,21.0,25.0,78.0,44.61538461538461,63.0,28.0,69.0,83.0,27.0,100.0,0.0,24.0,83.0,21.0,63.0,0.0,57.0,65.54674018353356
2020-11-09,0.0,29.0,0.0,22.0,0.0,41.0,0.0,0.0,29.0,35.0,29.0,57.0,35.632183908045974,86.48648648648648,24.0,43.0,44.0,33.0,32.291666666666664,30.0,44.26693953529861
2020-11-10,63.0,30.0,0.0,0.0,0.0,42.0,0.0,34.0,0.0,36.0,31.0,30.0,36.7816091954023,0.0,25.0,0.0,23.0,0.0,34.375,30.0,32.218407211229646
2020-11-11,29.0,27.0,0.0,20.0,0.0,0.0,43.07692307692308,32.0,0.0,32.0,27.0,27.0,32.18390804597701,39.189189189189186,0.0,0.0,21.0,0.0,29.166666666666668,28.0,30.003554272877544
2020-11-12,31.0,0.0,94.0,66.0,26.0,0.0,89.23076923076923,100.0,0.0,0.0,0.0,29.0,68.96551724137932,0.0,37.0,44.0,22.0,33.0,67.70833333333333,89.0,61.84412576054804
2020-11-13,32.0,0.0,0.0,45.0,81.0,84.0,0.0,35.0,0.0,35.0,59.0,30.0,70.11494252873563,86.48648648648648,100.0,0.0,46.0,100.0,100.0,30.0,72.45254043117242
2020-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-15,62.0,29.0,0.0,0.0,26.0,80.0,46.15384615384615,34.0,29.0,0.0,58.0,29.0,0.0,0.0,24.0,43.0,22.0,0.0,33.333333333333336,30.0,42.332767172571124
2020-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,28.0,0.0,0.0,0.0,0.0,41.891891891891895,0.0,0.0,0.0,0.0,0.0,30.0,10.313132425716656
2020-11-17,61.0,0.0,0.0,21.0,0.0,0.0,0.0,33.0,0.0,35.0,28.0,0.0,34.48275862068966,41.891891891891895,24.0,0.0,0.0,65.0,32.291666666666664,29.0,31.404303587548473
2020-11-18,0.0,28.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,24.0,42.0,0.0,0.0,32.291666666666664,0.0,15.078088354529523
2020-11-19,0.0,0.0,46.0,0.0,26.0,0.0,0.0,0.0,55.0,34.0,0.0,56.0,0.0,0.0,24.0,42.0,21.0,32.0,0.0,28.0,28.24837655268495
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,3.8802715044896905
2020-11-21,0.0,0.0,46.0,0.0,0.0,40.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,10.78715478248134
2020-11-22,0.0,0.0,47.0,22.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,40.54054054054054,36.0,0.0,0.0,0.0,32.291666666666664,0.0,16.284118687006046
2020-11-23,63.0,0.0,49.0,0.0,0.0,42.0,0.0,34.0,0.0,35.0,0.0,0.0,0.0,89.1891891891892,25.0,45.0,22.0,33.0,0.0,0.0,33.92825505763526
2020-11-24,61.0,58.0,48.0,44.0,26.0,0.0,46.15384615384615,0.0,0.0,35.0,29.0,28.0,0.0,41.891891891891895,24.0,43.0,22.0,65.0,65.625,30.0,51.737269354319764
2020-11-25,59.0,28.0,46.0,21.0,25.0,79.0,46.15384615384615,0.0,28.0,34.0,29.0,28.0,0.0,0.0,24.0,86.0,21.0,31.0,31.25,29.0,50.08684306237636
2020-11-26,31.0,30.0,48.0,0.0,26.0,0.0,46.15384615384615,0.0,29.0,0.0,0.0,0.0,0.0,43.24324324324324,0.0,0.0,22.0,0.0,33.333333333333336,0.0,23.959157237798312
2020-11-27,0.0,0.0,46.0,0.0,0.0,40.0,46.15384615384615,0.0,0.0,34.0,0.0,28.0,0.0,41.891891891891895,25.0,0.0,0.0,32.0,32.291666666666664,0.0,25.247949217003484
2020-11-28,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,5.820407256734536
2020-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.062094138171237
2020-12-01,0.0,0.0,47.0,0.0,0.0,40.0,0.0,32.0,0.0,0.0,28.0,28.0,34.48275862068966,40.54054054054054,47.0,0.0,0.0,0.0,0.0,29.0,25.30117835070078
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,0.0,28.0,0.0,43.0,100.0,80.0,46.15384615384615,97.0,83.0,100.0,57.0,28.0,66.66666666666667,0.0,36.0,0.0,21.0,31.0,62.5,85.0,74.83650814184641
2020-12-04,0.0,0.0,45.0,0.0,25.0,38.0,44.61538461538461,31.0,27.0,0.0,27.0,27.0,0.0,40.54054054054054,47.0,81.0,20.0,0.0,31.25,27.0,39.68787677219448
2020-12-05,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.647455214220309
2020-12-06,0.0,28.0,0.0,0.0,25.0,0.0,0.0,32.0,28.0,33.0,0.0,0.0,0.0,41.891891891891895,25.0,0.0,0.0,0.0,0.0,29.0,18.772124305504178
2020-12-07,31.0,28.0,0.0,21.0,0.0,0.0,46.15384615384615,0.0,28.0,0.0,29.0,29.0,33.333333333333336,0.0,24.0,85.0,0.0,0.0,32.291666666666664,29.0,32.26669617800745
2020-12-08,31.0,0.0,0.0,0.0,0.0,40.0,0.0,34.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,33.333333333333336,0.0,15.391743634475773
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,0.0,29.0,93.0,0.0,52.0,0.0,0.0,33.0,0.0,35.0,29.0,58.0,0.0,86.48648648648648,0.0,0.0,22.0,33.0,34.375,60.0,43.83631859994403
2020-12-13,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,5.665196396554948
2020-12-14,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,9.079835320505875
2020-12-15,0.0,0.0,98.0,23.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,44.5945945945946,25.0,45.0,23.0,0.0,0.0,0.0,25.578330268784743
2020-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-17,0.0,32.0,100.0,46.0,0.0,0.0,0.0,35.0,63.0,37.0,0.0,31.0,36.7816091954023,44.5945945945946,26.0,46.0,23.0,71.0,69.79166666666667,32.0,53.79359071121586
