,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,15.0,20.0,12.0,19.0,9.0,12.0,12.0,6.0,12.0,25.0,14.0,5.0,0.0,27.0,0.0,6.0,19.0,6.0,10.0,24.0,13.177083333333334
2020-01-30,7.0,7.0,6.0,20.0,18.0,12.0,19.0,12.0,6.0,8.0,0.0,11.0,7.0,9.0,0.0,0.0,19.0,0.0,21.0,12.0,10.104166666666666
2020-01-31,0.0,22.0,13.0,21.0,9.0,19.0,13.0,6.0,6.0,17.0,19.0,17.0,37.0,38.0,6.0,21.0,31.0,21.0,33.0,64.0,21.510416666666668
2020-02-01,16.0,7.0,0.0,53.0,10.0,13.0,6.0,0.0,6.0,9.0,5.0,0.0,15.0,10.0,20.0,7.0,31.0,14.0,11.0,26.0,13.489583333333334
2020-02-02,0.0,0.0,7.0,11.0,9.0,7.0,6.0,0.0,7.0,9.0,5.0,17.0,0.0,10.0,0.0,7.0,10.0,14.0,11.0,13.0,7.447916666666667
2020-02-03,20.0,6.0,5.0,53.0,24.0,33.0,22.0,10.0,22.0,22.0,12.0,0.0,6.0,16.0,22.0,23.0,26.0,23.0,38.0,22.0,21.09375
2020-02-04,15.0,14.0,0.0,19.0,26.0,18.0,6.0,11.0,18.0,41.0,14.0,16.0,14.0,18.0,18.0,19.0,29.0,19.0,10.0,24.0,18.177083333333332
2020-02-05,15.0,14.0,12.0,38.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,16.0,7.0,26.0,0.0,6.0,10.0,6.0,21.0,12.0,10.729166666666666
2020-02-06,0.0,0.0,0.0,10.0,0.0,6.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,9.0,6.0,7.0,0.0,7.0,0.0,13.0,3.8020833333333335
2020-02-07,24.0,15.0,20.0,21.0,19.0,0.0,13.0,12.0,26.0,18.0,15.0,6.0,22.0,29.0,19.0,27.0,10.0,27.0,45.0,13.0,19.84375
2020-02-08,16.0,7.0,0.0,11.0,10.0,13.0,13.0,6.0,13.0,9.0,0.0,12.0,15.0,20.0,13.0,21.0,21.0,14.0,11.0,13.0,12.395833333333334
2020-02-09,8.0,15.0,26.0,32.0,19.0,13.0,6.0,12.0,0.0,18.0,19.0,6.0,0.0,19.0,6.0,7.0,11.0,14.0,34.0,26.0,15.15625
2020-02-10,7.0,14.0,12.0,10.0,0.0,6.0,0.0,6.0,0.0,16.0,5.0,5.0,7.0,0.0,0.0,7.0,10.0,6.0,10.0,12.0,6.927083333333333
2020-02-11,15.0,14.0,6.0,38.0,18.0,6.0,12.0,0.0,0.0,0.0,9.0,16.0,13.0,0.0,6.0,6.0,19.0,6.0,41.0,24.0,12.96875
2020-02-12,0.0,0.0,0.0,10.0,0.0,6.0,0.0,6.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,12.0,3.3333333333333335
2020-02-13,23.0,7.0,12.0,10.0,18.0,6.0,0.0,6.0,6.0,0.0,5.0,11.0,0.0,18.0,6.0,7.0,0.0,7.0,0.0,0.0,7.395833333333333
2020-02-14,0.0,15.0,13.0,10.0,9.0,0.0,6.0,12.0,6.0,0.0,5.0,6.0,7.0,19.0,13.0,7.0,0.0,7.0,0.0,26.0,8.385416666666668
2020-02-15,17.0,0.0,0.0,0.0,20.0,14.0,7.0,7.0,7.0,19.0,5.0,0.0,8.0,10.0,7.0,7.0,22.0,7.0,12.0,14.0,9.53125
2020-02-16,8.0,14.0,19.0,50.0,27.0,6.0,0.0,6.0,25.0,17.0,5.0,22.0,7.0,9.0,12.0,20.0,20.0,7.0,11.0,0.0,14.84375
2020-02-17,14.0,7.0,23.0,19.0,8.0,12.0,0.0,5.0,12.0,0.0,4.0,21.0,27.0,8.0,17.0,0.0,9.0,6.0,10.0,46.0,12.916666666666666
2020-02-18,0.0,7.0,0.0,9.0,25.0,18.0,17.0,0.0,17.0,16.0,9.0,15.0,7.0,26.0,11.0,12.0,9.0,18.0,10.0,12.0,12.395833333333334
2020-02-19,14.0,7.0,12.0,10.0,17.0,18.0,6.0,0.0,12.0,16.0,0.0,5.0,13.0,18.0,6.0,13.0,0.0,6.0,20.0,35.0,11.875
2020-02-20,0.0,7.0,0.0,0.0,9.0,6.0,6.0,0.0,0.0,8.0,5.0,0.0,7.0,0.0,0.0,0.0,10.0,7.0,0.0,12.0,4.010416666666667
2020-02-21,8.0,0.0,6.0,10.0,9.0,6.0,12.0,6.0,6.0,17.0,0.0,11.0,14.0,9.0,12.0,0.0,10.0,13.0,11.0,0.0,8.333333333333334
2020-02-22,40.0,31.0,20.0,32.0,10.0,13.0,13.0,12.0,20.0,18.0,5.0,18.0,37.0,49.0,20.0,21.0,0.0,21.0,35.0,40.0,23.697916666666668
2020-02-23,16.0,7.0,6.0,21.0,28.0,20.0,6.0,18.0,13.0,0.0,0.0,22.0,15.0,9.0,6.0,14.0,20.0,21.0,22.0,40.0,15.833333333333334
2020-02-24,14.0,20.0,6.0,9.0,17.0,12.0,11.0,16.0,6.0,16.0,9.0,10.0,13.0,17.0,17.0,0.0,19.0,0.0,30.0,23.0,13.802083333333334
2020-02-25,7.0,13.0,5.0,0.0,0.0,6.0,11.0,21.0,6.0,0.0,4.0,5.0,13.0,16.0,6.0,6.0,27.0,12.0,10.0,11.0,9.322916666666666
2020-02-26,6.0,0.0,10.0,0.0,8.0,11.0,16.0,15.0,5.0,14.0,4.0,9.0,0.0,0.0,10.0,11.0,0.0,0.0,9.0,0.0,6.666666666666667
2020-02-27,7.0,6.0,5.0,9.0,8.0,5.0,16.0,0.0,0.0,15.0,4.0,10.0,12.0,24.0,5.0,6.0,9.0,6.0,9.0,22.0,9.270833333333334
2020-02-28,7.0,13.0,17.0,28.0,25.0,6.0,0.0,11.0,12.0,8.0,18.0,15.0,13.0,9.0,17.0,6.0,19.0,6.0,10.0,23.0,13.697916666666666
2020-02-29,14.0,20.0,23.0,38.0,34.0,6.0,6.0,11.0,6.0,16.0,13.0,5.0,20.0,17.0,11.0,0.0,38.0,24.0,20.0,23.0,17.96875
2020-03-01,7.0,7.0,6.0,9.0,8.0,6.0,12.0,5.0,0.0,8.0,9.0,15.0,7.0,17.0,18.0,12.0,19.0,6.0,10.0,24.0,10.677083333333334
2020-03-02,13.0,6.0,11.0,17.0,16.0,11.0,16.0,15.0,5.0,0.0,8.0,9.0,0.0,0.0,16.0,11.0,9.0,28.0,18.0,21.0,11.979166666666666
2020-03-03,0.0,6.0,11.0,9.0,0.0,0.0,6.0,0.0,0.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.28125
2020-03-04,7.0,0.0,0.0,9.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,11.0,3.75
2020-03-05,7.0,7.0,11.0,9.0,8.0,6.0,11.0,5.0,6.0,23.0,13.0,15.0,13.0,8.0,6.0,18.0,9.0,18.0,19.0,0.0,11.041666666666666
2020-03-06,14.0,13.0,12.0,18.0,17.0,0.0,6.0,5.0,6.0,8.0,9.0,10.0,7.0,17.0,6.0,18.0,19.0,12.0,10.0,23.0,11.979166666666666
2020-03-07,8.0,7.0,12.0,0.0,9.0,12.0,12.0,6.0,0.0,8.0,5.0,11.0,14.0,0.0,0.0,0.0,10.0,20.0,22.0,0.0,8.125
2020-03-08,0.0,0.0,0.0,10.0,9.0,0.0,6.0,0.0,6.0,8.0,0.0,0.0,7.0,0.0,6.0,7.0,10.0,7.0,10.0,12.0,5.104166666666667
2020-03-09,7.0,13.0,11.0,26.0,24.0,5.0,16.0,10.0,5.0,15.0,8.0,0.0,12.0,24.0,5.0,12.0,26.0,6.0,19.0,32.0,14.375
2020-03-10,14.0,7.0,6.0,9.0,8.0,11.0,6.0,5.0,6.0,15.0,0.0,10.0,13.0,17.0,17.0,18.0,18.0,0.0,19.0,34.0,12.135416666666666
2020-03-11,21.0,6.0,6.0,9.0,25.0,23.0,11.0,21.0,17.0,31.0,17.0,0.0,13.0,8.0,6.0,12.0,27.0,18.0,39.0,22.0,17.291666666666668
2020-03-12,20.0,19.0,16.0,9.0,16.0,22.0,5.0,5.0,22.0,22.0,21.0,19.0,25.0,8.0,5.0,6.0,26.0,17.0,9.0,22.0,16.354166666666668
2020-03-13,21.0,13.0,17.0,27.0,8.0,6.0,6.0,5.0,6.0,15.0,4.0,5.0,13.0,17.0,6.0,6.0,27.0,12.0,19.0,34.0,13.90625
2020-03-14,100.0,65.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.0,100.0,100.0,100.0,93.0,100.0,100.0,91.0,100.0,76.0,100.0,100.0
2020-03-15,88.0,100.0,61.0,92.0,69.0,68.0,84.0,73.0,62.0,91.0,50.0,55.0,60.0,100.0,57.0,66.0,100.0,50.0,100.0,94.0,79.16666666666667
2020-03-16,46.0,65.0,47.0,77.0,48.0,49.0,47.0,45.0,47.0,46.0,25.0,25.0,43.0,50.0,43.0,20.0,46.0,25.0,98.0,66.0,49.895833333333336
2020-03-17,53.0,55.0,63.0,85.0,7.0,58.0,48.0,73.0,53.0,59.0,51.0,59.0,49.0,63.0,66.0,67.0,84.0,36.0,66.0,96.0,62.03125
2020-03-18,45.0,36.0,31.0,85.0,68.0,26.0,46.0,39.0,37.0,78.0,31.0,55.0,94.0,38.0,46.0,33.0,75.0,44.0,72.0,93.0,55.833333333333336
2020-03-19,19.0,43.0,21.0,25.0,23.0,21.0,26.0,15.0,16.0,58.0,16.0,19.0,30.0,39.0,36.0,28.0,60.0,17.0,46.0,53.0,31.822916666666668
2020-03-20,12.0,0.0,10.0,25.0,7.0,26.0,10.0,14.0,25.0,14.0,8.0,9.0,11.0,30.0,15.0,27.0,41.0,5.0,44.0,41.0,19.479166666666668
2020-03-21,14.0,20.0,6.0,19.0,9.0,12.0,6.0,11.0,6.0,0.0,9.0,10.0,7.0,34.0,17.0,31.0,9.0,25.0,10.0,46.0,15.677083333333334
2020-03-22,28.0,39.0,34.0,54.0,49.0,45.0,28.0,27.0,17.0,100.0,29.0,25.0,45.0,58.0,39.0,30.0,46.0,30.0,39.0,68.0,43.229166666666664
2020-03-23,37.0,54.0,35.0,49.0,44.0,44.0,26.0,37.0,48.0,47.0,16.0,35.0,39.0,45.0,35.0,56.0,63.0,47.0,77.0,53.0,46.197916666666664
2020-03-24,17.0,22.0,23.0,8.0,7.0,5.0,14.0,13.0,14.0,26.0,11.0,9.0,21.0,21.0,9.0,15.0,15.0,15.0,41.0,29.0,17.447916666666668
2020-03-25,24.0,45.0,15.0,47.0,14.0,34.0,28.0,22.0,24.0,13.0,11.0,26.0,27.0,50.0,19.0,42.0,38.0,10.0,42.0,48.0,30.15625
2020-03-26,12.0,33.0,14.0,31.0,0.0,20.0,5.0,14.0,10.0,39.0,15.0,9.0,5.0,29.0,5.0,5.0,16.0,26.0,17.0,19.0,16.875
2020-03-27,11.0,11.0,9.0,0.0,7.0,5.0,14.0,4.0,23.0,13.0,7.0,8.0,10.0,14.0,5.0,0.0,15.0,15.0,16.0,28.0,11.197916666666666
2020-03-28,13.0,19.0,6.0,27.0,33.0,0.0,11.0,0.0,11.0,30.0,8.0,15.0,6.0,8.0,6.0,18.0,0.0,18.0,19.0,22.0,14.0625
2020-03-29,7.0,0.0,11.0,0.0,24.0,11.0,0.0,10.0,0.0,8.0,13.0,0.0,13.0,8.0,5.0,6.0,9.0,12.0,10.0,0.0,7.65625
2020-03-30,28.0,21.0,9.0,8.0,7.0,10.0,5.0,17.0,24.0,13.0,4.0,17.0,26.0,28.0,14.0,10.0,15.0,10.0,32.0,9.0,15.989583333333334
2020-03-31,28.0,27.0,9.0,30.0,14.0,19.0,5.0,17.0,14.0,19.0,14.0,16.0,21.0,28.0,9.0,5.0,7.0,15.0,8.0,47.0,18.333333333333336
2020-04-01,6.0,22.0,32.0,22.0,13.0,14.0,9.0,13.0,9.0,6.0,17.0,21.0,21.0,21.0,14.0,5.0,37.0,20.0,16.0,19.0,17.552083333333336
2020-04-02,6.0,0.0,0.0,8.0,7.0,10.0,14.0,0.0,15.0,0.0,0.0,8.0,5.0,7.0,24.0,21.0,8.0,10.0,8.0,19.0,8.854166666666666
2020-04-03,18.0,11.0,10.0,8.0,15.0,15.0,10.0,9.0,15.0,21.0,0.0,0.0,6.0,30.0,15.0,5.0,24.0,16.0,17.0,10.0,13.28125
2020-04-04,0.0,7.0,6.0,0.0,0.0,6.0,6.0,0.0,6.0,31.0,9.0,0.0,6.0,9.0,6.0,0.0,9.0,0.0,40.0,12.0,7.96875
2020-04-05,28.0,20.0,11.0,0.0,17.0,12.0,11.0,0.0,17.0,23.0,4.0,10.0,20.0,25.0,11.0,0.0,9.0,24.0,20.0,23.0,14.84375
2020-04-06,18.0,17.0,5.0,15.0,7.0,10.0,5.0,9.0,5.0,20.0,7.0,4.0,0.0,28.0,5.0,0.0,0.0,15.0,33.0,9.0,11.041666666666666
2020-04-07,12.0,17.0,5.0,8.0,15.0,5.0,5.0,5.0,0.0,13.0,4.0,4.0,6.0,0.0,5.0,5.0,0.0,5.0,17.0,0.0,6.822916666666667
2020-04-08,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,8.0,0.0,8.0,0.0,1.9270833333333333
2020-04-09,12.0,6.0,5.0,8.0,7.0,5.0,5.0,9.0,10.0,21.0,8.0,4.0,17.0,22.0,5.0,0.0,0.0,0.0,9.0,10.0,8.489583333333334
2020-04-10,13.0,6.0,15.0,33.0,23.0,15.0,10.0,14.0,10.0,7.0,11.0,9.0,0.0,8.0,0.0,6.0,25.0,27.0,18.0,21.0,14.114583333333334
2020-04-11,13.0,25.0,11.0,36.0,32.0,11.0,22.0,10.0,17.0,15.0,8.0,5.0,25.0,33.0,6.0,6.0,18.0,12.0,19.0,33.0,18.593750000000004
2020-04-12,41.0,38.0,28.0,36.0,41.0,17.0,44.0,31.0,17.0,31.0,26.0,25.0,6.0,25.0,22.0,12.0,27.0,24.0,20.0,34.0,28.385416666666668
2020-04-13,6.0,6.0,5.0,24.0,0.0,0.0,10.0,5.0,10.0,21.0,7.0,13.0,17.0,15.0,10.0,11.0,16.0,16.0,17.0,10.0,11.40625
2020-04-14,18.0,11.0,15.0,0.0,14.0,10.0,5.0,9.0,5.0,0.0,11.0,13.0,11.0,0.0,15.0,5.0,8.0,21.0,8.0,10.0,9.843749999999998
2020-04-15,12.0,0.0,15.0,8.0,7.0,15.0,10.0,5.0,10.0,7.0,4.0,9.0,6.0,7.0,15.0,21.0,24.0,16.0,8.0,0.0,10.364583333333332
2020-04-16,18.0,22.0,14.0,16.0,7.0,15.0,14.0,14.0,10.0,13.0,15.0,13.0,17.0,7.0,0.0,21.0,16.0,21.0,8.0,19.0,14.583333333333334
2020-04-17,0.0,11.0,0.0,8.0,0.0,10.0,5.0,9.0,5.0,13.0,0.0,0.0,6.0,7.0,0.0,5.0,8.0,0.0,8.0,10.0,5.46875
2020-04-18,0.0,6.0,10.0,8.0,16.0,5.0,5.0,0.0,11.0,0.0,4.0,0.0,12.0,8.0,0.0,6.0,0.0,11.0,18.0,21.0,7.34375
2020-04-19,6.0,6.0,15.0,8.0,22.0,10.0,20.0,9.0,10.0,0.0,0.0,13.0,12.0,45.0,5.0,11.0,24.0,16.0,17.0,0.0,12.96875
