,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-11-14,16.0,38.0,28.0,37.0,38.0,45.0,24.0,61.0,44.0,22.0,44.0,47.0,32.0,32.0,20.0,15.0,32.0,47.0,14.0,30.0,42.15189873417721
2020-11-15,49.0,55.0,39.0,47.0,60.0,80.0,58.0,92.0,59.0,50.0,49.0,53.0,38.0,38.0,44.0,68.0,44.0,69.0,28.0,54.0,67.9746835443038
2020-11-16,40.0,59.0,55.0,56.0,30.0,67.0,49.0,49.0,43.0,54.0,52.0,42.0,29.0,39.0,44.0,42.0,57.0,28.0,25.0,43.0,57.151898734177216
2020-11-17,64.0,49.0,54.0,47.0,58.0,56.0,39.0,34.0,24.0,34.0,30.0,100.0,29.0,48.0,69.0,50.0,57.0,38.0,63.0,48.0,62.721518987341774
2020-11-18,25.0,40.0,35.0,48.0,40.0,57.0,49.0,39.0,39.0,41.0,40.0,43.0,34.0,64.0,58.0,38.0,29.0,53.0,47.0,50.0,55.0
2020-11-19,80.0,70.0,60.0,67.0,59.0,52.0,80.0,54.0,54.0,65.0,80.0,87.0,84.0,44.0,53.0,56.0,64.0,100.0,43.0,77.0,84.11392405063292
2020-11-20,46.0,51.0,78.0,49.0,20.0,64.0,45.0,31.0,66.0,36.0,46.0,71.0,45.0,50.0,55.0,53.0,30.0,29.0,44.0,45.0,60.379746835443036
2020-11-21,61.0,44.0,45.0,58.0,55.0,34.0,29.0,44.0,33.0,33.0,34.0,71.0,64.0,37.0,29.0,61.0,57.0,37.0,33.0,98.0,60.56962025316456
2020-11-22,28.0,38.0,28.0,32.0,39.0,63.0,25.0,33.0,55.0,50.0,49.0,54.0,44.0,33.0,15.0,16.0,19.0,27.0,39.0,49.0,46.58227848101265
2020-11-23,79.0,69.0,90.0,86.0,80.0,94.0,67.0,45.0,64.0,80.0,62.0,86.0,68.0,89.0,67.0,66.0,75.0,82.0,69.0,99.0,96.01265822784809
2020-11-24,44.0,24.0,20.0,42.0,10.0,31.0,31.0,39.0,34.0,24.0,26.0,11.0,33.0,14.0,17.0,28.0,28.0,19.0,8.0,32.0,32.59493670886076
