date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3,batch_id
2020-01-01,5.0,8.0,2.0,6.0,5.0,4.0,6.0,5.0,4.0,6.0,5.1,0
2020-01-02,6.0,7.0,3.0,5.0,4.0,6.0,5.0,0.0,3.0,5.0,4.4,0
2020-01-03,3.0,7.0,9.0,5.0,3.0,7.0,7.0,4.0,9.0,5.0,5.9,0
2020-01-04,8.0,7.0,13.0,10.0,6.0,11.0,5.0,8.0,9.0,7.0,8.4,0
2020-01-05,6.0,5.0,4.0,6.0,6.0,6.0,3.0,4.0,0.0,8.0,4.8,0
2020-01-06,6.0,2.0,6.0,0.0,3.0,5.0,2.0,4.0,6.0,6.0,4.0,0
2020-01-07,7.0,12.0,3.0,6.0,5.0,11.0,10.0,6.0,4.0,3.0,6.7,0
2020-01-08,6.0,5.0,10.0,6.0,5.0,5.0,6.0,3.0,4.0,9.0,5.9,0
2020-01-09,4.0,5.0,4.0,5.0,4.0,5.0,2.0,3.0,7.0,5.0,4.4,0
2020-01-10,6.0,7.0,5.0,5.0,7.0,7.0,5.0,1.0,6.0,3.0,5.2,0
2020-01-11,8.0,9.0,13.0,11.0,13.0,5.0,5.0,13.0,9.0,3.0,8.9,0
2020-01-12,7.0,5.0,5.0,8.0,5.0,8.0,6.0,4.0,4.0,9.0,6.1,0
2020-01-13,9.0,7.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.6,0
2020-01-14,4.0,7.0,3.0,7.0,1.0,7.0,2.0,3.0,2.0,7.0,4.3,0
2020-01-15,4.0,5.0,4.0,9.0,4.0,6.0,4.0,6.0,7.0,6.0,5.5,0
2020-01-16,10.0,5.0,6.0,8.0,10.0,8.0,6.0,9.0,8.0,8.0,7.8,0
2020-01-17,4.0,7.0,3.0,10.0,3.0,7.0,6.0,12.0,13.0,12.0,7.7,0
2020-01-18,3.0,7.0,8.0,5.0,3.0,9.0,5.0,6.0,3.0,8.0,5.7,0
2020-01-19,7.0,8.0,3.0,5.0,4.0,8.0,5.0,8.0,3.0,5.0,5.6,0
2020-01-20,6.0,5.0,4.0,3.0,6.0,6.0,6.0,3.0,3.0,9.0,5.1,0
2020-01-21,7.0,11.0,4.0,10.0,8.0,8.0,7.0,5.0,14.0,8.0,8.2,0
2020-01-22,6.0,7.0,4.0,11.0,9.0,10.0,5.0,4.0,3.0,8.0,6.7,0
