date,/m/0cjf0,isPartial
2020-02-05,20,False
2020-02-06,18,False
2020-02-07,18,False
2020-02-08,17,False
2020-02-09,14,False
2020-02-10,22,False
2020-02-11,17,False
2020-02-12,19,False
2020-02-13,15,False
2020-02-14,14,False
2020-02-15,18,False
2020-02-16,22,False
2020-02-17,23,False
2020-02-18,22,False
2020-02-19,16,False
2020-02-20,24,False
2020-02-21,24,False
2020-02-22,22,False
2020-02-23,28,False
2020-02-24,14,False
2020-02-25,24,False
2020-02-26,20,False
2020-02-27,17,False
2020-02-28,21,False
2020-02-29,24,False
2020-03-01,30,False
2020-03-02,32,False
2020-03-03,29,False
2020-03-04,32,False
2020-03-05,31,False
2020-03-06,29,False
2020-03-07,24,False
2020-03-08,30,False
2020-03-09,39,False
2020-03-10,41,False
2020-03-11,51,False
2020-03-12,71,False
2020-03-13,82,False
2020-03-14,67,False
2020-03-15,100,False
2020-03-16,95,False
2020-03-17,87,False
