date,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl,batch_id
2020-01-01,0.0,4.0,3.0,0.0,0.0,4.0,3.0,3.0,7.0,0.0,2.4,0
2020-01-02,3.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,1.3,0
2020-01-03,0.0,3.0,2.0,6.0,0.0,0.0,0.0,3.0,3.0,2.0,1.9,0
2020-01-04,3.0,0.0,0.0,3.0,3.0,3.0,5.0,3.0,0.0,0.0,2.0,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-08,5.0,8.0,5.0,11.0,3.0,3.0,4.0,0.0,5.0,2.0,4.6,0
2020-01-09,5.0,3.0,2.0,3.0,3.0,6.0,0.0,3.0,3.0,0.0,2.8,0
2020-01-10,5.0,0.0,5.0,0.0,6.0,9.0,2.0,6.0,8.0,5.0,4.6,0
2020-01-11,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.2,0
2020-01-12,6.0,6.0,3.0,3.0,3.0,3.0,0.0,12.0,3.0,2.0,4.1,0
2020-01-13,2.0,8.0,6.0,5.0,5.0,3.0,4.0,5.0,0.0,6.0,4.4,0
2020-01-14,2.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5,0
2020-01-15,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.8,0
2020-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-17,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,1.1,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,2.0,3.0,0.0,0.0,3.0,3.0,0.0,5.0,3.0,2.0,2.1,0
