date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-30,21.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,29.885057471264368,0.0,0.0,32.0,33.0,0.0,25.0,25.0,34.0,0.0,0.0,0.0,18.174629858303522
2020-12-31,22.0,27.0,66.0,22.0,53.0,22.0,28.0,0.0,64.36781609195403,37.0,75.0,35.0,0.0,26.0,81.0,0.0,37.0,0.0,54.0,0.0,48.194119401307546
2021-01-01,23.0,29.0,47.0,68.0,55.0,68.0,29.0,0.0,100.0,38.0,81.0,0.0,0.0,82.0,0.0,28.0,0.0,45.0,58.0,0.0,55.736953346725045
2021-01-02,21.0,26.0,0.0,42.0,0.0,21.0,0.0,0.0,31.03448275862069,18.0,36.0,0.0,34.0,0.0,25.0,26.0,71.0,0.0,25.0,0.0,27.908144370542114
2021-01-03,0.0,26.0,42.0,40.0,0.0,21.0,0.0,25.77319587628866,29.885057471264368,17.0,71.0,65.0,0.0,73.0,25.0,51.0,36.0,21.0,26.0,33.0,44.7274766322921
2021-01-04,0.0,0.0,20.0,0.0,0.0,0.0,25.0,0.0,28.735632183908045,0.0,0.0,31.0,0.0,0.0,24.0,0.0,33.0,19.0,0.0,0.0,13.413653127996461
2021-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.742268041237114,28.735632183908045,0.0,66.0,0.0,0.0,0.0,0.0,48.0,33.0,39.0,48.0,30.0,23.56225154922123
2021-01-06,39.0,25.0,0.0,19.0,24.0,0.0,75.0,98.96907216494846,57.47126436781609,34.0,67.0,31.0,0.0,48.0,0.0,74.0,66.0,39.0,24.0,0.0,53.543124340575666
2021-01-07,20.0,49.0,20.0,57.0,24.0,57.0,51.0,74.22680412371135,0.0,33.0,100.0,31.0,32.0,69.0,47.0,74.0,67.0,77.0,47.0,62.0,73.56586170102086
2021-01-08,0.0,25.0,20.0,0.0,0.0,20.0,26.0,0.0,29.885057471264368,34.0,34.0,97.0,64.0,24.0,49.0,25.0,34.0,40.0,0.0,0.0,38.7327338224085
2021-01-09,0.0,0.0,0.0,20.0,26.0,0.0,27.0,0.0,0.0,18.0,0.0,0.0,34.0,0.0,26.0,26.0,36.0,0.0,0.0,34.0,18.331594509508772
2021-01-10,0.0,26.0,21.0,20.0,0.0,0.0,0.0,27.835051546391753,31.03448275862069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,26.0,0.0,13.868892830203349
2021-01-11,20.0,0.0,0.0,0.0,24.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,20.0,0.0,0.0,8.015434036546345
2021-01-12,100.0,50.0,79.0,40.0,71.0,98.0,26.0,49.48453608247423,58.62068965517241,17.0,99.0,0.0,65.0,46.0,73.0,49.0,100.0,59.0,49.0,94.0,90.77517830236327
2021-01-13,0.0,48.0,39.0,19.0,24.0,19.0,25.0,50.51546391752577,0.0,48.0,0.0,31.0,32.0,23.0,0.0,49.0,67.0,20.0,47.0,31.0,42.49036977716349
2021-01-14,20.0,0.0,0.0,0.0,0.0,20.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,0.0,8.460735927465587
2021-01-15,21.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77319587628866,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,25.0,32.0,9.557157937237534
2021-01-16,0.0,27.0,21.0,0.0,26.0,0.0,27.0,26.804123711340207,0.0,0.0,0.0,34.0,0.0,25.0,0.0,0.0,37.0,0.0,26.0,0.0,18.539708108013983
2021-01-17,21.0,26.0,0.0,20.0,0.0,20.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,20.0,25.0,0.0,15.511349200353576
2021-01-18,100.0,100.0,79.0,39.0,72.0,39.0,100.0,49.48453608247423,0.0,66.0,68.0,31.0,93.0,70.0,47.0,24.0,100.0,40.0,74.0,0.0,88.42838615309348
2021-01-19,0.0,0.0,20.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,24.0,0.0,34.0,0.0,0.0,0.0,10.093509527502805
2021-01-20,19.0,48.0,19.0,38.0,45.0,37.0,0.0,0.0,0.0,0.0,32.0,30.0,0.0,22.0,23.0,47.0,0.0,38.0,23.0,30.0,33.47185880076298
2021-01-21,40.0,51.0,20.0,0.0,24.0,19.0,26.0,0.0,28.735632183908045,17.0,33.0,0.0,32.0,0.0,24.0,24.0,0.0,20.0,24.0,32.0,30.78042687384687
2021-01-22,20.0,25.0,0.0,20.0,24.0,20.0,52.0,51.54639175257732,58.62068965517241,17.0,100.0,32.0,0.0,24.0,24.0,25.0,69.0,20.0,49.0,0.0,46.84331580614162
2021-01-23,41.0,0.0,42.0,20.0,25.0,40.0,27.0,25.77319587628866,60.91954022988506,0.0,70.0,0.0,65.0,0.0,25.0,26.0,34.0,0.0,25.0,33.0,41.53870562030719
2021-01-24,42.0,50.0,100.0,100.0,49.0,100.0,52.0,50.51546391752577,29.885057471264368,35.0,69.0,97.0,96.0,73.0,49.0,100.0,35.0,100.0,25.0,95.0,100.0
2021-01-25,0.0,48.0,38.0,19.0,24.0,0.0,25.0,0.0,27.586206896551722,16.0,32.0,61.0,61.0,0.0,0.0,24.0,33.0,39.0,0.0,31.0,35.51922381648363
2021-01-26,0.0,25.0,0.0,39.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,25.0,0.0,20.0,0.0,0.0,11.948934072999647
2021-01-27,39.0,50.0,39.0,57.0,24.0,19.0,51.0,100.0,28.735632183908045,100.0,34.0,93.0,63.0,94.0,47.0,25.0,0.0,39.0,72.0,63.0,77.01760654762809
2021-01-28,21.0,25.0,0.0,20.0,24.0,20.0,53.0,0.0,28.735632183908045,17.0,34.0,32.0,96.0,48.0,24.0,25.0,34.0,20.0,49.0,31.0,44.65900247416323
2021-01-29,0.0,0.0,20.0,0.0,24.0,20.0,0.0,25.77319587628866,29.885057471264368,0.0,35.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,33.0,15.78285372254141
2021-01-30,0.0,26.0,20.0,41.0,24.0,20.0,26.0,25.77319587628866,0.0,17.0,0.0,65.0,0.0,47.0,24.0,0.0,0.0,0.0,0.0,32.0,27.295016592187316
2021-01-31,41.0,51.0,21.0,21.0,74.0,20.0,78.0,0.0,29.885057471264368,34.0,0.0,65.0,98.0,74.0,51.0,50.0,0.0,21.0,50.0,97.0,65.00554538664376
2021-02-01,39.0,73.0,59.0,57.0,93.0,0.0,74.0,48.45360824742268,27.586206896551722,49.0,99.0,92.0,0.0,23.0,47.0,71.0,33.0,39.0,72.0,92.0,80.75103117983896
2021-02-02,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,23.0,0.0,32.0,0.0,24.0,0.0,9.648207636583564
2021-02-03,19.0,49.0,39.0,39.0,70.0,58.0,50.0,24.742268041237114,28.735632183908045,32.0,0.0,31.0,61.0,45.0,24.0,24.0,33.0,20.0,0.0,63.0,52.72952540443155
2021-02-04,21.0,0.0,20.0,20.0,0.0,0.0,27.0,0.0,29.885057471264368,0.0,35.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.170771349166934
2021-02-05,0.0,25.0,0.0,20.0,0.0,0.0,0.0,0.0,29.885057471264368,18.0,0.0,0.0,33.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,11.198233567235407
2021-02-06,21.0,26.0,21.0,61.0,50.0,21.0,27.0,26.804123711340207,60.91954022988506,18.0,0.0,100.0,67.0,25.0,51.0,26.0,0.0,21.0,26.0,67.0,53.11885015477922
2021-02-07,0.0,26.0,20.0,21.0,0.0,0.0,26.0,25.77319587628866,29.885057471264368,0.0,0.0,0.0,33.0,0.0,0.0,0.0,35.0,0.0,25.0,32.0,20.310089613553696
2021-02-08,0.0,0.0,0.0,20.0,0.0,20.0,0.0,25.77319587628866,29.885057471264368,0.0,0.0,0.0,0.0,23.0,0.0,24.0,34.0,20.0,24.0,0.0,16.3765895771004
2021-02-09,21.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,32.0,24.0,0.0,51.0,68.0,20.0,25.0,63.0,26.569679491514734
2021-02-10,0.0,24.0,0.0,0.0,24.0,20.0,0.0,24.742268041237114,28.735632183908045,0.0,0.0,62.0,32.0,23.0,47.0,25.0,0.0,19.0,24.0,62.0,30.835515767568843
2021-02-11,0.0,0.0,0.0,40.0,0.0,21.0,0.0,0.0,29.885057471264368,0.0,0.0,66.0,0.0,0.0,50.0,26.0,0.0,21.0,0.0,33.0,21.29174309473821
2021-02-12,21.0,52.0,42.0,41.0,100.0,21.0,54.0,0.0,0.0,17.0,35.0,33.0,100.0,50.0,49.0,26.0,36.0,21.0,76.0,100.0,64.8656421105695
2021-02-13,0.0,0.0,0.0,22.0,0.0,0.0,0.0,27.835051546391753,0.0,0.0,0.0,0.0,35.0,0.0,27.0,0.0,0.0,22.0,0.0,35.0,12.530427951175973
2021-02-14,22.0,0.0,22.0,0.0,0.0,0.0,28.0,0.0,32.18390804597701,0.0,38.0,0.0,35.0,0.0,26.0,0.0,37.0,0.0,0.0,35.0,20.423319100570033
2021-02-15,21.0,0.0,21.0,39.0,49.0,20.0,53.0,26.804123711340207,29.885057471264368,0.0,0.0,0.0,0.0,24.0,0.0,25.0,0.0,21.0,0.0,32.0,26.84347938427432
2021-02-16,0.0,52.0,63.0,41.0,0.0,0.0,26.0,26.804123711340207,62.06896551724138,17.0,71.0,66.0,0.0,50.0,0.0,0.0,35.0,0.0,25.0,0.0,39.69666633921726
2021-02-17,21.0,53.0,21.0,0.0,0.0,62.0,27.0,0.0,0.0,18.0,35.0,0.0,33.0,0.0,0.0,0.0,36.0,0.0,0.0,33.0,25.15955683693714
2021-02-18,21.0,26.0,20.0,61.0,49.0,20.0,0.0,25.77319587628866,0.0,0.0,71.0,66.0,33.0,24.0,25.0,75.0,35.0,20.0,25.0,0.0,44.29070542893837
2021-02-19,21.0,26.0,21.0,42.0,75.0,21.0,27.0,79.38144329896907,31.03448275862069,18.0,70.0,33.0,33.0,25.0,25.0,0.0,36.0,43.0,0.0,0.0,46.490699395895405
2021-02-20,0.0,27.0,0.0,22.0,53.0,22.0,28.0,27.835051546391753,33.333333333333336,18.0,0.0,0.0,35.0,51.0,26.0,0.0,0.0,22.0,55.0,35.0,33.781223745599775
2021-02-21,0.0,28.0,22.0,22.0,27.0,0.0,0.0,28.8659793814433,33.333333333333336,37.0,38.0,0.0,36.0,27.0,27.0,56.0,0.0,22.0,27.0,35.0,34.59990591619013
2021-02-22,19.0,24.0,0.0,0.0,23.0,19.0,0.0,23.711340206185568,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,32.0,0.0,0.0,0.0,12.150161559789613
2021-02-23,21.0,26.0,21.0,21.0,25.0,41.0,52.0,26.804123711340207,0.0,35.0,0.0,99.0,34.0,0.0,26.0,52.0,71.0,21.0,0.0,0.0,42.43757625401327
2021-02-24,0.0,25.0,21.0,0.0,49.0,0.0,0.0,0.0,31.03448275862069,0.0,35.0,0.0,0.0,0.0,25.0,51.0,0.0,0.0,50.0,0.0,21.302832988573364
2021-02-25,0.0,27.0,0.0,21.0,26.0,0.0,0.0,27.835051546391753,32.18390804597701,0.0,37.0,35.0,0.0,0.0,53.0,27.0,73.0,0.0,0.0,33.0,29.094463997112587
2021-02-26,20.0,74.0,20.0,39.0,0.0,19.0,0.0,24.742268041237114,29.885057471264368,16.0,33.0,31.0,63.0,47.0,24.0,24.0,67.0,40.0,48.0,31.0,48.28759638907428
2021-02-27,42.0,26.0,0.0,42.0,25.0,42.0,0.0,53.608247422680414,29.885057471264368,18.0,35.0,0.0,66.0,24.0,25.0,0.0,73.0,43.0,26.0,33.0,44.789451637729314
