,/m/0m7pl_0,/m/0m7pl_1,/m/0m7pl_2,/m/0m7pl_3,/m/0m7pl_4,/m/0m7pl_5,/m/0m7pl_6,/m/0m7pl_7,/m/0m7pl_8,/m/0m7pl_9,/m/0m7pl_10,/m/0m7pl_11,/m/0m7pl_12,/m/0m7pl_13,/m/0m7pl_14,/m/0m7pl_15,/m/0m7pl_16,/m/0m7pl_17,/m/0m7pl_18,/m/0m7pl_19,/m/0m7pl
2020-11-04,36.0,20.0,18.0,43.0,30.0,19.402985074626866,53.333333333333336,54.794520547945204,49.0,19.23076923076923,20.338983050847457,32.87671232876713,67.1875,34.78260869565217,15.942028985507246,0.0,17.391304347826086,17.80821917808219,18.29268292682927,24.41860465116279,43.497006623787556
2020-11-05,18.0,21.0,56.0,29.0,0.0,41.791044776119406,0.0,19.17808219178082,33.0,61.53846153846154,20.338983050847457,0.0,0.0,17.391304347826086,52.17391304347826,15.714285714285714,55.072463768115945,36.986301369863014,74.39024390243902,25.58139534883721,42.42069700467895
2020-11-06,58.0,87.0,19.0,16.0,82.0,22.388059701492537,38.666666666666664,100.0,52.0,86.53846153846153,66.10169491525424,72.6027397260274,75.0,39.130434782608695,17.391304347826086,32.857142857142854,39.130434782608695,39.726027397260275,58.53658536585366,12.790697674418604,74.59169344799678
2020-11-07,62.0,23.0,83.0,100.0,35.0,23.880597014925375,82.66666666666667,42.465753424657535,19.0,69.23076923076923,23.728813559322035,57.534246575342465,53.125,41.30434782608695,37.68115942028985,17.142857142857142,84.05797101449275,63.013698630136986,82.92682926829268,100.0,80.90518498427168
2020-11-08,22.0,73.0,86.0,69.0,55.0,71.64179104477611,86.66666666666667,45.205479452054796,20.0,98.07692307692308,25.423728813559322,100.0,56.25,21.73913043478261,100.0,35.714285714285715,43.47826086956522,43.83561643835616,85.36585365853658,44.18604651162791,86.9192847148805
2020-11-09,39.0,66.0,20.0,79.0,100.0,65.67164179104478,78.66666666666667,60.273972602739725,89.0,67.3076923076923,66.10169491525424,17.80821917808219,100.0,95.65217391304348,36.231884057971016,100.0,59.42028985507246,100.0,39.02439024390244,81.3953488372093,100.0
2020-11-10,40.0,23.0,100.0,0.0,67.0,67.16417910447761,40.0,41.0958904109589,36.0,67.3076923076923,67.79661016949153,54.794520547945204,76.5625,100.0,0.0,84.28571428571429,100.0,61.64383561643836,79.26829268292683,40.69767441860465,84.275738496615
2020-11-11,81.0,46.0,61.0,49.0,17.0,91.04477611940298,61.333333333333336,42.465753424657535,37.0,23.076923076923077,69.49152542372882,56.16438356164384,53.125,19.565217391304348,37.68115942028985,34.285714285714285,60.869565217391305,20.54794520547945,60.97560975609756,27.906976744186046,69.790239920526
2020-11-12,79.0,88.0,60.0,48.0,33.0,67.16417910447761,100.0,61.64383561643836,36.0,67.3076923076923,22.033898305084747,72.6027397260274,50.0,39.130434782608695,73.91304347826087,17.142857142857142,79.71014492753623,41.0958904109589,100.0,68.6046511627907,88.51904368759591
2020-11-13,100.0,45.0,20.0,64.0,34.0,44.776119402985074,40.0,83.56164383561644,37.0,90.38461538461539,93.22033898305085,56.16438356164384,78.125,39.130434782608695,94.20289855072464,50.0,60.869565217391305,41.0958904109589,40.24390243902439,41.86046511627907,84.79158338574594
