date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,1.0,3.0,1.0,2.0,3.0,2.0,3.0,3.0,5.0,2.0,2.5,0
2020-01-02,2.0,4.0,4.0,4.0,3.0,1.0,5.0,1.0,3.0,4.0,3.1,0
2020-01-03,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,1.0,3.0,2.5,0
2020-01-04,3.0,3.0,3.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,2.0,0
2020-01-05,2.0,2.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,2.4,0
2020-01-06,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,2.9,0
2020-01-07,2.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.8,0
2020-01-08,5.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,2.0,3.7,0
2020-01-09,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.7,0
2020-01-10,3.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,0
2020-01-11,3.0,4.0,4.0,2.0,3.0,2.0,5.0,2.0,3.0,3.0,3.1,0
2020-01-12,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,1.8,0
2020-01-13,2.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,0
2020-01-14,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.7,0
2020-01-15,4.0,4.0,6.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.9,0
2020-01-16,5.0,4.0,1.0,5.0,3.0,4.0,3.0,3.0,6.0,7.0,4.1,0
2020-01-17,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,2.2,0
2020-01-18,4.0,5.0,5.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,3.2,0
2020-01-19,2.0,4.0,4.0,4.0,3.0,3.0,1.0,4.0,4.0,3.0,3.2,0
2020-01-20,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,2.6,0
2020-01-21,8.0,9.0,9.0,11.0,9.0,8.0,8.0,9.0,10.0,9.0,9.0,0
2020-01-22,11.0,12.0,9.0,13.0,8.0,10.0,11.0,10.0,12.0,15.0,11.1,0
2020-01-23,12.0,15.0,15.0,14.0,12.0,11.0,13.0,15.0,11.0,15.0,13.3,0
2020-01-24,15.0,14.0,13.0,18.0,15.0,14.0,15.0,16.0,21.0,15.0,15.6,0
2020-01-25,18.0,22.0,21.0,13.0,16.0,16.0,16.0,17.0,17.0,20.0,17.6,0
2020-01-26,26.0,24.0,29.0,24.0,27.0,23.0,21.0,29.0,26.0,27.0,25.6,0
2020-01-27,27.0,28.0,25.0,24.0,22.0,19.0,22.0,27.0,23.0,22.0,23.9,0
2020-01-28,38.0,35.0,37.0,37.0,33.0,35.0,37.0,32.0,45.0,32.0,36.1,0
2020-01-29,27.0,22.0,21.0,22.0,26.0,23.0,23.0,21.0,27.0,20.0,23.2,0
2020-01-30,18.0,21.0,15.0,24.0,19.0,18.0,16.0,21.0,25.0,15.0,19.2,0
