date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-10-05,33.0,18.0,36.0,26.0,13.0,9.0,30.0,0.0,40.0,11.0,18.0,23.0,13.0,18.0,58.0,33.0,26.0,51.0,27.0,40.0,30.965068087625813
2020-10-06,12.0,37.0,50.0,18.0,39.0,27.0,20.0,23.0,10.0,35.0,27.0,34.0,26.0,19.0,24.0,43.0,20.0,13.0,9.0,0.0,28.77442273534636
2020-10-07,34.0,18.0,12.0,36.0,25.0,9.0,30.0,22.0,10.0,22.0,18.0,34.0,13.0,9.0,12.0,25.0,7.0,13.0,27.0,20.0,23.44582593250444
2020-10-08,12.0,10.0,0.0,19.0,26.0,19.0,0.0,24.0,0.0,12.0,0.0,12.0,13.0,10.0,12.0,17.0,7.0,14.0,10.0,0.0,12.847838957963292
2020-10-09,13.0,41.0,55.0,0.0,29.0,20.0,34.0,26.0,34.0,25.0,21.0,26.0,43.0,10.0,27.0,19.0,7.0,0.0,21.0,0.0,26.702190645352278
2020-10-10,0.0,11.0,15.0,22.0,15.0,11.0,12.0,14.0,0.0,27.0,33.0,28.0,31.0,11.0,29.0,51.0,8.0,31.0,0.0,37.0,22.85375962107756
2020-10-11,26.0,20.0,28.0,21.0,43.0,21.0,23.0,13.0,12.0,39.0,10.0,27.0,15.0,10.0,14.0,28.0,15.0,15.0,31.0,11.0,24.98519834221433
2020-10-12,12.0,10.0,40.0,39.0,41.0,19.0,43.0,36.0,11.0,61.0,20.0,24.0,55.0,19.0,38.0,18.0,7.0,55.0,39.0,32.0,36.648904677323856
2020-10-13,24.0,78.0,52.0,29.0,56.0,29.0,54.0,72.0,44.0,36.0,30.0,62.0,96.0,20.0,26.0,9.0,21.0,28.0,40.0,0.0,47.7205447010065
2020-10-14,24.0,20.0,39.0,19.0,67.0,39.0,33.0,0.0,22.0,48.0,39.0,36.0,41.0,29.0,25.0,0.0,27.0,55.0,67.0,22.0,38.602723505032564
2020-10-15,87.0,39.0,67.0,39.0,55.0,19.0,45.0,49.0,78.0,25.0,50.0,51.0,55.0,10.0,64.0,36.0,21.0,28.0,20.0,11.0,50.266429840142095
2020-10-16,25.0,20.0,82.0,20.0,56.0,20.0,22.0,74.0,46.0,50.0,20.0,25.0,28.0,50.0,0.0,46.0,14.0,72.0,50.0,57.0,46.00355239786856
2020-10-17,14.0,68.0,74.0,33.0,46.0,33.0,25.0,69.0,37.0,27.0,33.0,28.0,31.0,11.0,29.0,31.0,16.0,16.0,45.0,12.0,40.14209591474245
2020-10-18,14.0,22.0,30.0,11.0,15.0,22.0,25.0,28.0,25.0,41.0,11.0,14.0,0.0,0.0,29.0,0.0,24.0,0.0,44.0,24.0,22.439313203078743
2020-10-19,12.0,20.0,13.0,20.0,14.0,20.0,11.0,12.0,11.0,25.0,0.0,13.0,14.0,10.0,67.0,28.0,29.0,29.0,20.0,34.0,23.80106571936057
2020-10-20,25.0,20.0,68.0,39.0,95.0,29.0,55.0,49.0,33.0,50.0,50.0,88.0,42.0,40.0,38.0,54.0,14.0,85.0,20.0,44.0,55.535820011841324
2020-10-21,37.0,0.0,0.0,20.0,41.0,10.0,33.0,0.0,23.0,36.0,10.0,25.0,0.0,29.0,13.0,46.0,36.0,100.0,10.0,100.0,33.68857312018946
2020-10-22,0.0,29.0,40.0,29.0,27.0,39.0,33.0,48.0,44.0,37.0,49.0,36.0,55.0,29.0,64.0,18.0,14.0,28.0,40.0,22.0,40.31971580817051
2020-10-23,25.0,10.0,27.0,10.0,27.0,10.0,22.0,36.0,44.0,38.0,30.0,25.0,41.0,10.0,65.0,36.0,7.0,41.0,10.0,64.0,34.22143280047365
2020-10-24,67.0,0.0,44.0,32.0,61.0,0.0,48.0,0.0,61.0,81.0,33.0,41.0,15.0,44.0,14.0,0.0,8.0,31.0,43.0,24.0,38.30669034931912
2020-10-25,53.0,73.0,72.0,42.0,87.0,62.0,95.0,26.0,71.0,53.0,64.0,78.0,59.0,53.0,56.0,59.0,46.0,76.0,53.0,36.0,71.8768502072232
2020-10-26,71.0,68.0,52.0,28.0,79.0,28.0,85.0,84.0,11.0,59.0,29.0,12.0,41.0,29.0,13.0,18.0,20.0,27.0,49.0,43.0,50.08880994671403
2020-10-27,48.0,60.0,92.0,29.0,41.0,29.0,65.0,24.0,54.0,61.0,69.0,37.0,54.0,39.0,51.0,55.0,14.0,70.0,40.0,44.0,57.78567199526347
2020-10-28,12.0,19.0,26.0,19.0,13.0,38.0,32.0,35.0,21.0,24.0,10.0,60.0,13.0,10.0,75.0,62.0,28.0,83.0,29.0,32.0,37.95145056246299
2020-10-29,23.0,28.0,25.0,27.0,39.0,18.0,10.0,34.0,32.0,34.0,19.0,23.0,26.0,9.0,72.0,68.0,20.0,27.0,19.0,10.0,33.333333333333336
2020-10-30,33.0,26.0,47.0,43.0,36.0,60.0,39.0,32.0,30.0,54.0,53.0,22.0,49.0,62.0,0.0,16.0,13.0,12.0,62.0,10.0,41.3854351687389
2020-10-31,12.0,19.0,53.0,29.0,27.0,58.0,22.0,12.0,44.0,48.0,39.0,49.0,41.0,49.0,88.0,26.0,14.0,96.0,51.0,32.0,47.89816459443458
2020-11-01,23.0,19.0,12.0,9.0,39.0,19.0,21.0,23.0,21.0,23.0,19.0,0.0,13.0,9.0,37.0,60.0,27.0,27.0,9.0,63.0,28.004736530491414
2020-11-02,33.0,36.0,49.0,45.0,38.0,27.0,71.0,34.0,72.0,68.0,28.0,34.0,52.0,27.0,48.0,33.0,19.0,13.0,37.0,31.0,47.06927175843694
2020-11-03,44.0,35.0,24.0,43.0,36.0,43.0,38.0,43.0,39.0,33.0,26.0,43.0,12.0,44.0,45.0,24.0,13.0,25.0,35.0,20.0,39.372409709887506
2020-11-04,20.0,57.0,45.0,33.0,46.0,56.0,36.0,30.0,9.0,31.0,33.0,42.0,23.0,33.0,42.0,22.0,11.0,46.0,16.0,27.0,38.95796329188869
