date,/g/1213j0cz_0,/g/1213j0cz_1,/g/1213j0cz_2,/g/1213j0cz_3,/g/1213j0cz_4,/g/1213j0cz_5,/g/1213j0cz_6,/g/1213j0cz_7,/g/1213j0cz_8,/g/1213j0cz_9,/g/1213j0cz_10,/g/1213j0cz_11,/g/1213j0cz_12,/g/1213j0cz_13,/g/1213j0cz_14,/g/1213j0cz_15,/g/1213j0cz_16,/g/1213j0cz_17,/g/1213j0cz_18,/g/1213j0cz_19,/g/1213j0cz
2020-01-29,0.0,0.0,21.0,0.0,0.0,0.0,17.0,21.0,0.0,17.0,0.0,0.0,21.0,19.0,0.0,0.0,0.0,23.0,0.0,0.0,10.373134328358208
2020-01-30,0.0,0.0,0.0,0.0,23.0,0.0,0.0,21.0,0.0,17.0,25.0,0.0,22.0,19.0,0.0,19.0,23.0,0.0,0.0,0.0,12.611940298507461
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,25.0,23.0,0.0,19.0,0.0,23.0,19.0,23.0,31.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,16.26865671641791
2020-02-02,0.0,0.0,0.0,19.0,25.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.029850746268657
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,3.955223880597015
2020-02-04,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,34.0,49.0,32.0,0.0,38.0,24.0,39.0,0.0,0.0,0.0,0.0,22.01492537313433
2020-02-05,0.0,22.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,17.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,26.0,12.08955223880597
2020-02-06,24.0,0.0,22.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,8.656716417910447
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8358208955223883
2020-02-08,25.0,23.0,23.0,0.0,25.0,23.0,0.0,23.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,25.0,25.0,0.0,28.0,18.134328358208954
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,42.0,20.0,17.0,22.0,0.0,17.0,21.0,0.0,17.0,24.0,0.0,20.0,18.0,0.0,0.0,0.0,23.0,0.0,25.0,19.850746268656717
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,21.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.238805970149253
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.432835820895522
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,46.0,22.0,0.0,0.0,0.0,38.0,23.0,0.0,19.0,0.0,0.0,0.0,0.0,26.0,0.0,24.0,0.0,0.0,28.0,16.865671641791046
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,24.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,0.0,0.0,8.134328358208956
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,23.0,0.0,18.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,48.0,0.0,0.0,27.0,15.074626865671641
2020-02-22,26.0,0.0,0.0,0.0,26.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,10.82089552238806
2020-02-23,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.597014925373134
2020-02-24,0.0,0.0,21.0,36.0,23.0,43.0,18.0,22.0,29.0,17.0,0.0,16.0,0.0,20.0,0.0,20.0,23.0,0.0,0.0,26.0,23.432835820895523
2020-02-25,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,24.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,6.044776119402985
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
