date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,22.0,10.0,0.0,10.0,23.0,33.0,12.0,23.0,28.0,14.0,27.0,24.0,27.0,27.0,7.0,9.0,11.0,18.0,31.0,22.0,20.106382978723406
2020-01-30,15.0,19.0,40.0,20.0,18.0,8.0,35.0,8.0,7.0,44.0,36.0,49.0,28.0,57.0,8.0,9.0,44.0,18.0,39.0,23.0,27.925531914893615
2020-01-31,15.0,20.0,40.0,10.0,0.0,26.0,12.0,8.0,7.0,7.0,27.0,24.0,19.0,0.0,15.0,82.0,22.0,9.0,8.0,15.0,19.46808510638298
2020-02-01,8.0,32.0,29.0,0.0,13.0,19.0,25.0,8.0,16.0,40.0,30.0,26.0,20.0,10.0,8.0,29.0,12.0,19.0,26.0,33.0,21.436170212765955
2020-02-02,15.0,20.0,40.0,60.0,12.0,9.0,35.0,15.0,29.0,15.0,18.0,24.0,19.0,10.0,22.0,9.0,33.0,27.0,16.0,30.0,24.36170212765957
2020-02-03,33.0,52.0,36.0,35.0,16.0,23.0,42.0,27.0,19.0,26.0,16.0,54.0,8.0,41.0,13.0,8.0,19.0,8.0,14.0,40.0,28.19148936170213
2020-02-04,23.0,29.0,40.0,40.0,12.0,17.0,35.0,15.0,7.0,15.0,27.0,36.0,28.0,0.0,15.0,18.0,33.0,26.0,16.0,22.0,24.14893617021277
2020-02-05,8.0,10.0,27.0,10.0,6.0,9.0,12.0,8.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,54.0,11.0,9.0,8.0,0.0,9.893617021276595
2020-02-06,24.0,31.0,57.0,21.0,19.0,27.0,50.0,48.0,8.0,31.0,29.0,38.0,48.0,29.0,24.0,38.0,46.0,38.0,50.0,24.0,36.17021276595744
2020-02-07,8.0,10.0,56.0,10.0,19.0,18.0,0.0,0.0,0.0,0.0,10.0,26.0,10.0,10.0,8.0,37.0,0.0,0.0,8.0,8.0,12.659574468085106
2020-02-08,39.0,10.0,84.0,63.0,19.0,9.0,62.0,24.0,30.0,15.0,38.0,51.0,58.0,39.0,39.0,28.0,46.0,19.0,33.0,48.0,40.10638297872341
2020-02-09,22.0,49.0,27.0,19.0,12.0,42.0,12.0,8.0,28.0,0.0,27.0,48.0,18.0,9.0,22.0,0.0,22.0,35.0,23.0,37.0,24.46808510638298
2020-02-10,37.0,48.0,90.0,29.0,23.0,8.0,46.0,44.0,21.0,21.0,35.0,36.0,36.0,27.0,14.0,0.0,32.0,26.0,30.0,22.0,33.244680851063826
2020-02-11,7.0,38.0,39.0,29.0,12.0,17.0,23.0,22.0,7.0,7.0,36.0,36.0,27.0,37.0,15.0,18.0,54.0,17.0,8.0,15.0,24.680851063829788
2020-02-12,15.0,19.0,13.0,19.0,12.0,25.0,23.0,15.0,7.0,21.0,9.0,24.0,9.0,0.0,7.0,18.0,0.0,17.0,8.0,15.0,14.680851063829785
2020-02-13,30.0,29.0,40.0,39.0,18.0,8.0,23.0,30.0,21.0,7.0,9.0,36.0,28.0,19.0,15.0,9.0,33.0,26.0,31.0,30.0,25.585106382978722
2020-02-14,0.0,30.0,28.0,40.0,12.0,35.0,0.0,16.0,29.0,15.0,28.0,25.0,38.0,38.0,30.0,0.0,11.0,9.0,32.0,15.0,22.925531914893615
2020-02-15,0.0,11.0,15.0,0.0,7.0,0.0,13.0,17.0,16.0,8.0,20.0,13.0,10.0,10.0,0.0,29.0,12.0,0.0,9.0,16.0,10.957446808510639
