date,/m/0cjf0,isPartial
2020-02-24,17,False
2020-02-25,24,False
2020-02-26,30,False
2020-02-27,25,False
2020-02-28,26,False
2020-02-29,27,False
2020-03-01,28,False
2020-03-02,27,False
2020-03-03,28,False
2020-03-04,31,False
2020-03-05,37,False
2020-03-06,35,False
2020-03-07,31,False
2020-03-08,36,False
2020-03-09,36,False
2020-03-10,42,False
2020-03-11,52,False
2020-03-12,76,False
2020-03-13,85,False
2020-03-14,86,False
2020-03-15,100,False
2020-03-16,98,False
2020-03-17,95,False
2020-03-18,89,False
2020-03-19,84,False
2020-03-20,67,False
2020-03-21,71,False
2020-03-22,69,False
2020-03-23,47,False
2020-03-24,53,False
2020-03-25,41,False
2020-03-26,36,False
2020-03-27,47,False
2020-03-28,56,False
2020-03-29,46,False
2020-03-30,44,False
2020-03-31,40,False
2020-04-01,38,False
2020-04-02,32,False
2020-04-03,33,False
2020-04-04,31,False
2020-04-05,35,False
2020-04-06,27,False
2020-04-07,25,False
2020-04-08,26,False
2020-04-09,31,False
2020-04-10,28,False
2020-04-11,27,False
2020-04-12,24,False
2020-04-13,28,False
2020-04-14,24,False
2020-04-15,29,False
