,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-10-05,0.0,34.0,77.0,46.0,36.0,0.0,0.0,0.0,0.0,0.0,43.0,27.0,44.0,0.0,0.0,0.0,43.58974358974359,43.0,45.945945945945944,0.0,38.35505174216119
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,5.584809993680835
2020-10-07,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.80898876404494,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,13.159992931036546
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,65.0,0.0,0.0,0.0,0.0,11.431407955815459
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,3.3159809337479955
2020-10-11,55.0,36.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,33.0,0.0,47.0,48.648648648648646,53.6231884057971,30.04207493944576
2020-10-12,0.0,0.0,0.0,0.0,40.0,0.0,100.0,33.0,49.0,0.0,0.0,0.0,48.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,29.494777779126906
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,2.9669303091429438
2020-10-14,0.0,0.0,0.0,0.0,38.0,0.0,0.0,32.0,48.0,0.0,47.0,29.0,48.0,0.0,0.0,0.0,0.0,0.0,48.648648648648646,0.0,25.362773087856294
2020-10-15,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,34.0,46.15384615384615,47.0,0.0,52.17391304347826,21.844265175952295
