date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,17.0,15.0,15.0,17.0,19.0,15.0,18.0,16.0,15.0,17.0,16.924664602683176,0
2020-01-02,10.0,16.0,13.0,16.0,12.0,13.0,14.0,15.0,14.0,17.0,14.447884416924664,0
2020-01-03,16.0,16.0,16.0,18.0,16.0,13.0,15.0,15.0,14.0,16.0,15.995872033023735,0
2020-01-04,16.0,17.0,19.0,14.0,13.0,17.0,17.0,18.0,10.0,13.0,15.89267285861713,0
2020-01-05,14.0,13.0,14.0,17.0,17.0,12.0,16.0,15.0,18.0,19.0,15.995872033023735,0
2020-01-06,11.0,14.0,13.0,11.0,13.0,9.0,13.0,11.0,17.0,9.0,12.487100103199174,0
2020-01-07,18.0,13.0,15.0,12.0,15.0,14.0,13.0,12.0,13.0,11.0,14.035087719298245,0
2020-01-08,14.0,15.0,17.0,15.0,15.0,14.0,17.0,16.0,16.0,16.0,15.995872033023735,0
2020-01-09,13.0,13.0,17.0,17.0,13.0,17.0,15.0,14.0,19.0,14.0,15.686274509803921,0
2020-01-10,13.0,16.0,14.0,17.0,16.0,17.0,21.0,15.0,18.0,13.0,16.511867905056757,0
2020-01-11,20.0,18.0,17.0,20.0,16.0,16.0,15.0,19.0,18.0,18.0,18.266253869969038,0
2020-01-12,26.0,24.0,22.0,18.0,22.0,21.0,20.0,21.0,19.0,22.0,22.18782249742002,0
2020-01-13,22.0,20.0,20.0,24.0,21.0,17.0,23.0,21.0,22.0,22.0,21.878224974200204,0
2020-01-14,17.0,16.0,20.0,16.0,19.0,16.0,23.0,20.0,21.0,22.0,19.6078431372549,0
2020-01-15,11.0,19.0,18.0,17.0,17.0,14.0,18.0,17.0,13.0,15.0,16.408668730650152,0
2020-01-16,17.0,20.0,17.0,19.0,15.0,19.0,17.0,17.0,18.0,18.0,18.266253869969038,0
2020-01-17,21.0,18.0,23.0,19.0,19.0,19.0,22.0,16.0,17.0,23.0,20.330237358101133,0
2020-01-18,17.0,19.0,20.0,17.0,18.0,17.0,19.0,20.0,18.0,17.0,18.78224974200206,0
2020-01-19,25.0,20.0,25.0,22.0,23.0,21.0,25.0,21.0,23.0,22.0,23.426212590299276,0
2020-01-20,19.0,19.0,15.0,17.0,20.0,18.0,22.0,16.0,19.0,18.0,18.885448916408667,0
2020-01-21,20.0,27.0,22.0,25.0,23.0,20.0,24.0,21.0,25.0,19.0,23.32301341589267,0
2020-01-22,19.0,18.0,18.0,19.0,15.0,16.0,13.0,17.0,18.0,15.0,17.337461300309595,0
2020-01-23,20.0,23.0,22.0,15.0,17.0,19.0,22.0,18.0,23.0,19.0,20.433436532507738,0
2020-01-24,19.0,23.0,23.0,22.0,17.0,20.0,20.0,20.0,17.0,21.0,20.846233230134157,0
2020-01-25,19.0,24.0,22.0,20.0,25.0,22.0,21.0,17.0,24.0,21.0,22.18782249742002,0
2020-01-26,24.0,26.0,22.0,24.0,23.0,24.0,26.0,25.0,27.0,26.0,25.49019607843137,0
2020-01-27,25.0,27.0,25.0,23.0,19.0,19.0,25.0,22.0,23.0,26.0,24.14860681114551,0
2020-01-28,22.0,20.0,22.0,23.0,17.0,21.0,18.0,18.0,18.0,21.0,20.639834881320947,0
2020-01-29,17.0,18.0,20.0,17.0,19.0,20.0,20.0,20.0,15.0,19.0,19.091847265221876,0
2020-01-30,19.0,22.0,21.0,17.0,21.0,19.0,21.0,22.0,21.0,22.0,21.15583075335397,0
2020-01-31,25.0,20.0,20.0,20.0,15.0,16.0,22.0,24.0,18.0,22.0,20.846233230134157,0
2020-02-01,27.0,24.0,18.0,20.0,18.0,22.0,24.0,19.0,23.0,18.0,21.98142414860681,0
2020-02-02,19.0,17.0,21.0,22.0,18.0,19.0,27.0,15.0,19.0,22.0,20.536635706914343,0
2020-02-03,20.0,22.0,20.0,25.0,21.0,24.0,25.0,22.0,25.0,29.0,24.045407636738904,0
2020-02-04,23.0,22.0,27.0,20.0,21.0,17.0,26.0,18.0,28.0,25.0,23.426212590299276,0
2020-02-05,15.0,19.0,17.0,22.0,16.0,16.0,21.0,14.0,19.0,21.0,18.575851393188852,0
2020-02-06,21.0,20.0,18.0,20.0,18.0,14.0,22.0,16.0,17.0,13.0,18.472652218782248,0
2020-02-07,21.0,17.0,16.0,15.0,15.0,18.0,22.0,20.0,14.0,15.0,17.85345717234262,0
2020-02-08,22.0,22.0,20.0,19.0,19.0,17.0,23.0,23.0,22.0,20.0,21.36222910216718,0
2020-02-09,19.0,21.0,22.0,23.0,18.0,22.0,22.0,21.0,21.0,18.0,21.36222910216718,0
2020-02-10,23.0,19.0,18.0,18.0,20.0,19.0,20.0,17.0,24.0,21.0,20.536635706914343,0
2020-02-11,18.0,21.0,23.0,17.0,22.0,15.0,18.0,17.0,20.0,23.0,20.02063983488132,0
2020-02-12,19.0,20.0,18.0,24.0,21.0,20.0,24.0,26.0,16.0,19.0,21.36222910216718,0
2020-02-13,16.0,15.0,13.0,19.0,15.0,15.0,18.0,17.0,16.0,18.0,16.718266253869967,0
2020-02-14,17.0,15.0,16.0,15.0,17.0,16.0,20.0,19.0,16.0,20.0,17.647058823529413,0
2020-02-15,18.0,19.0,23.0,18.0,16.0,14.0,18.0,18.0,13.0,16.0,17.85345717234262,0
2020-02-16,18.0,18.0,18.0,21.0,18.0,17.0,17.0,20.0,22.0,22.0,19.711042311661508,0
2020-02-17,13.0,13.0,11.0,17.0,18.0,12.0,20.0,16.0,17.0,18.0,15.995872033023735,0
2020-02-18,15.0,19.0,14.0,16.0,15.0,14.0,18.0,11.0,13.0,16.0,15.583075335397316,0
2020-02-19,19.0,15.0,15.0,17.0,17.0,15.0,20.0,12.0,21.0,16.0,17.23426212590299,0
2020-02-20,19.0,15.0,15.0,20.0,17.0,16.0,18.0,19.0,18.0,17.0,17.956656346749224,0
2020-02-21,14.0,10.0,15.0,15.0,16.0,14.0,14.0,14.0,17.0,14.0,14.757481940144478,0
2020-02-22,20.0,17.0,18.0,16.0,17.0,18.0,17.0,17.0,18.0,23.0,18.67905056759546,0
2020-02-23,18.0,12.0,16.0,13.0,17.0,17.0,12.0,17.0,16.0,16.0,15.89267285861713,0
2020-02-24,18.0,16.0,19.0,18.0,14.0,18.0,19.0,15.0,17.0,15.0,17.4406604747162,0
2020-02-25,22.0,22.0,25.0,18.0,19.0,15.0,17.0,22.0,18.0,20.0,20.433436532507738,0
2020-02-26,20.0,19.0,25.0,26.0,23.0,21.0,26.0,21.0,20.0,19.0,22.703818369453042,0
2020-02-27,20.0,19.0,17.0,18.0,19.0,17.0,20.0,15.0,23.0,23.0,19.711042311661508,0
2020-02-28,22.0,27.0,27.0,22.0,22.0,22.0,21.0,24.0,26.0,21.0,24.14860681114551,0
2020-02-29,25.0,25.0,23.0,25.0,22.0,24.0,28.0,24.0,27.0,30.0,26.109391124871,0
2020-03-01,25.0,27.0,25.0,24.0,21.0,22.0,23.0,25.0,24.0,25.0,24.871001031991742,0
2020-03-02,23.0,22.0,19.0,19.0,20.0,18.0,23.0,16.0,20.0,18.0,20.433436532507738,0
2020-03-03,29.0,22.0,29.0,25.0,27.0,20.0,26.0,21.0,22.0,21.0,24.974200206398347,0
2020-03-04,24.0,24.0,23.0,22.0,20.0,20.0,26.0,25.0,22.0,22.0,23.52941176470588,0
2020-03-05,21.0,24.0,23.0,23.0,21.0,25.0,25.0,22.0,25.0,24.0,24.045407636738904,0
2020-03-06,27.0,27.0,21.0,26.0,24.0,26.0,28.0,22.0,22.0,27.0,25.799793601651185,0
2020-03-07,30.0,25.0,26.0,21.0,19.0,21.0,31.0,22.0,21.0,24.0,24.767801857585138,0
2020-03-08,29.0,27.0,27.0,27.0,26.0,27.0,25.0,23.0,29.0,28.0,27.65737874097007,0
2020-03-09,38.0,36.0,38.0,30.0,32.0,33.0,35.0,36.0,37.0,31.0,35.70691434468524,0
2020-03-10,50.0,50.0,50.0,48.0,45.0,48.0,51.0,42.0,51.0,50.0,50.0515995872033,0
2020-03-11,59.0,58.0,59.0,58.0,59.0,66.0,65.0,62.0,62.0,55.0,62.22910216718266,0
2020-03-12,100.0,100.0,100.0,90.0,91.0,100.0,87.0,100.0,95.0,95.0,98.86480908152734,0
2020-03-13,100.0,93.0,91.0,84.0,78.0,90.0,100.0,89.0,95.0,90.0,93.91124871001031,0
2020-03-14,83.0,84.0,80.0,79.0,71.0,77.0,83.0,77.0,83.0,83.0,82.55933952528379,0
2020-03-15,95.0,94.0,93.0,100.0,100.0,98.0,96.0,93.0,100.0,100.0,100.0,0
2020-03-16,82.0,85.0,75.0,79.0,72.0,71.0,76.0,69.0,79.0,81.0,79.36016511867905,0
2020-03-17,74.0,62.0,72.0,67.0,69.0,74.0,67.0,67.0,80.0,67.0,72.13622291021673,0
2020-03-18,75.0,77.0,72.0,73.0,62.0,68.0,71.0,68.0,71.0,72.0,73.16821465428276,0
2020-03-19,62.0,58.0,63.0,61.0,59.0,62.0,66.0,60.0,64.0,61.0,63.57069143446852,0
2020-03-20,58.0,67.0,62.0,63.0,60.0,51.0,61.0,65.0,62.0,63.0,63.1578947368421,0
2020-03-21,69.0,64.0,76.0,66.0,65.0,62.0,70.0,65.0,70.0,76.0,70.48503611971104,0
2020-03-22,64.0,67.0,65.0,64.0,60.0,66.0,65.0,60.0,70.0,68.0,66.97626418988649,0
2020-03-23,57.0,52.0,55.0,50.0,52.0,56.0,54.0,49.0,51.0,50.0,54.282765737874094,0
2020-03-24,53.0,46.0,49.0,50.0,46.0,48.0,54.0,45.0,51.0,49.0,50.67079463364293,0
2020-03-25,39.0,47.0,47.0,44.0,44.0,46.0,50.0,43.0,50.0,48.0,47.26522187822497,0
2020-03-26,42.0,40.0,36.0,39.0,43.0,43.0,42.0,42.0,41.0,41.0,42.20846233230134,0
2020-03-27,38.0,43.0,38.0,37.0,33.0,37.0,38.0,37.0,43.0,34.0,39.00928792569659,0
2020-03-28,43.0,43.0,34.0,40.0,38.0,38.0,40.0,34.0,35.0,44.0,40.14447884416924,0
2020-03-29,41.0,40.0,39.0,33.0,36.0,36.0,36.0,38.0,38.0,41.0,39.00928792569659,0
2020-03-30,30.0,28.0,30.0,35.0,37.0,34.0,33.0,35.0,39.0,41.0,35.294117647058826,0
2020-03-31,30.0,32.0,29.0,29.0,32.0,36.0,32.0,29.0,35.0,38.0,33.23013415892673,0
2020-04-01,25.0,31.0,30.0,25.0,28.0,25.0,24.0,22.0,25.0,24.0,26.728586171310628,0
2020-04-02,23.0,26.0,24.0,25.0,21.0,24.0,20.0,22.0,22.0,23.0,23.73581011351909,0
2020-04-03,32.0,29.0,30.0,27.0,26.0,30.0,31.0,31.0,28.0,32.0,30.546955624355004,0
2020-04-04,23.0,28.0,22.0,24.0,22.0,19.0,24.0,20.0,23.0,20.0,23.219814241486066,0
2020-04-05,22.0,27.0,22.0,21.0,25.0,27.0,23.0,24.0,23.0,23.0,24.458204334365323,0
2020-04-06,26.0,23.0,22.0,17.0,21.0,25.0,27.0,23.0,22.0,24.0,23.73581011351909,0
2020-04-07,24.0,19.0,24.0,21.0,20.0,21.0,17.0,18.0,25.0,28.0,22.394220846233228,0
2020-04-08,14.0,21.0,19.0,21.0,17.0,21.0,19.0,19.0,23.0,22.0,20.227038183694532,0
2020-04-09,25.0,28.0,29.0,24.0,25.0,21.0,27.0,24.0,24.0,26.0,26.109391124871,0
2020-04-10,21.0,23.0,19.0,21.0,18.0,17.0,23.0,15.0,21.0,20.0,20.433436532507738,0
2020-04-11,20.0,18.0,19.0,20.0,20.0,21.0,21.0,16.0,24.0,25.0,21.052631578947366,0
2020-04-12,24.0,16.0,16.0,17.0,17.0,20.0,22.0,15.0,20.0,20.0,19.298245614035086,0
2020-04-13,25.0,22.0,20.0,20.0,20.0,19.0,24.0,18.0,22.0,21.0,21.7750257997936,0
2020-04-14,19.0,21.0,23.0,21.0,19.0,22.0,20.0,18.0,20.0,18.0,20.743034055727556,0
2020-04-15,20.0,21.0,19.0,20.0,16.0,20.0,19.0,18.0,21.0,20.0,20.02063983488132,0
2020-04-16,17.0,17.0,18.0,15.0,13.0,16.0,21.0,16.0,21.0,18.0,17.750257997936014,0
