date,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751,batch_id
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.30864197530864196,0
2020-01-02,0.0,2.0,6.0,3.0,0.0,0.0,3.0,6.0,5.0,3.0,2.8806584362139915,0
2020-01-03,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,3.0,1.337448559670782,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-05,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.9259259259259259,0
2020-01-06,3.0,3.0,3.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,2.05761316872428,0
2020-01-07,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.51440329218107,0
2020-01-08,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51440329218107,0
2020-01-09,2.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.9259259259259259,0
2020-01-10,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,5.0,3.0,1.646090534979424,0
2020-01-11,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,1.2345679012345678,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-14,4.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,1.4403292181069958,0
2020-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-16,0.0,2.0,3.0,3.0,2.0,3.0,0.0,3.0,0.0,0.0,1.646090534979424,0
2020-01-17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,1.02880658436214,0
2020-01-18,0.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.9259259259259259,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-21,5.0,5.0,5.0,0.0,2.0,5.0,2.0,3.0,7.0,8.0,4.320987654320987,0
2020-01-22,5.0,2.0,5.0,10.0,7.0,7.0,12.0,10.0,0.0,5.0,6.481481481481481,0
2020-01-23,7.0,18.0,16.0,13.0,13.0,12.0,12.0,13.0,9.0,16.0,13.271604938271604,0
2020-01-24,2.0,2.0,3.0,3.0,2.0,5.0,2.0,0.0,2.0,5.0,2.674897119341564,0
2020-01-25,3.0,8.0,6.0,24.0,0.0,8.0,3.0,12.0,13.0,9.0,8.847736625514402,0
2020-01-26,10.0,10.0,12.0,20.0,17.0,16.0,5.0,17.0,15.0,15.0,14.094650205761317,0
2020-01-27,20.0,22.0,16.0,14.0,21.0,7.0,18.0,17.0,11.0,25.0,17.592592592592595,0
2020-01-28,5.0,11.0,19.0,13.0,11.0,10.0,19.0,8.0,7.0,5.0,11.11111111111111,0
2020-01-29,11.0,14.0,11.0,15.0,7.0,7.0,9.0,10.0,7.0,16.0,11.008230452674896,0
2020-01-30,16.0,16.0,11.0,21.0,4.0,13.0,12.0,21.0,9.0,8.0,13.477366255144032,0
2020-01-31,19.0,19.0,22.0,18.0,16.0,8.0,12.0,19.0,25.0,13.0,17.592592592592595,0
2020-02-01,10.0,8.0,15.0,20.0,5.0,11.0,19.0,17.0,13.0,12.0,13.37448559670782,0
2020-02-02,18.0,21.0,28.0,6.0,13.0,8.0,16.0,9.0,15.0,9.0,14.7119341563786,0
2020-02-03,9.0,15.0,10.0,10.0,8.0,16.0,11.0,7.0,10.0,10.0,10.905349794238683,0
2020-02-04,5.0,7.0,5.0,3.0,7.0,7.0,12.0,8.0,7.0,10.0,7.304526748971194,0
2020-02-05,7.0,9.0,14.0,5.0,9.0,10.0,5.0,8.0,9.0,8.0,8.641975308641975,0
2020-02-06,5.0,5.0,8.0,16.0,0.0,5.0,2.0,5.0,5.0,11.0,6.378600823045267,0
2020-02-07,10.0,12.0,6.0,0.0,5.0,8.0,3.0,3.0,5.0,8.0,6.172839506172839,0
2020-02-08,11.0,10.0,3.0,6.0,8.0,14.0,3.0,12.0,5.0,3.0,7.716049382716049,0
2020-02-09,0.0,5.0,0.0,8.0,5.0,3.0,0.0,3.0,2.0,6.0,3.292181069958848,0
2020-02-10,4.0,11.0,5.0,15.0,4.0,2.0,5.0,5.0,7.0,5.0,6.481481481481481,0
2020-02-11,5.0,0.0,5.0,3.0,11.0,7.0,2.0,3.0,2.0,5.0,4.423868312757201,0
2020-02-12,5.0,2.0,3.0,3.0,5.0,7.0,2.0,5.0,2.0,0.0,3.4979423868312756,0
2020-02-13,10.0,12.0,20.0,8.0,14.0,13.0,12.0,13.0,16.0,11.0,13.271604938271604,0
2020-02-14,2.0,0.0,3.0,3.0,5.0,3.0,3.0,0.0,5.0,0.0,2.4691358024691357,0
2020-02-15,5.0,0.0,6.0,3.0,3.0,8.0,3.0,9.0,0.0,0.0,3.8065843621399176,0
2020-02-16,0.0,7.0,0.0,6.0,2.0,5.0,5.0,3.0,5.0,3.0,3.7037037037037037,0
2020-02-17,5.0,2.0,5.0,3.0,7.0,5.0,2.0,5.0,0.0,3.0,3.8065843621399176,0
2020-02-18,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.51440329218107,0
2020-02-19,2.0,7.0,6.0,0.0,2.0,0.0,5.0,8.0,2.0,3.0,3.6008230452674894,0
2020-02-20,2.0,5.0,6.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,2.3662551440329214,0
2020-02-21,7.0,9.0,6.0,8.0,7.0,13.0,5.0,8.0,0.0,8.0,7.304526748971194,0
2020-02-22,12.0,7.0,12.0,8.0,7.0,5.0,18.0,8.0,12.0,9.0,10.082304526748972,0
2020-02-23,8.0,10.0,3.0,6.0,2.0,8.0,11.0,11.0,5.0,9.0,7.510288065843621,0
2020-02-24,14.0,13.0,13.0,10.0,7.0,12.0,23.0,5.0,11.0,18.0,12.962962962962962,0
2020-02-25,13.0,4.0,19.0,17.0,6.0,12.0,7.0,7.0,2.0,18.0,10.802469135802468,0
2020-02-26,14.0,11.0,29.0,20.0,17.0,24.0,21.0,20.0,9.0,15.0,18.51851851851852,0
2020-02-27,27.0,13.0,35.0,40.0,26.0,36.0,38.0,41.0,38.0,33.0,33.64197530864198,0
2020-02-28,19.0,25.0,39.0,26.0,37.0,37.0,19.0,42.0,28.0,32.0,31.27572016460905,0
2020-02-29,35.0,42.0,44.0,64.0,45.0,53.0,54.0,50.0,44.0,60.0,50.51440329218107,0
2020-03-01,39.0,32.0,32.0,44.0,31.0,36.0,35.0,33.0,34.0,33.0,35.90534979423868,0
2020-03-02,40.0,28.0,34.0,24.0,38.0,36.0,41.0,54.0,41.0,40.0,38.68312757201646,0
2020-03-03,29.0,26.0,29.0,36.0,36.0,35.0,25.0,40.0,24.0,28.0,31.687242798353907,0
2020-03-04,25.0,35.0,42.0,35.0,24.0,26.0,28.0,35.0,24.0,40.0,32.30452674897119,0
2020-03-05,20.0,24.0,40.0,17.0,22.0,28.0,33.0,28.0,30.0,23.0,27.263374485596707,0
2020-03-06,30.0,19.0,25.0,23.0,32.0,35.0,22.0,21.0,14.0,30.0,25.82304526748971,0
2020-03-07,20.0,23.0,21.0,17.0,10.0,16.0,29.0,20.0,12.0,20.0,19.34156378600823,0
2020-03-08,30.0,29.0,38.0,24.0,29.0,21.0,20.0,25.0,38.0,39.0,30.144032921810698,0
2020-03-09,26.0,11.0,28.0,33.0,12.0,30.0,22.0,31.0,29.0,29.0,25.82304526748971,0
2020-03-10,37.0,30.0,49.0,46.0,42.0,51.0,38.0,42.0,38.0,42.0,42.69547325102881,0
2020-03-11,57.0,36.0,73.0,67.0,55.0,55.0,64.0,60.0,66.0,60.0,61.008230452674894,0
2020-03-12,69.0,60.0,70.0,62.0,69.0,74.0,63.0,61.0,67.0,74.0,68.82716049382717,0
2020-03-13,50.0,64.0,92.0,69.0,65.0,77.0,76.0,66.0,50.0,66.0,69.44444444444444,0
2020-03-14,69.0,78.0,87.0,99.0,100.0,87.0,76.0,100.0,69.0,92.0,88.16872427983539,0
2020-03-15,60.0,78.0,98.0,67.0,72.0,69.0,44.0,60.0,56.0,73.0,69.65020576131687,0
2020-03-16,61.0,53.0,63.0,64.0,52.0,54.0,49.0,63.0,42.0,69.0,58.641975308641975,0
2020-03-17,49.0,57.0,70.0,72.0,41.0,81.0,79.0,60.0,58.0,60.0,64.50617283950618,0
2020-03-18,48.0,58.0,67.0,60.0,69.0,56.0,67.0,78.0,55.0,71.0,64.7119341563786,0
