date,/m/0cjf0,isPartial
2020-03-01,28,False
2020-03-02,21,False
2020-03-03,24,False
2020-03-04,29,False
2020-03-05,30,False
2020-03-06,31,False
2020-03-07,20,False
2020-03-08,29,False
2020-03-09,25,False
2020-03-10,34,False
2020-03-11,48,False
2020-03-12,61,False
2020-03-13,68,False
2020-03-14,68,False
2020-03-15,100,False
2020-03-16,90,False
2020-03-17,75,False
2020-03-18,77,False
2020-03-19,72,False
2020-03-20,69,False
2020-03-21,56,False
2020-03-22,67,False
2020-03-23,42,False
2020-03-24,44,False
2020-03-25,37,False
2020-03-26,49,False
2020-03-27,37,False
2020-03-28,44,False
2020-03-29,41,False
2020-03-30,34,False
2020-03-31,34,False
