date,/m/0cjf0,isPartial
2020-02-02,82,False
2020-02-03,60,False
2020-02-04,51,False
2020-02-05,53,False
2020-02-06,37,False
2020-02-07,37,False
2020-02-08,38,False
2020-02-09,33,False
2020-02-10,42,False
2020-02-11,41,False
2020-02-12,46,False
2020-02-13,33,False
2020-02-14,38,False
2020-02-15,55,False
2020-02-16,48,False
2020-02-17,45,False
2020-02-18,57,False
2020-02-19,39,False
2020-02-20,48,False
2020-02-21,46,False
2020-02-22,48,False
2020-02-23,41,False
2020-02-24,35,False
2020-02-25,48,False
2020-02-26,49,False
2020-02-27,41,False
2020-02-28,59,False
2020-02-29,58,False
2020-03-01,71,False
2020-03-02,65,False
2020-03-03,54,False
2020-03-04,62,False
2020-03-05,70,False
2020-03-06,61,False
2020-03-07,45,False
2020-03-08,68,False
2020-03-09,61,False
2020-03-10,100,False
