date,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21,batch_id
2020-01-01,43.0,40.0,36.0,19.0,23.0,21.0,33.0,38.0,20.0,58.0,34.73242392444911,0
2020-01-02,27.0,31.0,31.0,30.0,26.0,42.0,39.0,36.0,32.0,46.0,35.67681007345226,0
2020-01-03,14.0,17.0,28.0,17.0,18.0,18.0,7.0,15.0,9.0,31.0,18.258132214060858,0
2020-01-04,36.0,15.0,26.0,21.0,25.0,38.0,26.0,41.0,31.0,21.0,29.380902413431272,0
2020-01-05,34.0,52.0,48.0,39.0,35.0,46.0,49.0,52.0,42.0,42.0,46.06505771248688,0
2020-01-06,46.0,33.0,40.0,21.0,21.0,45.0,37.0,38.0,25.0,45.0,36.83105981112277,0
2020-01-07,41.0,41.0,44.0,33.0,32.0,54.0,19.0,30.0,24.0,42.0,37.77544596012592,0
2020-01-08,19.0,28.0,25.0,30.0,34.0,29.0,32.0,16.0,21.0,42.0,28.961175236096537,0
2020-01-09,19.0,25.0,26.0,18.0,25.0,36.0,23.0,14.0,24.0,36.0,25.813221406086043,0
2020-01-10,20.0,37.0,27.0,29.0,23.0,24.0,31.0,26.0,17.0,27.0,27.38719832109129,0
2020-01-11,41.0,45.0,56.0,43.0,35.0,43.0,46.0,49.0,22.0,43.0,44.386149003147956,0
2020-01-12,33.0,22.0,22.0,21.0,12.0,15.0,27.0,22.0,9.0,25.0,21.825813221406086,0
2020-01-13,26.0,23.0,26.0,31.0,15.0,21.0,30.0,25.0,32.0,29.0,27.072402938090242,0
2020-01-14,37.0,20.0,37.0,30.0,19.0,32.0,44.0,34.0,29.0,42.0,33.997901364113325,0
2020-01-15,31.0,29.0,44.0,24.0,32.0,49.0,36.0,28.0,38.0,43.0,37.14585519412382,0
2020-01-16,22.0,32.0,26.0,40.0,27.0,30.0,23.0,25.0,30.0,33.0,30.220356768100736,0
2020-01-17,34.0,34.0,34.0,16.0,31.0,28.0,38.0,18.0,20.0,42.0,30.95487932843652,0
2020-01-18,29.0,33.0,36.0,35.0,19.0,57.0,42.0,38.0,37.0,33.0,37.670514165792234,0
2020-01-19,49.0,50.0,47.0,34.0,30.0,37.0,55.0,37.0,34.0,41.0,43.441762854144805,0
2020-01-20,37.0,43.0,50.0,24.0,31.0,41.0,48.0,24.0,29.0,62.0,40.81846799580273,0
2020-01-21,38.0,38.0,25.0,25.0,43.0,29.0,33.0,22.0,30.0,40.0,33.89296956977964,0
2020-01-22,48.0,45.0,45.0,31.0,27.0,39.0,36.0,31.0,30.0,51.0,40.188877229800624,0
2020-01-23,42.0,26.0,32.0,28.0,28.0,37.0,30.0,37.0,27.0,33.0,33.5781741867786,0
2020-01-24,53.0,37.0,50.0,32.0,34.0,34.0,34.0,29.0,14.0,27.0,36.09653725078699,0
2020-01-25,73.0,52.0,44.0,71.0,35.0,61.0,83.0,54.0,54.0,46.0,60.12591815320042,0
2020-01-26,41.0,45.0,42.0,46.0,41.0,53.0,39.0,30.0,35.0,55.0,44.805876180482684,0
2020-01-27,74.0,54.0,79.0,63.0,44.0,62.0,64.0,57.0,46.0,81.0,65.47743966421827,0
2020-01-28,45.0,37.0,40.0,50.0,34.0,41.0,53.0,40.0,49.0,38.0,44.805876180482684,0
2020-01-29,52.0,50.0,71.0,41.0,47.0,44.0,73.0,57.0,32.0,74.0,56.76810073452256,0
2020-01-30,42.0,29.0,35.0,40.0,49.0,43.0,49.0,34.0,19.0,62.0,42.182581322140614,0
2020-01-31,30.0,52.0,33.0,44.0,44.0,44.0,41.0,57.0,39.0,49.0,45.43546694648479,0
2020-02-01,63.0,63.0,35.0,75.0,47.0,52.0,69.0,48.0,50.0,53.0,58.23714585519413,0
2020-02-02,74.0,45.0,60.0,61.0,45.0,58.0,75.0,55.0,48.0,55.0,60.44071353620147,0
2020-02-03,61.0,62.0,62.0,54.0,52.0,74.0,52.0,46.0,47.0,54.0,59.18153200419727,0
2020-02-04,39.0,63.0,45.0,38.0,31.0,43.0,40.0,45.0,31.0,58.0,45.43546694648479,0
2020-02-05,50.0,51.0,28.0,45.0,43.0,29.0,45.0,30.0,48.0,57.0,44.700944386149004,0
2020-02-06,63.0,47.0,46.0,35.0,45.0,38.0,55.0,35.0,28.0,30.0,44.28121720881427,0
2020-02-07,35.0,35.0,56.0,37.0,27.0,57.0,46.0,37.0,57.0,67.0,47.63903462749213,0
2020-02-08,59.0,43.0,59.0,30.0,57.0,49.0,53.0,44.0,33.0,63.0,51.416579223504726,0
2020-02-09,29.0,64.0,30.0,42.0,41.0,23.0,53.0,39.0,41.0,38.0,41.972717733473246,0
2020-02-10,55.0,32.0,53.0,47.0,50.0,54.0,42.0,46.0,32.0,56.0,49.00314795383001,0
2020-02-11,39.0,62.0,33.0,38.0,42.0,50.0,41.0,31.0,31.0,34.0,42.077649527806926,0
2020-02-12,47.0,48.0,42.0,49.0,48.0,26.0,49.0,63.0,38.0,39.0,47.114375655823714,0
2020-02-13,42.0,30.0,29.0,28.0,33.0,17.0,33.0,20.0,22.0,37.0,30.535152151101784,0
2020-02-14,33.0,36.0,27.0,25.0,42.0,37.0,41.0,20.0,34.0,41.0,35.257082896117524,0
2020-02-15,59.0,62.0,58.0,42.0,43.0,44.0,40.0,48.0,47.0,31.0,49.73767051416579,0
2020-02-16,25.0,37.0,33.0,35.0,25.0,23.0,38.0,29.0,34.0,29.0,32.3189926547744,0
2020-02-17,49.0,53.0,28.0,45.0,53.0,23.0,48.0,24.0,24.0,28.0,39.34942287513117,0
2020-02-18,43.0,28.0,34.0,45.0,34.0,63.0,48.0,24.0,43.0,56.0,43.86149003147954,0
2020-02-19,37.0,43.0,34.0,35.0,36.0,35.0,22.0,32.0,34.0,38.0,36.306400839454355,0
2020-02-20,38.0,25.0,25.0,36.0,19.0,26.0,20.0,16.0,16.0,47.0,28.121720881427073,0
2020-02-21,40.0,40.0,43.0,35.0,40.0,51.0,34.0,14.0,28.0,34.0,37.670514165792234,0
2020-02-22,35.0,35.0,16.0,41.0,23.0,36.0,32.0,24.0,40.0,45.0,34.31269674711438,0
2020-02-23,30.0,41.0,34.0,39.0,29.0,35.0,21.0,29.0,32.0,35.0,34.10283315844701,0
2020-02-24,15.0,36.0,33.0,25.0,25.0,30.0,33.0,33.0,33.0,20.0,29.69569779643232,0
2020-02-25,52.0,40.0,40.0,32.0,45.0,53.0,54.0,38.0,16.0,49.0,43.96642182581322,0
2020-02-26,37.0,44.0,44.0,56.0,40.0,39.0,45.0,45.0,35.0,59.0,46.5897166841553,0
