date,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-10-05,36.0,50.0,53.0,55.0,48.0,53.0,59.0,53.0,57.0,44.0,36.0,54.0,36.0,81.0,51.0,57.0,51.04166666666666,49.0,69.0721649484536,59.0,54.791885403798545
2020-10-06,58.0,56.0,51.0,66.0,39.0,43.0,55.0,62.0,47.0,35.0,31.0,44.0,39.0,66.0,42.0,55.0,29.16666666666667,42.0,29.896907216494853,29.0,47.90844198257178
2020-10-07,28.0,38.0,60.0,44.0,49.0,27.0,51.0,35.0,41.0,49.0,36.0,44.0,21.0,43.0,51.0,36.0,28.125,51.0,39.17525773195877,45.0,42.55165219167049
2020-10-08,43.0,38.0,52.0,46.0,35.0,48.0,49.0,46.0,48.0,45.0,40.0,41.0,46.0,64.0,39.0,37.0,31.25,46.0,55.670103092783506,47.0,46.75415928026498
2020-10-09,53.0,51.0,50.0,37.0,48.0,44.0,68.0,44.0,44.0,54.0,32.0,28.0,52.0,72.0,41.0,50.0,75.0,48.0,58.762886597938135,49.0,52.062964050195504
2020-10-10,66.0,64.0,37.0,77.0,50.0,49.0,77.0,39.0,86.0,28.0,71.0,62.0,66.0,66.0,64.0,62.0,84.375,50.0,67.01030927835052,68.0,64.29323303725032
2020-10-11,62.0,46.0,46.0,61.0,33.0,49.0,54.0,69.0,63.0,44.0,70.0,60.0,65.0,82.0,33.0,28.0,61.45833333333334,55.0,46.39175257731959,32.0,55.24728407692203
2020-10-12,66.0,67.0,76.0,69.0,80.0,56.0,89.0,73.0,91.0,80.0,67.0,61.0,66.0,78.0,68.0,81.0,97.91666666666669,100.0,70.10309278350515,83.0,79.1826290193613
2020-10-13,55.0,44.0,51.0,82.0,35.0,41.0,66.0,48.0,67.0,55.0,57.0,55.0,55.0,74.0,73.0,68.0,68.75,58.0,79.38144329896906,69.0,62.61192119887765
2020-10-14,66.0,52.0,73.0,84.0,49.0,53.0,99.0,62.0,85.0,49.0,55.0,59.0,79.0,64.0,56.0,53.0,79.16666666666667,71.0,57.7319587628866,58.0,67.9689125134321
