date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,14.0,26.0,17.0,23.0,19.0,24.0,21.0,21.0,22.0,28.0,21.783181357649443,0
2020-01-02,26.0,22.0,27.0,23.0,30.0,22.0,30.0,27.0,23.0,31.0,26.443768996960486,0
2020-01-03,20.0,21.0,17.0,23.0,21.0,22.0,15.0,27.0,19.0,17.0,20.466058763931105,0
2020-01-04,27.0,27.0,21.0,27.0,27.0,24.0,30.0,21.0,25.0,29.0,26.13981762917933,0
2020-01-05,32.0,26.0,20.0,26.0,27.0,25.0,29.0,24.0,21.0,25.0,25.835866261398177,0
2020-01-06,34.0,25.0,32.0,26.0,26.0,19.0,34.0,25.0,29.0,28.0,28.166160081053697,0
2020-01-07,28.0,29.0,25.0,31.0,29.0,27.0,31.0,23.0,25.0,26.0,27.760891590678824,0
2020-01-08,23.0,28.0,33.0,19.0,29.0,22.0,32.0,30.0,23.0,29.0,27.152988855116515,0
2020-01-09,25.0,23.0,24.0,26.0,25.0,32.0,20.0,24.0,21.0,28.0,25.126646403242148,0
2020-01-10,24.0,21.0,25.0,17.0,19.0,18.0,18.0,22.0,20.0,18.0,20.466058763931105,0
2020-01-11,20.0,25.0,18.0,29.0,21.0,22.0,29.0,23.0,18.0,19.0,22.69503546099291,0
2020-01-12,31.0,29.0,22.0,31.0,21.0,27.0,24.0,27.0,22.0,25.0,26.24113475177305,0
2020-01-13,25.0,25.0,29.0,26.0,25.0,28.0,32.0,31.0,26.0,31.0,28.166160081053697,0
2020-01-14,21.0,21.0,26.0,24.0,20.0,19.0,21.0,16.0,20.0,15.0,20.56737588652482,0
2020-01-15,30.0,22.0,22.0,25.0,28.0,22.0,31.0,26.0,28.0,21.0,25.835866261398177,0
2020-01-16,21.0,20.0,23.0,20.0,19.0,23.0,25.0,17.0,21.0,20.0,21.17527862208713,0
2020-01-17,22.0,21.0,25.0,16.0,23.0,23.0,22.0,25.0,23.0,19.0,22.188449848024316,0
2020-01-18,25.0,27.0,28.0,22.0,28.0,27.0,32.0,30.0,24.0,29.0,27.558257345491388,0
2020-01-19,23.0,26.0,25.0,24.0,29.0,23.0,29.0,20.0,24.0,24.0,25.025329280648428,0
2020-01-20,28.0,21.0,24.0,25.0,29.0,30.0,25.0,20.0,22.0,25.0,25.227963525835865,0
2020-01-21,30.0,35.0,29.0,38.0,33.0,32.0,34.0,28.0,26.0,34.0,32.32016210739615,0
2020-01-22,25.0,26.0,29.0,29.0,22.0,21.0,30.0,28.0,26.0,31.0,27.051671732522795,0
2020-01-23,24.0,20.0,22.0,21.0,24.0,20.0,22.0,18.0,19.0,21.0,21.377912867274567,0
2020-01-24,15.0,20.0,18.0,22.0,19.0,22.0,23.0,23.0,15.0,23.0,20.263424518743665,0
2020-01-25,29.0,33.0,34.0,35.0,32.0,26.0,34.0,36.0,30.0,26.0,31.914893617021274,0
2020-01-26,27.0,29.0,33.0,20.0,24.0,23.0,34.0,28.0,29.0,26.0,27.659574468085104,0
2020-01-27,28.0,24.0,25.0,28.0,28.0,24.0,33.0,29.0,31.0,35.0,28.875379939209726,0
2020-01-28,30.0,18.0,26.0,28.0,34.0,23.0,27.0,30.0,28.0,30.0,27.760891590678824,0
2020-01-29,22.0,26.0,24.0,16.0,32.0,28.0,32.0,27.0,28.0,21.0,25.937183383991893,0
2020-01-30,24.0,31.0,34.0,29.0,25.0,21.0,34.0,25.0,27.0,24.0,27.760891590678824,0
2020-01-31,25.0,30.0,30.0,29.0,33.0,22.0,24.0,22.0,29.0,34.0,28.166160081053697,0
2020-02-01,15.0,21.0,21.0,29.0,26.0,17.0,19.0,19.0,18.0,25.0,21.27659574468085,0
