,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9__10,/m/02gy9__11,/m/02gy9__12,/m/02gy9__13,/m/02gy9__14,/m/02gy9__15,/m/02gy9__16,/m/02gy9__17,/m/02gy9__18,/m/02gy9__19,/m/02gy9_
2020-10-05,32.0,28.0,60.0,36.0,64.0,48.0,71.95121951219512,34.0,55.0,65.0,45.0,31.0,25.0,65.0,56.56565656565657,61.0,44.0,54.0,24.0,53.0,61.71392980387782
2020-10-06,24.0,19.0,25.0,45.0,27.0,44.0,50.0,53.0,37.0,51.0,31.0,37.0,67.0,39.0,10.1010101010101,39.0,40.0,30.0,19.0,27.0,46.26687538778056
2020-10-07,56.0,47.0,45.0,27.0,32.0,29.0,56.09756097560975,30.0,46.0,22.0,51.0,37.0,10.0,55.0,26.262626262626263,34.0,45.0,40.0,73.0,54.0,52.82749589413517
2020-10-08,96.0,66.0,65.0,64.0,76.0,63.0,62.19512195121951,48.0,70.0,78.0,76.0,47.0,52.0,66.0,88.88888888888889,53.0,56.0,65.0,59.0,54.0,84.55688823571758
2020-10-09,26.0,31.0,22.0,59.0,81.0,57.0,59.75609756097561,33.0,30.0,60.0,66.0,39.0,17.0,66.0,61.61616161616162,52.0,43.0,48.0,42.0,49.0,61.05665622582233
2020-10-10,66.0,35.0,44.0,35.0,47.0,37.0,62.19512195121951,55.0,64.0,49.0,51.0,39.0,26.0,56.0,65.65656565656566,72.0,36.0,56.0,73.0,29.0,64.65118944378122
2020-10-11,75.0,41.0,68.0,50.0,78.0,58.0,45.1219512195122,27.0,34.0,95.0,92.0,95.0,44.0,47.0,63.63636363636363,41.0,75.0,31.0,18.0,33.0,71.9664526620801
2020-10-12,60.0,30.0,100.0,62.0,79.0,35.0,84.14634146341463,18.0,24.0,100.0,85.0,81.0,27.0,88.0,75.75757575757575,15.0,89.0,26.0,25.0,76.0,76.44642247445617
2020-10-13,54.0,19.0,62.0,61.0,61.0,60.0,69.51219512195122,41.0,33.0,46.0,37.0,70.0,32.0,68.0,59.5959595959596,40.0,47.0,45.0,25.0,37.0,62.65930428317243
2020-10-14,54.0,58.0,46.0,37.0,44.0,30.0,58.53658536585366,64.0,48.0,69.0,26.0,38.0,58.0,51.0,43.43434343434343,35.0,47.0,51.0,50.0,33.0,60.9658634990093
2020-10-15,62.0,41.0,43.0,24.0,41.0,47.0,53.65853658536585,57.0,45.0,66.0,44.0,57.0,39.0,54.0,50.505050505050505,67.0,37.0,48.0,57.0,44.0,63.310799561806974
2020-10-16,43.0,69.0,57.0,25.0,49.0,54.0,41.46341463414634,49.0,42.0,81.0,52.0,58.0,47.0,62.0,81.81818181818181,54.0,76.0,56.0,44.0,41.0,70.12143527211241
2020-10-17,48.0,54.0,26.0,57.0,41.0,73.0,62.19512195121951,39.0,47.0,43.0,26.0,39.0,60.0,63.0,59.5959595959596,61.0,43.0,63.0,81.0,28.0,65.68390882482
2020-10-18,62.0,44.0,33.0,49.0,64.0,39.0,50.0,41.0,61.0,52.0,41.0,63.0,48.0,51.0,34.343434343434346,38.0,60.0,52.0,13.0,41.0,60.66604637739733
2020-10-19,74.0,57.0,66.0,100.0,53.0,86.0,60.97560975609756,48.0,81.0,62.0,91.0,86.0,74.0,85.0,75.75757575757575,42.0,82.0,99.0,53.0,60.0,93.0216978335687
2020-10-20,35.0,55.0,43.0,29.0,28.0,36.0,26.829268292682926,51.0,64.0,29.0,38.0,33.0,60.0,53.0,33.333333333333336,46.0,30.0,63.0,15.0,19.0,51.000563623625844
