date,/m/0cjf0,isPartial
2020-02-24,17,False
2020-02-25,19,False
2020-02-26,18,False
2020-02-27,20,False
2020-02-28,16,False
2020-02-29,23,False
2020-03-01,29,False
2020-03-02,28,False
2020-03-03,29,False
2020-03-04,26,False
2020-03-05,25,False
2020-03-06,27,False
2020-03-07,27,False
2020-03-08,26,False
2020-03-09,27,False
2020-03-10,39,False
2020-03-11,47,False
2020-03-12,57,False
2020-03-13,75,False
2020-03-14,75,False
2020-03-15,100,False
2020-03-16,91,False
2020-03-17,73,False
2020-03-18,85,False
2020-03-19,75,False
2020-03-20,68,False
2020-03-21,57,False
2020-03-22,61,False
2020-03-23,41,False
2020-03-24,43,False
2020-03-25,42,False
2020-03-26,44,False
2020-03-27,37,False
2020-03-28,42,False
2020-03-29,40,False
2020-03-30,37,False
2020-03-31,41,False
2020-04-01,33,False
2020-04-02,35,False
2020-04-03,31,False
2020-04-04,29,False
2020-04-05,35,False
2020-04-06,24,False
2020-04-07,23,False
2020-04-08,26,False
2020-04-09,31,False
2020-04-10,21,False
2020-04-11,19,False
