date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-12-29,61.0,43.0,78.0,68.0,35.0,82.0,73.0,69.0,56.0,57.0,60.0,32.63157894736842,60.0,100.0,42.0,55.208333333333336,70.0,88.0,37.0,42.0,82.88265666677694
2020-12-30,51.0,87.0,20.0,60.0,44.0,24.0,54.0,26.0,65.0,60.0,71.0,32.63157894736842,41.0,60.0,33.0,54.166666666666664,61.0,22.0,38.0,53.0,65.60172251508855
2020-12-31,22.0,36.0,21.0,42.0,10.0,53.0,23.0,28.0,10.0,22.0,23.0,11.578947368421053,34.0,44.0,12.0,48.958333333333336,11.0,36.0,10.0,47.0,37.33554461608784
2021-01-01,24.0,37.0,56.0,0.0,21.0,69.0,83.0,20.0,32.0,33.0,23.0,50.526315789473685,36.0,23.0,49.0,37.5,23.0,63.0,22.0,24.0,49.779122323230204
2021-01-02,55.0,69.0,42.0,51.0,19.0,60.0,56.0,64.0,29.0,59.0,21.0,22.105263157894736,32.0,32.0,34.0,59.375,31.0,35.0,49.0,76.0,61.397528696054884
2021-01-03,52.0,88.0,51.0,29.0,63.0,97.0,73.0,44.0,46.0,68.0,30.0,54.73684210526316,73.0,60.0,65.0,66.66666666666667,51.0,55.0,84.0,55.0,82.64704378760861
2021-01-04,28.0,41.0,37.0,27.0,24.0,11.0,20.0,16.0,17.0,18.0,46.0,20.0,19.0,28.0,30.0,19.791666666666668,37.0,41.0,17.0,49.0,37.421550083148645
2021-01-05,57.0,60.0,28.0,27.0,41.0,55.0,69.0,49.0,60.0,27.0,46.0,29.473684210526315,19.0,29.0,59.0,51.041666666666664,57.0,21.0,26.0,50.0,59.00020148133891
2021-01-06,47.0,69.0,83.0,35.0,75.0,76.0,40.0,48.0,69.0,52.0,83.0,38.94736842105263,75.0,46.0,40.0,90.625,66.0,51.0,62.0,68.0,83.27569563687649
2021-01-07,40.0,71.0,37.0,37.0,41.0,55.0,41.0,58.0,53.0,64.0,66.0,78.94736842105263,59.0,67.0,40.0,53.125,49.0,52.0,45.0,50.0,72.47689730766801
2021-01-08,39.0,71.0,46.0,46.0,59.0,97.0,51.0,32.0,43.0,44.0,28.0,29.473684210526315,79.0,67.0,61.0,81.25,29.0,31.0,44.0,20.0,68.40772605755149
2021-01-09,32.0,55.0,42.0,0.0,19.0,36.0,45.0,18.0,29.0,40.0,10.0,54.73684210526316,64.0,31.0,11.0,33.333333333333336,41.0,34.0,39.0,88.0,49.507874311730724
2021-01-10,42.0,11.0,40.0,39.0,36.0,36.0,87.0,35.0,38.0,30.0,42.0,66.3157894736842,63.0,41.0,55.0,55.208333333333336,21.0,68.0,76.0,55.0,64.21165163575783
2021-01-11,37.0,82.0,47.0,90.0,59.0,89.0,100.0,100.0,69.0,45.0,58.0,100.0,48.0,47.0,100.0,41.666666666666664,65.0,61.0,26.0,100.0,93.56673092016827
2021-01-12,48.0,51.0,19.0,18.0,17.0,45.0,39.0,41.0,43.0,27.0,28.0,60.0,48.0,19.0,61.0,21.875,56.0,21.0,44.0,41.0,51.27715111401137
2021-01-13,57.0,51.0,74.0,45.0,51.0,44.0,49.0,56.0,77.0,72.0,75.0,60.0,95.0,37.0,50.0,71.875,29.0,100.0,35.0,98.0,84.11921079458827
2021-01-14,58.0,30.0,47.0,37.0,67.0,22.0,40.0,48.0,35.0,27.0,29.0,50.526315789473685,19.0,28.0,41.0,41.666666666666664,29.0,41.0,54.0,69.0,55.75560012870747
2021-01-15,79.0,73.0,68.0,46.0,43.0,46.0,40.0,59.0,64.0,72.0,29.0,83.15789473684211,50.0,80.0,41.0,41.666666666666664,49.0,74.0,83.0,30.0,78.90490381521454
2021-01-16,32.0,45.0,52.0,10.0,37.0,73.0,54.0,62.0,9.0,50.0,30.0,32.63157894736842,42.0,21.0,22.0,11.458333333333334,42.0,11.0,58.0,33.0,49.852046539182105
2021-01-17,40.0,42.0,29.0,38.0,70.0,47.0,93.0,17.0,100.0,37.0,100.0,51.578947368421055,81.0,89.0,73.0,96.875,60.0,32.0,100.0,94.0,88.4784249572228
2021-01-18,38.0,31.0,57.0,73.0,50.0,66.0,71.0,24.0,77.0,64.0,38.0,60.0,39.0,37.0,61.0,20.833333333333332,39.0,52.0,71.0,30.0,68.4838078168745
2021-01-19,40.0,72.0,48.0,56.0,60.0,68.0,61.0,57.0,54.0,63.0,38.0,49.473684210526315,39.0,48.0,62.0,62.5,78.0,52.0,27.0,51.0,74.458481311854
2021-01-20,47.0,50.0,45.0,45.0,63.0,63.0,38.0,72.0,34.0,26.0,9.0,38.94736842105263,47.0,55.0,19.0,80.20833333333333,46.0,60.0,51.0,38.0,63.56931709854844
2021-01-21,76.0,61.0,58.0,100.0,100.0,68.0,40.0,57.0,35.0,100.0,48.0,60.0,69.0,68.0,50.0,41.666666666666664,68.0,41.0,63.0,59.0,86.57322343077611
2021-01-22,29.0,52.0,19.0,46.0,58.0,34.0,50.0,16.0,26.0,64.0,47.0,21.05263157894737,48.0,29.0,20.0,41.666666666666664,10.0,10.0,36.0,41.0,47.83828566445237
2021-01-23,59.0,31.0,29.0,38.0,35.0,23.0,31.0,33.0,18.0,28.0,78.0,52.63157894736842,30.0,29.0,32.0,32.291666666666664,70.0,43.0,36.0,21.0,51.349022815506245
2021-01-24,60.0,85.0,89.0,66.0,95.0,69.0,82.0,26.0,46.0,55.0,49.0,41.05263157894737,50.0,59.0,94.0,64.58333333333333,60.0,32.0,18.0,51.0,81.70308867885377
2021-01-25,29.0,61.0,47.0,46.0,25.0,56.0,29.0,25.0,60.0,26.0,56.0,60.0,48.0,19.0,50.0,41.666666666666664,9.0,62.0,53.0,30.0,57.090789897064084
