date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-04,41.0,31.0,30.0,38.0,37.0,38.0,32.0,39.0,38.0,45.0,40.0,37.0,38.0,37.0,31.0,42.0,34.0,40.0,38.0,36.0,37.79928680590932
2020-11-05,34.0,36.0,44.0,41.0,47.0,36.0,28.0,34.0,31.0,38.0,34.0,34.0,35.0,35.0,41.0,33.0,36.0,43.0,31.0,26.0,36.52572592969943
2020-11-06,37.0,35.0,28.0,30.0,30.0,41.0,44.0,55.0,22.0,32.0,32.0,41.0,25.0,40.0,40.0,37.0,30.0,30.0,28.0,28.0,34.89556800815079
2020-11-07,42.0,39.0,24.0,38.0,37.0,39.0,24.0,40.0,26.0,28.0,55.0,30.0,17.0,31.0,46.0,21.0,24.0,40.0,47.0,27.0,34.386143657666835
2020-11-08,44.0,36.0,25.0,33.0,42.0,40.0,25.0,40.0,44.0,25.0,35.0,39.0,34.0,44.0,37.0,33.0,29.0,38.0,36.0,32.0,36.22007131940906
2020-11-09,48.0,44.0,32.0,45.0,43.0,38.0,29.0,40.0,38.0,39.0,42.0,29.0,41.0,37.0,51.0,37.0,24.0,49.0,37.0,29.0,39.32755985736118
2020-11-10,48.0,48.0,34.0,38.0,47.0,46.0,36.0,67.0,50.0,45.0,54.0,46.0,40.0,48.0,52.0,42.0,30.0,52.0,34.0,39.0,45.644421803362206
2020-11-11,28.0,48.0,31.0,32.0,52.0,30.0,31.0,42.0,37.0,35.0,29.0,27.0,35.0,35.0,42.0,40.0,32.0,40.0,36.0,38.0,36.67855323484462
2020-11-12,49.0,39.0,35.0,36.0,32.0,39.0,29.0,40.0,31.0,36.0,38.0,29.0,40.0,31.0,43.0,31.0,36.0,31.0,47.0,30.0,36.78043810494142
2020-11-13,48.0,42.0,37.0,40.0,36.0,41.0,33.0,55.0,39.0,47.0,41.0,39.0,36.0,45.0,54.0,53.0,41.0,51.0,43.0,40.0,43.86143657666836
2020-11-14,30.0,39.0,29.0,40.0,30.0,41.0,32.0,37.0,27.0,38.0,24.0,28.0,34.0,33.0,38.0,27.0,29.0,37.0,32.0,26.0,33.16352521650534
2020-11-15,30.0,40.0,30.0,23.0,23.0,29.0,23.0,31.0,34.0,35.0,23.0,28.0,32.0,38.0,38.0,29.0,27.0,49.0,30.0,29.0,31.635252165053487
2020-11-16,37.0,33.0,33.0,31.0,47.0,27.0,38.0,35.0,32.0,25.0,22.0,28.0,26.0,26.0,32.0,22.0,26.0,35.0,30.0,25.0,31.074885379521135
2020-11-17,44.0,26.0,33.0,27.0,35.0,27.0,23.0,29.0,26.0,27.0,36.0,29.0,29.0,38.0,35.0,26.0,30.0,38.0,32.0,24.0,31.278655119714717
2020-11-18,36.0,23.0,33.0,27.0,34.0,28.0,30.0,37.0,22.0,22.0,27.0,35.0,31.0,31.0,38.0,22.0,24.0,45.0,33.0,24.0,30.667345899133977
2020-11-19,24.0,18.0,32.0,21.0,21.0,19.0,22.0,19.0,25.0,17.0,16.0,22.0,22.0,21.0,24.0,22.0,17.0,26.0,26.0,23.0,22.261844116148747
2020-11-20,37.0,32.0,19.0,27.0,28.0,40.0,33.0,27.0,33.0,30.0,30.0,15.0,28.0,29.0,32.0,32.0,22.0,25.0,24.0,22.0,28.78247580234335
2020-11-21,45.0,25.0,27.0,24.0,36.0,34.0,31.0,51.0,31.0,26.0,34.0,36.0,26.0,31.0,40.0,43.0,24.0,47.0,26.0,23.0,33.62200713194091
2020-11-22,31.0,29.0,25.0,20.0,18.0,22.0,24.0,35.0,24.0,21.0,23.0,18.0,20.0,22.0,33.0,22.0,25.0,33.0,23.0,19.0,24.80896586856852
2020-11-23,31.0,28.0,20.0,25.0,28.0,21.0,28.0,37.0,25.0,24.0,26.0,28.0,21.0,28.0,37.0,25.0,25.0,40.0,31.0,14.0,27.610799796230253
2020-11-24,36.0,32.0,22.0,32.0,27.0,35.0,27.0,34.0,30.0,31.0,33.0,26.0,28.0,40.0,35.0,33.0,36.0,31.0,42.0,25.0,32.34844625573102
2020-11-25,43.0,38.0,19.0,31.0,39.0,38.0,31.0,44.0,27.0,32.0,29.0,29.0,34.0,36.0,25.0,24.0,24.0,44.0,39.0,19.0,32.857870606214966
2020-11-26,23.0,34.0,33.0,38.0,35.0,35.0,32.0,29.0,40.0,24.0,38.0,32.0,25.0,34.0,34.0,31.0,22.0,38.0,32.0,32.0,32.65410086602139
2020-11-27,37.0,34.0,19.0,30.0,37.0,30.0,17.0,38.0,32.0,28.0,33.0,22.0,20.0,32.0,35.0,36.0,22.0,27.0,37.0,16.0,29.64849719816607
2020-11-28,22.0,21.0,18.0,20.0,21.0,24.0,19.0,15.0,23.0,28.0,22.0,27.0,29.0,24.0,20.0,26.0,20.0,20.0,33.0,21.0,23.07692307692308
2020-11-29,28.0,18.0,23.0,21.0,27.0,32.0,24.0,31.0,27.0,17.0,21.0,24.0,26.0,20.0,24.0,19.0,19.0,36.0,17.0,16.0,23.9429444727458
