,/m/01cpyy_0,/m/01cpyy_1,/m/01cpyy_2,/m/01cpyy_3,/m/01cpyy_4,/m/01cpyy_5,/m/01cpyy_6,/m/01cpyy_7,/m/01cpyy_8,/m/01cpyy_9,/m/01cpyy_10,/m/01cpyy_11,/m/01cpyy_12,/m/01cpyy_13,/m/01cpyy_14,/m/01cpyy_15,/m/01cpyy_16,/m/01cpyy_17,/m/01cpyy_18,/m/01cpyy_19,/m/01cpyy
2020-03-28,81.0,87.0,85.0,80.0,74.0,79.0,77.0,79.0,75.0,71.0,76.0,81.0,84.0,81.0,75.0,84.0,66.0,81.0,83.0,75.0,80.71794871794872
2020-03-29,71.0,73.0,76.0,71.0,75.0,77.0,67.0,76.0,76.0,70.0,74.0,70.0,76.0,76.0,73.0,80.0,74.0,80.0,81.0,77.0,76.56410256410257
2020-03-30,55.0,59.0,53.0,50.0,49.0,57.0,56.0,55.0,44.0,52.0,55.0,57.0,52.0,56.0,54.0,49.0,57.0,67.0,54.0,54.0,55.64102564102564
2020-03-31,58.0,60.0,64.0,57.0,54.0,64.0,58.0,67.0,56.0,65.0,56.0,55.0,59.0,55.0,54.0,63.0,51.0,57.0,62.0,55.0,60.0
2020-04-01,55.0,61.0,49.0,52.0,49.0,50.0,56.0,64.0,53.0,53.0,52.0,56.0,61.0,52.0,45.0,59.0,52.0,58.0,57.0,51.0,55.64102564102564
2020-04-02,52.0,54.0,51.0,54.0,45.0,47.0,54.0,58.0,50.0,51.0,53.0,48.0,49.0,52.0,50.0,50.0,50.0,54.0,52.0,56.0,52.82051282051282
2020-04-03,94.0,100.0,100.0,100.0,100.0,96.0,100.0,99.0,100.0,100.0,97.0,96.0,96.0,100.0,92.0,95.0,90.0,96.0,100.0,99.0,100.0
2020-04-04,100.0,96.0,88.0,98.0,91.0,96.0,94.0,97.0,95.0,91.0,90.0,88.0,100.0,99.0,100.0,100.0,97.0,94.0,100.0,88.0,97.53846153846153
2020-04-05,91.0,95.0,96.0,95.0,85.0,100.0,89.0,100.0,92.0,95.0,100.0,100.0,99.0,88.0,83.0,97.0,100.0,100.0,100.0,100.0,97.6923076923077
2020-04-06,38.0,38.0,36.0,37.0,37.0,40.0,37.0,45.0,34.0,43.0,33.0,37.0,40.0,38.0,37.0,39.0,33.0,42.0,41.0,39.0,39.17948717948718
2020-04-07,38.0,40.0,42.0,39.0,38.0,41.0,40.0,45.0,35.0,45.0,38.0,39.0,46.0,39.0,42.0,43.0,39.0,47.0,43.0,41.0,42.05128205128205
2020-04-08,40.0,41.0,42.0,39.0,39.0,41.0,40.0,41.0,39.0,45.0,37.0,39.0,40.0,40.0,48.0,39.0,35.0,36.0,43.0,41.0,41.282051282051285
2020-04-09,38.0,41.0,41.0,39.0,31.0,35.0,40.0,40.0,36.0,41.0,39.0,36.0,40.0,33.0,41.0,34.0,41.0,37.0,38.0,34.0,38.717948717948715
2020-04-10,34.0,37.0,35.0,32.0,31.0,38.0,39.0,36.0,32.0,31.0,33.0,36.0,39.0,28.0,26.0,31.0,32.0,38.0,34.0,35.0,34.717948717948715
2020-04-11,40.0,37.0,40.0,44.0,35.0,37.0,40.0,44.0,39.0,39.0,34.0,39.0,40.0,39.0,33.0,46.0,38.0,37.0,43.0,39.0,40.15384615384615
2020-04-12,39.0,37.0,34.0,41.0,39.0,40.0,36.0,36.0,36.0,36.0,34.0,35.0,43.0,36.0,34.0,33.0,35.0,33.0,42.0,37.0,37.74358974358974
2020-04-13,38.0,37.0,43.0,36.0,31.0,36.0,40.0,33.0,38.0,35.0,39.0,34.0,39.0,35.0,38.0,32.0,33.0,37.0,38.0,39.0,37.48717948717948
2020-04-14,31.0,36.0,34.0,39.0,32.0,34.0,34.0,36.0,38.0,36.0,38.0,33.0,35.0,32.0,33.0,33.0,35.0,34.0,35.0,34.0,35.48717948717949
2020-04-15,38.0,35.0,34.0,33.0,36.0,41.0,35.0,41.0,36.0,30.0,35.0,38.0,37.0,34.0,37.0,31.0,34.0,33.0,35.0,35.0,36.30769230769231
