,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-12-01,47.0,0.0,24.0,0.0,28.0,21.0,0.0,48.0,28.40909090909091,56.0,31.16883116883117,22.0,28.0,0.0,22.0,0.0,0.0,29.0,29.0,55.223880597014926,36.61480718798039
2020-12-02,24.0,24.0,0.0,46.0,0.0,21.0,42.10526315789474,0.0,28.40909090909091,0.0,31.16883116883117,22.0,28.0,31.0,22.0,0.0,0.0,0.0,28.0,26.865671641791046,29.253373384660946
2020-12-03,47.0,48.0,48.0,0.0,0.0,22.0,42.10526315789474,0.0,28.40909090909091,29.0,31.16883116883117,22.0,0.0,62.0,22.0,68.0,0.0,29.0,29.0,28.35820895522388,43.428477281171524
2020-12-04,23.0,23.0,0.0,0.0,27.0,0.0,0.0,0.0,27.272727272727273,27.0,31.16883116883117,0.0,27.0,30.0,44.0,0.0,23.0,28.0,0.0,26.865671641791046,26.344692196453146
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,42.10526315789474,0.0,27.272727272727273,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,29.0,0.0,0.0,10.10480366533551
2020-12-06,0.0,49.0,48.0,0.0,28.0,22.0,85.96491228070175,24.0,28.40909090909091,29.0,0.0,22.0,0.0,95.0,22.0,0.0,0.0,30.0,0.0,55.223880597014926,42.06608753247982
2020-12-07,46.0,24.0,0.0,23.0,27.0,21.0,42.10526315789474,0.0,54.54545454545455,28.0,31.16883116883117,0.0,0.0,61.0,22.0,22.0,24.0,0.0,0.0,53.73134328358209,37.4543428649788
2020-12-08,23.0,0.0,47.0,23.0,28.0,21.0,84.21052631578948,48.0,28.40909090909091,0.0,93.50649350649351,85.0,0.0,62.0,22.0,22.0,24.0,58.0,57.0,55.223880597014926,61.02574502823813
2020-12-09,0.0,24.0,23.0,23.0,0.0,0.0,42.10526315789474,24.0,0.0,0.0,31.16883116883117,0.0,0.0,31.0,0.0,22.0,0.0,29.0,28.0,26.865671641791046,23.754215162129707
2020-12-10,47.0,24.0,47.0,23.0,0.0,0.0,42.10526315789474,0.0,55.68181818181818,57.0,31.16883116883117,0.0,28.0,62.0,44.0,23.0,48.0,58.0,57.0,0.0,50.52917002550311
2020-12-11,0.0,24.0,24.0,0.0,29.0,22.0,43.85964912280702,25.0,0.0,29.0,0.0,22.0,0.0,32.0,46.0,23.0,0.0,30.0,29.0,28.35820895522388,31.8049189912524
2020-12-12,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,29.0,32.467532467532465,0.0,29.0,32.0,0.0,23.0,25.0,0.0,0.0,28.35820895522388,19.277820348935464
2020-12-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,28.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,6.170133628637373
2020-12-15,98.0,100.0,49.0,24.0,87.0,44.0,0.0,100.0,87.5,29.0,32.467532467532465,22.0,58.0,97.0,46.0,47.0,25.0,91.0,89.0,85.07462686567165,94.5859740886003
2020-12-16,25.0,0.0,0.0,25.0,0.0,23.0,45.6140350877193,0.0,59.09090909090909,0.0,33.76623376623377,23.0,29.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,22.530452100382657
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,0.0,26.0,26.0,0.0,0.0,0.0,27.0,31.818181818181817,0.0,0.0,0.0,31.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,13.18519925014914
2020-12-19,79.0,53.0,0.0,0.0,31.0,48.0,47.36842105263158,27.0,31.818181818181817,0.0,35.064935064935064,24.0,0.0,35.0,25.0,50.0,27.0,33.0,64.0,31.34328358208955,50.110452964643116
2020-12-20,27.0,28.0,55.0,55.0,33.0,100.0,49.12280701754386,56.0,32.95454545454545,100.0,37.66233766233766,76.0,0.0,74.0,26.0,26.0,28.0,35.0,100.0,64.17910447761194,78.33092381554684
2020-12-21,51.0,0.0,50.0,100.0,59.0,23.0,43.85964912280702,51.0,30.681818181818183,61.0,67.53246753246754,70.0,89.0,100.0,24.0,72.0,26.0,31.0,91.0,88.05970149253731,88.11057325461286
2020-12-22,26.0,26.0,0.0,0.0,0.0,23.0,92.98245614035088,27.0,0.0,0.0,35.064935064935064,48.0,31.0,0.0,49.0,0.0,54.0,0.0,63.0,61.19402985074627,41.882040824381235
2020-12-23,26.0,54.0,26.0,52.0,94.0,24.0,47.36842105263158,53.0,31.818181818181817,95.0,70.12987012987013,74.0,62.0,70.0,100.0,100.0,82.0,64.0,64.0,91.04477611940298,100.0
2020-12-24,61.0,62.0,0.0,30.0,72.0,28.0,54.3859649122807,63.0,36.36363636363637,0.0,41.55844155844156,0.0,36.0,40.0,29.0,0.0,0.0,0.0,0.0,0.0,43.21499445680765
2020-12-25,0.0,0.0,0.0,31.0,37.0,28.0,56.14035087719298,0.0,0.0,0.0,0.0,29.0,0.0,42.0,0.0,30.0,32.0,39.0,0.0,37.3134328358209,28.23060944412515
2020-12-26,58.0,0.0,58.0,29.0,0.0,0.0,0.0,60.0,35.22727272727273,35.0,77.92207792207792,0.0,68.0,39.0,28.0,0.0,30.0,37.0,0.0,34.32835820895522,46.03995233871828
2020-12-27,27.0,27.0,0.0,26.0,63.0,24.0,47.36842105263158,27.0,63.63636363636363,0.0,70.12987012987013,25.0,31.0,70.0,0.0,0.0,0.0,66.0,32.0,61.19402985074627,51.573623078909556
2020-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-29,25.0,51.0,0.0,25.0,0.0,23.0,0.0,0.0,30.681818181818183,30.0,0.0,0.0,0.0,0.0,0.0,24.0,26.0,0.0,0.0,0.0,18.32934403029618
2020-12-30,26.0,27.0,26.0,26.0,0.0,24.0,0.0,27.0,0.0,0.0,35.064935064935064,0.0,31.0,0.0,0.0,25.0,0.0,32.0,63.0,0.0,26.7162830255926
2020-12-31,28.0,57.0,0.0,28.0,100.0,25.0,100.0,57.0,100.0,34.0,37.66233766233766,26.0,100.0,0.0,54.0,80.0,0.0,35.0,34.0,100.0,77.76417306807707
2021-01-01,0.0,0.0,0.0,0.0,36.0,27.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.732192775127848
2021-01-02,56.0,28.0,28.0,55.0,66.0,0.0,49.12280701754386,28.0,32.95454545454545,33.0,0.0,51.0,66.0,74.0,26.0,26.0,57.0,34.0,67.0,32.83582089552239,63.25661401610015
2021-01-03,55.0,54.0,55.0,27.0,32.0,24.0,96.49122807017544,28.0,64.77272727272727,32.0,72.72727272727273,100.0,0.0,36.0,0.0,52.0,56.0,100.0,99.0,62.6865671641791,81.74863117371537
2021-01-04,49.0,0.0,25.0,0.0,29.0,22.0,43.85964912280702,25.0,29.545454545454547,0.0,66.23376623376623,0.0,29.0,33.0,24.0,0.0,0.0,30.0,0.0,0.0,31.681595345126105
2021-01-05,0.0,0.0,25.0,74.0,30.0,45.0,0.0,0.0,59.09090909090909,61.0,100.0,45.0,29.0,33.0,23.0,24.0,51.0,0.0,30.0,29.850746268656717,51.46529198789919
2021-01-06,25.0,0.0,100.0,74.0,59.0,45.0,89.47368421052632,77.0,60.22727272727273,60.0,33.76623376623377,23.0,88.0,99.0,71.0,48.0,51.0,31.0,92.0,28.35820895522388,90.19527890686298
2021-01-07,51.0,0.0,26.0,0.0,0.0,0.0,45.6140350877193,27.0,0.0,31.0,33.76623376623377,47.0,0.0,34.0,24.0,0.0,0.0,32.0,31.0,29.850746268656717,32.19646138196629
2021-01-08,0.0,26.0,0.0,25.0,30.0,23.0,0.0,79.0,30.681818181818183,30.0,67.53246753246754,0.0,30.0,100.0,24.0,24.0,79.0,63.0,61.0,59.701492537313435,58.726845940420695
2021-01-09,27.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,31.818181818181817,32.0,35.064935064935064,0.0,31.0,0.0,0.0,26.0,0.0,33.0,0.0,0.0,18.89178675544486
2021-01-10,0.0,28.0,27.0,0.0,33.0,50.0,0.0,0.0,32.95454545454545,33.0,0.0,25.0,0.0,37.0,52.0,26.0,0.0,34.0,33.0,0.0,32.0967653259554
2021-01-11,0.0,0.0,0.0,25.0,0.0,0.0,0.0,26.0,29.545454545454547,30.0,33.76623376623377,23.0,30.0,0.0,0.0,0.0,51.0,0.0,30.0,58.208955223880594,26.2832574608798
2021-01-12,0.0,52.0,25.0,0.0,29.0,23.0,0.0,0.0,29.545454545454547,0.0,0.0,23.0,0.0,33.0,48.0,0.0,0.0,0.0,0.0,29.850746268656717,22.837007994037403
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-14,25.0,25.0,25.0,25.0,59.0,22.0,43.85964912280702,76.0,60.22727272727273,59.0,66.23376623376623,23.0,29.0,33.0,24.0,24.0,76.0,31.0,60.0,58.208955223880594,65.96026269055861
2021-01-15,26.0,26.0,0.0,51.0,61.0,24.0,47.36842105263158,27.0,93.18181818181819,31.0,0.0,48.0,31.0,68.0,49.0,49.0,27.0,96.0,31.0,29.850746268656717,63.68522837312371
2021-01-16,27.0,0.0,0.0,27.0,0.0,25.0,49.12280701754386,28.0,0.0,0.0,36.36363636363637,0.0,0.0,72.0,25.0,0.0,28.0,34.0,0.0,31.34328358208955,29.900133827571327
2021-01-17,26.0,27.0,26.0,0.0,31.0,24.0,0.0,0.0,30.681818181818183,31.0,0.0,24.0,0.0,0.0,25.0,49.0,0.0,0.0,0.0,29.850746268656717,25.268850074369162
2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-19,25.0,50.0,0.0,25.0,0.0,23.0,0.0,0.0,29.545454545454547,30.0,33.76623376623377,23.0,59.0,67.0,24.0,48.0,26.0,0.0,0.0,59.701492537313435,40.84887614401299
2021-01-20,23.0,24.0,24.0,23.0,0.0,0.0,0.0,0.0,0.0,57.0,31.16883116883117,0.0,0.0,31.0,44.0,22.0,24.0,29.0,29.0,26.865671641791046,30.3066422134608
2021-01-21,24.0,49.0,24.0,48.0,0.0,0.0,43.85964912280702,25.0,29.545454545454547,29.0,97.40259740259741,45.0,57.0,32.0,23.0,23.0,50.0,30.0,30.0,28.35820895522388,53.74779270295917
