date,/m/0cjf0,isPartial
2020-03-01,31,False
2020-03-02,31,False
2020-03-03,28,False
2020-03-04,28,False
2020-03-05,30,False
2020-03-06,33,False
2020-03-07,22,False
2020-03-08,30,False
2020-03-09,34,False
2020-03-10,38,False
2020-03-11,46,False
2020-03-12,69,False
2020-03-13,77,False
2020-03-14,75,False
2020-03-15,100,False
2020-03-16,82,False
2020-03-17,93,False
2020-03-18,80,False
2020-03-19,80,False
2020-03-20,71,False
2020-03-21,52,False
2020-03-22,62,False
2020-03-23,44,False
2020-03-24,51,False
2020-03-25,41,False
2020-03-26,35,False
2020-03-27,36,False
2020-03-28,45,False
2020-03-29,46,False
2020-03-30,35,False
2020-03-31,39,False
2020-04-01,37,False
2020-04-02,32,False
2020-04-03,29,False
2020-04-04,31,False
2020-04-05,31,False
2020-04-06,28,False
2020-04-07,22,False
2020-04-08,20,False
2020-04-09,27,False
2020-04-10,19,False
2020-04-11,22,False
2020-04-12,17,False
2020-04-13,26,False
2020-04-14,18,False
2020-04-15,27,False
2020-04-16,19,False
2020-04-17,15,False
2020-04-18,23,False
2020-04-19,18,False
2020-04-20,18,False
2020-04-21,17,False
2020-04-22,15,False
2020-04-23,19,False
2020-04-24,12,False
2020-04-25,17,False
2020-04-26,15,False
2020-04-27,15,False
2020-04-28,12,False
2020-04-29,16,False
2020-04-30,16,False
2020-05-01,15,False
2020-05-02,17,False
2020-05-03,20,False
2020-05-04,14,False
2020-05-05,13,False
