,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06_10,/m/01b_06_11,/m/01b_06_12,/m/01b_06_13,/m/01b_06_14,/m/01b_06_15,/m/01b_06_16,/m/01b_06_17,/m/01b_06_18,/m/01b_06_19,/m/01b_06
2020-11-18,67.0,60.0,75.0,90.0,78.72340425531915,69.0,78.0,78.0,72.44897959183673,80.41237113402062,66.66666666666667,79.0,76.0,76.84210526315789,75.75757575757575,75.26881720430107,76.53061224489795,76.82926829268293,79.22077922077922,84.21052631578948,78.47839644029064
2020-11-19,69.0,65.0,76.0,65.0,76.59574468085107,77.0,70.0,73.0,72.44897959183673,95.87628865979381,73.11827956989248,69.0,59.0,65.26315789473684,75.75757575757575,67.74193548387096,64.28571428571429,76.82926829268293,87.01298701298701,73.6842105263158,75.19936295130925
2020-11-20,70.0,82.0,72.0,84.0,75.53191489361703,70.0,75.0,70.0,64.28571428571429,75.25773195876289,78.49462365591398,67.0,71.0,67.36842105263158,74.74747474747475,79.56989247311827,74.48979591836735,75.60975609756098,76.62337662337663,84.21052631578948,77.0422933466481
2020-11-21,60.0,69.0,61.0,59.0,77.65957446808511,62.0,65.0,69.0,70.40816326530613,67.01030927835052,82.79569892473118,59.0,72.0,52.63157894736842,64.64646464646465,56.98924731182796,65.3061224489796,76.82926829268293,64.93506493506493,72.36842105263158,68.77389858350773
2020-11-22,79.0,73.0,80.0,83.0,91.48936170212765,76.0,64.0,82.0,83.6734693877551,88.65979381443299,100.0,68.0,89.0,60.0,82.82828282828282,74.19354838709677,78.57142857142857,75.60975609756098,68.83116883116882,73.6842105263158,81.41205032892701
2020-11-23,68.0,83.0,74.0,83.0,86.17021276595744,78.0,85.0,83.0,75.51020408163265,77.31958762886597,75.26881720430107,74.0,75.0,85.26315789473684,80.8080808080808,80.64516129032258,67.34693877551021,73.17073170731707,75.32467532467533,82.89473684210526,80.95520591494888
2020-11-24,63.0,54.0,57.0,73.0,71.27659574468085,93.0,57.0,71.0,60.204081632653065,76.28865979381443,69.89247311827957,58.0,76.0,68.42105263157895,61.61616161616162,67.74193548387096,62.244897959183675,73.17073170731707,61.03896103896104,76.3157894736842,69.94629613475917
2020-11-25,59.0,72.0,66.0,76.0,70.2127659574468,64.0,61.0,75.0,62.244897959183675,74.22680412371135,70.96774193548387,66.0,62.0,83.15789473684211,81.81818181818181,68.81720430107526,58.16326530612245,67.07317073170732,74.02597402597402,59.21052631578947,71.01900527077348
2020-11-26,70.0,64.0,63.0,75.0,55.319148936170215,63.0,61.0,73.0,58.16326530612245,65.97938144329896,67.74193548387096,60.0,58.0,53.68421052631579,58.58585858585859,64.51612903225806,60.204081632653065,71.95121951219512,66.23376623376623,67.10526315789474,66.12694131099329
2020-11-27,61.0,56.0,53.0,67.0,63.829787234042556,75.0,64.0,67.0,66.3265306122449,57.7319587628866,68.81720430107526,54.0,67.0,65.26315789473684,59.5959595959596,60.215053763440864,52.04081632653061,70.73170731707317,62.33766233766234,56.578947368421055,64.62382479878966
