,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,14.0,16.0,12.0,20.0,13.0,13.0,13.0,22.0,19.0,10.0,17.0,9.0,15.0,15.0,20.0,12.0,15.0,13.0,15.0,15.0,14.9
2020-01-30,17.0,6.0,9.0,26.0,15.0,14.0,15.0,13.0,15.0,17.0,22.0,17.0,7.0,20.0,17.0,15.0,13.0,12.0,15.0,18.0,15.15
2020-01-31,8.0,12.0,11.0,17.0,13.0,12.0,10.0,11.0,8.0,18.0,13.0,16.0,10.0,14.0,11.0,9.0,15.0,9.0,8.0,11.0,11.8
2020-02-01,21.0,12.0,11.0,15.0,16.0,22.0,15.0,17.0,17.0,14.0,25.0,19.0,15.0,19.0,16.0,14.0,23.0,15.0,20.0,21.0,17.35
2020-02-02,12.0,11.0,11.0,16.0,17.0,12.0,12.0,11.0,7.0,13.0,17.0,9.0,13.0,14.0,15.0,15.0,14.0,14.0,12.0,17.0,13.1
2020-02-03,12.0,14.0,10.0,18.0,10.0,13.0,14.0,12.0,12.0,13.0,16.0,8.0,17.0,15.0,14.0,11.0,10.0,14.0,10.0,12.0,12.75
2020-02-04,17.0,10.0,8.0,18.0,9.0,8.0,8.0,14.0,16.0,15.0,16.0,14.0,13.0,12.0,13.0,14.0,10.0,11.0,15.0,17.0,12.9
2020-02-05,11.0,8.0,14.0,15.0,11.0,22.0,13.0,9.0,13.0,16.0,21.0,20.0,19.0,17.0,12.0,13.0,12.0,13.0,21.0,29.0,15.45
2020-02-06,9.0,12.0,8.0,13.0,9.0,13.0,7.0,12.0,17.0,9.0,23.0,25.0,10.0,10.0,13.0,10.0,12.0,25.0,18.0,17.0,13.6
2020-02-07,14.0,7.0,13.0,19.0,7.0,16.0,8.0,14.0,10.0,10.0,10.0,8.0,15.0,6.0,11.0,12.0,8.0,9.0,14.0,12.0,11.15
2020-02-08,14.0,11.0,16.0,11.0,10.0,23.0,17.0,15.0,21.0,13.0,23.0,20.0,16.0,17.0,15.0,16.0,14.0,18.0,23.0,23.0,16.8
2020-02-09,11.0,11.0,10.0,11.0,10.0,8.0,12.0,11.0,11.0,11.0,10.0,14.0,13.0,11.0,13.0,14.0,16.0,8.0,13.0,16.0,11.7
2020-02-10,14.0,15.0,8.0,16.0,11.0,14.0,13.0,16.0,12.0,11.0,11.0,12.0,10.0,14.0,11.0,16.0,17.0,14.0,16.0,14.0,13.25
2020-02-11,16.0,11.0,14.0,17.0,13.0,20.0,17.0,20.0,17.0,16.0,25.0,19.0,14.0,14.0,11.0,9.0,14.0,23.0,18.0,15.0,16.15
