date,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-09-21,0.0,0.0,0.0,0.0,88.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,23.49056603773585
2020-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-23,0.0,0.0,0.0,0.0,41.0,37.0,0.0,0.0,38.0,70.0,39.0,39.0,0.0,0.0,0.0,73.0,41.0,0.0,42.0,0.0,39.62264150943396
2020-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-25,0.0,0.0,44.0,78.0,0.0,0.0,0.0,42.0,42.0,77.0,42.0,0.0,46.0,0.0,0.0,82.0,45.0,0.0,47.0,0.0,51.41509433962264
2020-09-26,0.0,0.0,46.0,0.0,48.0,0.0,47.0,0.0,0.0,0.0,0.0,44.0,0.0,90.0,47.0,0.0,0.0,0.0,50.0,0.0,35.09433962264151
2020-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.245283018867925
2020-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-09-29,34.0,0.0,46.0,83.0,49.0,0.0,47.0,46.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,86.0,48.0,0.0,49.0,50.0,58.490566037735846
2020-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-01,0.0,49.0,0.0,82.0,48.0,0.0,46.0,0.0,44.0,0.0,0.0,44.0,47.0,0.0,0.0,85.0,48.0,0.0,49.0,0.0,51.132075471698116
2020-10-02,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,12.924528301886792
2020-10-03,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,98.0,50.0,93.0,0.0,0.0,0.0,0.0,34.528301886792455
2020-10-04,0.0,52.0,48.0,0.0,50.0,0.0,0.0,47.0,0.0,0.0,47.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,52.0,0.0,32.54716981132076
2020-10-05,0.0,0.0,0.0,81.0,46.0,42.0,0.0,0.0,43.0,0.0,0.0,44.0,0.0,0.0,45.0,0.0,46.0,80.0,0.0,0.0,40.283018867924525
2020-10-06,34.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,86.0,0.0,0.0,50.0,0.0,24.528301886792452
2020-10-07,0.0,0.0,0.0,0.0,47.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,20.566037735849058
2020-10-08,0.0,51.0,0.0,0.0,0.0,0.0,48.0,47.0,0.0,0.0,46.0,0.0,50.0,0.0,48.0,0.0,49.0,0.0,52.0,52.0,41.79245283018868
2020-10-09,75.0,0.0,51.0,92.0,0.0,48.0,52.0,100.0,100.0,91.0,100.0,100.0,0.0,100.0,0.0,96.0,0.0,0.0,55.0,0.0,100.0
2020-10-10,0.0,60.0,0.0,0.0,0.0,51.0,57.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,30.84905660377359
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-13,0.0,0.0,0.0,0.0,51.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.339622641509434
2020-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-16,0.0,0.0,51.0,92.0,0.0,0.0,52.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.88679245283019
2020-10-17,0.0,60.0,0.0,100.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,100.0,0.0,60.0,40.471698113207545
2020-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-20,0.0,53.0,0.0,0.0,0.0,0.0,0.0,49.0,48.0,0.0,46.0,0.0,52.0,0.0,50.0,0.0,51.0,88.0,0.0,0.0,41.22641509433962
2020-10-21,0.0,0.0,0.0,90.0,53.0,0.0,51.0,49.0,0.0,0.0,48.0,48.0,52.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,41.886792452830186
2020-10-22,35.0,0.0,0.0,0.0,51.0,0.0,100.0,97.0,0.0,0.0,0.0,48.0,52.0,0.0,0.0,0.0,0.0,0.0,53.0,53.0,46.132075471698116
2020-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-24,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.283018867924528
2020-10-25,39.0,57.0,0.0,0.0,56.0,100.0,55.0,52.0,0.0,95.0,51.0,53.0,0.0,0.0,54.0,100.0,0.0,0.0,57.0,58.0,78.01886792452831
2020-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-28,35.0,52.0,48.0,87.0,100.0,45.0,0.0,0.0,46.0,0.0,0.0,0.0,100.0,94.0,0.0,91.0,100.0,0.0,0.0,0.0,75.28301886792453
2020-10-29,34.0,50.0,0.0,85.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,48.0,88.0,48.0,0.0,50.0,0.0,51.0377358490566
