,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-10-05,22.0,14.0,32.0,48.0,29.0,41.0,30.0,54.0,16.161616161616163,13.0,45.0,0.0,26.0,0.0,0.0,24.0,24.0,26.0,19.587628865979383,32.0,32.70247185756618
2020-10-06,11.0,43.0,16.0,32.0,29.0,54.0,30.0,0.0,16.161616161616163,27.0,0.0,29.0,52.0,39.0,26.0,37.0,24.0,38.0,38.144329896907216,32.0,37.81855798027608
2020-10-07,11.0,15.0,0.0,0.0,14.0,14.0,15.0,13.0,0.0,0.0,0.0,29.0,0.0,13.0,13.0,12.0,12.0,0.0,0.0,0.0,10.620486106388478
2020-10-08,12.0,16.0,17.0,0.0,0.0,44.0,0.0,30.0,17.171717171717173,0.0,17.0,15.0,14.0,14.0,14.0,0.0,13.0,14.0,0.0,0.0,15.645210727021862
2020-10-09,0.0,33.0,37.0,18.0,17.0,62.0,17.0,31.0,18.181818181818183,15.0,0.0,65.0,0.0,30.0,30.0,43.0,0.0,15.0,22.68041237113402,37.0,32.38009627166762
2020-10-10,27.0,70.0,19.0,0.0,17.0,64.0,53.0,16.0,0.0,47.0,18.0,0.0,16.0,31.0,32.0,15.0,0.0,15.0,45.36082474226804,19.0,33.270541191191874
2020-10-11,13.0,16.0,18.0,52.0,16.0,30.0,17.0,30.0,70.70707070707071,43.0,17.0,32.0,44.0,58.0,15.0,14.0,0.0,29.0,21.649484536082475,18.0,36.56854716115083
2020-10-12,36.0,63.0,17.0,0.0,31.0,43.0,32.0,43.0,17.171717171717173,14.0,33.0,15.0,0.0,27.0,28.0,13.0,13.0,27.0,41.23711340206186,17.0,33.6695024452597
2020-10-13,36.0,31.0,100.0,67.0,46.0,58.0,32.0,43.0,66.66666666666667,14.0,16.0,30.0,42.0,55.0,42.0,26.0,26.0,55.0,61.855670103092784,50.0,59.205736073518956
2020-10-14,11.0,44.0,49.0,33.0,15.0,68.0,15.0,0.0,32.323232323232325,27.0,31.0,0.0,27.0,27.0,0.0,13.0,13.0,39.0,19.587628865979383,0.0,30.602228918402087
2020-10-15,37.0,47.0,35.0,52.0,47.0,59.0,100.0,44.0,69.6969696969697,72.0,66.0,16.0,29.0,84.0,58.0,68.0,40.0,42.0,62.88659793814433,35.0,70.1600900810672
2020-10-16,25.0,49.0,88.0,35.0,65.0,47.0,68.0,46.0,17.171717171717173,30.0,52.0,32.0,15.0,0.0,45.0,55.0,83.0,59.0,64.94845360824742,73.0,62.60942600659424
2020-10-17,14.0,37.0,59.0,20.0,54.0,18.0,58.0,17.0,60.60606060606061,33.0,0.0,54.0,49.0,49.0,49.0,16.0,0.0,32.0,73.19587628865979,40.0,48.33983099083816
2020-10-18,100.0,18.0,40.0,100.0,18.0,53.0,96.0,52.0,100.0,67.0,97.0,91.0,100.0,100.0,100.0,47.0,78.0,100.0,97.9381443298969,61.0,100.0
2020-10-19,12.0,47.0,35.0,0.0,16.0,15.0,33.0,15.0,0.0,14.0,33.0,15.0,14.0,14.0,15.0,27.0,40.0,42.0,0.0,35.0,27.83754743413626
2020-10-20,58.0,0.0,82.0,82.0,46.0,14.0,16.0,57.0,65.65656565656566,41.0,47.0,46.0,27.0,54.0,69.0,65.0,13.0,54.0,60.824742268041234,50.0,62.501317185565654
2020-10-21,48.0,62.0,17.0,51.0,31.0,29.0,16.0,15.0,17.171717171717173,71.0,33.0,15.0,42.0,14.0,29.0,27.0,26.0,14.0,0.0,35.0,39.06305276284739
2020-10-22,24.0,62.0,51.0,34.0,79.0,29.0,49.0,29.0,50.505050505050505,28.0,33.0,31.0,29.0,0.0,29.0,0.0,26.0,55.0,62.88659793814433,53.0,49.76401255320778
2020-10-23,12.0,16.0,17.0,87.0,0.0,30.0,33.0,60.0,69.6969696969697,100.0,85.0,63.0,73.0,71.0,59.0,55.0,27.0,57.0,85.56701030927834,71.0,70.66673426043963
2020-10-24,0.0,18.0,39.0,39.0,18.0,0.0,0.0,50.0,39.39393939393939,48.0,19.0,18.0,16.0,16.0,32.0,30.0,30.0,16.0,47.422680412371136,20.0,32.70691628552434
2020-10-25,52.0,50.0,55.0,36.0,100.0,47.0,52.0,46.0,73.73737373737374,45.0,35.0,100.0,60.0,74.0,46.0,100.0,100.0,90.0,68.04123711340206,55.0,84.75138749270653
2020-10-26,11.0,74.0,81.0,33.0,45.0,70.0,47.0,55.0,49.494949494949495,13.0,47.0,74.0,27.0,27.0,28.0,38.0,0.0,66.0,40.20618556701031,16.0,55.523448513397234
2020-10-27,23.0,31.0,49.0,33.0,15.0,14.0,16.0,14.0,49.494949494949495,13.0,16.0,0.0,42.0,0.0,41.0,39.0,26.0,27.0,40.20618556701031,33.0,34.414407805047475
2020-10-28,23.0,76.0,17.0,33.0,30.0,100.0,48.0,29.0,16.161616161616163,28.0,0.0,45.0,0.0,27.0,42.0,26.0,38.0,54.0,40.20618556701031,34.0,46.59608338049098
2020-10-29,0.0,0.0,33.0,0.0,15.0,0.0,32.0,14.0,33.333333333333336,28.0,16.0,0.0,14.0,14.0,28.0,26.0,0.0,13.0,0.0,34.0,19.81171424814911
2020-10-30,21.0,14.0,61.0,44.0,82.0,13.0,42.0,63.0,29.292929292929294,50.0,100.0,40.0,37.0,24.0,74.0,59.0,23.0,25.0,36.08247422680412,75.0,60.18552979435969
2020-10-31,23.0,44.0,32.0,64.0,44.0,14.0,46.0,27.0,32.323232323232325,53.0,31.0,87.0,27.0,67.0,13.0,51.0,25.0,0.0,77.31958762886597,49.0,53.21080038583405
2020-11-01,81.0,15.0,16.0,49.0,60.0,44.0,32.0,57.0,48.484848484848484,28.0,16.0,60.0,41.0,27.0,0.0,52.0,38.0,40.0,100.0,100.0,59.66502339610076
2020-11-02,33.0,100.0,47.0,46.0,42.0,66.0,44.0,53.0,31.31313131313131,26.0,75.0,56.0,26.0,51.0,65.0,36.0,36.0,13.0,38.144329896907216,32.0,60.45480580047994
2020-11-03,52.0,14.0,74.0,89.0,68.0,13.0,57.0,38.0,29.292929292929294,37.0,57.0,27.0,37.0,60.0,75.0,46.0,57.0,48.0,71.1340206185567,30.0,64.60863548917628
2020-11-04,10.0,12.0,14.0,14.0,0.0,24.0,0.0,0.0,14.141414141414142,23.0,27.0,25.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,14.0,13.202478932930628
2020-11-05,30.0,13.0,29.0,14.0,13.0,38.0,14.0,25.0,43.43434343434343,12.0,28.0,52.0,12.0,12.0,24.0,23.0,44.0,24.0,71.1340206185567,43.0,37.242176810747196
2020-11-06,32.0,14.0,15.0,59.0,28.0,0.0,14.0,38.0,60.60606060606061,37.0,29.0,54.0,24.0,24.0,25.0,47.0,23.0,36.0,35.05154639175258,15.0,40.21652263834982
2020-11-07,40.0,39.0,29.0,29.0,27.0,37.0,41.0,12.0,0.0,24.0,14.0,0.0,36.0,12.0,12.0,23.0,33.0,0.0,35.05154639175258,0.0,29.226228527127564
2020-11-08,23.0,44.0,32.0,31.0,30.0,27.0,45.0,69.0,31.31313131313131,0.0,15.0,43.0,53.0,53.0,40.0,13.0,0.0,39.0,77.31958762886597,16.0,44.96441503840549
2020-11-09,11.0,28.0,15.0,0.0,42.0,26.0,29.0,13.0,31.31313131313131,26.0,0.0,28.0,13.0,25.0,13.0,0.0,12.0,25.0,18.556701030927837,16.0,24.530673216118586
2020-11-10,32.0,14.0,30.0,0.0,42.0,13.0,0.0,0.0,31.31313131313131,13.0,59.0,28.0,13.0,12.0,25.0,0.0,24.0,13.0,0.0,31.0,25.087641783777684
2020-11-11,21.0,41.0,30.0,15.0,28.0,26.0,0.0,13.0,45.45454545454545,25.0,44.0,41.0,12.0,12.0,25.0,23.0,46.0,37.0,36.08247422680412,15.0,35.327102341506
2020-11-12,22.0,43.0,16.0,47.0,43.0,14.0,15.0,0.0,46.464646464646464,26.0,15.0,71.0,39.0,26.0,40.0,37.0,48.0,13.0,57.7319587628866,16.0,41.90122186735491
2020-11-13,11.0,42.0,31.0,16.0,14.0,0.0,45.0,27.0,63.63636363636363,26.0,15.0,43.0,26.0,13.0,26.0,12.0,36.0,38.0,38.144329896907216,0.0,34.48562169166606
2020-11-14,11.0,29.0,31.0,16.0,14.0,14.0,30.0,0.0,46.464646464646464,13.0,0.0,14.0,26.0,13.0,26.0,49.0,37.0,13.0,38.144329896907216,32.0,29.856691584314234
2020-11-15,45.0,29.0,95.0,32.0,58.0,27.0,61.0,28.0,94.94949494949495,65.0,76.0,58.0,81.0,78.0,40.0,50.0,49.0,52.0,58.76288659793814,97.0,77.4907858833977
2020-11-16,21.0,0.0,45.0,0.0,41.0,13.0,28.0,26.0,15.151515151515152,12.0,14.0,14.0,13.0,12.0,38.0,24.0,47.0,24.0,36.08247422680412,30.0,29.89792103810846
2020-11-17,11.0,28.0,77.0,15.0,14.0,26.0,30.0,27.0,46.464646464646464,39.0,30.0,41.0,26.0,38.0,39.0,36.0,36.0,38.0,18.556701030927837,15.0,41.625797850380636
2020-11-18,53.0,0.0,30.0,30.0,14.0,27.0,15.0,26.0,15.151515151515152,25.0,15.0,41.0,26.0,38.0,39.0,0.0,47.0,25.0,75.25773195876289,30.0,37.693440807432346
2020-11-19,21.0,42.0,30.0,60.0,27.0,13.0,29.0,26.0,59.5959595959596,38.0,43.0,27.0,38.0,25.0,50.0,35.0,12.0,0.0,0.0,46.0,41.00404504767766
2020-11-20,11.0,29.0,0.0,16.0,0.0,14.0,15.0,0.0,0.0,0.0,15.0,28.0,13.0,13.0,13.0,0.0,0.0,13.0,39.175257731958766,0.0,14.45806074289678
2020-11-21,22.0,29.0,16.0,0.0,0.0,13.0,15.0,27.0,0.0,26.0,30.0,0.0,26.0,26.0,13.0,37.0,24.0,25.0,38.144329896907216,64.0,28.44076003427499
