date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0,batch_id
2020-01-01,20.0,19.0,23.0,22.0,26.0,28.0,25.0,30.0,22.0,26.0,24.1,0.0
2020-01-02,29.0,29.0,27.0,24.0,27.0,30.0,27.0,30.0,28.0,31.0,28.2,0.0
2020-01-03,23.0,24.0,25.0,24.0,23.0,29.0,25.0,26.0,27.0,24.0,25.0,0.0
2020-01-04,28.0,35.0,30.0,33.0,29.0,36.0,34.0,40.0,35.0,32.0,33.2,0.0
2020-01-05,31.0,26.0,23.0,20.0,24.0,27.0,25.0,26.0,20.0,33.0,25.5,0.0
2020-01-06,22.0,19.0,27.0,22.0,22.0,25.0,23.0,22.0,27.0,27.0,23.6,0.0
2020-01-07,29.0,24.0,27.0,25.0,25.0,30.0,29.0,29.0,26.0,31.0,27.5,0.0
2020-01-08,29.0,25.0,31.0,27.0,22.0,26.0,27.0,26.0,28.0,29.0,27.0,0.0
2020-01-09,27.0,20.0,18.0,25.0,18.0,25.0,26.0,26.0,23.0,24.0,23.2,0.0
2020-01-10,20.0,21.0,20.0,18.0,17.0,27.0,25.0,25.0,22.0,20.0,21.5,0.0
2020-01-11,29.0,27.0,23.0,28.0,31.0,31.0,33.0,31.0,29.0,26.0,28.8,0.0
2020-01-12,32.0,28.0,32.0,31.0,29.0,35.0,32.0,31.0,28.0,35.0,31.3,0.0
2020-01-13,35.0,26.0,28.0,26.0,28.0,34.0,32.0,29.0,29.0,31.0,29.8,0.0
2020-01-14,29.0,23.0,29.0,29.0,31.0,32.0,35.0,29.0,34.0,29.0,30.0,0.0
2020-01-15,31.0,35.0,33.0,35.0,31.0,32.0,34.0,34.0,31.0,25.0,32.1,0.0
2020-01-16,30.0,26.0,33.0,30.0,24.0,28.0,32.0,31.0,34.0,28.0,29.6,0.0
2020-01-17,23.0,19.0,21.0,22.0,20.0,23.0,24.0,25.0,26.0,22.0,22.5,0.0
2020-01-18,27.0,31.0,24.0,25.0,31.0,34.0,31.0,22.0,34.0,36.0,29.5,0.0
2020-01-19,41.0,32.0,37.0,41.0,34.0,42.0,34.0,34.0,36.0,40.0,37.1,0.0
2020-01-20,31.0,30.0,29.0,32.0,28.0,31.0,27.0,26.0,34.0,26.0,29.4,0.0
2020-01-21,31.0,29.0,33.0,38.0,35.0,36.0,38.0,34.0,34.0,31.0,33.9,0.0
2020-01-22,35.0,36.0,32.0,31.0,32.0,35.0,33.0,42.0,32.0,40.0,34.8,0.0
2020-01-23,36.0,32.0,33.0,29.0,32.0,40.0,40.0,35.0,36.0,38.0,35.1,0.0
2020-01-24,42.0,40.0,39.0,40.0,34.0,45.0,34.0,34.0,32.0,34.0,37.4,0.0
2020-01-25,38.0,40.0,40.0,42.0,34.0,40.0,39.0,42.0,35.0,44.0,39.4,0.0
2020-01-26,41.0,36.0,37.0,41.0,41.0,42.0,37.0,41.0,42.0,42.0,40.0,0.0
2020-01-27,39.0,31.0,42.0,35.0,36.0,37.0,37.0,33.0,34.0,41.0,36.5,0.0
