date,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-12-29,43.0,59.0,51.0,30.0,45.0,70.0,49.0,50.0,12.0,81.0,24.0,29.0,0.0,41.0,59.0,16.0,54.0,66.0,22.0,20.0,53.450520833333336
2020-12-30,45.0,10.0,53.0,20.0,9.0,24.0,40.0,62.0,24.0,42.0,24.0,50.0,24.0,21.0,48.0,40.0,41.0,57.0,46.0,42.0,47.005208333333336
2020-12-31,23.0,22.0,28.0,54.0,20.0,13.0,33.0,22.0,51.0,15.0,39.0,32.0,25.0,45.0,39.0,34.0,59.0,36.0,49.0,33.0,43.75
2021-01-01,0.0,11.0,0.0,0.0,31.0,13.0,11.0,0.0,26.0,45.0,27.0,11.0,0.0,0.0,39.0,18.0,30.0,0.0,12.0,0.0,17.838541666666668
2021-01-02,11.0,59.0,39.0,20.0,28.0,58.0,49.0,82.0,81.0,41.0,0.0,40.0,46.0,41.0,71.0,16.0,40.0,55.0,45.0,21.0,54.8828125
2021-01-03,54.0,59.0,76.0,39.0,55.0,68.0,29.0,60.0,46.0,80.0,58.0,10.0,57.0,30.0,46.0,39.0,27.0,99.0,77.0,20.0,66.9921875
2021-01-04,10.0,27.0,45.0,27.0,16.0,21.0,9.0,18.0,11.0,24.0,43.0,18.0,31.0,27.0,11.0,21.0,48.0,30.0,40.0,9.0,31.640625
2021-01-05,21.0,38.0,24.0,19.0,43.0,33.0,9.0,48.0,44.0,39.0,23.0,28.0,44.0,0.0,22.0,22.0,38.0,52.0,21.0,29.0,38.8671875
2021-01-06,41.0,9.0,48.0,19.0,17.0,11.0,18.0,10.0,0.0,38.0,22.0,37.0,21.0,29.0,11.0,22.0,0.0,42.0,11.0,19.0,27.669270833333336
2021-01-07,0.0,19.0,24.0,28.0,17.0,66.0,37.0,56.0,66.0,51.0,68.0,28.0,0.0,29.0,34.0,15.0,13.0,10.0,21.0,29.0,39.778645833333336
2021-01-08,21.0,47.0,37.0,29.0,26.0,45.0,19.0,29.0,34.0,26.0,22.0,28.0,45.0,40.0,45.0,15.0,13.0,64.0,21.0,58.0,43.22916666666667
2021-01-09,64.0,30.0,65.0,49.0,36.0,70.0,69.0,51.0,35.0,54.0,59.0,58.0,58.0,72.0,82.0,47.0,53.0,78.0,45.0,51.0,73.30729166666667
2021-01-10,31.0,19.0,86.0,76.0,17.0,67.0,56.0,68.0,89.0,39.0,45.0,47.0,100.0,70.0,57.0,23.0,39.0,53.0,32.0,49.0,69.20572916666667
2021-01-11,10.0,9.0,36.0,37.0,34.0,11.0,27.0,19.0,53.0,37.0,54.0,27.0,32.0,28.0,54.0,29.0,12.0,10.0,20.0,57.0,38.802083333333336
2021-01-12,21.0,19.0,12.0,38.0,9.0,22.0,19.0,0.0,45.0,26.0,34.0,19.0,44.0,19.0,33.0,30.0,13.0,21.0,21.0,20.0,30.2734375
2021-01-13,50.0,37.0,60.0,47.0,26.0,21.0,36.0,56.0,98.0,62.0,44.0,18.0,54.0,48.0,33.0,22.0,51.0,41.0,42.0,19.0,56.31510416666667
2021-01-14,83.0,28.0,62.0,57.0,26.0,100.0,57.0,78.0,67.0,52.0,68.0,28.0,66.0,40.0,67.0,38.0,51.0,85.0,32.0,30.0,72.59114583333334
2021-01-15,31.0,10.0,62.0,57.0,26.0,33.0,28.0,30.0,33.0,39.0,34.0,28.0,33.0,20.0,34.0,23.0,26.0,42.0,11.0,29.0,40.950520833333336
2021-01-16,22.0,30.0,26.0,20.0,56.0,48.0,20.0,52.0,12.0,14.0,37.0,30.0,24.0,42.0,24.0,32.0,28.0,23.0,23.0,21.0,38.020833333333336
2021-01-17,11.0,30.0,39.0,51.0,19.0,24.0,20.0,71.0,0.0,82.0,37.0,30.0,35.0,31.0,47.0,32.0,41.0,22.0,34.0,52.0,46.09375
2021-01-18,51.0,36.0,95.0,37.0,25.0,32.0,64.0,37.0,65.0,25.0,89.0,46.0,75.0,38.0,54.0,22.0,100.0,62.0,62.0,57.0,69.79166666666667
2021-01-19,31.0,37.0,24.0,37.0,17.0,54.0,28.0,38.0,44.0,51.0,90.0,18.0,97.0,39.0,33.0,44.0,50.0,31.0,63.0,29.0,55.6640625
2021-01-20,47.0,43.0,56.0,26.0,24.0,50.0,25.0,53.0,40.0,35.0,62.0,42.0,30.0,35.0,30.0,34.0,46.0,19.0,29.0,53.0,50.71614583333334
2021-01-21,50.0,63.0,24.0,56.0,41.0,64.0,63.0,55.0,43.0,37.0,66.0,55.0,53.0,38.0,54.0,29.0,62.0,51.0,31.0,38.0,63.34635416666667
2021-01-22,30.0,46.0,0.0,18.0,25.0,21.0,27.0,19.0,33.0,25.0,11.0,27.0,21.0,0.0,22.0,22.0,25.0,21.0,31.0,0.0,27.604166666666668
2021-01-23,43.0,10.0,26.0,30.0,46.0,35.0,29.0,10.0,23.0,40.0,36.0,10.0,12.0,21.0,0.0,32.0,27.0,33.0,22.0,10.0,32.2265625
2021-01-24,100.0,60.0,78.0,50.0,46.0,83.0,100.0,42.0,59.0,82.0,85.0,50.0,93.0,73.0,83.0,40.0,82.0,78.0,68.0,31.0,90.03906250000001
2021-01-25,40.0,72.0,84.0,37.0,50.0,54.0,64.0,56.0,53.0,100.0,55.0,64.0,43.0,48.0,86.0,44.0,86.0,51.0,31.0,57.0,76.49739583333334
2021-01-26,51.0,37.0,48.0,47.0,34.0,33.0,37.0,47.0,44.0,38.0,45.0,28.0,32.0,19.0,33.0,52.0,13.0,42.0,53.0,19.0,48.958333333333336
2021-01-27,10.0,0.0,0.0,9.0,8.0,11.0,9.0,0.0,0.0,0.0,11.0,0.0,11.0,0.0,0.0,0.0,13.0,0.0,11.0,19.0,7.291666666666667
2021-01-28,31.0,28.0,49.0,38.0,26.0,22.0,28.0,0.0,34.0,65.0,68.0,19.0,22.0,19.0,11.0,0.0,38.0,11.0,21.0,30.0,36.458333333333336
2021-01-29,42.0,38.0,49.0,39.0,61.0,55.0,38.0,39.0,100.0,52.0,91.0,66.0,56.0,40.0,90.0,23.0,64.0,64.0,32.0,49.0,70.83333333333334
2021-01-30,84.0,68.0,75.0,59.0,62.0,68.0,67.0,100.0,68.0,79.0,82.0,57.0,79.0,100.0,68.0,100.0,79.0,54.0,87.0,100.0,100.0
