date,/m/02gy9__0,/m/02gy9__1,/m/02gy9__2,/m/02gy9__3,/m/02gy9__4,/m/02gy9__5,/m/02gy9__6,/m/02gy9__7,/m/02gy9__8,/m/02gy9__9,/m/02gy9_,batch_id
2020-01-01,17.0,0.0,0.0,12.0,14.0,30.0,35.0,18.0,15.0,0.0,19.637883008356546,0
2020-01-02,15.0,0.0,24.0,11.0,0.0,0.0,0.0,15.0,0.0,25.0,12.534818941504179,0
2020-01-03,15.0,24.0,12.0,11.0,0.0,13.0,30.0,0.0,27.0,0.0,18.384401114206128,0
2020-01-04,61.0,52.0,26.0,12.0,13.0,56.0,16.0,33.0,57.0,0.0,45.40389972144847,0
2020-01-05,16.0,26.0,52.0,35.0,53.0,28.0,33.0,67.0,44.0,83.0,60.863509749303624,0
2020-01-06,15.0,13.0,0.0,11.0,0.0,0.0,48.0,33.0,0.0,40.0,22.284122562674096,0
2020-01-07,13.0,45.0,33.0,20.0,11.0,35.0,42.0,56.0,12.0,46.0,43.5933147632312,0
2020-01-08,13.0,22.0,22.0,0.0,33.0,24.0,14.0,55.0,24.0,11.0,30.362116991643454,0
2020-01-09,54.0,23.0,34.0,20.0,11.0,24.0,42.0,43.0,49.0,12.0,43.45403899721449,0
2020-01-10,14.0,24.0,24.0,11.0,0.0,26.0,15.0,30.0,0.0,0.0,20.055710306406684,0
2020-01-11,16.0,40.0,13.0,23.0,27.0,43.0,33.0,17.0,73.0,42.0,45.54317548746519,0
2020-01-12,47.0,66.0,39.0,35.0,52.0,99.0,99.0,50.0,72.0,28.0,81.75487465181058,0
2020-01-13,12.0,10.0,20.0,27.0,31.0,22.0,26.0,26.0,11.0,43.0,31.754874651810585,0
2020-01-14,36.0,30.0,20.0,9.0,30.0,54.0,25.0,63.0,44.0,32.0,47.77158774373259,0
2020-01-15,13.0,23.0,11.0,20.0,22.0,84.0,14.0,29.0,12.0,35.0,36.629526462395546,0
2020-01-16,54.0,68.0,11.0,51.0,23.0,49.0,43.0,87.0,50.0,24.0,64.06685236768803,0
2020-01-17,0.0,24.0,35.0,31.0,24.0,0.0,0.0,60.0,26.0,37.0,33.00835654596101,0
2020-01-18,0.0,52.0,38.0,23.0,26.0,42.0,16.0,49.0,28.0,27.0,41.922005571030645,0
2020-01-19,45.0,25.0,13.0,22.0,25.0,14.0,0.0,32.0,0.0,27.0,28.27298050139276,0
2020-01-20,13.0,0.0,0.0,10.0,11.0,0.0,27.0,42.0,12.0,0.0,16.016713091922007,0
2020-01-21,0.0,0.0,11.0,30.0,0.0,12.0,14.0,28.0,12.0,12.0,16.573816155988858,0
2020-01-22,27.0,11.0,57.0,20.0,46.0,24.0,57.0,14.0,37.0,36.0,45.82172701949861,0
2020-01-23,41.0,46.0,22.0,10.0,35.0,37.0,0.0,44.0,37.0,60.0,46.23955431754875,0
2020-01-24,28.0,12.0,12.0,32.0,12.0,13.0,29.0,30.0,26.0,12.0,28.690807799442897,0
2020-01-25,16.0,26.0,13.0,0.0,0.0,42.0,16.0,66.0,0.0,14.0,26.880222841225628,0
2020-01-26,44.0,25.0,37.0,32.0,12.0,40.0,46.0,16.0,13.0,26.0,40.52924791086351,0
2020-01-27,75.0,42.0,53.0,47.0,21.0,11.0,40.0,40.0,47.0,33.0,56.96378830083566,0
2020-01-28,38.0,11.0,11.0,10.0,22.0,23.0,0.0,41.0,12.0,34.0,28.133704735376046,0
2020-01-29,39.0,33.0,22.0,19.0,11.0,12.0,14.0,28.0,0.0,12.0,26.46239554317549,0
2020-01-30,54.0,0.0,34.0,30.0,34.0,25.0,28.0,44.0,49.0,48.0,48.18941504178273,0
2020-01-31,56.0,46.0,34.0,21.0,58.0,25.0,29.0,44.0,64.0,12.0,54.1782729805014,0
2020-02-01,0.0,14.0,0.0,24.0,28.0,30.0,17.0,35.0,15.0,0.0,22.701949860724234,0
2020-02-02,74.0,37.0,0.0,22.0,12.0,40.0,0.0,16.0,0.0,26.0,31.615598885793872,0
2020-02-03,47.0,30.0,20.0,44.0,20.0,11.0,62.0,25.0,65.0,63.0,53.89972144846797,0
2020-02-04,39.0,11.0,63.0,19.0,43.0,12.0,40.0,14.0,35.0,45.0,44.70752089136491,0
2020-02-05,26.0,11.0,0.0,10.0,11.0,0.0,0.0,14.0,0.0,23.0,13.231197771587745,0
2020-02-06,42.0,24.0,46.0,21.0,12.0,13.0,59.0,30.0,26.0,25.0,41.5041782729805,0
2020-02-07,0.0,0.0,12.0,0.0,12.0,13.0,31.0,16.0,14.0,0.0,13.649025069637885,0
2020-02-08,100.0,42.0,55.0,25.0,56.0,30.0,52.0,35.0,61.0,44.0,69.63788300835655,0
2020-02-09,16.0,0.0,26.0,23.0,26.0,28.0,49.0,17.0,29.0,14.0,31.754874651810585,0
2020-02-10,49.0,31.0,41.0,36.0,21.0,22.0,65.0,39.0,11.0,43.0,49.860724233983284,0
2020-02-11,38.0,44.0,32.0,19.0,11.0,12.0,40.0,0.0,24.0,34.0,35.37604456824513,0
2020-02-12,13.0,23.0,11.0,30.0,34.0,0.0,14.0,29.0,24.0,12.0,26.46239554317549,0
2020-02-13,27.0,23.0,34.0,31.0,46.0,37.0,29.0,29.0,51.0,24.0,46.100278551532035,0
2020-02-14,0.0,70.0,0.0,10.0,0.0,12.0,44.0,29.0,0.0,12.0,24.65181058495822,0
2020-02-15,50.0,28.0,27.0,0.0,42.0,15.0,52.0,18.0,45.0,15.0,40.66852367688023,0
2020-02-16,15.0,26.0,0.0,0.0,13.0,42.0,33.0,16.0,14.0,0.0,22.144846796657383,0
2020-02-17,13.0,33.0,11.0,20.0,11.0,24.0,27.0,14.0,12.0,0.0,22.98050139275766,0
2020-02-18,26.0,33.0,33.0,19.0,11.0,12.0,14.0,0.0,24.0,11.0,25.487465181058496,0
2020-02-19,13.0,11.0,22.0,19.0,43.0,58.0,27.0,41.0,47.0,34.0,43.871866295264624,0
2020-02-20,13.0,11.0,22.0,20.0,22.0,24.0,0.0,42.0,12.0,23.0,26.323119777158773,0
2020-02-21,14.0,0.0,0.0,10.0,12.0,25.0,29.0,29.0,26.0,0.0,20.1949860724234,0
2020-02-22,0.0,28.0,14.0,25.0,14.0,15.0,0.0,35.0,15.0,29.0,24.37325905292479,0
2020-02-23,14.0,24.0,0.0,21.0,12.0,0.0,15.0,15.0,26.0,13.0,19.498607242339833,0
2020-02-24,12.0,21.0,31.0,9.0,32.0,23.0,13.0,27.0,23.0,22.0,29.66573816155989,0
2020-02-25,78.0,54.0,11.0,29.0,44.0,58.0,54.0,14.0,24.0,23.0,54.1782729805014,0
2020-02-26,0.0,0.0,10.0,0.0,10.0,0.0,13.0,39.0,34.0,0.0,14.763231197771589,0
2020-02-27,0.0,10.0,10.0,18.0,32.0,57.0,13.0,40.0,58.0,22.0,36.211699164345404,0
2020-02-28,26.0,11.0,11.0,19.0,22.0,36.0,14.0,28.0,24.0,12.0,28.27298050139276,0
2020-02-29,31.0,52.0,13.0,23.0,26.0,14.0,49.0,50.0,14.0,54.0,45.40389972144847,0
2020-03-01,29.0,25.0,12.0,33.0,12.0,40.0,31.0,47.0,13.0,26.0,37.32590529247911,0
2020-03-02,13.0,11.0,21.0,38.0,11.0,12.0,13.0,27.0,0.0,33.0,24.930362116991642,0
2020-03-03,12.0,42.0,21.0,19.0,32.0,11.0,26.0,13.0,23.0,22.0,30.779944289693596,0
2020-03-04,65.0,44.0,11.0,19.0,44.0,58.0,41.0,41.0,12.0,23.0,49.860724233983284,0
2020-03-05,53.0,22.0,32.0,10.0,22.0,59.0,41.0,56.0,85.0,23.0,56.12813370473537,0
2020-03-06,40.0,22.0,22.0,10.0,22.0,60.0,42.0,43.0,24.0,24.0,43.03621169916435,0
2020-03-07,31.0,13.0,39.0,11.0,13.0,14.0,49.0,16.0,28.0,27.0,33.56545961002786,0
2020-03-08,30.0,39.0,38.0,34.0,13.0,14.0,48.0,32.0,56.0,40.0,47.910863509749305,0
2020-03-09,0.0,10.0,20.0,9.0,10.0,33.0,13.0,26.0,11.0,11.0,19.91643454038997,0
2020-03-10,36.0,31.0,30.0,45.0,41.0,54.0,38.0,65.0,33.0,32.0,56.4066852367688,0
2020-03-11,12.0,10.0,40.0,27.0,10.0,44.0,25.0,64.0,22.0,11.0,36.90807799442897,0
2020-03-12,50.0,32.0,72.0,37.0,53.0,68.0,52.0,53.0,35.0,22.0,66.01671309192201,0
2020-03-13,13.0,22.0,21.0,38.0,11.0,23.0,27.0,14.0,0.0,0.0,23.53760445682451,0
2020-03-14,87.0,24.0,36.0,33.0,0.0,66.0,77.0,31.0,0.0,64.0,58.21727019498608,0
2020-03-15,28.0,12.0,24.0,42.0,24.0,13.0,15.0,30.0,39.0,37.0,36.768802228412255,0
2020-03-16,25.0,31.0,73.0,37.0,52.0,56.0,78.0,53.0,46.0,33.0,67.40947075208913,0
2020-03-17,37.0,21.0,31.0,28.0,21.0,56.0,79.0,53.0,58.0,22.0,56.54596100278552,0
2020-03-18,67.0,34.0,55.0,49.0,22.0,59.0,14.0,56.0,84.0,58.0,69.35933147632312,0
2020-03-19,54.0,34.0,79.0,100.0,57.0,49.0,99.0,86.0,62.0,71.0,96.23955431754874,0
2020-03-20,53.0,56.0,66.0,49.0,45.0,83.0,69.0,71.0,73.0,70.0,88.44011142061282,0
2020-03-21,14.0,46.0,23.0,51.0,23.0,25.0,29.0,44.0,38.0,24.0,44.15041782729805,0
2020-03-22,54.0,34.0,45.0,61.0,91.0,49.0,100.0,59.0,87.0,72.0,90.80779944289694,0
2020-03-23,56.0,19.0,9.0,17.0,57.0,31.0,35.0,72.0,41.0,30.0,51.114206128133716,0
2020-03-24,61.0,61.0,41.0,55.0,41.0,100.0,64.0,13.0,78.0,65.0,80.64066852367688,0
2020-03-25,61.0,10.0,20.0,45.0,62.0,33.0,51.0,66.0,68.0,54.0,65.45961002785515,0
2020-03-26,49.0,62.0,82.0,46.0,73.0,78.0,52.0,66.0,57.0,54.0,86.2116991643454,0
2020-03-27,25.0,52.0,10.0,19.0,42.0,33.0,40.0,79.0,35.0,32.0,51.114206128133716,0
2020-03-28,75.0,50.0,50.0,67.0,89.0,67.0,48.0,80.0,83.0,40.0,90.38997214484681,0
2020-03-29,55.0,70.0,46.0,41.0,35.0,13.0,29.0,29.0,51.0,37.0,56.54596100278552,0
2020-03-30,35.0,19.0,39.0,34.0,19.0,21.0,24.0,37.0,32.0,10.0,37.60445682451254,0
2020-03-31,36.0,20.0,20.0,27.0,41.0,22.0,38.0,51.0,44.0,32.0,46.100278551532035,0
2020-04-01,37.0,31.0,72.0,28.0,31.0,33.0,65.0,53.0,46.0,54.0,62.674094707520894,0
2020-04-02,38.0,43.0,11.0,19.0,43.0,46.0,27.0,14.0,71.0,57.0,51.392757660167135,0
2020-04-03,78.0,33.0,54.0,29.0,33.0,71.0,96.0,55.0,48.0,23.0,72.42339832869081,0
2020-04-04,61.0,64.0,76.0,45.0,51.0,68.0,95.0,64.0,69.0,93.0,95.54317548746518,0
2020-04-05,60.0,64.0,76.0,22.0,13.0,27.0,80.0,32.0,28.0,53.0,63.37047353760446,0
2020-04-06,79.0,0.0,22.0,10.0,44.0,35.0,41.0,69.0,60.0,57.0,58.07799442896936,0
2020-04-07,14.0,12.0,22.0,10.0,23.0,24.0,57.0,58.0,25.0,48.0,40.807799442896936,0
