date,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,32.0,0.0,19.0,0.0,24.0,16.0,61.0,16.0,48.0,54.0,34.69387755102041,11.0,51.0,0.0,15.0,19.0,32.0,32.0,19.0,12.0,30.963489878129625
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.734693877551024,12.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.230482892254347
2020-02-01,17.0,0.0,0.0,0.0,26.0,17.0,0.0,0.0,0.0,0.0,36.734693877551024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.042527153128346
2020-02-02,0.0,14.0,0.0,0.0,0.0,0.0,30.0,17.0,0.0,0.0,35.714285714285715,12.0,0.0,0.0,0.0,19.0,17.0,0.0,20.0,12.0,11.038447809902605
2020-02-03,29.0,13.0,17.0,24.0,0.0,30.0,0.0,15.0,22.0,0.0,0.0,0.0,24.0,0.0,28.0,34.0,30.0,45.0,18.0,11.0,21.23808066901229
2020-02-04,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,34.69387755102041,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,6.102442506756413
2020-02-05,16.0,14.0,0.0,26.0,24.0,16.0,0.0,48.0,0.0,0.0,34.69387755102041,0.0,26.0,44.0,0.0,38.0,16.0,16.0,20.0,12.0,21.906073122227323
2020-02-06,0.0,0.0,20.0,28.0,26.0,34.0,0.0,17.0,0.0,19.0,36.734693877551024,0.0,0.0,23.0,0.0,40.0,0.0,0.0,21.0,26.0,18.160726123094182
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
