,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-01-29,10.0,9.0,21.0,10.0,32.0,4.0,0.0,5.0,5.0,7.0,14.0,14.0,10.0,10.0,5.0,5.0,5.0,14.0,8.0,14.0,10.996189439303212
2020-01-30,10.0,5.0,5.0,5.0,0.0,4.0,5.0,5.0,0.0,3.0,9.0,5.0,5.0,4.0,5.0,5.0,5.0,9.0,0.0,5.0,5.117038649972782
2020-01-31,0.0,20.0,11.0,11.0,22.0,13.0,15.0,10.0,16.0,7.0,14.0,5.0,11.0,11.0,14.0,5.0,14.0,19.0,4.0,5.0,12.357103973870442
2020-02-01,6.0,5.0,6.0,11.0,0.0,0.0,5.0,11.0,17.0,0.0,10.0,15.0,12.0,4.0,5.0,23.0,5.0,15.0,4.0,10.0,8.927599346761022
2020-02-02,0.0,5.0,0.0,0.0,0.0,0.0,10.0,16.0,0.0,4.0,10.0,0.0,6.0,4.0,10.0,6.0,10.0,5.0,8.0,10.0,5.661404463799673
2020-02-03,28.0,13.0,9.0,14.0,29.0,15.0,13.0,18.0,14.0,16.0,21.0,12.0,19.0,13.0,29.0,9.0,17.0,16.0,14.0,4.0,17.5830157866086
2020-02-04,15.0,9.0,15.0,5.0,21.0,4.0,9.0,25.0,26.0,7.0,9.0,9.0,15.0,3.0,9.0,31.0,27.0,27.0,19.0,22.0,16.712030484485574
2020-02-05,10.0,10.0,21.0,15.0,11.0,8.0,10.0,5.0,21.0,10.0,0.0,5.0,21.0,14.0,5.0,11.0,5.0,18.0,15.0,18.0,12.683723462166578
2020-02-06,5.0,10.0,21.0,11.0,6.0,9.0,10.0,16.0,11.0,7.0,14.0,9.0,11.0,4.0,0.0,21.0,10.0,14.0,8.0,19.0,11.758301578660861
2020-02-07,5.0,0.0,0.0,11.0,11.0,0.0,5.0,5.0,11.0,0.0,0.0,5.0,11.0,0.0,10.0,11.0,5.0,5.0,8.0,5.0,5.8791507893304304
2020-02-08,0.0,11.0,23.0,12.0,24.0,10.0,16.0,17.0,23.0,12.0,11.0,26.0,18.0,8.0,11.0,6.0,10.0,26.0,0.0,16.0,15.242242787152968
2020-02-09,5.0,15.0,5.0,10.0,0.0,4.0,10.0,5.0,5.0,7.0,5.0,5.0,16.0,11.0,9.0,11.0,9.0,14.0,4.0,0.0,8.165487207403375
2020-02-10,0.0,14.0,25.0,24.0,5.0,12.0,9.0,9.0,30.0,16.0,17.0,9.0,15.0,13.0,9.0,25.0,22.0,13.0,18.0,26.0,16.92977681001633
2020-02-11,10.0,14.0,15.0,15.0,21.0,16.0,5.0,20.0,5.0,13.0,9.0,18.0,15.0,10.0,23.0,15.0,9.0,22.0,7.0,18.0,15.242242787152968
2020-02-12,20.0,19.0,15.0,20.0,5.0,8.0,5.0,5.0,5.0,13.0,13.0,18.0,15.0,10.0,4.0,10.0,9.0,9.0,11.0,9.0,12.139357648339685
2020-02-13,10.0,5.0,10.0,5.0,5.0,4.0,9.0,10.0,10.0,7.0,9.0,22.0,0.0,3.0,14.0,0.0,5.0,9.0,4.0,0.0,7.675557974959173
2020-02-14,15.0,0.0,11.0,11.0,22.0,13.0,15.0,21.0,11.0,7.0,5.0,5.0,11.0,4.0,10.0,0.0,5.0,14.0,8.0,0.0,10.234077299945564
2020-02-15,12.0,11.0,12.0,12.0,6.0,10.0,5.0,6.0,6.0,4.0,5.0,10.0,0.0,0.0,11.0,12.0,0.0,5.0,13.0,0.0,7.621121393576484
2020-02-16,10.0,0.0,5.0,0.0,0.0,4.0,15.0,5.0,0.0,7.0,0.0,5.0,0.0,4.0,10.0,5.0,9.0,5.0,0.0,9.0,5.062602068590094
2020-02-17,15.0,9.0,15.0,20.0,5.0,12.0,5.0,14.0,20.0,0.0,9.0,4.0,10.0,3.0,4.0,15.0,13.0,13.0,7.0,13.0,11.21393576483397
2020-02-18,20.0,14.0,15.0,10.0,31.0,12.0,18.0,5.0,25.0,3.0,27.0,17.0,20.0,14.0,18.0,5.0,22.0,4.0,18.0,22.0,17.419706042460536
2020-02-19,10.0,9.0,5.0,10.0,21.0,12.0,0.0,5.0,10.0,17.0,4.0,9.0,15.0,3.0,9.0,15.0,22.0,13.0,0.0,5.0,10.560696788241698
2020-02-20,0.0,14.0,20.0,5.0,11.0,8.0,9.0,10.0,10.0,7.0,5.0,13.0,15.0,11.0,23.0,5.0,9.0,0.0,11.0,5.0,10.397387044093632
2020-02-21,21.0,35.0,16.0,27.0,45.0,18.0,30.0,21.0,22.0,14.0,43.0,14.0,11.0,26.0,15.0,11.0,24.0,19.0,16.0,14.0,24.060968971148615
2020-02-22,6.0,11.0,0.0,11.0,18.0,9.0,5.0,6.0,12.0,0.0,10.0,5.0,0.0,12.0,5.0,6.0,5.0,10.0,0.0,5.0,7.403375068045727
2020-02-23,0.0,0.0,6.0,0.0,0.0,5.0,5.0,0.0,6.0,4.0,5.0,5.0,6.0,4.0,5.0,0.0,5.0,5.0,0.0,0.0,3.3206314643440393
2020-02-24,0.0,5.0,10.0,10.0,10.0,8.0,0.0,15.0,10.0,7.0,13.0,9.0,5.0,3.0,9.0,0.0,9.0,13.0,15.0,4.0,8.437670114316822
2020-02-25,20.0,14.0,15.0,30.0,26.0,20.0,0.0,19.0,41.0,7.0,18.0,13.0,5.0,7.0,18.0,15.0,22.0,22.0,7.0,18.0,18.345127925966253
2020-02-26,10.0,9.0,5.0,10.0,5.0,4.0,5.0,5.0,5.0,0.0,0.0,13.0,0.0,10.0,13.0,15.0,9.0,4.0,4.0,13.0,7.566684812193794
2020-02-27,19.0,9.0,10.0,15.0,10.0,4.0,5.0,10.0,0.0,10.0,9.0,17.0,15.0,10.0,4.0,15.0,13.0,9.0,4.0,4.0,10.45182362547632
2020-02-28,36.0,29.0,11.0,10.0,27.0,26.0,29.0,51.0,53.0,24.0,38.0,37.0,21.0,22.0,19.0,16.0,33.0,23.0,19.0,14.0,29.286880783886772
2020-02-29,11.0,10.0,6.0,0.0,0.0,14.0,16.0,6.0,0.0,8.0,0.0,5.0,11.0,0.0,10.0,6.0,5.0,5.0,4.0,10.0,6.913445835601524
2020-03-01,27.0,15.0,11.0,11.0,11.0,9.0,0.0,5.0,17.0,4.0,29.0,24.0,11.0,15.0,15.0,22.0,19.0,14.0,20.0,14.0,15.949918345127927
2020-03-02,33.0,31.0,19.0,24.0,25.0,35.0,22.0,37.0,39.0,13.0,25.0,25.0,24.0,19.0,26.0,34.0,34.0,38.0,11.0,38.0,30.048992923244423
2020-03-03,24.0,27.0,40.0,55.0,51.0,24.0,27.0,29.0,45.0,20.0,40.0,17.0,40.0,30.0,27.0,35.0,22.0,31.0,7.0,22.0,33.36962438758846
2020-03-04,38.0,36.0,15.0,19.0,30.0,24.0,22.0,14.0,44.0,29.0,35.0,26.0,44.0,26.0,35.0,40.0,26.0,34.0,29.0,35.0,32.71638541099619
2020-03-05,24.0,28.0,35.0,30.0,26.0,28.0,23.0,15.0,40.0,10.0,22.0,17.0,25.0,14.0,31.0,35.0,18.0,13.0,40.0,9.0,26.292868807838868
2020-03-06,35.0,24.0,15.0,25.0,32.0,42.0,19.0,40.0,21.0,41.0,23.0,18.0,31.0,21.0,9.0,31.0,32.0,27.0,33.0,36.0,30.21230266739249
2020-03-07,11.0,27.0,29.0,17.0,24.0,14.0,16.0,17.0,29.0,15.0,10.0,15.0,29.0,16.0,10.0,12.0,26.0,15.0,17.0,20.0,20.087098530212305
2020-03-08,16.0,20.0,16.0,5.0,22.0,0.0,25.0,16.0,16.0,7.0,14.0,19.0,16.0,4.0,24.0,5.0,14.0,5.0,8.0,14.0,14.480130647795319
2020-03-09,19.0,13.0,15.0,19.0,20.0,20.0,26.0,23.0,30.0,13.0,17.0,9.0,29.0,16.0,9.0,19.0,13.0,17.0,11.0,17.0,19.324986390854654
2020-03-10,14.0,18.0,10.0,19.0,25.0,15.0,22.0,14.0,14.0,10.0,21.0,25.0,19.0,13.0,21.0,29.0,21.0,13.0,14.0,4.0,18.562874251497007
2020-03-11,42.0,26.0,24.0,19.0,19.0,23.0,22.0,28.0,48.0,12.0,34.0,25.0,57.0,19.0,25.0,34.0,25.0,33.0,27.0,29.0,31.083287969515517
2020-03-12,50.0,59.0,75.0,64.0,81.0,41.0,38.0,54.0,38.0,34.0,61.0,41.0,65.0,47.0,100.0,56.0,49.0,37.0,44.0,53.0,59.172563962983126
2020-03-13,100.0,56.0,40.0,66.0,84.0,46.0,71.0,60.0,92.0,44.0,64.0,58.0,98.0,45.0,87.0,67.0,64.0,100.0,60.0,54.0,73.81600435492652
2020-03-14,56.0,73.0,74.0,39.0,53.0,55.0,52.0,44.0,34.0,34.0,60.0,40.0,51.0,35.0,51.0,74.0,50.0,74.0,41.0,55.0,56.886227544910184
2020-03-15,82.0,83.0,96.0,100.0,98.0,100.0,98.0,91.0,85.0,53.0,100.0,89.0,90.0,65.0,75.0,74.0,70.0,58.0,77.0,83.0,90.74578116494284
2020-03-16,97.0,100.0,90.0,89.0,97.0,77.0,100.0,91.0,91.0,62.0,88.0,100.0,100.0,100.0,89.0,100.0,100.0,95.0,100.0,71.0,100.0
2020-03-17,98.0,91.0,100.0,80.0,83.0,82.0,79.0,100.0,100.0,100.0,76.0,67.0,90.0,67.0,97.0,96.0,79.0,62.0,76.0,100.0,93.79422972237344
2020-03-18,59.0,50.0,79.0,64.0,72.0,53.0,46.0,63.0,75.0,50.0,62.0,57.0,75.0,44.0,58.0,56.0,67.0,84.0,40.0,66.0,66.41262928688079
2020-03-19,58.0,54.0,58.0,34.0,70.0,44.0,62.0,71.0,69.0,45.0,30.0,82.0,68.0,43.0,52.0,59.0,60.0,69.0,29.0,34.0,59.39031028851389
2020-03-20,59.0,95.0,80.0,83.0,100.0,61.0,82.0,54.0,52.0,40.0,66.0,66.0,88.0,61.0,92.0,66.0,62.0,74.0,38.0,70.0,75.61241154055526
2020-03-21,59.0,61.0,82.0,66.0,67.0,22.0,81.0,43.0,84.0,33.0,39.0,53.0,44.0,45.0,59.0,61.0,53.0,67.0,32.0,53.0,60.09798584648885
2020-03-22,80.0,56.0,83.0,55.0,67.0,62.0,50.0,75.0,78.0,65.0,63.0,53.0,38.0,38.0,54.0,78.0,69.0,53.0,57.0,68.0,67.61023407729995
2020-03-23,79.0,58.0,58.0,62.0,46.0,36.0,78.0,69.0,64.0,54.0,44.0,52.0,68.0,43.0,52.0,50.0,76.0,71.0,55.0,39.0,62.819814915623304
2020-03-24,38.0,40.0,20.0,15.0,60.0,35.0,18.0,47.0,20.0,36.0,43.0,34.0,29.0,37.0,48.0,34.0,47.0,60.0,32.0,35.0,39.62983124659772
2020-03-25,48.0,41.0,49.0,49.0,51.0,28.0,59.0,48.0,55.0,39.0,52.0,47.0,59.0,67.0,62.0,54.0,62.0,43.0,36.0,70.0,55.47087642896027
2020-03-26,66.0,36.0,44.0,52.0,65.0,35.0,53.0,61.0,29.0,29.0,48.0,55.0,63.0,36.0,35.0,87.0,73.0,68.0,60.0,60.0,57.43059335873708
2020-03-27,44.0,42.0,55.0,59.0,56.0,56.0,33.0,88.0,82.0,24.0,32.0,52.0,54.0,31.0,61.0,46.0,56.0,40.0,36.0,60.0,54.817637452368
2020-03-28,42.0,40.0,38.0,37.0,44.0,26.0,39.0,41.0,54.0,17.0,48.0,38.0,21.0,15.0,57.0,43.0,38.0,43.0,47.0,28.0,41.154055525313005
2020-03-29,30.0,38.0,56.0,45.0,26.0,41.0,42.0,34.0,47.0,41.0,32.0,40.0,66.0,31.0,27.0,36.0,50.0,36.0,52.0,36.0,43.87588459444746
2020-03-30,48.0,37.0,49.0,27.0,42.0,33.0,33.0,26.0,45.0,24.0,28.0,39.0,49.0,27.0,16.0,23.0,44.0,27.0,20.0,31.0,36.36363636363637
2020-03-31,45.0,42.0,46.0,50.0,24.0,37.0,38.0,62.0,83.0,24.0,37.0,40.0,50.0,34.0,61.0,42.0,40.0,52.0,43.0,44.0,48.666303756124115
2020-04-01,55.0,60.0,42.0,51.0,24.0,30.0,39.0,55.0,61.0,31.0,41.0,41.0,52.0,35.0,67.0,71.0,46.0,36.0,24.0,37.0,48.88405008165488
2020-04-02,31.0,29.0,64.0,54.0,55.0,37.0,54.0,57.0,50.0,39.0,32.0,48.0,45.0,43.0,28.0,55.0,28.0,59.0,36.0,36.0,47.90419161676647
2020-04-03,27.0,47.0,37.0,37.0,24.0,27.0,26.0,40.0,61.0,18.0,12.0,20.0,14.0,31.0,42.0,9.0,37.0,49.0,27.0,24.0,33.151878062057705
2020-04-04,33.0,15.0,23.0,33.0,23.0,32.0,36.0,44.0,28.0,18.0,25.0,25.0,33.0,15.0,20.0,40.0,39.0,39.0,20.0,35.0,31.355470876428964
2020-04-05,34.0,21.0,0.0,23.0,12.0,24.0,11.0,11.0,18.0,16.0,16.0,15.0,12.0,8.0,10.0,30.0,26.0,31.0,8.0,26.0,19.161676646706592
2020-04-06,23.0,21.0,47.0,14.0,34.0,19.0,38.0,18.0,14.0,25.0,21.0,16.0,28.0,32.0,29.0,23.0,33.0,20.0,27.0,33.0,28.034839412084924
2020-04-07,29.0,31.0,19.0,24.0,35.0,44.0,35.0,38.0,29.0,26.0,26.0,21.0,19.0,27.0,18.0,24.0,48.0,43.0,21.0,17.0,31.246597713663583
2020-04-08,67.0,36.0,30.0,39.0,46.0,24.0,31.0,33.0,40.0,29.0,22.0,17.0,29.0,17.0,44.0,25.0,26.0,30.0,32.0,35.0,35.49265106151334
2020-04-09,19.0,18.0,39.0,39.0,50.0,32.0,22.0,24.0,20.0,13.0,26.0,21.0,25.0,20.0,26.0,30.0,26.0,21.0,25.0,17.0,27.925966249319544
2020-04-10,30.0,28.0,26.0,25.0,5.0,16.0,23.0,29.0,5.0,23.0,5.0,9.0,36.0,7.0,18.0,5.0,13.0,31.0,18.0,18.0,20.141535111594994
2020-04-11,11.0,26.0,11.0,17.0,23.0,13.0,10.0,27.0,28.0,7.0,25.0,10.0,17.0,11.0,15.0,28.0,10.0,5.0,8.0,15.0,17.256396298312467
2020-04-12,16.0,20.0,27.0,16.0,39.0,27.0,15.0,21.0,22.0,11.0,14.0,9.0,38.0,33.0,24.0,28.0,10.0,33.0,20.0,19.0,24.060968971148615
2020-04-13,19.0,31.0,24.0,38.0,40.0,28.0,36.0,28.0,15.0,13.0,22.0,26.0,19.0,26.0,22.0,49.0,26.0,17.0,25.0,21.0,28.579205225911814
2020-04-14,22.0,17.0,28.0,18.0,19.0,22.0,12.0,27.0,28.0,12.0,8.0,36.0,23.0,19.0,12.0,23.0,33.0,20.0,17.0,12.0,22.210125204137178
2020-04-15,23.0,39.0,24.0,14.0,34.0,27.0,43.0,23.0,10.0,16.0,29.0,45.0,9.0,13.0,33.0,38.0,33.0,29.0,10.0,17.0,27.70821992378879
2020-04-16,62.0,40.0,15.0,49.0,25.0,47.0,22.0,57.0,54.0,29.0,35.0,30.0,49.0,26.0,39.0,49.0,44.0,25.0,14.0,30.0,40.33750680457267
2020-04-17,24.0,22.0,44.0,19.0,25.0,8.0,9.0,23.0,39.0,10.0,30.0,13.0,29.0,3.0,13.0,10.0,34.0,21.0,7.0,13.0,21.55688622754491
2020-04-18,5.0,23.0,20.0,19.0,10.0,8.0,27.0,24.0,25.0,10.0,13.0,22.0,10.0,10.0,22.0,25.0,26.0,26.0,22.0,9.0,19.379422972237343
2020-04-19,30.0,23.0,31.0,30.0,16.0,17.0,23.0,20.0,15.0,14.0,36.0,13.0,15.0,14.0,18.0,46.0,23.0,18.0,11.0,9.0,22.97223734349483
