date,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc,batch_id
2020-01-01,4.0,0.0,4.0,0.0,3.0,0.0,6.0,4.0,0.0,3.0,2.502606882168926,0
2020-01-02,3.0,5.0,6.0,8.0,5.0,0.0,2.0,3.0,5.0,5.0,4.37956204379562,0
2020-01-03,3.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0,1.7726798748696557,0
2020-01-04,0.0,3.0,3.0,9.0,0.0,4.0,3.0,3.0,0.0,0.0,2.6068821689259645,0
2020-01-05,7.0,8.0,7.0,6.0,3.0,4.0,5.0,3.0,3.0,3.0,5.109489051094891,0
2020-01-06,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.1470281543274246,0
2020-01-07,3.0,5.0,0.0,3.0,5.0,3.0,0.0,3.0,2.0,2.0,2.711157455683003,0
2020-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2020-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.6256517205422315,0
2020-01-11,4.0,0.0,3.0,3.0,0.0,4.0,3.0,3.0,6.0,0.0,2.711157455683003,0
2020-01-12,0.0,0.0,0.0,3.0,3.0,7.0,5.0,3.0,3.0,0.0,2.502606882168926,0
2020-01-13,6.0,0.0,8.0,2.0,4.0,3.0,2.0,5.0,7.0,2.0,4.066736183524505,0
2020-01-14,0.0,4.0,3.0,5.0,4.0,0.0,0.0,0.0,2.0,0.0,1.8769551616266944,0
2020-01-15,3.0,0.0,3.0,2.0,4.0,0.0,0.0,6.0,0.0,2.0,2.0855057351407713,0
2020-01-16,3.0,2.0,3.0,5.0,7.0,6.0,2.0,6.0,5.0,2.0,4.275286757038581,0
2020-01-17,7.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,1.6684045881126173,0
2020-01-18,0.0,6.0,11.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,3.128258602711157,0
2020-01-19,4.0,6.0,0.0,6.0,5.0,0.0,11.0,7.0,6.0,7.0,5.422314911366006,0
2020-01-20,3.0,2.0,0.0,2.0,0.0,6.0,0.0,3.0,0.0,0.0,1.6684045881126173,0
