,/m/0hn9s_0,/m/0hn9s_1,/m/0hn9s_2,/m/0hn9s_3,/m/0hn9s_4,/m/0hn9s_5,/m/0hn9s_6,/m/0hn9s_7,/m/0hn9s_8,/m/0hn9s_9,/m/0hn9s_10,/m/0hn9s_11,/m/0hn9s_12,/m/0hn9s_13,/m/0hn9s_14,/m/0hn9s_15,/m/0hn9s_16,/m/0hn9s_17,/m/0hn9s_18,/m/0hn9s_19,/m/0hn9s
2020-01-29,13.0,17.0,27.0,12.0,19.0,7.0,17.0,19.0,15.0,15.0,19.0,21.0,12.0,17.0,19.0,22.0,15.0,12.0,16.0,15.0,17.252228631358154
2020-01-30,12.0,6.0,20.0,15.0,29.0,24.0,8.0,14.0,16.0,16.0,13.0,8.0,11.0,12.0,15.0,25.0,20.0,14.0,10.0,12.0,15.731515469323545
2020-01-31,8.0,8.0,5.0,13.0,18.0,8.0,21.0,7.0,4.0,8.0,16.0,2.0,15.0,13.0,10.0,12.0,8.0,15.0,18.0,22.0,12.11326691137913
2020-02-01,12.0,17.0,7.0,16.0,15.0,3.0,15.0,14.0,17.0,15.0,12.0,8.0,18.0,13.0,16.0,12.0,17.0,6.0,18.0,10.0,13.686418458311485
2020-02-02,12.0,14.0,4.0,19.0,24.0,22.0,6.0,9.0,16.0,12.0,18.0,20.0,2.0,12.0,10.0,9.0,10.0,9.0,12.0,14.0,13.319349764027269
2020-02-03,9.0,11.0,4.0,6.0,7.0,7.0,11.0,14.0,7.0,4.0,10.0,4.0,6.0,5.0,9.0,6.0,7.0,6.0,18.0,10.0,8.44257996853697
2020-02-04,11.0,4.0,15.0,11.0,17.0,21.0,6.0,4.0,14.0,17.0,2.0,8.0,6.0,6.0,7.0,11.0,16.0,3.0,5.0,7.0,10.015731515469325
2020-02-05,8.0,4.0,4.0,8.0,10.0,10.0,12.0,16.0,6.0,4.0,13.0,6.0,16.0,6.0,10.0,7.0,16.0,14.0,15.0,14.0,10.435238594651285
2020-02-06,6.0,4.0,5.0,7.0,5.0,13.0,4.0,2.0,10.0,4.0,7.0,4.0,4.0,4.0,10.0,9.0,10.0,7.0,8.0,5.0,6.71211326691138
2020-02-07,8.0,11.0,7.0,7.0,13.0,3.0,15.0,12.0,11.0,8.0,14.0,13.0,13.0,13.0,10.0,15.0,2.0,8.0,19.0,7.0,10.959622443628737
2020-02-08,9.0,15.0,7.0,10.0,11.0,19.0,9.0,15.0,15.0,13.0,20.0,9.0,16.0,18.0,11.0,8.0,13.0,10.0,14.0,13.0,13.371788148925013
2020-02-09,10.0,10.0,2.0,9.0,10.0,10.0,8.0,16.0,9.0,4.0,14.0,10.0,11.0,8.0,13.0,14.0,6.0,7.0,15.0,14.0,10.48767697954903
2020-02-10,4.0,8.0,8.0,10.0,14.0,12.0,4.0,4.0,11.0,11.0,11.0,10.0,6.0,4.0,5.0,13.0,14.0,5.0,12.0,15.0,9.491347666491874
2020-02-11,13.0,7.0,2.0,8.0,7.0,7.0,9.0,10.0,7.0,9.0,2.0,8.0,6.0,15.0,9.0,7.0,6.0,3.0,9.0,13.0,8.23282642894599
2020-02-12,8.0,12.0,10.0,4.0,12.0,7.0,8.0,4.0,7.0,7.0,8.0,10.0,8.0,6.0,7.0,11.0,12.0,9.0,9.0,4.0,8.54745673833246
2020-02-13,7.0,10.0,6.0,6.0,7.0,12.0,17.0,13.0,12.0,7.0,11.0,6.0,10.0,15.0,12.0,11.0,8.0,14.0,14.0,7.0,10.749868904037756
2020-02-14,6.0,8.0,9.0,13.0,12.0,7.0,6.0,7.0,10.0,6.0,9.0,8.0,10.0,8.0,12.0,7.0,8.0,4.0,10.0,9.0,8.86208704771893
2020-02-15,2.0,6.0,2.0,2.0,3.0,5.0,2.0,2.0,6.0,4.0,2.0,9.0,0.0,9.0,13.0,2.0,4.0,6.0,5.0,12.0,5.0340849501835345
2020-02-16,12.0,4.0,2.0,4.0,5.0,2.0,10.0,7.0,8.0,6.0,5.0,4.0,6.0,8.0,12.0,9.0,6.0,7.0,0.0,14.0,6.869428421604615
2020-02-17,7.0,4.0,4.0,2.0,5.0,11.0,6.0,8.0,12.0,11.0,4.0,9.0,8.0,11.0,9.0,10.0,13.0,3.0,5.0,4.0,7.656004195070793
2020-02-18,7.0,9.0,6.0,8.0,5.0,2.0,9.0,6.0,6.0,5.0,6.0,4.0,10.0,9.0,14.0,9.0,2.0,5.0,16.0,9.0,7.708442579968537
