,/m/01b_21_0,/m/01b_21_1,/m/01b_21_2,/m/01b_21_3,/m/01b_21_4,/m/01b_21_5,/m/01b_21_6,/m/01b_21_7,/m/01b_21_8,/m/01b_21_9,/m/01b_21_10,/m/01b_21_11,/m/01b_21_12,/m/01b_21_13,/m/01b_21_14,/m/01b_21_15,/m/01b_21_16,/m/01b_21_17,/m/01b_21_18,/m/01b_21_19,/m/01b_21
2020-10-05,60.0,26.0,29.0,26.0,24.0,76.0,57.0,63.91752577319588,81.0,40.0,51.0,26.0,91.0,62.0,60.0,23.0,0.0,100.0,60.0,57.4468085106383,70.7095781640666
2020-10-06,61.0,54.0,29.0,26.0,24.0,93.0,43.0,31.95876288659794,49.0,41.1764705882353,52.0,54.0,45.0,62.0,91.0,58.0,74.0,88.0,77.0,43.61702127659574,76.52814161726869
2020-10-07,62.0,67.0,15.0,26.0,37.0,32.0,44.0,16.49484536082474,100.0,55.294117647058826,53.0,40.0,47.0,32.0,62.0,60.0,13.0,74.0,15.0,44.680851063829785,62.4832458272911
2020-10-08,50.0,30.0,16.0,43.0,14.0,0.0,16.0,52.577319587628864,36.0,15.294117647058824,57.0,59.0,50.0,52.0,50.0,26.0,13.0,48.0,0.0,32.97872340425532,46.112177533324456
2020-10-09,36.0,15.0,17.0,45.0,14.0,18.0,50.0,56.70103092783505,38.0,47.05882352941177,0.0,0.0,0.0,36.0,18.0,0.0,43.0,17.0,36.0,17.02127659574468,35.152363329372854
2020-10-10,19.0,49.0,88.0,32.0,30.0,19.0,35.0,39.175257731958766,81.0,32.94117647058823,0.0,33.0,56.0,19.0,19.0,28.0,15.0,36.0,19.0,18.085106382978722,46.6251351709287
2020-10-11,73.0,47.0,51.0,45.0,28.0,73.0,51.0,55.670103092783506,58.0,31.764705882352942,15.0,47.0,54.0,55.0,73.0,41.0,58.0,34.0,18.0,51.06382978723404,66.9509886035523
2020-10-12,87.0,15.0,50.0,29.0,28.0,35.0,16.0,17.52577319587629,37.0,30.58823529411765,59.0,61.0,35.0,52.0,35.0,79.0,56.0,33.0,69.0,82.97872340425532,63.29425879514726
2020-10-13,0.0,30.0,48.0,0.0,13.0,17.0,0.0,0.0,18.0,15.294117647058824,43.0,30.0,52.0,17.0,0.0,0.0,0.0,33.0,17.0,32.97872340425532,25.557439913252924
2020-10-14,34.0,29.0,47.0,42.0,54.0,51.0,79.0,34.02061855670103,36.0,15.294117647058824,43.0,15.0,0.0,17.0,33.0,13.0,41.0,63.0,50.0,31.914893617021278,50.81371841213738
2020-10-15,53.0,16.0,51.0,30.0,72.0,18.0,33.0,0.0,96.0,48.23529411764706,61.0,94.0,36.0,71.0,72.0,68.0,100.0,52.0,36.0,68.08510638297872,75.03268995977666
2020-10-16,18.0,31.0,51.0,0.0,14.0,18.0,17.0,18.556701030927837,19.0,16.470588235294116,15.0,47.0,36.0,19.0,0.0,28.0,15.0,34.0,18.0,17.02127659574468,30.147076234017963
2020-10-17,0.0,17.0,54.0,49.0,46.0,39.0,54.0,20.61855670103093,83.0,34.11764705882353,16.0,17.0,19.0,59.0,19.0,15.0,15.0,37.0,19.0,0.0,42.75492735229377
