date,/m/0cjf0,isPartial
2020-02-10,49,False
2020-02-11,40,False
2020-02-12,41,False
2020-02-13,35,False
2020-02-14,53,False
2020-02-15,53,False
2020-02-16,68,False
2020-02-17,36,False
2020-02-18,51,False
2020-02-19,46,False
2020-02-20,56,False
2020-02-21,61,False
2020-02-22,55,False
2020-02-23,53,False
2020-02-24,37,False
2020-02-25,41,False
2020-02-26,44,False
2020-02-27,42,False
2020-02-28,38,False
2020-02-29,46,False
2020-03-01,73,False
2020-03-02,62,False
2020-03-03,54,False
2020-03-04,66,False
2020-03-05,77,False
2020-03-06,61,False
2020-03-07,54,False
2020-03-08,79,False
2020-03-09,72,False
2020-03-10,100,False
