,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,17.0,46.0,0.0,20.0,25.0,44.57831325301205,51.0,42.22222222222222,24.0,23.170731707317074,19.0,62.0,21.978021978021978,19.0,40.0,66.0,0.0,56.0,47.77777777777778,67.816091954023,48.77744856185633
2020-10-06,87.0,77.0,100.0,59.0,100.0,91.56626506024097,34.0,42.22222222222222,47.0,71.95121951219512,58.0,42.0,86.81318681318682,38.0,81.0,67.0,79.0,73.0,94.44444444444444,90.80459770114942,100.0
2020-10-07,18.0,31.0,0.0,38.0,23.958333333333332,22.89156626506024,17.0,21.11111111111111,48.0,46.34146341463415,38.0,42.0,0.0,0.0,0.0,44.0,39.0,18.0,0.0,0.0,31.50456855003309
2020-10-08,19.0,100.0,28.0,21.0,80.20833333333333,74.6987951807229,19.0,46.666666666666664,52.0,100.0,0.0,68.0,47.252747252747255,42.0,43.0,73.0,86.0,100.0,25.555555555555557,100.0,79.26331621683734
2020-10-09,40.0,18.0,15.0,0.0,28.125,53.01204819277108,0.0,24.444444444444443,27.0,26.829268292682926,0.0,24.0,0.0,0.0,23.0,26.0,23.0,42.0,27.77777777777778,52.87356321839081,31.76936800601728
2020-10-10,63.0,37.0,31.0,23.0,30.208333333333332,81.92771084337349,0.0,25.555555555555557,85.0,56.09756097560975,46.0,100.0,79.12087912087912,46.0,48.0,53.0,23.0,44.0,55.55555555555556,0.0,65.3235900042729
2020-10-11,39.0,17.0,14.0,21.0,27.083333333333332,0.0,0.0,46.666666666666664,26.0,0.0,22.0,23.0,24.175824175824175,21.0,22.0,50.0,44.0,21.0,0.0,0.0,29.43550178737048
2020-10-12,19.0,50.0,40.0,42.0,80.20833333333333,25.301204819277107,18.0,22.22222222222222,76.0,25.609756097560975,41.0,44.0,0.0,61.0,43.0,47.0,42.0,39.0,25.555555555555557,0.0,52.183128742868014
2020-10-13,55.0,33.0,13.0,41.0,52.083333333333336,73.49397590361446,0.0,45.55555555555556,50.0,24.390243902439025,41.0,44.0,23.076923076923077,20.0,21.0,47.0,83.0,59.0,25.555555555555557,24.137931034482758,54.60575160791584
2020-10-14,0.0,32.0,65.0,20.0,51.041666666666664,46.98795180722892,53.0,0.0,49.0,24.390243902439025,39.0,64.0,45.05494505494506,0.0,21.0,23.0,80.0,19.0,24.444444444444443,22.988505747126435,47.887507440398544
2020-10-15,58.0,0.0,14.0,43.0,27.083333333333332,50.602409638554214,38.0,46.666666666666664,78.0,51.21951219512195,63.0,46.0,0.0,21.0,22.0,24.0,21.0,20.0,25.555555555555557,75.86206896551724,51.062724179906304
2020-10-16,39.0,17.0,28.0,44.0,28.125,26.50602409638554,19.0,72.22222222222223,0.0,26.829268292682926,44.0,94.0,74.72527472527473,65.0,23.0,50.0,22.0,42.0,26.666666666666668,51.724137931034484,55.909107738539994
2020-10-17,22.0,59.0,16.0,25.0,0.0,28.91566265060241,44.0,26.666666666666668,30.0,29.26829268292683,24.0,26.0,54.94505494505494,0.0,0.0,28.0,25.0,23.0,60.0,0.0,36.751300572664185
2020-10-18,45.0,20.0,16.0,0.0,31.25,28.91566265060241,22.0,54.44444444444444,30.0,30.48780487804878,24.0,27.0,56.043956043956044,74.0,0.0,57.0,25.0,24.0,30.0,0.0,41.917245851706134
2020-10-19,57.0,17.0,14.0,42.0,80.20833333333333,74.6987951807229,56.0,46.666666666666664,52.0,25.609756097560975,0.0,22.0,72.52747252747253,41.0,22.0,73.0,42.0,20.0,25.555555555555557,73.5632183908046,60.34854412967306
2020-10-20,54.0,49.0,13.0,41.0,26.041666666666668,72.28915662650603,36.0,88.88888888888889,74.0,48.78048780487805,20.0,22.0,46.15384615384615,100.0,21.0,47.0,41.0,20.0,100.0,48.275862068965516,68.20880320154231
2020-10-21,0.0,17.0,27.0,0.0,0.0,25.301204819277107,0.0,23.333333333333332,25.0,0.0,21.0,23.0,0.0,0.0,0.0,0.0,21.0,20.0,25.555555555555557,25.28735632183908,17.85301482178171
2020-10-22,56.0,0.0,41.0,21.0,54.166666666666664,100.0,19.0,0.0,25.0,76.82926829268293,41.0,0.0,48.35164835164835,41.0,22.0,24.0,0.0,20.0,51.111111111111114,49.42528735632184,48.590156444063
2020-10-23,19.0,17.0,0.0,86.0,82.29166666666667,50.602409638554214,0.0,46.666666666666664,78.0,51.21951219512195,43.0,0.0,48.35164835164835,21.0,45.0,74.0,0.0,41.0,78.88888888888889,75.86206896551724,60.42271388493465
2020-10-24,0.0,38.0,0.0,24.0,30.208333333333332,0.0,42.0,25.555555555555557,30.0,0.0,0.0,51.0,26.373626373626372,0.0,24.0,27.0,48.0,0.0,28.88888888888889,56.32183908045977,31.78952161326286
2020-10-25,40.0,18.0,15.0,22.0,0.0,26.50602409638554,40.0,24.444444444444443,28.0,26.829268292682926,0.0,0.0,25.274725274725274,22.0,46.0,0.0,23.0,22.0,27.77777777777778,26.436781609195403,30.51615937298259
2020-10-26,53.0,64.0,26.0,80.0,77.08333333333333,24.096385542168676,71.0,43.333333333333336,100.0,47.5609756097561,39.0,64.0,45.05494505494506,59.0,42.0,23.0,81.0,76.0,24.444444444444443,45.97701149425287,76.45787778392979
2020-10-27,18.0,16.0,40.0,61.0,51.041666666666664,48.19277108433735,18.0,22.22222222222222,0.0,48.78048780487805,40.0,22.0,23.076923076923077,20.0,21.0,47.0,41.0,19.0,0.0,47.12643678160919,42.501738618662465
2020-10-28,0.0,16.0,13.0,20.0,26.041666666666668,72.28915662650603,36.0,90.0,25.0,24.390243902439025,0.0,44.0,69.23076923076923,0.0,43.0,71.0,20.0,19.0,24.444444444444443,48.275862068965516,46.60313007593307
2020-10-29,0.0,16.0,13.0,0.0,26.041666666666668,0.0,0.0,22.22222222222222,50.0,0.0,0.0,0.0,23.076923076923077,0.0,0.0,0.0,0.0,0.0,25.555555555555557,0.0,12.388796147684182
2020-10-30,33.0,59.0,49.0,37.0,22.916666666666668,86.74698795180723,48.0,60.0,22.0,67.07317073170732,18.0,59.0,41.75824175824176,36.0,75.0,21.0,74.0,71.0,22.22222222222222,86.20689655172414,69.65226352910852
