,/m/0b76bty_0,/m/0b76bty_1,/m/0b76bty_2,/m/0b76bty_3,/m/0b76bty_4,/m/0b76bty_5,/m/0b76bty_6,/m/0b76bty_7,/m/0b76bty_8,/m/0b76bty_9,/m/0b76bty_10,/m/0b76bty_11,/m/0b76bty_12,/m/0b76bty_13,/m/0b76bty_14,/m/0b76bty_15,/m/0b76bty_16,/m/0b76bty_17,/m/0b76bty_18,/m/0b76bty_19,/m/0b76bty
2020-10-05,68.0,26.0,72.0,24.0,62.0,20.0,45.6140350877193,59.0,69.0,16.0,0.0,0.0,40.0,58.44155844155844,19.0,20.0,48.83720930232558,41.0,25.806451612903224,53.84615384615385,61.57047100971929
2020-10-06,23.0,81.0,0.0,23.0,21.0,20.0,22.80701754385965,20.0,70.0,49.0,38.0,19.791666666666668,20.0,19.48051948051948,0.0,0.0,0.0,0.0,26.881720430107528,0.0,36.36816721124182
2020-10-07,45.0,53.0,47.0,46.0,0.0,0.0,22.80701754385965,40.0,23.0,0.0,36.0,39.583333333333336,40.0,0.0,38.0,19.0,47.674418604651166,0.0,26.881720430107528,0.0,41.97492018008071
2020-10-08,49.0,57.0,50.0,25.0,22.0,21.0,24.56140350877193,63.0,0.0,34.0,39.0,21.875,43.0,20.77922077922078,21.0,82.0,52.325581395348834,22.0,27.956989247311828,0.0,54.116180487758626
2020-10-09,52.0,61.0,81.0,80.0,48.0,67.0,52.63157894736842,22.0,78.0,54.0,21.0,45.833333333333336,23.0,22.07792207792208,66.0,44.0,54.651162790697676,0.0,89.24731182795699,91.02564102564102,84.31627478975848
2020-10-10,0.0,65.0,0.0,57.0,75.0,24.0,0.0,0.0,84.0,59.0,0.0,25.0,25.0,71.42857142857143,93.0,23.0,58.13953488372093,50.0,63.44086021505376,33.333333333333336,64.59849302580977
2020-10-11,100.0,29.0,78.0,25.0,67.0,66.0,100.0,86.0,100.0,53.0,100.0,43.75,66.0,20.77922077922078,83.0,21.0,26.74418604651163,67.0,56.98924731182796,58.97435897435897,100.0
2020-10-12,49.0,29.0,52.0,76.0,22.0,21.0,0.0,43.0,50.0,35.0,60.0,21.875,0.0,62.33766233766234,21.0,21.0,77.90697674418605,44.0,27.956989247311828,0.0,57.126701166425384
2020-10-13,75.0,0.0,0.0,26.0,22.0,44.0,50.87719298245614,0.0,25.0,18.0,61.0,21.875,44.0,42.857142857142854,21.0,0.0,52.325581395348834,0.0,29.032258064516128,29.487179487179485,45.05990039378945
2020-10-14,72.0,56.0,100.0,98.0,0.0,21.0,96.49122807017544,21.0,24.0,17.0,38.0,20.833333333333332,42.0,41.55844155844156,60.0,20.0,51.16279069767442,0.0,54.83870967741935,0.0,66.80498131185253
2020-10-15,50.0,58.0,0.0,25.0,22.0,0.0,50.87719298245614,21.0,50.0,0.0,20.0,21.875,22.0,0.0,21.0,21.0,26.74418604651163,0.0,27.956989247311828,88.46153846153847,42.13261593859366
2020-10-16,26.0,30.0,27.0,0.0,23.0,0.0,26.31578947368421,22.0,52.0,37.0,0.0,22.916666666666668,0.0,22.07792207792208,22.0,22.0,55.81395348837209,47.0,0.0,30.76923076923077,37.32412655464999
2020-10-17,28.0,66.0,59.0,29.0,26.0,0.0,28.07017543859649,0.0,57.0,40.0,23.0,0.0,25.0,24.675324675324674,0.0,24.0,0.0,0.0,96.7741935483871,100.0,50.19236627989121
2020-10-18,28.0,32.0,58.0,86.0,100.0,24.0,0.0,24.0,56.0,19.0,45.0,48.958333333333336,100.0,46.753246753246756,70.0,47.0,29.069767441860463,100.0,32.25806451612903,33.333333333333336,78.46047946745917
2020-10-19,0.0,58.0,0.0,0.0,0.0,22.0,24.56140350877193,21.0,49.0,17.0,20.0,21.875,22.0,41.55844155844156,21.0,0.0,52.325581395348834,0.0,27.956989247311828,28.205128205128204,34.166791998240726
2020-10-20,24.0,29.0,0.0,25.0,22.0,22.0,24.56140350877193,21.0,49.0,17.0,59.0,86.45833333333333,44.0,20.77922077922078,21.0,41.0,51.16279069767442,22.0,27.956989247311828,28.205128205128204,50.881672238515335
2020-10-21,48.0,85.0,25.0,24.0,0.0,0.0,71.9298245614035,83.0,48.0,17.0,0.0,20.833333333333332,21.0,40.25974025974026,20.0,0.0,25.58139534883721,0.0,0.0,0.0,42.42818374556795
2020-10-22,24.0,28.0,74.0,96.0,21.0,62.0,47.36842105263158,21.0,48.0,34.0,77.0,41.666666666666664,63.0,100.0,40.0,100.0,25.58139534883721,85.0,54.83870967741935,0.0,83.51420297549582
2020-10-23,24.0,0.0,49.0,25.0,22.0,21.0,24.56140350877193,42.0,24.0,0.0,19.0,20.833333333333332,0.0,20.77922077922078,20.0,0.0,0.0,21.0,26.881720430107528,28.205128205128204,31.10473429149545
2020-10-24,0.0,32.0,56.0,27.0,24.0,0.0,0.0,23.0,27.0,0.0,22.0,0.0,0.0,0.0,23.0,23.0,56.97674418604651,0.0,31.182795698924732,0.0,27.651762947204286
2020-10-25,25.0,0.0,78.0,0.0,0.0,22.0,24.56140350877193,43.0,0.0,18.0,0.0,21.875,44.0,20.77922077922078,0.0,21.0,52.325581395348834,22.0,29.032258064516128,88.46153846153847,40.86042929762614
2020-10-26,0.0,0.0,24.0,0.0,0.0,20.0,45.6140350877193,39.0,0.0,16.0,0.0,0.0,20.0,0.0,0.0,0.0,24.41860465116279,20.0,25.806451612903224,53.84615384615385,23.12743831223462
2020-10-27,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,25.58139534883721,0.0,0.0,28.205128205128204,7.914083825129132
2020-10-28,25.0,86.0,77.0,100.0,44.0,64.0,24.56140350877193,42.0,74.0,52.0,20.0,21.875,22.0,42.857142857142854,61.0,62.0,51.16279069767442,44.0,27.956989247311828,87.17948717948718,82.40364631762147
2020-10-29,23.0,54.0,0.0,47.0,21.0,41.0,70.17543859649123,0.0,47.0,0.0,19.0,20.833333333333332,21.0,59.74025974025974,20.0,39.0,24.41860465116279,42.0,26.881720430107528,55.12820512820513,50.56552203223019
2020-10-30,42.0,25.0,67.0,66.0,58.0,37.0,43.85964912280702,56.0,43.0,15.0,17.0,18.75,38.0,54.54545454545455,0.0,36.0,23.25581395348837,95.0,24.731182795698924,51.282051282051285,65.00561537400479
2020-10-31,23.0,54.0,24.0,47.0,41.0,60.0,22.80701754385965,20.0,46.0,48.0,0.0,19.791666666666668,20.0,38.96103896103896,39.0,39.0,48.83720930232558,0.0,52.68817204301075,53.84615384615385,55.91336028588648
2020-11-01,23.0,54.0,73.0,23.0,42.0,20.0,92.98245614035088,20.0,23.0,16.0,0.0,19.791666666666668,62.0,0.0,19.0,19.0,48.83720930232558,0.0,25.806451612903224,26.923076923076923,48.73600560270986
2020-11-02,22.0,26.0,23.0,0.0,20.0,19.0,43.85964912280702,19.0,0.0,0.0,18.0,0.0,0.0,19.48051948051948,19.0,0.0,0.0,0.0,0.0,76.92307692307692,24.535664485935513
2020-11-03,22.0,25.0,45.0,0.0,0.0,56.0,21.05263157894737,37.0,21.0,15.0,35.0,18.75,19.0,36.36363636363637,18.0,18.0,23.25581395348837,38.0,24.731182795698924,0.0,37.9057230094608
2020-11-04,0.0,0.0,21.0,0.0,0.0,0.0,19.29824561403509,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.076923076923077,7.881128956888068
2020-11-05,42.0,0.0,22.0,21.0,57.0,18.0,0.0,0.0,21.0,0.0,17.0,36.458333333333336,37.0,18.181818181818183,35.0,0.0,22.093023255813954,56.0,72.04301075268818,0.0,38.03574005068253
2020-11-06,0.0,25.0,45.0,0.0,0.0,0.0,21.05263157894737,56.0,22.0,31.0,35.0,38.541666666666664,19.0,0.0,18.0,18.0,23.25581395348837,0.0,49.46236559139785,25.641025641025642,34.20452197352398
2020-11-07,21.0,25.0,45.0,22.0,19.0,56.0,43.85964912280702,37.0,43.0,61.0,52.0,76.04166666666667,57.0,54.54545454545455,36.0,54.0,45.348837209302324,58.0,48.38709677419355,25.641025641025642,70.48531013881761
2020-11-08,0.0,0.0,45.0,22.0,19.0,0.0,21.05263157894737,19.0,0.0,0.0,0.0,18.75,39.0,0.0,18.0,18.0,45.348837209302324,0.0,0.0,0.0,21.24207710579046
2020-11-09,43.0,25.0,0.0,89.0,78.0,38.0,0.0,0.0,66.0,31.0,0.0,18.75,38.0,54.54545454545455,18.0,18.0,23.25581395348837,20.0,75.26881720430107,25.641025641025642,52.991627743453364
2020-11-10,45.0,26.0,23.0,23.0,40.0,39.0,22.80701754385965,19.0,45.0,16.0,18.0,0.0,40.0,57.142857142857146,75.0,0.0,0.0,40.0,25.806451612903224,25.641025641025642,46.49736755471503
2020-11-11,85.0,100.0,0.0,0.0,97.0,37.0,21.05263157894737,0.0,85.0,75.0,17.0,37.5,19.0,54.54545454545455,53.0,36.0,22.093023255813954,19.0,49.46236559139785,50.0,68.70918471111823
2020-11-12,22.0,26.0,69.0,22.0,0.0,19.0,22.80701754385965,19.0,22.0,16.0,0.0,0.0,20.0,0.0,19.0,19.0,0.0,0.0,0.0,51.282051282051285,27.80634328096071
2020-11-13,22.0,26.0,23.0,23.0,60.0,0.0,43.85964912280702,38.0,22.0,0.0,36.0,38.541666666666664,20.0,19.48051948051948,19.0,37.0,23.25581395348837,20.0,25.806451612903224,52.56410256410256,44.02274549050064
2020-11-14,0.0,0.0,0.0,23.0,21.0,0.0,0.0,0.0,23.0,32.0,38.0,20.833333333333332,41.0,38.96103896103896,19.0,19.0,0.0,0.0,0.0,0.0,22.09471193349752
2020-11-15,0.0,26.0,0.0,23.0,0.0,19.0,0.0,19.0,22.0,0.0,0.0,19.791666666666668,0.0,18.181818181818183,0.0,0.0,0.0,0.0,25.806451612903224,0.0,13.841917412033697
2020-11-16,22.0,76.0,0.0,45.0,20.0,93.0,0.0,0.0,66.0,31.0,17.0,76.04166666666667,38.0,36.36363636363637,18.0,37.0,46.51162790697674,39.0,100.0,0.0,60.95933087581456
2020-11-17,0.0,26.0,23.0,23.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.791666666666668,0.0,18.181818181818183,0.0,0.0,23.25581395348837,20.0,25.806451612903224,0.0,15.86523619590186
2020-11-18,67.0,26.0,0.0,23.0,60.0,59.0,0.0,19.0,22.0,16.0,36.0,19.791666666666668,59.0,57.142857142857146,37.0,38.0,23.25581395348837,40.0,0.0,0.0,48.24326882133711
2020-11-19,0.0,0.0,23.0,0.0,0.0,0.0,45.6140350877193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.923076923076923,7.65376374897082
2020-11-20,23.0,0.0,71.0,23.0,0.0,0.0,45.6140350877193,39.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,19.0,0.0,20.0,25.806451612903224,26.923076923076923,24.94266396151031
2020-11-21,0.0,0.0,24.0,23.0,0.0,20.0,22.80701754385965,0.0,0.0,0.0,0.0,0.0,0.0,19.48051948051948,0.0,19.0,0.0,0.0,26.881720430107528,26.923076923076923,14.587961458024546
2020-11-22,23.0,0.0,71.0,23.0,0.0,0.0,45.6140350877193,40.0,0.0,32.0,37.0,60.416666666666664,21.0,0.0,38.0,39.0,48.83720930232558,41.0,26.881720430107528,53.84615384615385,48.11552445762336
2020-11-23,23.0,26.0,70.0,46.0,20.0,0.0,22.80701754385965,20.0,23.0,16.0,18.0,0.0,40.0,38.96103896103896,38.0,19.0,0.0,20.0,25.806451612903224,0.0,37.37867914640726
2020-11-24,43.0,25.0,0.0,0.0,19.0,0.0,0.0,19.0,44.0,15.0,17.0,0.0,0.0,18.181818181818183,0.0,37.0,0.0,39.0,50.53763440860215,25.641025641025642,28.22865165270121
2020-11-25,21.0,24.0,22.0,22.0,0.0,0.0,0.0,18.0,21.0,0.0,0.0,0.0,19.0,0.0,18.0,0.0,0.0,0.0,0.0,24.358974358974358,15.17011371797834
2020-11-26,22.0,0.0,23.0,0.0,20.0,38.0,22.80701754385965,0.0,22.0,15.0,18.0,38.541666666666664,59.0,37.66233766233766,19.0,19.0,69.76744186046511,20.0,25.806451612903224,78.2051282051282,43.88509856679315
