date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,14.0,18.0,21.0,19.0,12.0,23.0,20.0,18.0,22.0,14.0,18.69834710743802,0.0
2020-01-02,19.0,21.0,28.0,24.0,27.0,20.0,24.0,26.0,26.0,26.0,24.896694214876035,0.0
2020-01-03,26.0,22.0,30.0,26.0,31.0,31.0,25.0,30.0,23.0,27.0,27.99586776859504,0.0
2020-01-04,26.0,25.0,31.0,26.0,28.0,28.0,22.0,27.0,26.0,23.0,27.06611570247934,0.0
2020-01-05,30.0,37.0,34.0,31.0,35.0,29.0,30.0,40.0,34.0,25.0,33.574380165289256,0.0
2020-01-06,29.0,30.0,20.0,25.0,35.0,19.0,31.0,27.0,24.0,24.0,27.27272727272728,0.0
2020-01-07,31.0,33.0,35.0,36.0,31.0,31.0,30.0,29.0,25.0,25.0,31.611570247933884,0.0
2020-01-08,23.0,25.0,21.0,24.0,26.0,19.0,30.0,25.0,24.0,21.0,24.58677685950413,0.0
2020-01-09,25.0,27.0,35.0,27.0,20.0,29.0,26.0,26.0,25.0,27.0,27.58264462809917,0.0
2020-01-10,21.0,25.0,28.0,19.0,27.0,21.0,25.0,23.0,21.0,24.0,24.173553719008265,0.0
2020-01-11,20.0,24.0,28.0,16.0,20.0,25.0,19.0,24.0,24.0,25.0,23.243801652892564,0.0
2020-01-12,20.0,24.0,22.0,22.0,28.0,23.0,26.0,22.0,22.0,17.0,23.34710743801653,0.0
2020-01-13,23.0,22.0,29.0,23.0,26.0,23.0,24.0,25.0,23.0,19.0,24.48347107438017,0.0
2020-01-14,25.0,21.0,19.0,21.0,24.0,23.0,28.0,26.0,20.0,16.0,23.037190082644628,0.0
2020-01-15,15.0,25.0,20.0,15.0,22.0,26.0,20.0,18.0,18.0,18.0,20.35123966942149,0.0
2020-01-16,21.0,24.0,22.0,23.0,21.0,24.0,22.0,23.0,20.0,24.0,23.1404958677686,0.0
2020-01-17,23.0,30.0,22.0,30.0,26.0,29.0,30.0,31.0,21.0,23.0,27.37603305785124,0.0
2020-01-18,21.0,32.0,29.0,31.0,34.0,26.0,30.0,27.0,25.0,26.0,29.02892561983472,0.0
2020-01-19,27.0,30.0,28.0,24.0,23.0,22.0,34.0,18.0,19.0,25.0,25.82644628099173,0.0
2020-01-20,22.0,22.0,19.0,30.0,32.0,14.0,21.0,23.0,16.0,23.0,22.933884297520663,0.0
2020-01-21,26.0,24.0,21.0,22.0,22.0,17.0,29.0,29.0,23.0,16.0,23.65702479338843,0.0
2020-01-22,23.0,26.0,27.0,28.0,25.0,25.0,29.0,25.0,25.0,27.0,26.859504132231407,0.0
2020-01-23,26.0,41.0,37.0,31.0,25.0,37.0,30.0,31.0,30.0,33.0,33.16115702479339,0.0
2020-01-24,32.0,34.0,28.0,26.0,38.0,27.0,29.0,32.0,29.0,29.0,31.40495867768595,0.0
2020-01-25,56.0,64.0,49.0,58.0,44.0,44.0,53.0,48.0,45.0,48.0,52.582644628099175,0.0
2020-01-26,40.0,43.0,51.0,51.0,42.0,42.0,38.0,41.0,46.0,37.0,44.52479338842976,0.0
2020-01-27,48.0,35.0,39.0,42.0,41.0,38.0,42.0,37.0,40.0,35.0,41.012396694214885,0.0
2020-01-28,44.0,49.0,37.0,34.0,46.0,36.0,42.0,42.0,43.0,46.0,43.28512396694215,0.0
2020-01-29,44.0,44.0,41.0,43.0,52.0,37.0,48.0,43.0,45.0,47.0,45.867768595041326,0.0
2020-01-30,41.0,37.0,30.0,38.0,40.0,32.0,42.0,37.0,40.0,27.0,37.603305785123965,0.0
2020-01-31,40.0,38.0,37.0,31.0,33.0,35.0,39.0,36.0,26.0,32.0,35.847107438016536,0.0
2020-02-01,27.0,37.0,34.0,30.0,30.0,22.0,29.0,26.0,33.0,29.0,30.681818181818183,0.0
2020-02-02,31.0,41.0,33.0,33.0,32.0,27.0,29.0,31.0,25.0,32.0,32.43801652892562,0.0
2020-02-03,32.0,38.0,35.0,31.0,33.0,35.0,28.0,36.0,33.0,30.0,34.19421487603306,0.0
2020-02-04,30.0,41.0,28.0,34.0,43.0,36.0,35.0,33.0,36.0,23.0,35.0206611570248,0.0
2020-02-05,28.0,30.0,30.0,23.0,27.0,26.0,30.0,30.0,24.0,24.0,28.09917355371901,0.0
2020-02-06,27.0,29.0,35.0,28.0,28.0,28.0,29.0,31.0,30.0,27.0,30.16528925619835,0.0
2020-02-07,29.0,31.0,33.0,23.0,24.0,21.0,29.0,27.0,31.0,23.0,27.99586776859504,0.0
2020-02-08,35.0,36.0,39.0,29.0,28.0,35.0,31.0,42.0,33.0,34.0,35.3305785123967,0.0
2020-02-09,21.0,27.0,33.0,27.0,30.0,28.0,30.0,34.0,28.0,21.0,28.822314049586776,0.0
2020-02-10,27.0,25.0,22.0,29.0,29.0,24.0,24.0,25.0,20.0,26.0,25.929752066115704,0.0
2020-02-11,24.0,20.0,27.0,29.0,25.0,29.0,23.0,27.0,24.0,24.0,26.03305785123967,0.0
2020-02-12,28.0,29.0,23.0,24.0,31.0,29.0,26.0,30.0,29.0,26.0,28.40909090909091,0.0
2020-02-13,32.0,28.0,31.0,29.0,26.0,26.0,31.0,31.0,22.0,25.0,29.02892561983472,0.0
2020-02-14,17.0,30.0,26.0,23.0,28.0,23.0,27.0,20.0,18.0,25.0,24.48347107438017,0.0
2020-02-15,24.0,25.0,26.0,30.0,24.0,20.0,22.0,22.0,20.0,17.0,23.7603305785124,0.0
2020-02-16,27.0,25.0,35.0,28.0,27.0,36.0,21.0,26.0,27.0,20.0,28.09917355371901,0.0
2020-02-17,27.0,28.0,32.0,30.0,27.0,26.0,30.0,27.0,32.0,29.0,29.75206611570248,0.0
2020-02-18,24.0,35.0,29.0,28.0,29.0,28.0,26.0,30.0,26.0,26.0,29.02892561983472,0.0
2020-02-19,28.0,26.0,29.0,28.0,34.0,27.0,35.0,29.0,30.0,24.0,29.958677685950413,0.0
2020-02-20,17.0,21.0,29.0,23.0,20.0,22.0,28.0,25.0,17.0,21.0,23.037190082644628,0.0
2020-02-21,30.0,25.0,23.0,28.0,34.0,26.0,34.0,28.0,29.0,23.0,28.925619834710744,0.0
2020-02-22,21.0,27.0,27.0,19.0,25.0,17.0,24.0,20.0,18.0,24.0,22.933884297520663,0.0
2020-02-23,39.0,45.0,45.0,35.0,34.0,34.0,38.0,43.0,36.0,32.0,39.35950413223141,0.0
2020-02-24,42.0,47.0,43.0,39.0,43.0,42.0,41.0,49.0,40.0,46.0,44.62809917355372,0.0
2020-02-25,68.0,77.0,69.0,59.0,59.0,69.0,70.0,63.0,61.0,66.0,68.28512396694214,0.0
2020-02-26,64.0,57.0,61.0,62.0,57.0,49.0,61.0,60.0,60.0,56.0,60.6404958677686,0.0
2020-02-27,48.0,54.0,59.0,53.0,58.0,50.0,48.0,53.0,54.0,47.0,54.13223140495868,0.0
2020-02-28,41.0,44.0,47.0,47.0,49.0,44.0,52.0,47.0,40.0,42.0,46.79752066115702,0.0
2020-02-29,26.0,32.0,38.0,42.0,30.0,23.0,28.0,33.0,30.0,37.0,32.95454545454545,0.0
2020-03-01,40.0,33.0,29.0,30.0,32.0,29.0,40.0,37.0,31.0,34.0,34.607438016528924,0.0
2020-03-02,26.0,36.0,42.0,37.0,37.0,33.0,31.0,32.0,36.0,32.0,35.3305785123967,0.0
2020-03-03,40.0,44.0,41.0,29.0,37.0,35.0,32.0,36.0,31.0,36.0,37.29338842975207,0.0
2020-03-04,43.0,46.0,51.0,47.0,42.0,41.0,47.0,45.0,35.0,42.0,45.35123966942149,0.0
2020-03-05,44.0,54.0,52.0,54.0,58.0,43.0,43.0,54.0,42.0,41.0,50.10330578512397,0.0
2020-03-06,51.0,55.0,54.0,48.0,54.0,36.0,50.0,50.0,53.0,40.0,50.72314049586777,0.0
2020-03-07,42.0,41.0,43.0,41.0,44.0,41.0,41.0,40.0,42.0,42.0,43.078512396694215,0.0
2020-03-08,39.0,55.0,42.0,45.0,45.0,39.0,43.0,49.0,35.0,38.0,44.421487603305785,0.0
2020-03-09,49.0,51.0,56.0,50.0,52.0,53.0,49.0,57.0,47.0,42.0,52.27272727272727,0.0
2020-03-10,45.0,67.0,54.0,53.0,62.0,45.0,45.0,62.0,53.0,56.0,55.99173553719008,0.0
2020-03-11,66.0,81.0,74.0,61.0,69.0,72.0,72.0,82.0,63.0,70.0,73.34710743801654,0.0
2020-03-12,75.0,88.0,99.0,89.0,87.0,78.0,83.0,100.0,81.0,81.0,88.94628099173553,0.0
2020-03-13,100.0,88.0,95.0,100.0,80.0,84.0,88.0,93.0,77.0,72.0,90.599173553719,0.0
2020-03-14,74.0,100.0,95.0,96.0,82.0,82.0,69.0,95.0,87.0,80.0,88.84297520661157,0.0
2020-03-15,97.0,87.0,100.0,95.0,98.0,90.0,94.0,88.0,78.0,81.0,93.801652892562,0.0
2020-03-16,81.0,99.0,96.0,96.0,100.0,100.0,100.0,96.0,100.0,100.0,100.0,0.0
2020-03-17,88.0,95.0,92.0,87.0,85.0,77.0,87.0,79.0,82.0,86.0,88.63636363636364,0.0
2020-03-18,80.0,94.0,86.0,85.0,83.0,76.0,77.0,87.0,75.0,65.0,83.47107438016529,0.0
2020-03-19,74.0,77.0,78.0,78.0,80.0,74.0,75.0,76.0,74.0,72.0,78.30578512396694,0.0
2020-03-20,74.0,82.0,97.0,71.0,82.0,75.0,90.0,73.0,79.0,64.0,81.30165289256199,0.0
2020-03-21,60.0,85.0,78.0,70.0,79.0,70.0,81.0,74.0,59.0,68.0,74.79338842975208,0.0
2020-03-22,58.0,73.0,71.0,58.0,66.0,54.0,62.0,60.0,71.0,61.0,65.49586776859505,0.0
2020-03-23,48.0,60.0,56.0,50.0,55.0,50.0,53.0,55.0,45.0,43.0,53.20247933884298,0.0
2020-03-24,45.0,62.0,55.0,46.0,45.0,41.0,49.0,46.0,48.0,41.0,49.3801652892562,0.0
2020-03-25,43.0,55.0,48.0,40.0,42.0,49.0,46.0,49.0,40.0,43.0,47.00413223140496,0.0
2020-03-26,52.0,54.0,56.0,55.0,48.0,46.0,51.0,54.0,48.0,51.0,53.20247933884298,0.0
2020-03-27,47.0,47.0,45.0,43.0,44.0,46.0,44.0,49.0,39.0,41.0,45.97107438016529,0.0
2020-03-28,47.0,52.0,43.0,49.0,45.0,47.0,49.0,49.0,51.0,47.0,49.48347107438017,0.0
2020-03-29,39.0,43.0,43.0,39.0,38.0,43.0,43.0,46.0,37.0,34.0,41.83884297520661,0.0
2020-03-30,37.0,47.0,39.0,39.0,42.0,39.0,45.0,45.0,42.0,36.0,42.45867768595041,0.0
2020-03-31,38.0,41.0,36.0,46.0,48.0,37.0,40.0,41.0,47.0,37.0,42.45867768595041,0.0
2020-04-01,31.0,34.0,41.0,37.0,28.0,36.0,35.0,35.0,31.0,28.0,34.710743801652896,0.0
2020-04-02,38.0,32.0,35.0,31.0,31.0,34.0,32.0,41.0,40.0,34.0,35.950413223140494,0.0
2020-04-03,29.0,29.0,33.0,30.0,29.0,36.0,32.0,31.0,33.0,29.0,32.12809917355372,0.0
2020-04-04,29.0,28.0,44.0,34.0,33.0,32.0,41.0,36.0,31.0,31.0,35.0206611570248,0.0
2020-04-05,42.0,47.0,42.0,45.0,36.0,41.0,39.0,49.0,41.0,40.0,43.59504132231405,0.0
2020-04-06,35.0,32.0,38.0,38.0,29.0,24.0,30.0,43.0,37.0,27.0,34.40082644628099,0.0
2020-04-07,23.0,36.0,34.0,33.0,36.0,30.0,32.0,40.0,37.0,28.0,33.98760330578512,0.0
2020-04-08,30.0,21.0,33.0,25.0,27.0,23.0,29.0,29.0,33.0,25.0,28.40909090909091,0.0
2020-04-09,27.0,31.0,29.0,29.0,26.0,29.0,31.0,28.0,26.0,24.0,28.925619834710744,0.0
2020-04-10,27.0,28.0,31.0,27.0,38.0,26.0,32.0,32.0,32.0,28.0,31.09504132231405,0.0
2020-04-11,33.0,35.0,35.0,27.0,37.0,32.0,26.0,31.0,32.0,29.0,32.747933884297524,0.0
2020-04-12,44.0,42.0,38.0,39.0,35.0,37.0,39.0,42.0,33.0,35.0,39.66942148760331,0.0
2020-04-13,38.0,27.0,37.0,41.0,37.0,29.0,39.0,39.0,39.0,38.0,37.603305785123965,0.0
2020-04-14,24.0,31.0,28.0,28.0,29.0,24.0,24.0,28.0,25.0,25.0,27.479338842975206,0.0
