date,/m/01b_06_0,/m/01b_06_1,/m/01b_06_2,/m/01b_06_3,/m/01b_06_4,/m/01b_06_5,/m/01b_06_6,/m/01b_06_7,/m/01b_06_8,/m/01b_06_9,/m/01b_06,batch_id
2020-01-01,9.0,10.0,8.0,9.0,11.0,14.0,11.0,11.0,12.0,11.0,10.653266331658292,0.0
2020-01-02,11.0,10.0,12.0,12.0,15.0,12.0,11.0,13.0,17.0,15.0,12.864321608040202,0.0
2020-01-03,13.0,9.0,10.0,10.0,12.0,13.0,10.0,11.0,10.0,7.0,10.552763819095478,0.0
2020-01-04,13.0,7.0,11.0,14.0,11.0,13.0,11.0,9.0,9.0,10.0,10.85427135678392,0.0
2020-01-05,13.0,9.0,10.0,12.0,11.0,14.0,13.0,14.0,10.0,12.0,11.85929648241206,0.0
2020-01-06,15.0,10.0,11.0,12.0,16.0,14.0,13.0,13.0,13.0,13.0,13.06532663316583,0.0
2020-01-07,9.0,11.0,15.0,13.0,12.0,15.0,12.0,11.0,13.0,14.0,12.56281407035176,0.0
2020-01-08,12.0,13.0,13.0,15.0,11.0,9.0,11.0,12.0,10.0,11.0,11.758793969849249,0.0
2020-01-09,18.0,12.0,18.0,14.0,15.0,15.0,18.0,13.0,17.0,16.0,15.678391959798995,0.0
2020-01-10,9.0,10.0,9.0,17.0,14.0,12.0,14.0,17.0,10.0,10.0,12.261306532663315,0.0
2020-01-11,14.0,9.0,18.0,14.0,20.0,14.0,13.0,13.0,16.0,13.0,14.472361809045228,0.0
2020-01-12,11.0,11.0,13.0,14.0,16.0,20.0,17.0,17.0,14.0,18.0,15.175879396984923,0.0
2020-01-13,12.0,12.0,16.0,9.0,16.0,15.0,13.0,10.0,14.0,15.0,13.266331658291458,0.0
2020-01-14,17.0,12.0,9.0,13.0,9.0,14.0,12.0,10.0,12.0,13.0,12.160804020100503,0.0
2020-01-15,12.0,10.0,12.0,11.0,10.0,11.0,9.0,12.0,10.0,14.0,11.155778894472364,0.0
2020-01-16,16.0,16.0,11.0,16.0,17.0,18.0,14.0,15.0,20.0,14.0,15.77889447236181,0.0
2020-01-17,20.0,15.0,15.0,17.0,16.0,15.0,13.0,13.0,14.0,17.0,15.57788944723618,0.0
2020-01-18,13.0,14.0,15.0,16.0,16.0,16.0,13.0,16.0,13.0,16.0,14.874371859296485,0.0
2020-01-19,11.0,12.0,13.0,12.0,14.0,12.0,11.0,13.0,8.0,12.0,11.85929648241206,0.0
2020-01-20,12.0,14.0,13.0,16.0,18.0,18.0,16.0,14.0,16.0,14.0,15.175879396984923,0.0
2020-01-21,16.0,14.0,15.0,19.0,16.0,20.0,18.0,16.0,15.0,18.0,16.78391959798995,0.0
2020-01-22,12.0,15.0,11.0,11.0,9.0,15.0,12.0,12.0,13.0,12.0,12.261306532663315,0.0
2020-01-23,16.0,17.0,20.0,16.0,20.0,15.0,15.0,17.0,16.0,18.0,17.08542713567839,0.0
2020-01-24,24.0,18.0,24.0,19.0,25.0,24.0,22.0,22.0,22.0,22.0,22.311557788944725,0.0
2020-01-25,22.0,19.0,24.0,24.0,25.0,22.0,23.0,19.0,18.0,24.0,22.110552763819097,0.0
2020-01-26,23.0,25.0,25.0,26.0,27.0,18.0,22.0,21.0,25.0,28.0,24.12060301507538,0.0
2020-01-27,17.0,20.0,18.0,21.0,24.0,19.0,21.0,15.0,17.0,18.0,19.09547738693467,0.0
2020-01-28,22.0,17.0,22.0,22.0,19.0,27.0,20.0,25.0,19.0,19.0,21.306532663316585,0.0
2020-01-29,27.0,26.0,24.0,25.0,27.0,27.0,21.0,26.0,17.0,28.0,24.92462311557789,0.0
2020-01-30,43.0,35.0,35.0,39.0,35.0,35.0,40.0,34.0,37.0,33.0,36.78391959798995,0.0
2020-01-31,25.0,26.0,28.0,28.0,28.0,30.0,29.0,30.0,28.0,32.0,28.5427135678392,0.0
2020-02-01,24.0,27.0,28.0,32.0,25.0,22.0,25.0,23.0,22.0,24.0,25.326633165829147,0.0
2020-02-02,19.0,19.0,19.0,21.0,19.0,21.0,22.0,18.0,23.0,26.0,20.804020100502512,0.0
