,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-03-28,23.0,19.0,0.0,0.0,28.0,27.0,35.0,31.0,0.0,0.0,18.0,28.0,12.0,0.0,37.0,11.0,13.0,0.0,27.0,42.0,18.046272493573266
2020-03-29,23.0,37.0,22.0,22.0,18.0,26.0,32.0,15.0,54.0,38.0,18.0,27.0,22.0,9.0,27.0,30.0,26.0,39.0,13.0,42.0,27.763496143958868
2020-03-30,0.0,0.0,10.0,0.0,8.0,0.0,0.0,0.0,16.0,12.0,0.0,0.0,10.0,8.0,8.0,0.0,24.0,0.0,0.0,18.0,5.861182519280206
2020-03-31,0.0,0.0,10.0,19.0,8.0,11.0,14.0,27.0,31.0,0.0,8.0,23.0,10.0,16.0,0.0,9.0,0.0,12.0,11.0,27.0,12.133676092544988
2020-04-01,20.0,8.0,0.0,10.0,8.0,0.0,15.0,28.0,16.0,12.0,0.0,37.0,0.0,8.0,25.0,37.0,36.0,0.0,0.0,37.0,15.269922879177377
2020-04-02,20.0,0.0,20.0,20.0,24.0,12.0,29.0,9.0,16.0,11.0,16.0,17.0,10.0,31.0,16.0,27.0,23.0,23.0,23.0,27.0,19.22879177377892
2020-04-03,0.0,8.0,0.0,0.0,8.0,12.0,15.0,19.0,33.0,0.0,0.0,18.0,10.0,16.0,8.0,9.0,24.0,12.0,12.0,18.0,11.41388174807198
2020-04-04,12.0,10.0,0.0,0.0,20.0,14.0,18.0,0.0,19.0,0.0,10.0,14.0,12.0,10.0,28.0,33.0,14.0,14.0,14.0,43.0,14.652956298200515
2020-04-05,12.0,10.0,24.0,12.0,10.0,14.0,18.0,11.0,20.0,14.0,10.0,14.0,0.0,20.0,29.0,11.0,0.0,14.0,14.0,45.0,15.526992287917738
2020-04-06,9.0,0.0,9.0,9.0,15.0,11.0,14.0,8.0,44.0,11.0,8.0,33.0,19.0,22.0,0.0,8.0,11.0,0.0,11.0,17.0,13.316195372750643
2020-04-07,10.0,8.0,0.0,10.0,0.0,34.0,44.0,9.0,16.0,11.0,8.0,29.0,10.0,24.0,8.0,27.0,35.0,23.0,23.0,54.0,19.691516709511564
2020-04-08,21.0,9.0,21.0,21.0,25.0,24.0,46.0,19.0,49.0,12.0,17.0,12.0,10.0,25.0,17.0,10.0,24.0,24.0,0.0,29.0,21.336760925449873
2020-04-09,0.0,9.0,11.0,10.0,9.0,0.0,0.0,0.0,17.0,24.0,8.0,12.0,11.0,0.0,0.0,10.0,0.0,12.0,12.0,19.0,8.431876606683803
2020-04-10,11.0,9.0,11.0,0.0,0.0,24.0,16.0,10.0,0.0,12.0,0.0,12.0,11.0,9.0,9.0,0.0,0.0,13.0,25.0,29.0,10.334190231362468
2020-04-11,0.0,0.0,12.0,12.0,10.0,14.0,34.0,21.0,0.0,14.0,10.0,14.0,12.0,9.0,9.0,11.0,14.0,14.0,14.0,32.0,13.161953727506427
2020-04-12,23.0,0.0,34.0,35.0,28.0,27.0,34.0,22.0,37.0,40.0,19.0,28.0,59.0,0.0,0.0,21.0,28.0,27.0,41.0,53.0,28.58611825192802
2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,50.0,0.0,17.0,17.0,19.0,37.0,0.0,0.0,19.0,8.688946015424163
2020-04-14,0.0,0.0,10.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,12.0,0.0,4.318766066838046
2020-04-15,11.0,9.0,32.0,0.0,17.0,38.0,33.0,20.0,52.0,25.0,26.0,32.0,33.0,9.0,0.0,20.0,13.0,25.0,0.0,20.0,21.336760925449873
2020-04-16,22.0,18.0,22.0,0.0,18.0,0.0,16.0,0.0,17.0,26.0,27.0,26.0,22.0,9.0,0.0,0.0,0.0,0.0,26.0,0.0,12.802056555269923
2020-04-17,22.0,9.0,11.0,11.0,0.0,12.0,0.0,20.0,0.0,0.0,0.0,12.0,10.0,18.0,0.0,10.0,25.0,12.0,0.0,30.0,10.38560411311054
2020-04-18,22.0,18.0,0.0,0.0,18.0,13.0,16.0,20.0,17.0,25.0,18.0,0.0,11.0,0.0,0.0,0.0,0.0,51.0,26.0,20.0,14.138817480719794
2020-04-19,35.0,10.0,24.0,24.0,9.0,41.0,34.0,16.0,56.0,27.0,19.0,28.0,24.0,0.0,19.0,10.0,0.0,28.0,54.0,43.0,25.75835475578406
