,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-01-29,3.0,12.0,14.0,14.0,10.0,10.0,13.0,14.0,18.0,5.0,25.0,15.0,4.0,12.0,12.0,5.0,9.0,15.0,8.0,10.0,11.544303797468354
2020-01-30,11.0,16.0,29.0,19.0,14.0,22.0,22.0,22.0,19.0,17.0,14.0,26.0,14.0,13.0,25.0,10.0,25.0,26.0,13.0,26.0,19.392405063291136
2020-01-31,8.0,8.0,12.0,10.0,6.0,11.0,12.0,5.0,14.0,15.0,3.0,24.0,17.0,14.0,30.0,5.0,19.0,17.0,11.0,19.0,13.164556962025317
2020-02-01,20.0,11.0,3.0,10.0,9.0,11.0,12.0,13.0,6.0,12.0,21.0,17.0,14.0,16.0,13.0,5.0,6.0,23.0,11.0,3.0,11.949367088607595
2020-02-02,19.0,28.0,14.0,14.0,12.0,16.0,30.0,10.0,11.0,17.0,9.0,25.0,9.0,15.0,25.0,19.0,30.0,22.0,19.0,20.0,18.430379746835442
2020-02-03,17.0,24.0,16.0,18.0,9.0,15.0,18.0,7.0,15.0,15.0,8.0,6.0,8.0,14.0,19.0,20.0,20.0,20.0,10.0,16.0,14.936708860759493
2020-02-04,18.0,10.0,14.0,17.0,6.0,16.0,14.0,12.0,0.0,11.0,8.0,6.0,11.0,15.0,20.0,5.0,15.0,12.0,17.0,10.0,12.0
2020-02-05,21.0,20.0,23.0,24.0,22.0,21.0,22.0,14.0,16.0,22.0,17.0,19.0,18.0,11.0,37.0,17.0,40.0,25.0,13.0,15.0,21.11392405063291
2020-02-06,6.0,8.0,12.0,10.0,4.0,11.0,20.0,5.0,14.0,6.0,12.0,26.0,9.0,4.0,17.0,5.0,9.0,13.0,13.0,34.0,12.050632911392405
2020-02-07,17.0,16.0,21.0,23.0,11.0,17.0,21.0,15.0,9.0,18.0,25.0,34.0,12.0,7.0,18.0,15.0,20.0,24.0,16.0,16.0,17.974683544303797
2020-02-08,27.0,26.0,16.0,13.0,13.0,29.0,18.0,16.0,15.0,22.0,25.0,11.0,23.0,17.0,23.0,11.0,17.0,28.0,12.0,17.0,19.189873417721518
2020-02-09,17.0,11.0,21.0,10.0,6.0,8.0,23.0,15.0,17.0,9.0,21.0,13.0,12.0,7.0,31.0,7.0,13.0,13.0,7.0,16.0,14.025316455696203
2020-02-10,28.0,10.0,14.0,21.0,19.0,15.0,16.0,32.0,15.0,27.0,19.0,27.0,20.0,27.0,36.0,14.0,18.0,30.0,16.0,10.0,20.962025316455698
2020-02-11,23.0,19.0,5.0,14.0,13.0,18.0,11.0,29.0,20.0,34.0,19.0,21.0,21.0,24.0,28.0,14.0,15.0,33.0,20.0,20.0,20.303797468354432
2020-02-12,16.0,20.0,14.0,16.0,16.0,15.0,13.0,14.0,8.0,13.0,19.0,16.0,20.0,19.0,16.0,14.0,15.0,24.0,29.0,12.0,16.658227848101266
2020-02-13,26.0,27.0,22.0,23.0,22.0,26.0,29.0,28.0,23.0,16.0,25.0,18.0,18.0,10.0,32.0,16.0,21.0,34.0,22.0,22.0,23.29113924050633
2020-02-14,16.0,13.0,26.0,5.0,14.0,16.0,17.0,12.0,22.0,11.0,14.0,29.0,5.0,9.0,17.0,21.0,27.0,26.0,6.0,15.0,16.253164556962027
2020-02-15,17.0,17.0,15.0,23.0,24.0,20.0,12.0,23.0,3.0,15.0,22.0,14.0,19.0,12.0,32.0,10.0,10.0,27.0,16.0,6.0,17.06329113924051
2020-02-16,14.0,18.0,20.0,17.0,17.0,11.0,6.0,19.0,14.0,11.0,23.0,23.0,16.0,4.0,17.0,12.0,19.0,23.0,9.0,10.0,15.341772151898734
2020-02-17,20.0,19.0,34.0,18.0,11.0,30.0,36.0,9.0,28.0,18.0,27.0,27.0,21.0,18.0,38.0,11.0,26.0,30.0,18.0,17.0,23.088607594936708
2020-02-18,13.0,12.0,21.0,2.0,10.0,13.0,24.0,11.0,20.0,13.0,8.0,33.0,9.0,12.0,51.0,7.0,23.0,15.0,4.0,22.0,16.354430379746834
2020-02-19,17.0,23.0,10.0,15.0,17.0,24.0,20.0,15.0,15.0,15.0,18.0,26.0,12.0,10.0,27.0,24.0,14.0,26.0,10.0,23.0,18.27848101265823
2020-02-20,11.0,8.0,17.0,17.0,4.0,5.0,19.0,12.0,22.0,17.0,14.0,19.0,7.0,8.0,29.0,17.0,21.0,13.0,11.0,18.0,14.632911392405063
2020-02-21,19.0,34.0,14.0,30.0,8.0,24.0,17.0,10.0,14.0,32.0,17.0,20.0,16.0,20.0,25.0,19.0,31.0,29.0,13.0,13.0,20.50632911392405
2020-02-22,18.0,17.0,12.0,10.0,11.0,9.0,28.0,13.0,15.0,18.0,19.0,28.0,15.0,7.0,23.0,5.0,20.0,21.0,21.0,11.0,16.253164556962027
2020-02-23,21.0,17.0,16.0,16.0,18.0,21.0,21.0,21.0,27.0,16.0,25.0,11.0,17.0,14.0,37.0,29.0,20.0,18.0,14.0,8.0,19.59493670886076
2020-02-24,16.0,2.0,25.0,7.0,2.0,8.0,25.0,14.0,8.0,6.0,6.0,35.0,13.0,13.0,29.0,9.0,12.0,12.0,16.0,13.0,13.721518987341772
2020-02-25,10.0,7.0,13.0,11.0,15.0,7.0,13.0,24.0,10.0,10.0,13.0,15.0,13.0,16.0,23.0,7.0,17.0,15.0,10.0,9.0,13.063291139240507
2020-02-26,17.0,11.0,20.0,15.0,18.0,7.0,12.0,11.0,10.0,20.0,0.0,14.0,12.0,19.0,11.0,17.0,11.0,20.0,17.0,7.0,13.620253164556962
2020-02-27,17.0,24.0,13.0,14.0,13.0,25.0,10.0,17.0,15.0,21.0,29.0,24.0,8.0,10.0,19.0,26.0,17.0,26.0,19.0,26.0,18.886075949367086
2020-02-28,16.0,13.0,6.0,10.0,10.0,5.0,6.0,17.0,14.0,6.0,6.0,16.0,11.0,13.0,25.0,17.0,12.0,22.0,4.0,10.0,12.10126582278481
2020-02-29,14.0,21.0,18.0,12.0,12.0,14.0,15.0,15.0,11.0,20.0,9.0,30.0,19.0,13.0,13.0,12.0,10.0,23.0,9.0,13.0,15.341772151898734
2020-03-01,14.0,13.0,9.0,10.0,6.0,19.0,6.0,8.0,9.0,9.0,6.0,13.0,12.0,16.0,13.0,13.0,3.0,20.0,7.0,11.0,10.987341772151899
2020-03-02,7.0,19.0,13.0,11.0,8.0,12.0,23.0,22.0,28.0,31.0,16.0,18.0,23.0,14.0,35.0,9.0,23.0,15.0,6.0,14.0,17.569620253164558
2020-03-03,16.0,10.0,17.0,12.0,4.0,8.0,14.0,12.0,5.0,14.0,9.0,16.0,5.0,11.0,21.0,17.0,9.0,9.0,19.0,15.0,12.30379746835443
2020-03-04,8.0,15.0,31.0,10.0,8.0,8.0,17.0,7.0,21.0,6.0,9.0,39.0,7.0,6.0,4.0,9.0,27.0,19.0,4.0,18.0,13.822784810126583
2020-03-05,17.0,14.0,16.0,22.0,11.0,13.0,13.0,11.0,8.0,13.0,13.0,12.0,8.0,8.0,8.0,11.0,23.0,15.0,16.0,19.0,13.721518987341772
2020-03-06,13.0,13.0,20.0,14.0,22.0,21.0,28.0,21.0,16.0,11.0,37.0,13.0,11.0,15.0,12.0,12.0,24.0,16.0,6.0,18.0,17.367088607594933
2020-03-07,23.0,11.0,21.0,15.0,9.0,17.0,18.0,18.0,17.0,18.0,12.0,24.0,10.0,9.0,22.0,3.0,10.0,13.0,11.0,5.0,14.481012658227849
2020-03-08,14.0,3.0,9.0,15.0,19.0,8.0,9.0,7.0,3.0,18.0,9.0,10.0,12.0,20.0,9.0,10.0,13.0,23.0,18.0,5.0,11.848101265822784
2020-03-09,12.0,12.0,18.0,11.0,6.0,5.0,13.0,9.0,10.0,13.0,16.0,21.0,8.0,16.0,31.0,9.0,17.0,15.0,20.0,14.0,13.974683544303797
2020-03-10,8.0,10.0,30.0,11.0,8.0,7.0,31.0,9.0,28.0,16.0,8.0,18.0,6.0,4.0,51.0,5.0,46.0,12.0,2.0,22.0,16.810126582278482
2020-03-11,23.0,15.0,14.0,14.0,10.0,13.0,3.0,14.0,10.0,0.0,16.0,15.0,17.0,8.0,12.0,14.0,12.0,18.0,8.0,7.0,12.30379746835443
2020-03-12,30.0,21.0,18.0,20.0,22.0,10.0,28.0,22.0,17.0,18.0,26.0,30.0,17.0,16.0,27.0,24.0,17.0,26.0,14.0,9.0,20.860759493670887
2020-03-13,21.0,25.0,25.0,17.0,14.0,13.0,19.0,19.0,26.0,25.0,22.0,28.0,16.0,19.0,33.0,30.0,30.0,46.0,17.0,8.0,22.936708860759495
2020-03-14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
2020-03-15,71.0,59.0,54.0,53.0,46.0,79.0,61.0,64.0,54.0,61.0,70.0,80.0,54.0,59.0,63.0,66.0,93.0,84.0,54.0,60.0,65.0632911392405
2020-03-16,51.0,35.0,40.0,42.0,45.0,46.0,55.0,52.0,52.0,66.0,62.0,48.0,43.0,46.0,62.0,50.0,61.0,69.0,55.0,42.0,51.74683544303797
2020-03-17,65.0,53.0,50.0,54.0,53.0,55.0,40.0,36.0,53.0,72.0,49.0,100.0,47.0,44.0,96.0,43.0,73.0,51.0,53.0,68.0,58.48101265822785
2020-03-18,40.0,50.0,32.0,45.0,40.0,59.0,52.0,42.0,56.0,49.0,45.0,60.0,40.0,33.0,90.0,40.0,58.0,41.0,47.0,38.0,48.45569620253165
2020-03-19,15.0,22.0,30.0,35.0,21.0,28.0,27.0,28.0,31.0,35.0,33.0,43.0,26.0,16.0,61.0,25.0,47.0,58.0,20.0,20.0,31.443037974683545
2020-03-20,28.0,21.0,21.0,34.0,32.0,32.0,16.0,31.0,23.0,18.0,40.0,36.0,21.0,28.0,51.0,34.0,38.0,21.0,16.0,22.0,28.50632911392405
2020-03-21,23.0,41.0,24.0,8.0,28.0,29.0,30.0,41.0,35.0,33.0,43.0,24.0,34.0,32.0,45.0,39.0,26.0,37.0,25.0,11.0,30.78481012658228
