,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-03-22,27.0,33.0,31.0,24.0,24.0,37.0,14.0,33.0,14.0,30.0,42.0,19.0,20.0,21.0,13.0,35.0,19.0,31.0,19.0,20.0,25.620253164556964
2020-03-23,18.0,8.0,33.0,10.0,17.0,20.0,25.0,10.0,24.0,7.0,23.0,26.0,17.0,7.0,41.0,10.0,18.0,15.0,7.0,25.0,18.27848101265823
2020-03-24,19.0,20.0,35.0,15.0,20.0,7.0,17.0,28.0,24.0,15.0,30.0,26.0,22.0,17.0,33.0,10.0,30.0,22.0,17.0,23.0,21.772151898734176
2020-03-25,14.0,22.0,13.0,17.0,16.0,16.0,20.0,13.0,22.0,12.0,20.0,28.0,12.0,4.0,29.0,19.0,27.0,19.0,22.0,25.0,18.734177215189874
2020-03-26,20.0,14.0,8.0,11.0,15.0,19.0,18.0,17.0,20.0,28.0,26.0,14.0,20.0,14.0,34.0,20.0,19.0,17.0,23.0,23.0,19.240506329113924
2020-03-27,19.0,22.0,24.0,19.0,14.0,39.0,14.0,18.0,21.0,27.0,20.0,31.0,16.0,13.0,18.0,21.0,8.0,27.0,11.0,11.0,19.89873417721519
2020-03-28,27.0,21.0,20.0,24.0,17.0,24.0,31.0,29.0,14.0,20.0,29.0,23.0,23.0,18.0,17.0,10.0,22.0,29.0,28.0,18.0,22.481012658227847
2020-03-29,13.0,12.0,19.0,14.0,2.0,10.0,24.0,19.0,16.0,8.0,36.0,35.0,9.0,10.0,37.0,23.0,24.0,31.0,23.0,17.0,19.341772151898738
2020-03-30,25.0,24.0,15.0,17.0,7.0,16.0,17.0,16.0,19.0,27.0,15.0,22.0,14.0,6.0,29.0,16.0,10.0,19.0,11.0,22.0,17.569620253164558
2020-03-31,12.0,14.0,17.0,13.0,9.0,16.0,17.0,21.0,16.0,17.0,20.0,28.0,18.0,13.0,32.0,6.0,26.0,19.0,13.0,22.0,17.670886075949365
2020-04-01,15.0,23.0,8.0,17.0,15.0,17.0,17.0,6.0,0.0,15.0,18.0,11.0,12.0,21.0,22.0,13.0,3.0,23.0,9.0,9.0,13.873417721518987
2020-04-02,2.0,16.0,25.0,15.0,7.0,14.0,15.0,9.0,14.0,18.0,13.0,26.0,8.0,15.0,15.0,15.0,19.0,20.0,15.0,18.0,15.139240506329115
2020-04-03,12.0,12.0,18.0,18.0,13.0,5.0,10.0,13.0,10.0,13.0,3.0,12.0,6.0,8.0,23.0,11.0,17.0,9.0,6.0,14.0,11.79746835443038
2020-04-04,25.0,19.0,9.0,10.0,9.0,20.0,29.0,28.0,9.0,15.0,18.0,17.0,12.0,20.0,30.0,23.0,26.0,7.0,13.0,13.0,17.822784810126585
2020-04-05,11.0,19.0,18.0,15.0,21.0,6.0,14.0,17.0,14.0,14.0,15.0,17.0,26.0,16.0,17.0,15.0,6.0,10.0,11.0,16.0,15.08860759493671
2020-04-06,5.0,15.0,19.0,10.0,5.0,20.0,16.0,12.0,9.0,17.0,12.0,16.0,12.0,7.0,21.0,14.0,24.0,19.0,5.0,13.0,13.721518987341772
2020-04-07,14.0,9.0,17.0,13.0,4.0,5.0,22.0,13.0,14.0,17.0,15.0,25.0,12.0,11.0,36.0,8.0,22.0,14.0,13.0,11.0,14.936708860759493
2020-04-08,2.0,12.0,10.0,9.0,11.0,10.0,7.0,15.0,22.0,20.0,10.0,20.0,12.0,10.0,15.0,9.0,19.0,17.0,8.0,25.0,13.316455696202532
2020-04-09,7.0,16.0,8.0,13.0,15.0,10.0,7.0,21.0,2.0,12.0,21.0,9.0,4.0,6.0,22.0,11.0,11.0,17.0,8.0,11.0,11.69620253164557
2020-04-10,17.0,9.0,13.0,9.0,11.0,12.0,13.0,9.0,12.0,13.0,18.0,24.0,8.0,14.0,23.0,13.0,17.0,14.0,15.0,14.0,14.075949367088608
2020-04-11,14.0,10.0,14.0,10.0,6.0,11.0,11.0,5.0,8.0,6.0,20.0,13.0,7.0,9.0,21.0,10.0,12.0,16.0,9.0,15.0,11.49367088607595
2020-04-12,8.0,10.0,26.0,10.0,8.0,5.0,14.0,10.0,19.0,3.0,6.0,32.0,5.0,6.0,34.0,7.0,25.0,3.0,2.0,21.0,12.860759493670885
2020-04-13,5.0,5.0,11.0,9.0,6.0,20.0,13.0,9.0,16.0,14.0,16.0,18.0,6.0,6.0,8.0,16.0,29.0,12.0,2.0,17.0,12.050632911392405
2020-04-14,14.0,4.0,7.0,6.0,7.0,7.0,10.0,10.0,2.0,2.0,15.0,11.0,6.0,15.0,11.0,12.0,8.0,14.0,9.0,11.0,9.164556962025317
2020-04-15,12.0,7.0,13.0,11.0,7.0,5.0,5.0,19.0,17.0,13.0,13.0,17.0,14.0,10.0,11.0,13.0,8.0,26.0,25.0,7.0,12.810126582278482
2020-04-16,12.0,14.0,15.0,11.0,5.0,5.0,12.0,6.0,10.0,13.0,15.0,11.0,8.0,10.0,15.0,11.0,22.0,8.0,9.0,9.0,11.189873417721518
2020-04-17,12.0,5.0,8.0,9.0,5.0,5.0,10.0,9.0,10.0,8.0,8.0,14.0,10.0,4.0,7.0,2.0,0.0,8.0,10.0,9.0,7.746835443037975
2020-04-18,14.0,10.0,3.0,17.0,14.0,11.0,11.0,14.0,16.0,11.0,14.0,16.0,9.0,4.0,21.0,7.0,18.0,13.0,9.0,10.0,12.253164556962025
2020-04-19,5.0,10.0,19.0,5.0,6.0,10.0,13.0,9.0,10.0,13.0,8.0,9.0,7.0,4.0,12.0,5.0,12.0,3.0,4.0,15.0,9.063291139240505
