,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-01-29,15.0,14.0,12.0,7.0,7.0,14.0,0.0,0.0,13.0,8.0,0.0,5.0,0.0,0.0,0.0,7.0,8.0,9.0,6.0,16.0,8.294117647058824
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0588235294117647
2020-01-31,0.0,7.0,7.0,24.0,21.0,8.0,0.0,8.0,7.0,17.0,15.0,5.0,7.0,7.0,17.0,8.0,0.0,10.0,12.0,9.0,11.117647058823527
2020-02-01,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,8.0,0.0,9.0,10.0,6.0,0.0,3.823529411764706
2020-02-02,17.0,0.0,7.0,0.0,15.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,16.0,9.0,20.0,0.0,9.0,6.9411764705882355
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,8.0,0.0,0.0,0.8823529411764706
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,15.0,15.0,13.0,8.0,0.0,23.0,14.0,8.0,7.0,0.0,15.0,5.0,7.0,14.0,0.0,7.0,17.0,18.0,12.0,0.0,11.647058823529411
2020-02-06,0.0,7.0,0.0,8.0,7.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,8.0,0.0,0.0,6.0,0.0,4.411764705882353
2020-02-07,0.0,8.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,6.0,9.0,4.294117647058823
2020-02-08,0.0,16.0,0.0,9.0,15.0,17.0,8.0,9.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,6.411764705882353
2020-02-09,0.0,16.0,14.0,9.0,15.0,8.0,8.0,9.0,15.0,9.0,8.0,0.0,8.0,0.0,13.0,0.0,0.0,10.0,0.0,19.0,9.47058823529412
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.47058823529411764
2020-02-11,7.0,0.0,12.0,8.0,0.0,7.0,7.0,0.0,7.0,16.0,14.0,5.0,7.0,0.0,8.0,0.0,0.0,27.0,12.0,16.0,9.0
2020-02-12,8.0,15.0,7.0,0.0,21.0,15.0,7.0,8.0,7.0,0.0,7.0,0.0,0.0,14.0,8.0,7.0,0.0,0.0,0.0,0.0,7.294117647058823
2020-02-13,8.0,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,0.0,0.0,12.0,0.0,9.0,9.0,0.0,17.0,5.647058823529412
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,9.0,0.0,0.0,0.0,8.0,9.0,0.0,0.0,0.0,9.0,9.0,12.0,8.0,17.0,9.0,0.0,0.0,0.0,7.0,10.0,6.294117647058823
2020-02-16,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,2.3529411764705883
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,0.0,0.0,1.0
2020-02-18,15.0,7.0,6.0,0.0,7.0,15.0,0.0,0.0,7.0,8.0,7.0,0.0,7.0,7.0,8.0,7.0,17.0,9.0,6.0,8.0,8.294117647058824
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,7.0,0.0,8.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2020-02-21,8.0,0.0,6.0,8.0,0.0,8.0,0.0,8.0,7.0,0.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,19.0,0.0,8.0,5.0
2020-02-22,17.0,8.0,7.0,9.0,8.0,8.0,8.0,9.0,7.0,9.0,8.0,6.0,0.0,8.0,9.0,0.0,10.0,0.0,0.0,0.0,7.705882352941177
2020-02-23,8.0,24.0,28.0,17.0,15.0,33.0,16.0,17.0,22.0,18.0,8.0,17.0,8.0,15.0,13.0,24.0,19.0,20.0,13.0,9.0,20.235294117647058
2020-02-24,0.0,7.0,6.0,30.0,0.0,7.0,20.0,0.0,26.0,32.0,7.0,5.0,7.0,20.0,15.0,7.0,25.0,22.0,17.0,24.0,16.294117647058822
2020-02-25,0.0,7.0,12.0,7.0,19.0,14.0,13.0,14.0,12.0,15.0,20.0,5.0,26.0,13.0,15.0,7.0,24.0,21.0,11.0,0.0,15.0
2020-02-26,27.0,25.0,11.0,7.0,18.0,13.0,19.0,20.0,0.0,22.0,13.0,5.0,13.0,12.0,17.0,13.0,8.0,36.0,5.0,15.0,17.58823529411765
2020-02-27,20.0,13.0,35.0,41.0,30.0,7.0,26.0,27.0,36.0,37.0,32.0,19.0,32.0,19.0,28.0,13.0,46.0,41.0,11.0,15.0,31.058823529411764
2020-02-28,14.0,21.0,18.0,22.0,32.0,7.0,7.0,22.0,6.0,16.0,7.0,10.0,14.0,20.0,12.0,7.0,8.0,39.0,11.0,24.0,18.647058823529413
2020-02-29,31.0,7.0,13.0,23.0,20.0,15.0,7.0,8.0,20.0,25.0,15.0,5.0,22.0,7.0,24.0,37.0,17.0,14.0,18.0,17.0,20.294117647058822
2020-03-01,22.0,14.0,32.0,23.0,7.0,22.0,7.0,8.0,26.0,24.0,7.0,5.0,14.0,0.0,31.0,22.0,17.0,32.0,12.0,0.0,19.11764705882353
2020-03-02,33.0,25.0,11.0,34.0,18.0,0.0,6.0,14.0,6.0,15.0,13.0,9.0,25.0,25.0,21.0,13.0,15.0,24.0,5.0,30.0,20.117647058823533
2020-03-03,7.0,13.0,6.0,7.0,12.0,20.0,0.0,7.0,6.0,7.0,13.0,5.0,0.0,19.0,7.0,0.0,0.0,8.0,0.0,15.0,8.941176470588236
2020-03-04,7.0,13.0,17.0,7.0,12.0,13.0,6.0,14.0,24.0,15.0,13.0,9.0,6.0,19.0,11.0,20.0,15.0,16.0,11.0,7.0,15.0
