date,/m/07mf1_0,/m/07mf1_1,/m/07mf1_2,/m/07mf1_3,/m/07mf1_4,/m/07mf1_5,/m/07mf1_6,/m/07mf1_7,/m/07mf1_8,/m/07mf1_9,/m/07mf1_10,/m/07mf1_11,/m/07mf1_12,/m/07mf1_13,/m/07mf1_14,/m/07mf1_15,/m/07mf1_16,/m/07mf1_17,/m/07mf1_18,/m/07mf1_19,/m/07mf1
2020-10-05,62.0,0.0,65.0,63.0,45.0,0.0,68.0,52.0,53.0,35.106382978723396,33.333333333333336,66.0,27.0,31.0,28.0,100.0,100.0,32.0,27.0,0.0,71.99054548439827
2020-10-06,31.0,0.0,34.0,32.0,23.0,0.0,33.0,0.0,0.0,35.106382978723396,0.0,0.0,28.0,31.0,0.0,49.0,34.0,31.0,28.0,0.0,31.56493928230887
2020-10-07,32.0,0.0,0.0,32.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,33.0,55.0,0.0,16.711053266147992
2020-10-08,33.0,45.0,35.0,66.0,0.0,0.0,0.0,27.0,0.0,72.34042553191489,71.875,36.0,0.0,33.0,58.0,0.0,36.0,33.0,58.0,0.0,49.01493281695197
2020-10-09,68.0,72.0,0.0,69.0,50.0,38.46153846153846,73.0,29.0,59.0,0.0,0.0,38.0,60.0,34.0,91.0,54.0,38.0,35.0,30.0,0.0,68.01735646042313
2020-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-11,0.0,0.0,0.0,0.0,0.0,39.56043956043956,38.0,29.0,0.0,0.0,0.0,37.0,0.0,0.0,32.0,27.0,38.0,0.0,30.0,0.0,21.948300568965635
2020-10-12,100.0,0.0,36.0,0.0,100.0,73.62637362637362,36.0,56.0,0.0,0.0,0.0,0.0,88.0,33.0,0.0,26.0,73.0,0.0,87.0,31.0,59.99968799377771
2020-10-13,0.0,0.0,35.0,33.0,24.0,0.0,0.0,26.0,28.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,17.278904590725837
2020-10-14,63.0,0.0,0.0,0.0,23.0,71.42857142857143,34.0,0.0,0.0,35.106382978723396,0.0,0.0,0.0,0.0,0.0,25.0,34.0,0.0,55.0,29.0,29.977273333999392
2020-10-15,66.0,23.0,36.0,33.0,25.0,0.0,71.0,55.0,58.0,36.17021276595744,35.416666666666664,0.0,59.0,66.0,30.0,52.0,0.0,34.0,29.0,31.0,59.99648416088716
2020-10-16,0.0,0.0,38.0,0.0,51.0,38.46153846153846,38.0,58.0,0.0,0.0,37.5,0.0,31.0,34.0,31.0,0.0,0.0,36.0,30.0,32.0,36.90721603533694
2020-10-17,0.0,0.0,0.0,0.0,27.0,40.65934065934066,0.0,30.0,0.0,40.42553191489362,39.583333333333336,0.0,0.0,0.0,0.0,28.0,0.0,0.0,32.0,33.0,21.95704274938872
2020-10-18,37.0,0.0,82.0,39.0,28.0,42.857142857142854,82.0,31.0,0.0,84.04255319148936,41.66666666666666,0.0,33.0,37.0,0.0,59.0,0.0,78.0,100.0,34.0,65.59221143956748
2020-10-19,0.0,23.0,0.0,100.0,24.0,37.362637362637365,0.0,82.0,83.0,71.27659574468085,69.79166666666667,35.0,58.0,32.0,0.0,0.0,36.0,34.0,28.0,29.0,60.22719569202546
2020-10-20,92.0,63.0,33.0,31.0,22.0,34.065934065934066,34.0,100.0,53.0,67.02127659574468,100.0,100.0,27.0,91.0,27.0,48.0,0.0,62.0,26.0,56.0,86.48271924139055
2020-10-21,0.0,22.0,69.0,63.0,0.0,35.164835164835175,34.0,26.0,27.0,35.106382978723396,0.0,34.0,0.0,31.0,0.0,25.0,70.0,32.0,0.0,29.0,43.178702322497514
2020-10-22,32.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,55.0,35.106382978723396,0.0,34.0,28.0,0.0,0.0,50.0,0.0,0.0,0.0,29.0,23.533899120422216
2020-10-23,0.0,0.0,0.0,0.0,24.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,35.0,0.0,0.0,0.0,9.653472517823355
2020-10-24,33.0,23.0,35.0,0.0,24.0,36.263736263736256,72.0,27.0,85.0,36.17021276595744,71.875,69.0,29.0,100.0,30.0,53.0,0.0,100.0,44.0,60.0,75.30592376056833
2020-10-25,0.0,21.0,0.0,31.0,45.0,0.0,33.0,0.0,0.0,0.0,0.0,33.0,0.0,31.0,27.0,0.0,0.0,31.0,26.0,0.0,22.551809747520107
2020-10-26,30.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,26.0,32.97872340425532,0.0,0.0,0.0,30.0,27.0,0.0,33.0,31.0,0.0,27.0,21.901110813277416
2020-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-28,31.0,0.0,0.0,0.0,0.0,34.065934065934066,0.0,0.0,0.0,34.04255319148936,33.333333333333336,0.0,27.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,15.448948582496776
2020-10-29,0.0,0.0,33.0,0.0,0.0,34.065934065934066,0.0,0.0,0.0,32.97872340425532,32.291666666666664,0.0,26.0,0.0,0.0,23.0,0.0,0.0,26.0,0.0,16.819458042030718
2020-10-30,0.0,0.0,30.0,28.0,0.0,29.67032967032967,0.0,0.0,24.0,30.851063829787236,30.20833333333333,0.0,0.0,27.0,0.0,0.0,0.0,0.0,24.0,0.0,18.149317389973433
2020-10-31,0.0,20.0,0.0,30.0,0.0,32.967032967032964,32.0,0.0,25.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,16.546135691506073
2020-11-01,29.0,41.0,32.0,59.0,42.0,32.967032967032964,32.0,25.0,25.0,31.914893617021278,32.291666666666664,63.0,0.0,29.0,26.0,0.0,0.0,0.0,26.0,0.0,42.68405312647226
2020-11-02,29.0,60.0,63.0,58.0,42.0,100.0,94.0,24.0,50.0,31.914893617021278,62.5,94.0,79.0,29.0,26.0,68.0,31.0,30.0,64.0,52.0,88.2128553865859
2020-11-03,57.0,100.0,62.0,58.0,43.0,32.967032967032964,92.0,24.0,100.0,0.0,93.75,92.0,76.0,28.0,77.0,69.0,63.0,86.0,0.0,79.0,100.0
2020-11-04,0.0,0.0,0.0,53.0,0.0,0.0,0.0,22.0,0.0,28.723404255319146,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,24.0,49.0,16.688615371863765
2020-11-05,27.0,19.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,29.16666666666667,29.0,0.0,0.0,24.0,0.0,30.0,28.0,24.0,0.0,19.401586923076355
2020-11-06,0.0,0.0,60.0,29.0,21.0,31.868131868131872,0.0,23.0,0.0,0.0,0.0,30.0,25.0,28.0,0.0,22.0,0.0,0.0,25.0,0.0,23.920179893873314
2020-11-07,27.0,19.0,59.0,28.0,40.0,30.76923076923077,30.0,45.0,24.0,30.851063829787236,60.41666666666666,61.0,73.0,55.0,50.0,21.0,61.0,55.0,24.0,76.0,70.57880584091454
2020-11-08,29.0,20.0,64.0,59.0,0.0,32.967032967032964,31.0,74.0,26.0,64.8936170212766,32.291666666666664,63.0,26.0,58.0,0.0,24.0,64.0,0.0,26.0,27.0,58.501042604987056
2020-11-09,57.0,39.0,91.0,85.0,21.0,31.868131868131872,31.0,24.0,50.0,0.0,91.66666666666669,0.0,77.0,84.0,51.0,45.0,31.0,88.0,50.0,26.0,78.97471783865863
2020-11-10,56.0,77.0,31.0,28.0,20.0,93.4065934065934,61.0,46.0,24.0,30.851063829787236,61.45833333333334,30.0,100.0,55.0,49.0,22.0,31.0,85.0,73.0,100.0,87.10157820934636
2020-11-11,28.0,57.0,0.0,84.0,41.0,62.63736263736264,61.0,23.0,48.0,60.638297872340424,60.41666666666666,0.0,73.0,0.0,100.0,22.0,31.0,28.0,73.0,50.0,73.22786195333694
2020-11-12,0.0,0.0,0.0,0.0,21.0,31.868131868131872,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,22.0,31.0,0.0,24.0,0.0,12.563153402316422
2020-11-13,28.0,20.0,31.0,0.0,21.0,0.0,0.0,0.0,0.0,30.851063829787236,0.0,31.0,25.0,28.0,51.0,0.0,32.0,0.0,51.0,26.0,30.40852473073697
2020-11-14,30.0,21.0,0.0,0.0,43.0,32.967032967032964,32.0,25.0,0.0,65.95744680851064,0.0,63.0,0.0,29.0,26.0,46.0,0.0,59.0,26.0,27.0,42.663844638350895
2020-11-15,28.0,0.0,0.0,29.0,0.0,0.0,0.0,24.0,25.0,31.914893617021278,31.25,0.0,0.0,0.0,26.0,0.0,0.0,0.0,74.0,0.0,21.835091624325727
2020-11-16,0.0,39.0,0.0,0.0,0.0,31.868131868131872,0.0,48.0,24.0,30.851063829787236,0.0,0.0,0.0,29.0,25.0,0.0,0.0,59.0,0.0,0.0,23.25912500842251
2020-11-17,29.0,0.0,0.0,0.0,21.0,64.83516483516482,31.0,24.0,0.0,31.914893617021278,63.54166666666666,31.0,0.0,28.0,0.0,47.0,0.0,29.0,50.0,26.0,38.637555284886744
2020-11-18,0.0,20.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,7.706553690699318
2020-11-19,89.0,62.0,95.0,30.0,44.0,34.065934065934066,65.0,50.0,26.0,98.93617021276596,97.91666666666669,31.0,0.0,30.0,53.0,24.0,65.0,61.0,39.0,0.0,80.7094202755268
2020-11-20,60.0,0.0,0.0,30.0,0.0,0.0,0.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,13.7095534076651
2020-11-21,93.0,42.0,67.0,0.0,0.0,34.065934065934066,100.0,26.0,53.0,34.04255319148936,66.66666666666667,33.0,55.0,31.0,28.0,49.0,34.0,32.0,53.0,0.0,67.39382451173675
2020-11-22,30.0,21.0,0.0,31.0,22.0,0.0,33.0,25.0,26.0,34.04255319148936,0.0,33.0,54.0,30.0,55.0,24.0,34.0,0.0,26.0,0.0,38.77958529062313
2020-11-23,90.0,21.0,32.0,30.0,44.0,67.03296703296704,32.0,25.0,26.0,32.97872340425532,32.291666666666664,0.0,0.0,88.0,26.0,23.0,33.0,91.0,27.0,55.0,62.8938626115847
2020-11-24,0.0,20.0,0.0,30.0,0.0,0.0,0.0,24.0,0.0,0.0,31.25,31.0,0.0,0.0,0.0,0.0,32.0,30.0,26.0,0.0,18.19152279094023
2020-11-25,0.0,19.0,30.0,0.0,21.0,0.0,31.0,23.0,0.0,0.0,0.0,30.0,0.0,56.0,0.0,22.0,0.0,29.0,25.0,26.0,25.30994475261249
