,/m/01c751_0,/m/01c751_1,/m/01c751_2,/m/01c751_3,/m/01c751_4,/m/01c751_5,/m/01c751_6,/m/01c751_7,/m/01c751_8,/m/01c751_9,/m/01c751_10,/m/01c751_11,/m/01c751_12,/m/01c751_13,/m/01c751_14,/m/01c751_15,/m/01c751_16,/m/01c751_17,/m/01c751_18,/m/01c751_19,/m/01c751
2020-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,81.0,0.0,0.0,0.0,89.0,80.0,45.0,0.0,37.660793638418966
2020-11-19,94.0,0.0,45.0,0.0,0.0,0.0,0.0,90.0,89.0,0.0,94.0,0.0,0.0,47.0,0.0,84.21052631578948,0.0,0.0,0.0,0.0,60.34731425898496
2020-11-20,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,88.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,46.0,47.0,34.43907382864271
2020-11-21,0.0,41.0,0.0,94.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,34.3279800420987
2020-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-25,0.0,0.0,0.0,0.0,42.0,86.0,43.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,81.57894736842105,0.0,76.66666666666667,0.0,0.0,46.24230139549388
2020-11-26,0.0,41.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.219848756529197
2020-11-27,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,25.55157090512201
2020-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-29,0.0,0.0,41.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,45.0,37.43860606533095
2020-11-30,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44375146176035
2020-12-01,91.0,0.0,0.0,0.0,0.0,89.0,46.0,88.0,86.0,0.0,0.0,0.0,79.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,58.4353317221486
2020-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-06,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.109534575504796
2020-12-07,0.0,40.0,0.0,93.0,43.0,86.0,45.0,0.0,0.0,88.0,90.0,80.0,0.0,0.0,91.0,0.0,86.0,0.0,45.0,46.0,92.54112419115928
2020-12-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-10,92.0,41.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,47.0,35.21673033445077
2020-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-13,96.0,43.0,0.0,0.0,0.0,0.0,0.0,92.0,91.0,47.0,0.0,0.0,0.0,49.0,0.0,86.84210526315789,0.0,83.33333333333333,0.0,0.0,65.34263662586733
2020-12-14,0.0,0.0,0.0,0.0,46.0,93.0,48.0,0.0,91.0,0.0,0.0,0.0,0.0,49.0,49.0,0.0,90.0,0.0,0.0,0.0,51.76970452950807
2020-12-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-16,0.0,89.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.88563187027364
2020-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-18,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9992203944803935
2020-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,53.0,0.0,98.0,88.33333333333333,0.0,0.0,43.47470180088875
2020-12-21,100.0,0.0,0.0,0.0,46.0,0.0,0.0,96.0,92.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,52.325173462228115
2020-12-22,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.888126607936385
2020-12-23,99.0,0.0,47.0,0.0,95.0,0.0,0.0,96.0,93.0,94.0,100.0,0.0,0.0,100.0,0.0,89.47368421052632,0.0,86.66666666666667,0.0,0.0,100.0
