,/m/01cdt5_0,/m/01cdt5_1,/m/01cdt5_2,/m/01cdt5_3,/m/01cdt5_4,/m/01cdt5_5,/m/01cdt5_6,/m/01cdt5_7,/m/01cdt5_8,/m/01cdt5_9,/m/01cdt5_10,/m/01cdt5_11,/m/01cdt5_12,/m/01cdt5_13,/m/01cdt5_14,/m/01cdt5_15,/m/01cdt5_16,/m/01cdt5_17,/m/01cdt5_18,/m/01cdt5_19,/m/01cdt5
2020-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,31.0,0.0,0.0,0.0,43.87755102040816,22.095858121757704
2020-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,47.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,46.15384615384615,0.0,23.842715446579152
2020-10-07,23.0,0.0,0.0,0.0,46.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,46.0,0.0,43.87755102040816,26.603518313527864
2020-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,45.0,0.0,51.0,54.0,0.0,0.0,0.0,53.84615384615385,50.0,31.1078087959523
2020-10-10,0.0,57.0,0.0,0.0,57.0,0.0,0.0,0.0,42.0,39.0,58.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,58.24175824175824,0.0,39.306985575959146
2020-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-12,26.0,0.0,0.0,47.0,53.0,0.0,42.0,0.0,76.0,0.0,0.0,0.0,0.0,49.0,51.0,0.0,49.0,0.0,0.0,0.0,42.17882036584934
2020-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-10-14,50.0,0.0,51.0,46.0,0.0,0.0,41.0,0.0,0.0,67.0,50.0,42.0,48.0,0.0,0.0,34.0,0.0,50.0,0.0,0.0,51.40879123471205
2020-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
