,/m/0cjf0_0,/m/0cjf0_1,/m/0cjf0_2,/m/0cjf0_3,/m/0cjf0_4,/m/0cjf0_5,/m/0cjf0_6,/m/0cjf0_7,/m/0cjf0_8,/m/0cjf0_9,/m/0cjf0_10,/m/0cjf0_11,/m/0cjf0_12,/m/0cjf0_13,/m/0cjf0_14,/m/0cjf0_15,/m/0cjf0_16,/m/0cjf0_17,/m/0cjf0_18,/m/0cjf0_19,/m/0cjf0
2020-10-05,10.0,10.0,12.087912087912088,67.0,21.0,23.0,11.0,27.0,11.0,24.0,0.0,23.0,21.0,43.0,37.0,11.0,48.0,26.0,17.0,34.0,30.816066690850626
2020-10-06,42.0,64.0,83.51648351648352,56.0,42.0,46.0,70.0,54.0,53.0,48.0,87.0,69.0,42.0,35.0,38.0,21.0,48.0,18.0,60.0,69.0,67.6738578409406
2020-10-07,30.0,10.0,0.0,33.0,21.0,45.0,34.0,17.0,21.0,12.0,42.0,23.0,21.0,34.0,19.0,42.0,47.0,8.0,34.0,34.0,34.11148809650826
2020-10-08,0.0,11.0,13.186813186813186,59.0,11.0,12.0,25.0,0.0,22.0,38.0,11.0,0.0,22.0,18.0,40.0,11.0,13.0,18.0,9.0,0.0,21.566409889820683
2020-10-09,46.0,24.0,27.47252747252747,75.0,36.0,26.0,26.0,20.0,48.0,54.0,48.0,0.0,12.0,59.0,21.0,24.0,66.0,49.0,39.0,26.0,47.022882302313825
2020-10-10,12.0,26.0,28.571428571428573,14.0,63.0,56.0,28.0,32.0,39.0,73.0,0.0,56.0,25.0,21.0,11.0,25.0,71.0,31.0,21.0,56.0,44.56963204802652
2020-10-11,33.0,35.0,92.3076923076923,73.0,34.0,25.0,100.0,38.0,46.0,52.0,46.0,62.0,56.0,38.0,71.0,46.0,78.0,9.0,9.0,38.0,63.51777166065624
2020-10-12,22.0,34.0,38.46153846153846,24.0,33.0,25.0,12.0,38.0,23.0,26.0,34.0,25.0,45.0,56.0,10.0,22.0,38.0,37.0,9.0,24.0,37.248291118081774
2020-10-13,22.0,12.0,26.373626373626372,24.0,11.0,25.0,25.0,9.0,23.0,39.0,12.0,25.0,23.0,0.0,20.0,57.0,13.0,28.0,9.0,25.0,27.72763160702473
2020-10-14,21.0,44.0,37.362637362637365,0.0,0.0,60.0,36.0,28.0,34.0,0.0,22.0,48.0,43.0,37.0,20.0,44.0,25.0,36.0,27.0,48.0,39.50735832817645
