,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2021-01-12,44.0,72.0,70.0,90.0,80.0,68.0,47.0,63.0,54.0,28.0,59.0,79.0,44.0,62.0,94.50549450549451,65.3061224489796,100.0,27.0,45.0,66.66666666666667,75.30552903484242
2021-01-13,37.0,50.0,55.0,56.0,67.0,38.0,55.0,39.0,31.0,34.0,68.0,44.0,44.0,44.0,56.043956043956044,58.16326530612245,39.0,41.0,39.0,93.10344827586206,59.139087893364255
2021-01-14,30.0,51.0,32.0,14.0,23.0,24.0,21.0,26.0,24.0,17.0,35.0,18.0,26.0,32.0,24.175824175824175,29.591836734693878,31.0,14.0,27.0,42.52873563218391,32.39039722561746
2021-01-15,62.0,62.0,66.0,14.0,62.0,64.0,35.0,27.0,65.0,41.0,36.0,64.0,26.0,46.0,58.24175824175824,22.448979591836736,32.0,28.0,21.0,17.24137931034483,50.7988759347069
2021-01-16,50.0,61.0,88.0,39.0,41.0,77.0,68.0,36.0,78.0,44.0,66.0,99.0,49.0,35.0,71.42857142857143,39.795918367346935,43.0,84.0,44.0,74.71264367816092,71.08444814716466
2021-01-17,66.0,45.0,60.0,54.0,24.0,84.0,59.0,42.0,77.0,31.0,65.0,48.0,62.0,48.0,51.64835164835165,46.93877551020408,59.0,52.0,50.0,27.586206896551722,62.9605378087136
2021-01-18,67.0,50.0,62.0,14.0,51.0,45.0,47.0,45.0,62.0,34.0,17.0,44.0,25.0,50.0,31.86813186813187,35.714285714285715,77.0,54.0,33.0,66.66666666666667,54.52783354706766
2021-01-19,79.0,66.0,92.0,83.0,100.0,89.0,73.0,100.0,68.0,50.0,66.0,85.0,68.0,86.0,85.71428571428571,100.0,76.0,100.0,57.0,98.85057471264368,97.09194572369702
2021-01-20,66.0,58.0,46.0,41.0,36.0,67.0,54.0,32.0,53.0,45.0,50.0,43.0,55.0,19.0,46.15384615384615,50.0,61.0,40.0,71.0,74.71264367816092,60.30928002579475
2021-01-21,23.0,46.0,40.0,43.0,30.0,31.0,48.0,26.0,55.0,34.0,43.0,36.0,32.0,38.0,48.35164835164835,36.734693877551024,46.0,34.0,39.0,42.52873563218391,46.17233559439426
