,/m/0lbt3_0,/m/0lbt3_1,/m/0lbt3_2,/m/0lbt3_3,/m/0lbt3_4,/m/0lbt3_5,/m/0lbt3_6,/m/0lbt3_7,/m/0lbt3_8,/m/0lbt3_9,/m/0lbt3_10,/m/0lbt3_11,/m/0lbt3_12,/m/0lbt3_13,/m/0lbt3_14,/m/0lbt3_15,/m/0lbt3_16,/m/0lbt3_17,/m/0lbt3_18,/m/0lbt3_19,/m/0lbt3
2020-11-18,90.0,100.0,94.0,42.0,74.0,69.0,61.0,26.0,69.0,51.0,68.0,62.0,51.0,57.0,94.50549450549451,65.3061224489796,93.0,68.0,46.0,66.66666666666667,80.6311609280016
2020-11-19,51.0,59.0,54.0,55.0,36.0,75.0,61.0,44.0,84.0,56.0,75.0,61.0,31.0,50.0,62.637362637362635,57.142857142857146,68.0,67.0,51.0,16.091954022988507,66.65250756976309
2020-11-20,8.0,66.0,24.0,29.0,53.0,32.0,35.0,13.0,40.0,41.0,44.0,18.0,33.0,19.0,48.35164835164835,30.612244897959183,48.0,35.0,61.0,52.87356321839081,43.73226142563267
2020-11-21,25.0,60.0,43.0,55.0,41.0,42.0,23.0,28.0,43.0,31.0,47.0,48.0,42.0,34.0,70.32967032967034,39.795918367346935,34.0,67.0,29.0,82.75862068965517,52.95019738497316
2020-11-22,55.0,48.0,50.0,37.0,39.0,32.0,43.0,27.0,49.0,24.0,18.0,56.0,7.0,33.0,32.967032967032964,54.08163265306123,57.0,36.0,28.0,44.827586206896555,46.1281253079644
2020-11-23,51.0,45.0,46.0,0.0,14.0,67.0,34.0,56.0,91.0,55.0,42.0,43.0,49.0,37.0,54.94505494505494,7.142857142857143,91.0,60.0,51.0,66.66666666666667,57.49017107993372
2020-11-24,94.0,72.0,69.0,69.0,65.0,60.0,74.0,88.0,100.0,45.0,42.0,69.0,56.0,62.0,47.252747252747255,57.142857142857146,98.0,33.0,83.0,100.0,82.7804017036568
2020-11-25,29.0,63.0,77.0,62.0,43.0,53.0,27.0,38.0,39.0,22.0,75.0,52.0,37.0,37.0,23.076923076923077,42.857142857142854,30.0,54.0,32.0,41.37931034482759,52.49716962928133
2020-11-26,59.0,72.0,54.0,69.0,88.0,68.0,61.0,51.0,99.0,74.0,68.0,78.0,69.0,100.0,85.71428571428571,50.0,84.0,67.0,77.0,66.66666666666667,86.19032290223595
2020-11-27,65.0,54.0,92.0,69.0,43.0,45.0,47.0,50.0,38.0,61.0,100.0,52.0,43.0,50.0,53.84615384615385,50.0,90.0,54.0,45.0,66.66666666666667,69.92212521897156
2020-11-28,66.0,61.0,96.0,47.0,49.0,52.0,53.0,29.0,43.0,45.0,38.0,60.0,85.0,64.0,43.956043956043956,40.816326530612244,60.0,53.0,59.0,37.93103448275862,64.78741330715908
2020-11-29,32.0,64.0,17.0,23.0,8.0,16.0,15.0,7.0,17.0,24.0,18.0,10.0,14.0,27.0,35.16483516483517,15.306122448979592,8.0,30.0,14.0,9.195402298850574,24.154813938723194
2020-11-30,36.0,66.0,91.0,48.0,57.0,44.0,27.0,43.0,52.0,39.0,25.0,59.0,31.0,61.0,76.92307692307692,63.265306122448976,59.0,27.0,44.0,49.42528735632184,59.75560462962734
2020-12-01,44.0,49.0,31.0,49.0,65.0,82.0,47.0,38.0,76.0,22.0,34.0,35.0,62.0,37.0,62.637362637362635,64.28571428571429,53.0,47.0,52.0,90.80459770114942,62.27564602328285
2020-12-02,37.0,68.0,39.0,63.0,58.0,30.0,81.0,38.0,85.0,68.0,51.0,79.0,100.0,25.0,78.02197802197803,42.857142857142854,76.0,67.0,70.0,75.86206896551724,73.70561982870163
2020-12-03,52.0,59.0,63.0,70.0,52.0,77.0,48.0,83.0,70.0,40.0,76.0,89.0,57.0,70.0,63.73626373626374,65.3061224489796,76.0,48.0,66.0,75.86206896551724,77.84425007082878
2020-12-04,69.0,76.0,73.0,73.0,68.0,63.0,100.0,46.0,72.0,47.0,53.0,46.0,39.0,52.0,32.967032967032964,83.6734693877551,64.0,57.0,34.0,87.35632183908046,73.96027086258799
2020-12-05,42.0,87.0,18.0,32.0,42.0,26.0,46.0,43.0,26.0,19.0,57.0,30.0,43.0,42.0,17.582417582417584,40.816326530612244,43.0,38.0,30.0,19.54022988505747,44.396560255078825
2020-12-06,25.0,71.0,9.0,39.0,49.0,43.0,39.0,36.0,35.0,26.0,57.0,30.0,7.0,21.0,53.84615384615385,16.3265306122449,43.0,23.0,44.0,37.93103448275862,42.19239161323794
2020-12-07,15.0,60.0,24.0,21.0,30.0,30.0,28.0,32.0,31.0,34.0,43.0,53.0,44.0,38.0,47.252747252747255,14.285714285714286,31.0,21.0,33.0,59.770114942528735,41.24723302399233
2020-12-08,44.0,55.0,23.0,49.0,36.0,60.0,27.0,32.0,46.0,28.0,42.0,35.0,37.0,25.0,54.94505494505494,35.714285714285715,38.0,40.0,26.0,57.47126436781609,47.34011664929154
2020-12-09,45.0,65.0,79.0,42.0,82.0,62.0,41.0,51.0,55.0,46.0,43.0,35.0,51.0,38.0,39.56043956043956,22.448979591836736,47.0,21.0,53.0,67.816091954023,58.9903795846928
2020-12-10,53.0,47.0,65.0,22.0,38.0,31.0,36.0,26.0,72.0,35.0,52.0,36.0,65.0,32.0,57.142857142857146,29.591836734693878,64.0,42.0,47.0,60.91954022988506,54.492238570820355
2020-12-11,54.0,93.0,81.0,66.0,53.0,63.0,64.0,60.0,88.0,64.0,35.0,91.0,39.0,91.0,72.52747252747253,67.34693877551021,48.0,71.0,74.0,87.35632183908046,81.51392627261785
2020-12-12,25.0,86.0,26.0,62.0,57.0,67.0,8.0,42.0,26.0,50.0,46.0,58.0,42.0,28.0,26.373626373626372,39.795918367346935,59.0,15.0,51.0,55.172413793103445,52.020171465511766
2020-12-13,90.0,75.0,61.0,100.0,88.0,100.0,98.0,84.0,77.0,100.0,75.0,58.0,83.0,97.0,78.02197802197803,71.42857142857143,94.0,67.0,100.0,74.71264367816092,100.00000000000001
2020-12-14,22.0,77.0,62.0,35.0,51.0,37.0,54.0,44.0,38.0,34.0,59.0,70.0,31.0,37.0,47.252747252747255,57.142857142857146,54.0,60.0,39.0,41.37931034482759,56.83316378948527
2020-12-15,45.0,69.0,48.0,63.0,52.0,54.0,42.0,45.0,78.0,29.0,78.0,53.0,25.0,77.0,56.043956043956044,58.16326530612245,46.0,27.0,66.0,42.52873563218391,63.0540429154309
2020-12-16,39.0,38.0,56.0,51.0,30.0,39.0,14.0,13.0,49.0,30.0,53.0,55.0,46.0,39.0,41.75824175824176,67.34693877551021,40.0,50.0,54.0,26.436781609195403,49.75827409088367
2020-12-17,54.0,57.0,41.0,36.0,84.0,47.0,36.0,40.0,56.0,35.0,61.0,82.0,20.0,52.0,32.967032967032964,60.204081632653065,48.0,49.0,55.0,26.436781609195403,58.19945653470197
2020-12-18,16.0,35.0,34.0,15.0,0.0,17.0,7.0,0.0,17.0,12.0,18.0,0.0,14.0,21.0,17.582417582417584,8.16326530612245,0.0,15.0,14.0,18.39080459770115,16.703125621361295
2020-12-19,100.0,76.0,60.0,78.0,90.0,69.0,69.0,35.0,35.0,31.0,76.0,99.0,57.0,56.0,71.42857142857143,48.97959183673469,94.0,23.0,88.0,74.71264367816092,79.65235306860579
2020-12-20,59.0,92.0,52.0,55.0,41.0,51.0,38.0,29.0,43.0,38.0,48.0,49.0,36.0,50.0,71.42857142857143,16.3265306122449,60.0,46.0,44.0,47.12643678160919,57.79696099063347
2020-12-21,23.0,65.0,32.0,43.0,22.0,46.0,28.0,45.0,47.0,29.0,26.0,53.0,13.0,32.0,39.56043956043956,36.734693877551024,23.0,14.0,46.0,17.24137931034483,40.72232535676254
2020-12-22,85.0,58.0,90.0,66.0,62.0,56.0,43.0,68.0,65.0,48.0,98.0,92.0,47.0,79.0,100.0,53.06122448979592,64.0,57.0,62.0,70.11494252873563,81.57049967492563
2020-12-23,48.0,49.0,25.0,45.0,47.0,41.0,30.0,14.0,42.0,25.0,55.0,66.0,41.0,34.0,42.857142857142854,23.46938775510204,33.0,51.0,28.0,44.827586206896555,46.9824921974972
2020-12-24,45.0,55.0,38.0,51.0,80.0,56.0,42.0,86.0,48.0,48.0,83.0,96.0,23.0,53.0,67.03296703296704,26.53061224489796,56.0,49.0,79.0,62.06896551724138,68.43332533275974
2020-12-25,48.0,59.0,61.0,46.0,48.0,49.0,18.0,25.0,61.0,30.0,55.0,34.0,83.0,49.0,72.52747252747253,57.142857142857146,30.0,35.0,34.0,43.67816091954023,56.149423015541466
2020-12-26,52.0,74.0,100.0,57.0,60.0,35.0,40.0,59.0,63.0,46.0,60.0,72.0,44.0,22.0,73.62637362637362,59.183673469387756,54.0,32.0,38.0,68.96551724137932,66.40737235598435
2020-12-27,62.0,86.0,82.0,30.0,54.0,48.0,72.0,20.0,49.0,41.0,62.0,64.0,53.0,26.0,25.274725274725274,68.36734693877551,72.0,50.0,41.0,71.26436781609195,64.44053126932714
2020-12-28,31.0,66.0,41.0,44.0,46.0,56.0,57.0,60.0,90.0,35.0,36.0,74.0,93.0,59.0,74.72527472527473,23.46938775510204,81.0,65.0,62.0,79.3103448275862,70.22085049102573
2020-12-29,48.0,87.0,33.0,15.0,39.0,49.0,44.0,20.0,25.0,12.0,55.0,85.0,27.0,40.0,75.82417582417582,62.244897959183675,33.0,51.0,21.0,44.827586206896555,51.87384832041888
2020-12-30,73.0,80.0,60.0,84.0,80.0,50.0,75.0,91.0,77.0,88.0,56.0,68.0,70.0,48.0,69.23076923076923,71.42857142857143,67.0,45.0,49.0,93.10344827586206,83.46059766455018
2020-12-31,26.0,54.0,37.0,49.0,44.0,18.0,16.0,23.0,46.0,40.0,81.0,21.0,22.0,22.0,38.46153846153846,52.04081632653061,37.0,32.0,39.0,19.54022988505747,42.906796153803334
2021-01-01,38.0,58.0,89.0,62.0,37.0,58.0,35.0,72.0,69.0,58.0,75.0,100.0,24.0,63.0,50.54945054945055,64.28571428571429,97.0,86.0,50.0,52.87356321839081,74.1225472860299
2021-01-02,26.0,57.0,62.0,48.0,51.0,52.0,39.0,44.0,44.0,39.0,29.0,40.0,43.0,36.0,63.73626373626374,58.16326530612245,18.0,47.0,60.0,48.275862068965516,54.164392492196086
2021-01-03,68.0,52.0,99.0,55.0,58.0,52.0,70.0,58.0,79.0,64.0,57.0,90.0,72.0,57.0,53.84615384615385,66.3265306122449,52.0,54.0,59.0,77.01149425287356,77.38227984127658
2021-01-04,58.0,76.0,54.0,90.0,80.0,23.0,60.0,31.0,31.0,45.0,50.0,78.0,80.0,55.0,54.94505494505494,42.857142857142854,68.0,34.0,39.0,33.333333333333336,64.81327111493593
2021-01-05,37.0,65.0,79.0,57.0,81.0,54.0,48.0,52.0,56.0,52.0,51.0,63.0,45.0,38.0,40.65934065934066,67.34693877551021,47.0,69.0,34.0,86.20689655172414,67.15162113435466
2021-01-06,22.0,46.0,31.0,28.0,22.0,46.0,41.0,26.0,39.0,17.0,43.0,36.0,51.0,31.0,48.35164835164835,29.591836734693878,31.0,14.0,33.0,25.28735632183908,39.50726321180599
2021-01-07,45.0,37.0,39.0,14.0,44.0,69.0,34.0,26.0,46.0,11.0,34.0,44.0,38.0,31.0,63.73626373626374,29.591836734693878,31.0,27.0,39.0,59.770114942528735,45.60286024410968
2021-01-08,38.0,64.0,40.0,57.0,61.0,47.0,42.0,52.0,56.0,40.0,43.0,62.0,45.0,32.0,64.83516483516483,44.89795918367347,55.0,35.0,40.0,51.724137931034484,58.07076567627166
2021-01-09,0.0,46.0,35.0,24.0,33.0,26.0,8.0,50.0,34.0,25.0,38.0,10.0,28.0,28.0,26.373626373626372,40.816326530612244,17.0,23.0,22.0,18.39080459770115,31.86886593073267
2021-01-10,25.0,71.0,35.0,16.0,41.0,25.0,30.0,42.0,43.0,25.0,28.0,20.0,42.0,35.0,43.956043956043956,24.489795918367346,26.0,23.0,29.0,27.586206896551722,39.01665914208204
2021-01-11,36.0,58.0,31.0,21.0,43.0,22.0,27.0,13.0,8.0,17.0,17.0,43.0,19.0,31.0,15.384615384615385,14.285714285714286,23.0,20.0,13.0,25.28735632183908,29.737232607533493
