,/m/0g9pc_0,/m/0g9pc_1,/m/0g9pc_2,/m/0g9pc_3,/m/0g9pc_4,/m/0g9pc_5,/m/0g9pc_6,/m/0g9pc_7,/m/0g9pc_8,/m/0g9pc_9,/m/0g9pc_10,/m/0g9pc_11,/m/0g9pc_12,/m/0g9pc_13,/m/0g9pc_14,/m/0g9pc_15,/m/0g9pc_16,/m/0g9pc_17,/m/0g9pc_18,/m/0g9pc_19,/m/0g9pc
2020-11-14,33.0,28.0,42.0,34.0,48.0,50.0,48.0,40.0,36.0,29.0,45.0,25.0,27.0,29.0,36.0,36.0,34.0,28.0,43.0,27.0,37.749737118822296
2020-11-15,22.0,32.0,56.0,38.0,53.0,28.0,22.0,28.0,40.0,47.0,24.0,46.0,34.0,26.0,32.0,53.0,52.0,51.0,53.0,27.0,40.16824395373292
2020-11-16,28.0,38.0,51.0,29.0,33.0,27.0,43.0,39.0,47.0,41.0,48.0,45.0,26.0,17.0,51.0,31.0,42.0,42.0,38.0,45.0,40.0105152471083
2020-11-17,47.0,38.0,64.0,37.0,57.0,45.0,70.0,55.0,59.0,33.0,24.0,49.0,27.0,34.0,32.0,32.0,38.0,27.0,33.0,19.0,43.11251314405889
2020-11-18,28.0,14.0,37.0,16.0,14.0,27.0,17.0,12.0,12.0,12.0,28.0,12.0,4.0,17.0,19.0,16.0,41.0,31.0,52.0,30.0,23.080967402733965
2020-11-19,25.0,31.0,27.0,29.0,42.0,63.0,26.0,23.0,35.0,29.0,23.0,44.0,34.0,25.0,19.0,27.0,38.0,23.0,42.0,19.0,32.80757097791798
2020-11-20,25.0,24.0,46.0,33.0,38.0,36.0,52.0,20.0,20.0,25.0,32.0,33.0,23.0,23.0,31.0,28.0,17.0,28.0,14.0,34.0,30.599369085173503
2020-11-21,18.0,39.0,52.0,21.0,53.0,28.0,44.0,29.0,28.0,26.0,29.0,47.0,8.0,23.0,40.0,32.0,26.0,20.0,49.0,31.0,33.80651945320715
2020-11-22,29.0,29.0,33.0,39.0,34.0,28.0,54.0,29.0,52.0,21.0,33.0,46.0,19.0,29.0,32.0,24.0,61.0,40.0,54.0,31.0,37.69716088328076
2020-11-23,25.0,31.0,23.0,34.0,33.0,32.0,31.0,36.0,24.0,33.0,40.0,33.0,19.0,23.0,23.0,20.0,13.0,32.0,53.0,15.0,30.126182965299687
2020-11-24,21.0,37.0,40.0,37.0,69.0,40.0,42.0,23.0,27.0,44.0,27.0,48.0,33.0,30.0,43.0,42.0,37.0,57.0,70.0,29.0,41.850683491062036
2020-11-25,31.0,23.0,61.0,40.0,41.0,30.0,54.0,23.0,30.0,36.0,30.0,35.0,21.0,30.0,33.0,34.0,36.0,41.0,54.0,51.0,38.59095688748686
2020-11-26,22.0,31.0,79.0,30.0,43.0,45.0,70.0,48.0,47.0,59.0,53.0,50.0,34.0,17.0,55.0,28.0,30.0,35.0,24.0,38.0,44.05888538380652
2020-11-27,35.0,17.0,23.0,12.0,19.0,22.0,9.0,23.0,16.0,16.0,24.0,20.0,11.0,6.0,12.0,12.0,33.0,12.0,52.0,11.0,20.241850683491062
2020-11-28,14.0,28.0,32.0,25.0,19.0,27.0,22.0,20.0,16.0,29.0,20.0,33.0,22.0,17.0,31.0,24.0,38.0,43.0,52.0,23.0,28.128286014721347
2020-11-29,28.0,20.0,36.0,24.0,23.0,44.0,21.0,35.0,31.0,24.0,27.0,24.0,30.0,28.0,23.0,27.0,29.0,30.0,52.0,22.0,30.389064143007364
2020-11-30,24.0,20.0,31.0,44.0,45.0,31.0,21.0,19.0,30.0,36.0,30.0,16.0,22.0,22.0,23.0,8.0,20.0,30.0,45.0,33.0,28.916929547844376
2020-12-01,28.0,30.0,27.0,20.0,14.0,35.0,17.0,23.0,15.0,20.0,19.0,20.0,22.0,14.0,15.0,16.0,33.0,23.0,32.0,15.0,23.02839116719243
2020-12-02,38.0,13.0,31.0,16.0,14.0,18.0,25.0,15.0,23.0,40.0,12.0,24.0,25.0,0.0,19.0,19.0,21.0,38.0,51.0,25.0,24.553101997896952
2020-12-03,35.0,32.0,32.0,21.0,48.0,36.0,30.0,16.0,40.0,29.0,24.0,29.0,23.0,23.0,31.0,48.0,63.0,39.0,48.0,31.0,35.646687697160885
2020-12-04,24.0,13.0,22.0,48.0,27.0,30.0,21.0,31.0,27.0,24.0,12.0,20.0,32.0,16.0,26.0,34.0,28.0,8.0,28.0,14.0,25.499474237644588
2020-12-05,7.0,14.0,34.0,43.0,25.0,19.0,23.0,16.0,29.0,17.0,29.0,25.0,35.0,12.0,16.0,20.0,22.0,0.0,10.0,27.0,22.239747634069403
2020-12-06,25.0,21.0,33.0,25.0,29.0,23.0,13.0,28.0,36.0,21.0,16.0,21.0,8.0,17.0,36.0,20.0,17.0,12.0,5.0,35.0,23.186119873817034
2020-12-07,25.0,31.0,37.0,29.0,52.0,37.0,35.0,24.0,16.0,46.0,32.0,54.0,30.0,11.0,39.0,28.0,25.0,35.0,38.0,38.0,34.80546792849632
2020-12-08,14.0,14.0,50.0,17.0,14.0,23.0,13.0,28.0,23.0,24.0,32.0,20.0,30.0,11.0,20.0,28.0,29.0,16.0,52.0,23.0,25.289169295478445
2020-12-09,43.0,34.0,50.0,25.0,33.0,45.0,52.0,31.0,43.0,33.0,28.0,16.0,26.0,28.0,27.0,31.0,42.0,35.0,52.0,22.0,36.59305993690852
2020-12-10,30.0,21.0,57.0,51.0,39.0,51.0,35.0,33.0,24.0,43.0,29.0,30.0,31.0,29.0,48.0,28.0,26.0,24.0,20.0,39.0,36.17245005257624
2020-12-11,45.0,40.0,47.0,34.0,29.0,47.0,27.0,45.0,49.0,34.0,54.0,42.0,35.0,26.0,41.0,53.0,40.0,56.0,88.0,23.0,44.95268138801262
2020-12-12,29.0,25.0,9.0,9.0,34.0,18.0,13.0,12.0,36.0,17.0,24.0,13.0,19.0,20.0,24.0,8.0,31.0,28.0,25.0,16.0,21.556256572029444
2020-12-13,23.0,26.0,29.0,36.0,30.0,24.0,19.0,34.0,25.0,18.0,13.0,22.0,12.0,18.0,17.0,17.0,40.0,45.0,41.0,12.0,26.34069400630915
2020-12-14,43.0,21.0,42.0,38.0,52.0,23.0,39.0,32.0,36.0,41.0,44.0,29.0,41.0,26.0,31.0,40.0,34.0,35.0,53.0,27.0,38.22292323869611
2020-12-15,71.0,7.0,24.0,39.0,29.0,23.0,13.0,28.0,29.0,17.0,20.0,29.0,23.0,15.0,32.0,20.0,44.0,28.0,55.0,31.0,30.336487907465827
2020-12-16,22.0,25.0,57.0,35.0,44.0,24.0,27.0,29.0,37.0,43.0,42.0,39.0,31.0,15.0,24.0,33.0,49.0,41.0,40.0,28.0,36.014721345951635
2020-12-17,23.0,15.0,25.0,18.0,20.0,19.0,33.0,21.0,17.0,13.0,17.0,18.0,16.0,12.0,21.0,13.0,27.0,25.0,21.0,20.0,20.71503680336488
2020-12-18,12.0,16.0,36.0,14.0,11.0,36.0,34.0,31.0,31.0,28.0,36.0,32.0,30.0,29.0,18.0,31.0,24.0,9.0,38.0,8.0,26.498422712933756
2020-12-19,41.0,40.0,70.0,53.0,44.0,53.0,45.0,46.0,41.0,39.0,37.0,47.0,62.0,23.0,32.0,18.0,53.0,36.0,33.0,44.0,45.057833859095695
2020-12-20,59.0,100.0,82.0,97.0,100.0,100.0,100.0,100.0,100.0,100.0,97.0,100.0,100.0,100.0,100.0,100.0,84.0,83.0,100.0,100.0,100.0
2020-12-21,100.0,60.0,100.0,100.0,77.0,83.0,84.0,81.0,64.0,77.0,100.0,71.0,81.0,62.0,98.0,59.0,100.0,100.0,82.0,75.0,86.96109358569927
2020-12-22,55.0,35.0,72.0,42.0,84.0,71.0,68.0,45.0,53.0,51.0,50.0,51.0,63.0,35.0,35.0,62.0,80.0,61.0,68.0,55.0,59.72660357518402
